C,H,N,O,S,P,,mass,,PreHW1.csv,PreHW2.csv,PreHW3.csv,Initial,AvgInitial,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
22,20,0,14,0,0,,507.078028,,3414429,6350496,2827432,Yes,,2389308,2449219,2524632,,0.909090909,0.636363636,,507.07803,13,0.590909091,0.65,0.928571429,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,507.19528,507.00000,0.19528
22,20,0,15,0,0,,523.0729426,,3207085,4472268,2575366,Yes,,NA,NA,NA,,0.909090909,0.681818182,,523.07294,13,0.590909091,0.65,0.866666667,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,523.19390,523.00000,0.19390
22,20,0,16,0,0,,539.0678572,,2628054,3255162,1515546,Yes,,NA,NA,NA,,0.909090909,0.727272727,,539.06786,13,0.590909091,0.65,0.8125,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,539.19251,539.00000,0.19251
22,22,0,7,0,0,,397.1292758,,3827406,3710056,2727007,Yes,,3025285,2733809,2645713,,1,0.318181818,,397.12928,12,0.545454545,0.545454545,1.714285714,CRAM,,,0.459459459,,----,----,HUnSatLig,----,----,----,,397.22111,397.00000,0.22111
22,22,0,8,0,0,,413.1241904,,5259005,5510613,3035685,Yes,,3569616,4103365,3942769,,1,0.363636364,,413.12419,12,0.545454545,0.545454545,1.5,CRAM,,,0.444444444,,----,----,HUnSatLig,----,----,----,,413.21972,413.00000,0.21972
22,22,0,9,0,0,,429.119105,,5851599,7657162,4055815,Yes,,4571273,4733770,4439352,,1,0.409090909,,429.11910,12,0.545454545,0.545454545,1.333333333,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,429.21833,429.00000,0.21833
22,22,0,10,0,0,,445.1140196,,7543877,9333644,5161003,Yes,,5135957,5327606,4768145,,1,0.454545455,,445.11402,12,0.545454545,0.545454545,1.2,CRAM,,,0.411764706,,----,----,HUnSatLig,----,----,----,,445.21695,445.00000,0.21695
22,22,0,11,0,0,,461.1089342,,7606135,9349238,5000912,Yes,,4391407,4329558,4145151,,1,0.5,,461.10893,12,0.545454545,0.545454545,1.090909091,CRAM,,,0.393939394,,----,----,HUnSatLig,----,----,----,,461.21556,461.00000,0.21556
22,22,0,12,0,0,,477.1038488,,6842076,9277615,3956369,Yes,,3366027,3850868,3949608,,1,0.545454545,,477.10385,12,0.545454545,0.545454545,1,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,477.21417,477.00000,0.21417
22,22,0,13,0,0,,493.0987634,,5601425,7117676,3525018,Yes,,3206759,2528103,3249046,,1,0.590909091,,493.09876,12,0.545454545,0.545454545,0.923076923,CRAM,,,0.35483871,,----,----,HUnSatLig,----,----,----,,493.21279,493.00000,0.21279
22,22,0,14,0,0,,509.093678,,3867035,5761813,3132673,Yes,,2145976,2292294,2299026,,1,0.636363636,,509.09368,12,0.545454545,0.545454545,0.857142857,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,509.21140,509.00000,0.21140
22,22,0,15,0,0,,525.0885926,,2989854,4034073,1858289,Yes,,NA,NA,NA,,1,0.681818182,,525.08859,12,0.545454545,0.545454545,0.8,CRAM,,,0.310344828,,----,----,HUnSatLig,----,----,----,,525.21001,525.00000,0.21001
22,24,0,6,0,0,,383.1500112,,2781994,3070609,2177321,Yes,,2805190,3137404,3144953,,1.090909091,0.272727273,,383.15001,11,0.5,0.458333333,1.833333333,O,,,0.421052632,,----,----,HUnSatLig,----,----,----,,383.23861,383.00000,0.23861
22,24,0,7,0,0,,399.1449258,,5666938,5799466,3809720,Yes,,5373338,5396659,5597831,,1.090909091,0.318181818,,399.14493,11,0.5,0.458333333,1.571428571,CRAM,,,0.405405405,,----,----,HUnSatLig,----,----,----,,399.23722,399.00000,0.23722
22,24,0,8,0,0,,415.1398404,,7486273,7743061,5069347,Yes,,6424763,7309670,6289866,,1.090909091,0.363636364,,415.13984,11,0.5,0.458333333,1.375,CRAM,,,0.388888889,,----,----,HUnSatLig,----,----,----,,415.23584,415.00000,0.23584
22,24,0,9,0,0,,431.134755,,8653119,10106502,6120002,Yes,,7366867,6779727,7160022,,1.090909091,0.409090909,,431.13475,11,0.5,0.458333333,1.222222222,CRAM,,,0.371428571,,----,----,HUnSatLig,----,----,----,,431.23445,431.00000,0.23445
22,24,0,10,0,0,,447.1296696,,8758149,10756879,5732173,Yes,,7365271,6875890,6339876,,1.090909091,0.454545455,,447.12967,11,0.5,0.458333333,1.1,CRAM,,,0.352941176,,----,----,HUnSatLig,----,----,----,,447.23306,447.00000,0.23306
22,24,0,11,0,0,,463.1245842,,7874345,10063948,5665408,Yes,,6573758,5726426,5575735,,1.090909091,0.5,,463.12458,11,0.5,0.458333333,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,463.23167,463.00000,0.23167
22,24,0,12,0,0,,479.1194988,,7309059,8356076,4212436,Yes,,4507627,4624252,4181246,,1.090909091,0.545454545,,479.11950,11,0.5,0.458333333,0.916666667,CRAM,,,0.3125,,----,----,HUnSatLig,----,----,----,,479.23029,479.00000,0.23029
22,24,0,13,0,0,,495.1144134,,5660876,6796254,3479058,Yes,,2602492,2746518,3044497,,1.090909091,0.590909091,,495.11441,11,0.5,0.458333333,0.846153846,CRAM,,,0.290322581,,----,----,HUnSatLig,----,----,----,,495.22890,495.00000,0.22890
22,24,0,14,0,0,,511.109328,,3460490,5017480,2387792,Yes,,2219562,1704253,2145596,,1.090909091,0.636363636,,511.10933,11,0.5,0.458333333,0.785714286,CRAM,,,0.266666667,,----,----,HUnSatLig,----,----,----,,511.22751,511.00000,0.22751
22,24,0,15,0,0,,527.1042426,,2757758,3740256,1701840,Yes,,NA,NA,NA,,1.090909091,0.681818182,,527.10424,11,0.5,0.458333333,0.733333333,O,,,0.24137931,,----,----,HUnSatLig,----,----,----,,527.22613,527.00000,0.22613
22,26,0,5,0,0,,369.1707466,,2615044,2249893,1774528,Yes,,2617490,2559575,2922673,,1.181818182,0.227272727,,369.17075,10,0.454545455,0.384615385,2,O,,,0.384615385,,----,----,HUnSatLig,----,----,----,,369.25611,369.00000,0.25611
22,26,0,6,0,0,,385.1656612,,5131720,5298989,3416424,Yes,,5396639,6032898,6107037,,1.181818182,0.272727273,,385.16566,10,0.454545455,0.384615385,1.666666667,CRAM,,,0.368421053,,----,----,HUnSatLig,----,----,----,,385.25473,385.00000,0.25473
22,26,0,7,0,0,,401.1605758,,8902136,9404356,6250213,Yes,,9407369,9589327,10120209,,1.181818182,0.318181818,,401.16058,10,0.454545455,0.384615385,1.428571429,CRAM,,,0.351351351,,----,----,HUnSatLig,----,----,----,,401.25334,401.00000,0.25334
22,26,0,8,0,0,,417.1554904,,11436897,12648117,7901696,Yes,,11091338,11299308,11092483,,1.181818182,0.363636364,,417.15549,10,0.454545455,0.384615385,1.25,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,417.25195,417.00000,0.25195
22,26,0,9,0,0,,433.150405,,11258016,12072498,7806321,Yes,,11763988,10619723,10526824,,1.181818182,0.409090909,,433.15040,10,0.454545455,0.384615385,1.111111111,CRAM,,,0.314285714,,----,----,HUnSatLig,----,----,----,,433.25056,433.00000,0.25056
22,26,0,10,0,0,,449.1453196,,9980618,11627157,6864504,Yes,,9552611,8921848,8674498,,1.181818182,0.454545455,,449.14532,10,0.454545455,0.384615385,1,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,449.24918,449.00000,0.24918
22,26,0,11,0,0,,465.1402342,,8496879,10420273,5940808,Yes,,7505829,7218547,6580361,,1.181818182,0.5,,465.14023,10,0.454545455,0.384615385,0.909090909,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,465.24779,465.00000,0.24779
22,26,0,12,0,0,,481.1351488,,7327537,9265459,4061987,Yes,,4650326,4819086,4165086,,1.181818182,0.545454545,,481.13515,10,0.454545455,0.384615385,0.833333333,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,481.24640,481.00000,0.24640
22,26,0,13,0,0,,497.1300634,,4797698,5541970,3090570,Yes,,2617234,2606531,2197385,,1.181818182,0.590909091,,497.13006,10,0.454545455,0.384615385,0.769230769,O,,,0.225806452,,----,----,HUnSatLig,----,----,----,,497.24502,497.00000,0.24502
22,26,0,14,0,0,,513.124978,,2951528,3887094,1767827,Yes,,NA,NA,NA,,1.181818182,0.636363636,,513.12498,10,0.454545455,0.384615385,0.714285714,O,,,0.2,,----,----,HUnSatLig,----,----,----,,513.24363,513.00000,0.24363
22,28,0,5,0,0,,371.1863966,,3646480,3098022,2448994,Yes,,3684280,3729208,3983298,,1.272727273,0.227272727,,371.18640,9,0.409090909,0.321428571,1.8,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,371.27223,371.00000,0.27223
22,28,0,6,0,0,,387.1813112,,8063052,7530929,4686735,Yes,,8442723,8807539,9827879,,1.272727273,0.272727273,,387.18131,9,0.409090909,0.321428571,1.5,CRAM,,,0.315789474,,----,----,HUnSatLig,----,----,----,,387.27084,387.00000,0.27084
22,28,0,7,0,0,,403.1762258,,12814150,12978483,8222690,Yes,,14447952,15115204,15275371,,1.272727273,0.318181818,,403.17623,9,0.409090909,0.321428571,1.285714286,CRAM,,,0.297297297,,----,----,HUnSatLig,----,----,----,,403.26945,403.00000,0.26945
22,28,0,8,0,0,,419.1711404,,14764897,15810295,9378237,Yes,,16522814,15690328,16329244,,1.272727273,0.363636364,,419.17114,9,0.409090909,0.321428571,1.125,CRAM,,,0.277777778,,----,----,HUnSatLig,----,----,----,,419.26807,419.00000,0.26807
22,28,0,9,0,0,,435.166055,,12859380,14204370,7761047,Yes,,14799182,13355841,14256114,,1.272727273,0.409090909,,435.16605,9,0.409090909,0.321428571,1,CRAM,,,0.257142857,,----,----,HUnSatLig,----,----,----,,435.26668,435.00000,0.26668
22,28,0,10,0,0,,451.1609696,,10017304,11637281,7339439,Yes,,11012922,10390281,9837679,,1.272727273,0.454545455,,451.16097,9,0.409090909,0.321428571,0.9,CRAM,,,0.235294118,,----,----,HUnSatLig,----,----,----,,451.26529,451.00000,0.26529
22,28,0,11,0,0,,467.1558842,,8408775,9756710,5584422,Yes,,7848097,6958625,6719731,,1.272727273,0.5,,467.15588,9,0.409090909,0.321428571,0.818181818,CRAM,,,0.212121212,,----,----,HUnSatLig,----,----,----,,467.26391,467.00000,0.26391
22,28,0,12,0,0,,483.1507988,,5354341,5927298,2857340,Yes,,4162252,3363241,3657416,,1.272727273,0.545454545,,483.15080,9,0.409090909,0.321428571,0.75,O,,,0.1875,,----,----,HUnSatLig,----,----,----,,483.26252,483.00000,0.26252
22,28,0,13,0,0,,499.1457134,,2716467,3407049,1735937,Yes,,NA,NA,NA,,1.272727273,0.590909091,,499.14571,9,0.409090909,0.321428571,0.692307692,O,,,0.161290323,,----,----,HUnSatLig,----,----,----,,499.26113,499.00000,0.26113
22,30,0,5,0,0,,373.2020466,,4102420,3290272,2893566,Yes,,4882138,4580882,4933323,,1.363636364,0.227272727,,373.20205,8,0.363636364,0.266666667,1.6,CRAM,,,0.282051282,,----,----,HUnSatLig,----,----,----,,373.28834,373.00000,0.28834
22,30,0,6,0,0,,389.1969612,,8516273,8258586,5415321,Yes,,10100240,11292363,11190419,,1.363636364,0.272727273,,389.19696,8,0.363636364,0.266666667,1.333333333,CRAM,,,0.263157895,,----,----,HUnSatLig,----,----,----,,389.28696,389.00000,0.28696
22,30,0,7,0,0,,405.1918758,,13740130,13650549,8984751,Yes,,17270508,16532752,16631443,,1.363636364,0.318181818,,405.19188,8,0.363636364,0.266666667,1.142857143,CRAM,,,0.243243243,,----,----,HUnSatLig,----,----,----,,405.28557,405.00000,0.28557
22,30,0,8,0,0,,421.1867904,,14170945,14819100,9642334,Yes,,18435802,17242797,17447450,,1.363636364,0.363636364,,421.18679,8,0.363636364,0.266666667,1,CRAM,,,0.222222222,,----,----,HUnSatLig,----,----,----,,421.28418,421.00000,0.28418
22,30,0,9,0,0,,437.181705,,11964222,12840296,7498677,Yes,,15356291,13515569,13580150,,1.363636364,0.409090909,,437.18170,8,0.363636364,0.266666667,0.888888889,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,437.28280,437.00000,0.28280
22,30,0,10,0,0,,453.1766196,,8620400,9654707,5452020,Yes,,10122144,8856360,8991788,,1.363636364,0.454545455,,453.17662,8,0.363636364,0.266666667,0.8,CRAM,,,0.176470588,,----,----,HUnSatLig,----,----,----,,453.28141,453.00000,0.28141
22,30,0,11,0,0,,469.1715342,,6091440,7301161,3740184,Yes,,6531506,4812514,5247348,,1.363636364,0.5,,469.17153,8,0.363636364,0.266666667,0.727272727,O,,,0.151515152,,----,----,HUnSatLig,----,----,----,,469.28002,469.00000,0.28002
22,30,0,12,0,0,,485.1664488,,3067806,3908058,2026974,Yes,,3684426,2993867,3385274,,1.363636364,0.545454545,,485.16645,8,0.363636364,0.266666667,0.666666667,O,,,0.125,,----,----,HUnSatLig,----,----,----,,485.27864,485.00000,0.27864
22,32,0,5,0,0,,375.2176966,,4106254,3146640,2114961,Yes,,4363766,4283620,4207049,,1.454545455,0.227272727,,375.21770,7,0.318181818,0.21875,1.4,CRAM,,,0.230769231,,----,----,HUnSatLig,----,----,----,,375.30446,375.00000,0.30446
22,32,0,6,0,0,,391.2126112,,7691511,6988391,4315014,Yes,,9414819,9152777,9976544,,1.454545455,0.272727273,,391.21261,7,0.318181818,0.21875,1.166666667,CRAM,,,0.210526316,,----,----,HUnSatLig,----,----,----,,391.30307,391.00000,0.30307
22,32,0,7,0,0,,407.2075258,,10862924,10886027,7217485,Yes,,13865056,13620789,13957005,,1.454545455,0.318181818,,407.20753,7,0.318181818,0.21875,1,CRAM,,,0.189189189,,----,----,HUnSatLig,----,----,----,,407.30169,407.00000,0.30169
22,32,0,8,0,0,,423.2024404,,11002630,10809128,7313637,Yes,,14217057,13452014,13609471,,1.454545455,0.363636364,,423.20244,7,0.318181818,0.21875,0.875,CRAM,,,0.166666667,,----,----,HUnSatLig,----,----,----,,423.30030,423.00000,0.30030
22,32,0,9,0,0,,439.197355,,8887937,9651446,6363855,Yes,,12399030,10857248,10864376,,1.454545455,0.409090909,,439.19735,7,0.318181818,0.21875,0.777777778,CRAM,,,0.142857143,,----,----,HUnSatLig,----,----,----,,439.29891,439.00000,0.29891
22,32,0,10,0,0,,455.1922696,,6443222,7426383,3515465,Yes,,8397848,7781207,7672829,,1.454545455,0.454545455,,455.19227,7,0.318181818,0.21875,0.7,O,,,0.117647059,,----,----,HUnSatLig,----,----,----,,455.29753,455.00000,0.29753
22,32,0,11,0,0,,471.1871842,,4070056,4074553,2305566,Yes,,4680405,3825588,4304394,,1.454545455,0.5,,471.18718,7,0.318181818,0.21875,0.636363636,O,,,0.090909091,,----,----,HUnSatLig,----,----,----,,471.29614,471.00000,0.29614
22,32,0,12,0,0,,487.1820988,,2738651,3243576,1633352,Yes,,3348944,2829298,3003569,,1.454545455,0.545454545,,487.18210,7,0.318181818,0.21875,0.583333333,O,,,0.0625,,----,----,HUnSatLig,----,----,----,,487.29475,487.00000,0.29475
22,32,0,13,0,0,,503.1770134,,5546365,8928697,1953252,Yes,,8393289,9468208,3851334,,1.454545455,0.590909091,,503.17701,7,0.318181818,0.21875,0.538461538,O,,,0.032258065,,----,----,HUnSatLig,----,----,----,,503.29337,503.00000,0.29337
22,34,0,6,0,0,,393.2282612,,5185306,4813972,3276112,Yes,,7537434,6615850,6874379,,1.545454545,0.272727273,,393.22826,6,0.272727273,0.176470588,1,O,,,0.157894737,,----,----,----,AlipatNoN,----,----,,393.31919,393.00000,0.31919
22,34,0,7,0,0,,409.2231758,,7096841,7441528,4580798,Yes,,10127790,10850101,10213465,,1.545454545,0.318181818,,409.22318,6,0.272727273,0.176470588,0.857142857,O,,,0.135135135,,----,----,----,AlipatNoN,----,----,,409.31780,409.00000,0.31780
22,34,0,8,0,0,,425.2180904,,8028849,7845660,5254229,Yes,,11624406,11139868,10392013,,1.545454545,0.363636364,,425.21809,6,0.272727273,0.176470588,0.75,O,,,0.111111111,,----,----,----,AlipatNoN,----,----,,425.31642,425.00000,0.31642
22,34,0,9,0,0,,441.213005,,6698431,7173245,4784615,Yes,,10711529,9177871,9301626,,1.545454545,0.409090909,,441.21300,6,0.272727273,0.176470588,0.666666667,O,,,0.085714286,,----,----,----,AlipatNoN,----,----,,441.31503,441.00000,0.31503
22,34,0,10,0,0,,457.2079196,,5022796,5801207,3088307,Yes,,7068834,6736793,5632996,,1.545454545,0.454545455,,457.20792,6,0.272727273,0.176470588,0.6,O,,,0.058823529,,----,----,----,AlipatNoN,----,----,,457.31364,457.00000,0.31364
22,34,0,11,0,0,,473.2028342,,3861166,4317270,3141174,Yes,,7887882,5757078,7153331,,1.545454545,0.5,,473.20283,6,0.272727273,0.176470588,0.545454545,O,,,0.03030303,,----,----,----,AlipatNoN,----,----,,473.31226,473.00000,0.31226
22,34,0,12,0,0,,489.1977488,,2470425,3634844,1817783,Yes,,3930972,5605662,3914156,,1.545454545,0.545454545,,489.19775,6,0.272727273,0.176470588,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,489.31087,489.00000,0.31087
22,34,0,18,0,0,,585.1672364,,3086569,4028843,2172331,Yes,,7232419,5950596,4440887,,1.545454545,0.818181818,,585.16724,6,0.272727273,0.176470588,0.333333333,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,585.30255,585.00000,0.30255
22,36,0,6,0,0,,395.2439112,,4228374,3049631,2300151,Yes,,4580722,4361517,4957969,,1.636363636,0.272727273,,395.24391,5,0.227272727,0.138888889,0.833333333,O,,,0.105263158,,----,----,----,AlipatNoN,----,----,,395.33531,395.00000,0.33531
22,36,0,7,0,0,,411.2388258,,5063322,4363581,3234309,Yes,,7957207,7355411,7146748,,1.636363636,0.318181818,,411.23883,5,0.227272727,0.138888889,0.714285714,O,,,0.081081081,,----,----,----,AlipatNoN,----,----,,411.33392,411.00000,0.33392
22,36,0,8,0,0,,427.2337404,,5226054,5738235,4015025,Yes,,9754681,8037178,8454536,,1.636363636,0.363636364,,427.23374,5,0.227272727,0.138888889,0.625,O,,,0.055555556,,----,----,----,AlipatNoN,----,----,,427.33253,427.00000,0.33253
22,36,0,9,0,0,,443.228655,,4367612,5268481,3049728,Yes,,8776223,7559936,7253503,,1.636363636,0.409090909,,443.22865,5,0.227272727,0.138888889,0.555555556,O,,,0.028571429,,----,----,----,AlipatNoN,----,----,,443.33115,443.00000,0.33115
22,36,0,10,0,0,,459.2235696,,7585748,6250669,5334834,Yes,,14251331,10216432,14009317,,1.636363636,0.454545455,,459.22357,5,0.227272727,0.138888889,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,459.32976,459.00000,0.32976
22,36,0,11,0,0,,475.2184842,,5355201,4682879,3987038,Yes,,11640143,7324039,10526573,,1.636363636,0.5,,475.21848,5,0.227272727,0.138888889,0.454545455,O,,,-0.03030303,,----,----,----,AlipatNoN,----,----,,475.32837,475.00000,0.32837
22,36,0,12,0,0,,491.2133988,,2200152,4074246,1760043,Yes,,5738733,5896780,5052073,,1.636363636,0.545454545,,491.21340,5,0.227272727,0.138888889,0.416666667,O,,,-0.0625,,----,----,----,AlipatNoN,----,----,,491.32698,491.00000,0.32698
22,36,0,17,0,0,,571.1879718,,2212339,2989376,1433435,Yes,,6059057,4126853,3467479,,1.636363636,0.772727273,,571.18797,5,0.227272727,0.138888889,0.294117647,O,,,-0.259259259,,----,----,----,----,SatFACarb,----,,571.32005,571.00000,0.32005
22,36,0,18,0,0,,587.1828864,,4401325,6300941,2586418,Yes,,7836534,5706894,4655900,,1.636363636,0.818181818,,587.18289,5,0.227272727,0.138888889,0.277777778,O,,,-0.307692308,,----,----,----,----,SatFACarb,----,,587.31866,587.00000,0.31866
22,36,0,19,0,0,,603.177801,,7522326,8366033,4087806,Yes,,10324404,8957192,7167706,,1.636363636,0.863636364,,603.17780,5,0.227272727,0.138888889,0.263157895,O,,,-0.36,,----,----,----,----,SatFACarb,----,,603.31728,603.00000,0.31728
22,38,0,7,0,0,,413.2544758,,3136258,2474974,2000422,Yes,,4920288,5353680,5293432,,1.727272727,0.318181818,,413.25448,4,0.181818182,0.105263158,0.571428571,O,,,0.027027027,,----,----,----,AlipatNoN,----,----,,413.35003,413.00000,0.35003
22,38,0,8,0,0,,429.2493904,,3549638,3447494,2398458,Yes,,6506638,6022986,5519666,,1.727272727,0.363636364,,429.24939,4,0.181818182,0.105263158,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,429.34865,429.00000,0.34865
22,38,0,9,0,0,,445.244305,,3523641,2946436,2451484,Yes,,7551577,5798645,5936522,,1.727272727,0.409090909,,445.24430,4,0.181818182,0.105263158,0.444444444,O,,,-0.028571429,,----,----,----,AlipatNoN,----,----,,445.34726,445.00000,0.34726
22,38,0,10,0,0,,461.2392196,,6666098,6768755,6378186,Yes,,14374396,11455582,17376258,,1.727272727,0.454545455,,461.23922,4,0.181818182,0.105263158,0.4,O,,,-0.058823529,,----,----,----,AlipatNoN,----,----,,461.34587,461.00000,0.34587
22,38,0,11,0,0,,477.2341342,,9047775,7508147,5900948,Yes,,18607778,12739205,20338742,,1.727272727,0.5,,477.23413,4,0.181818182,0.105263158,0.363636364,O,,,-0.090909091,,----,----,----,AlipatNoN,----,----,,477.34449,477.00000,0.34449
22,38,0,12,0,0,,493.2290488,,2961557,2931060,1911202,Yes,,6808193,5258107,4554662,,1.727272727,0.545454545,,493.22905,4,0.181818182,0.105263158,0.333333333,O,,,-0.125,,----,----,----,AlipatNoN,----,----,,493.34310,493.00000,0.34310
23,14,0,12,0,0,,481.0412488,,1788206,2894128,1535519,Yes,,NA,NA,NA,,0.608695652,0.52173913,,481.04125,17,0.739130435,1.214285714,1.416666667,O,,,0.647058824,,----,Aromatic,----,----,----,----,,481.15248,481.00000,0.15248
23,16,0,9,0,0,,435.072155,,2044924,2583511,1671329,Yes,,NA,NA,NA,,0.695652174,0.391304348,,435.07215,16,0.695652174,1,1.777777778,O,,,0.621621622,,----,Aromatic,----,----,----,----,,435.17276,435.00000,0.17276
23,16,0,10,0,0,,451.0670696,,2250272,3220518,1912248,Yes,,1769270,2310920,2072178,,0.695652174,0.434782609,,451.06707,16,0.695652174,1,1.6,O,,,0.611111111,,----,Aromatic,----,----,----,----,,451.17137,451.00000,0.17137
23,16,0,11,0,0,,467.0619842,,2626248,3778598,1618471,Yes,,1779349,2547225,2787566,,0.695652174,0.47826087,,467.06198,16,0.695652174,1,1.454545455,O,,,0.6,,----,Aromatic,----,----,----,----,,467.16999,467.00000,0.16999
23,16,0,12,0,0,,483.0568988,,2775907,4603263,1847672,Yes,,2220218,2572188,1993405,,0.695652174,0.52173913,,483.05690,16,0.695652174,1,1.333333333,O,,,0.588235294,,----,Aromatic,----,----,----,----,,483.16860,483.00000,0.16860
23,16,0,13,0,0,,499.0518134,,2817329,4432067,2321147,Yes,,2123029,2181855,2216048,,0.695652174,0.565217391,,499.05181,16,0.695652174,1,1.230769231,O,,,0.575757576,,----,Aromatic,----,----,----,----,,499.16721,499.00000,0.16721
23,16,0,14,0,0,,515.046728,,2511672,4093020,1790406,Yes,,1845467,2167031,1790031,,0.695652174,0.608695652,,515.04673,16,0.695652174,1,1.142857143,O,,,0.5625,,----,Aromatic,----,----,----,----,,515.16582,515.00000,0.16582
23,16,0,15,0,0,,531.0416426,,2218272,3357400,1498986,Yes,,NA,NA,NA,,0.695652174,0.652173913,,531.04164,16,0.695652174,1,1.066666667,O,,,0.548387097,,----,Aromatic,----,----,----,----,,531.16444,531.00000,0.16444
23,18,0,9,0,0,,437.087805,,2203975,3229037,1690048,Yes,,NA,NA,NA,,0.782608696,0.391304348,,437.08780,15,0.652173913,0.833333333,1.666666667,CRAM,,,0.567567568,,----,Aromatic,----,----,----,----,,437.18888,437.00000,0.18888
23,18,0,10,0,0,,453.0827196,,2998647,4200888,2019580,Yes,,1806235,2483494,2606126,,0.782608696,0.434782609,,453.08272,15,0.652173913,0.833333333,1.5,CRAM,,,0.555555556,,----,Aromatic,----,----,----,----,,453.18749,453.00000,0.18749
23,18,0,11,0,0,,469.0776342,,3183792,4965416,2442777,Yes,,2243493,2715353,2529134,,0.782608696,0.47826087,,469.07763,15,0.652173913,0.833333333,1.363636364,CRAM,,,0.542857143,,----,Aromatic,----,----,----,----,,469.18610,469.00000,0.18610
23,18,0,12,0,0,,485.0725488,,3598236,5483989,2566618,Yes,,2404408,2459325,2991023,,0.782608696,0.52173913,,485.07255,15,0.652173913,0.833333333,1.25,CRAM,,,0.529411765,,----,Aromatic,----,----,----,----,,485.18471,485.00000,0.18471
23,18,0,13,0,0,,501.0674634,,3930459,5551419,2561903,Yes,,2762919,1987588,2411355,,0.782608696,0.565217391,,501.06746,15,0.652173913,0.833333333,1.153846154,CRAM,,,0.515151515,,----,Aromatic,----,----,----,----,,501.18333,501.00000,0.18333
23,18,0,14,0,0,,517.062378,,3342578,5458113,2530797,Yes,,2538537,2461122,2345660,,0.782608696,0.608695652,,517.06238,15,0.652173913,0.833333333,1.071428571,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,517.18194,517.00000,0.18194
23,18,0,15,0,0,,533.0572926,,3456090,4444939,2135332,Yes,,1849474,1959375,1760557,,0.782608696,0.652173913,,533.05729,15,0.652173913,0.833333333,1,CRAM,,,0.483870968,,----,----,HUnSatLig,----,----,----,,533.18055,533.00000,0.18055
23,18,0,16,0,0,,549.0522072,,2355004,3857316,1807811,Yes,,NA,NA,NA,,0.782608696,0.695652174,,549.05221,15,0.652173913,0.833333333,0.9375,CRAM,,,0.466666667,,----,----,HUnSatLig,----,----,----,,549.17917,549.00000,0.17917
23,20,0,9,0,0,,439.103455,,2688138,3583227,2160345,Yes,,2173875,2480929,1792766,,0.869565217,0.391304348,,439.10345,14,0.608695652,0.7,1.555555556,CRAM,,,0.513513514,,----,Aromatic,----,----,----,----,,439.20499,439.00000,0.20499
23,20,0,10,0,0,,455.0983696,,3422429,4785492,2542673,Yes,,2928658,2458965,2293246,,0.869565217,0.434782609,,455.09837,14,0.608695652,0.7,1.4,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,455.20360,455.00000,0.20360
23,20,0,11,0,0,,471.0932842,,4209320,5696568,2940958,Yes,,3003079,2637738,3140099,,0.869565217,0.47826087,,471.09328,14,0.608695652,0.7,1.272727273,CRAM,,,0.485714286,,----,----,HUnSatLig,----,----,----,,471.20222,471.00000,0.20222
23,20,0,12,0,0,,487.0881988,,4839384,6492723,2447939,Yes,,2664894,2530277,2795686,,0.869565217,0.52173913,,487.08820,14,0.608695652,0.7,1.166666667,CRAM,,,0.470588235,,----,----,HUnSatLig,----,----,----,,487.20083,487.00000,0.20083
23,20,0,13,0,0,,503.0831134,,4402555,6542772,2892766,Yes,,2788918,2725155,2996284,,0.869565217,0.565217391,,503.08311,14,0.608695652,0.7,1.076923077,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,503.19944,503.00000,0.19944
23,20,0,14,0,0,,519.078028,,4016280,5988641,3003909,Yes,,2337128,2728058,2338065,,0.869565217,0.608695652,,519.07803,14,0.608695652,0.7,1,CRAM,,,0.4375,,----,----,HUnSatLig,----,----,----,,519.19806,519.00000,0.19806
