C,H,N,O,S,P,,mass,,PosFHW1.csv,PosFHW2.csv,PosFHW3.csv,Initial,AvgInitial,PosFHW-Gt1.csv,PosFHW-Gt2.csv,PosFHW-Gt3.csv,AvgFinal,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
14,22,2,10,0,0,,377.1201676,,3168744,3134173,2445977,Yes,2916298,0,0,0,0,1.571428571,0.714285714,,377.12017,5,0.357142857,0.227272727,0.5,O,,,-0.142857143,,----,----,----,----,SatFACarb,----,,377.20737,377,0.20737
14,23,1,10,0,0,,364.1249186,,3301324,3244837,2734586,Yes,3093582.333,2804845,3369407,2845098,3006450,1.642857143,0.714285714,,364.12492,4,0.285714286,0.173913043,0.4,O,,,-0.1875,,----,----,----,----,SatFACarb,----,,364.20912,364,0.20912
14,23,1,11,0,0,,380.1198332,,4342538,5519426,4657710,Yes,4839891.333,1941076,2888116,2766341,2531844.333,1.642857143,0.785714286,,380.11983,4,0.285714286,0.173913043,0.363636364,O,,,-0.266666667,,----,----,----,----,SatFACarb,----,,380.20773,380,0.20773
14,23,1,12,0,0,,396.1147478,,6559176,8044351,6370699,Yes,6991408.667,1589833,2932936,2352687,2291818.667,1.642857143,0.857142857,,396.11475,4,0.285714286,0.173913043,0.333333333,O,,,-0.357142857,,----,----,----,----,SatFACarb,----,,396.20634,396,0.20634
14,23,3,8,0,0,,360.1412374,,3562868,3492920,3238096,Yes,3431294.667,2684796,3273873,3551859,3170176,1.642857143,0.571428571,,360.14124,5,0.357142857,0.217391304,0.625,O,,,-0.071428571,,----,----,----,----,----,Alipat+N,,360.22451,360,0.22451
14,24,0,10,0,0,,351.1296696,,4361204,4564330,4239788,Yes,4388440.667,5253740,6184246,5943054,5793680,1.714285714,0.714285714,,351.12967,3,0.214285714,0.125,0.3,O,,,-0.222222222,,----,----,----,----,SatFACarb,----,,351.21086,351,0.21086
14,24,0,11,0,0,,367.1245842,,9155863,11079898,8920547,Yes,9718769.333,11644447,11557284,10703769,11301833.33,1.714285714,0.785714286,,367.12458,3,0.214285714,0.125,0.272727273,O,,,-0.294117647,,----,----,----,----,SatFACarb,----,,367.20948,367,0.20948
14,24,0,12,0,0,,383.1194988,,18718228,22274946,20615575,Yes,20536249.67,9052296,9364748,9762689,9393244.333,1.714285714,0.857142857,,383.1195,3,0.214285714,0.125,0.25,O,,,-0.375,,----,----,----,----,SatFACarb,----,,383.20809,383,0.20809
14,24,0,13,0,0,,399.1144134,,25697288,29942084,27451252,Yes,27696874.67,4290147,4826797,4932196,4683046.667,1.714285714,0.928571429,,399.11441,3,0.214285714,0.125,0.230769231,O,,,-0.466666667,,----,----,----,----,SatFACarb,----,,399.2067,399,0.2067
14,24,0,13,1,0,,431.0864841,,3166134,3410176,2739792,Yes,3105367.333,2840747,2997896,2814729,2884457.333,1.714285714,0.928571429,,431.08648,3,0.214285714,0.125,0.230769231,O,,,-0.692307692,,----,----,----,----,SatFACarb,----,,431.18617,431,0.18617
14,24,0,14,0,0,,415.109328,,3725926,4349591,3119853,Yes,3731790,0,0,0,0,1.714285714,1,,415.10933,3,0.214285714,0.125,0.214285714,O,,,-0.571428571,,----,----,----,----,SatFACarb,----,,415.20532,415,0.20532
14,24,0,14,1,0,,447.0813987,,3342372,3018915,2130814,Yes,2830700.333,0,0,0,0,1.714285714,1,,447.0814,3,0.214285714,0.125,0.214285714,O,,,-0.833333333,,----,----,----,----,SatFACarb,----,,447.18478,447,0.18478
14,25,1,11,0,0,,382.1354832,,2810136,4222581,3686014,Yes,3572910.333,0,0,0,0,1.785714286,0.785714286,,382.13548,3,0.214285714,0.12,0.272727273,O,,,-0.4,,----,----,----,----,SatFACarb,----,,382.22385,382,0.22385
14,25,1,12,0,0,,398.1303978,,2893649,4525219,3693278,Yes,3704048.667,0,0,0,0,1.785714286,0.857142857,,398.1304,3,0.214285714,0.12,0.25,O,,,-0.5,,----,----,----,----,SatFACarb,----,,398.22246,398,0.22246
14,25,3,7,0,0,,346.1619728,,2613007,2626524,3229728,Yes,2823086.333,2569359,2843494,2464827,2625893.333,1.785714286,0.5,,346.16197,4,0.285714286,0.16,0.571428571,O,,,-0.133333333,,----,----,----,----,----,Alipat+N,,346.24202,346,0.24202
14,26,0,11,0,0,,369.1402342,,2626892,3848021,3998338,Yes,3491083.667,2863252,2716222,3568188,3049220.667,1.857142857,0.785714286,,369.14023,2,0.142857143,0.076923077,0.181818182,O,,,-0.411764706,,----,----,----,----,SatFACarb,----,,369.22559,369,0.22559
14,26,0,12,0,0,,385.1351488,,3052561,4367768,4692933,Yes,4037754,0,0,0,0,1.857142857,0.857142857,,385.13515,2,0.142857143,0.076923077,0.166666667,O,,,-0.5,,----,----,----,----,SatFACarb,----,,385.22421,385,0.22421
14,26,0,13,1,0,,433.1021341,,3184097,2890884,2560884,Yes,2878621.667,3224658,3037632,3619462,3293917.333,1.857142857,0.928571429,,433.10213,2,0.142857143,0.076923077,0.153846154,O,,,-0.846153846,,----,----,----,----,SatFACarb,----,,433.20228,433,0.20228
15,10,0,11,0,0,,365.0150342,,3475142,3073087,3386147,Yes,3311458.667,0,0,0,0,0.666666667,0.733333333,,365.01503,11,0.733333333,1.1,1,O,,,0.578947368,,----,Aromatic,----,----,----,----,,365.09944,365,0.09944
15,10,0,12,0,0,,381.0099488,,2511347,3071293,3308342,Yes,2963660.667,0,0,0,0,0.666666667,0.8,,381.00995,11,0.733333333,1.1,0.916666667,O,,,0.555555556,,----,Aromatic,----,----,----,----,,381.09805,381,0.09805
15,12,0,10,0,0,,351.0357696,,4749276,4673870,5523856,Yes,4982334,0,0,0,0,0.8,0.666666667,,351.03577,10,0.666666667,0.833333333,1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,351.11694,351,0.11694
15,12,0,11,0,0,,367.0306842,,6669564,5784765,8322500,Yes,6925609.667,0,0,0,0,0.8,0.733333333,,367.03068,10,0.666666667,0.833333333,0.909090909,CRAM,,,0.473684211,,----,----,HUnSatLig,----,----,----,,367.11555,367,0.11555
15,12,0,12,0,0,,383.0255988,,5448188,5507944,5936509,Yes,5630880.333,0,0,0,0,0.8,0.8,,383.0256,10,0.666666667,0.833333333,0.833333333,CRAM,,,0.444444444,,----,----,HUnSatLig,----,----,----,,383.11417,383,0.11417
15,12,0,13,0,0,,399.0205134,,3771383,3659061,3814246,Yes,3748230,0,0,0,0,0.8,0.866666667,,399.02051,10,0.666666667,0.833333333,0.769230769,O,,,0.411764706,,----,----,HUnSatLig,----,----,----,,399.11278,399,0.11278
15,14,0,9,0,0,,337.056505,,4006130,3945155,4237685,Yes,4062990,1483654,1464055,1727936,1558548.333,0.933333333,0.6,,337.0565,9,0.6,0.642857143,1,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,337.13444,337,0.13444
15,14,0,10,0,0,,353.0514196,,7341549,6857639,6760436,Yes,6986541.333,0,0,0,0,0.933333333,0.666666667,,353.05142,9,0.6,0.642857143,0.9,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,353.13306,353,0.13306
15,14,0,11,0,0,,369.0463342,,10682162,9390903,10473571,Yes,10182212,0,0,0,0,0.933333333,0.733333333,,369.04633,9,0.6,0.642857143,0.818181818,CRAM,,,0.368421053,,----,----,HUnSatLig,----,----,----,,369.13167,369,0.13167
15,14,0,12,0,0,,385.0412488,,8491001,8095104,8459179,Yes,8348428,0,0,0,0,0.933333333,0.8,,385.04125,9,0.6,0.642857143,0.75,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,385.13028,385,0.13028
15,14,0,13,0,0,,401.0361634,,5914974,5706341,5334137,Yes,5651817.333,0,0,0,0,0.933333333,0.866666667,,401.03616,9,0.6,0.642857143,0.692307692,O,,,0.294117647,,----,----,HUnSatLig,----,----,----,,401.1289,401,0.1289
15,16,0,8,0,0,,323.0772404,,3224187,2557009,3217764,Yes,2999653.333,1626631,1578827,1685994,1630484,1.066666667,0.533333333,,323.07724,8,0.533333333,0.5,1,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,323.15195,323,0.15195
15,16,0,9,0,0,,339.072155,,5842085,5200040,5641527,Yes,5561217.333,2159017,2257388,2752440,2389615,1.066666667,0.6,,339.07215,8,0.533333333,0.5,0.888888889,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,339.15056,339,0.15056
15,16,0,10,0,0,,355.0670696,,9488391,9374220,9238120,Yes,9366910.333,2561335,2269204,2845679,2558739.333,1.066666667,0.666666667,,355.06707,8,0.533333333,0.5,0.8,CRAM,,,0.3,,----,----,HUnSatLig,----,----,----,,355.14917,355,0.14917
15,16,0,11,0,0,,371.0619842,,12253541,11589037,11289342,Yes,11710640,1998566,2441906,2918586,2453019.333,1.066666667,0.733333333,,371.06198,8,0.533333333,0.5,0.727272727,O,,,0.263157895,,----,----,HUnSatLig,----,----,----,,371.14779,371,0.14779
15,16,0,12,0,0,,387.0568988,,10160616,9774978,9344448,Yes,9760014,0,0,0,0,1.066666667,0.8,,387.0569,8,0.533333333,0.5,0.666666667,O,,,0.222222222,,----,----,HUnSatLig,----,----,----,,387.1464,387,0.1464
15,16,0,13,0,0,,403.0518134,,6282923,6568814,5967196,Yes,6272977.667,0,0,0,0,1.066666667,0.866666667,,403.05181,8,0.533333333,0.5,0.615384615,O,,,0.176470588,,----,----,HUnSatLig,----,----,----,,403.14501,403,0.14501
15,18,0,8,0,0,,325.0928904,,4492763,4558027,3658916,Yes,4236568.667,2893524,3782089,4279665,3651759.333,1.2,0.533333333,,325.09289,7,0.466666667,0.388888889,0.875,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,325.16806,325,0.16806
15,18,0,9,0,0,,341.087805,,7016038,7511710,6880016,Yes,7135921.333,3964633,4374003,3977666,4105434,1.2,0.6,,341.0878,7,0.466666667,0.388888889,0.777777778,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,341.16668,341,0.16668
15,18,0,10,0,0,,357.0827196,,10578474,9964667,9132267,Yes,9891802.667,3357106,3578018,3484288,3473137.333,1.2,0.666666667,,357.08272,7,0.466666667,0.388888889,0.7,O,,,0.2,,----,----,HUnSatLig,----,----,----,,357.16529,357,0.16529
15,18,0,11,0,0,,373.0776342,,10916757,12103707,10210705,Yes,11077056.33,2279244,2347325,2878801,2501790,1.2,0.733333333,,373.07763,7,0.466666667,0.388888889,0.636363636,O,,,0.157894737,,----,----,HUnSatLig,----,----,----,,373.1639,373,0.1639
15,18,0,12,0,0,,389.0725488,,8715208,7987563,8411064,Yes,8371278.333,0,0,0,0,1.2,0.8,,389.07255,7,0.466666667,0.388888889,0.583333333,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,389.16252,389,0.16252
15,18,0,13,0,0,,405.0674634,,5502942,5619791,4185613,Yes,5102782,0,0,0,0,1.2,0.866666667,,405.06746,7,0.466666667,0.388888889,0.538461538,O,,,0.058823529,,----,----,HUnSatLig,----,----,----,,405.16113,405,0.16113
15,20,0,8,0,0,,327.1085404,,6038342,6142548,5691379,Yes,5957423,6105262,6292823,5835526,6077870.333,1.333333333,0.533333333,,327.10854,6,0.4,0.3,0.75,O,,,0.181818182,,----,----,HUnSatLig,----,----,----,,327.18418,327,0.18418
15,20,0,9,0,0,,343.103455,,8169525,8967334,6950144,Yes,8029001,4907284,5660686,5690848,5419606,1.333333333,0.6,,343.10345,6,0.4,0.3,0.666666667,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,343.18279,343,0.18279
15,20,0,10,0,0,,359.0983696,,10093652,9119472,8440698,Yes,9217940.667,3930673,3624760,4366617,3974016.667,1.333333333,0.666666667,,359.09837,6,0.4,0.3,0.6,O,,,0.1,,----,----,HUnSatLig,----,----,----,,359.18141,359,0.18141
15,20,0,11,0,0,,375.0932842,,10470849,10220160,8167450,Yes,9619486.333,2752937,3379132,3134431,3088833.333,1.333333333,0.733333333,,375.09328,6,0.4,0.3,0.545454545,O,,,0.052631579,,----,----,HUnSatLig,----,----,----,,375.18002,375,0.18002
15,20,0,12,0,0,,391.0881988,,9319831,9153339,6781327,Yes,8418165.667,3225653,2981083,3059666,3088800.667,1.333333333,0.8,,391.0882,6,0.4,0.3,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,391.17863,391,0.17863
15,20,0,13,0,0,,407.0831134,,9488630,9669898,6564494,Yes,8574340.667,2867349,3015132,3179672,3020717.667,1.333333333,0.866666667,,407.08311,6,0.4,0.3,0.461538462,O,,,-0.058823529,,----,----,HUnSatLig,----,----,----,,407.17725,407,0.17725
15,20,0,14,0,0,,423.078028,,6433420,6128231,3646789,Yes,5402813.333,0,0,0,0,1.333333333,0.933333333,,423.07803,6,0.4,0.3,0.428571429,O,,,-0.125,,----,----,HUnSatLig,----,----,----,,423.17586,423,0.17586
15,21,3,8,0,0,,370.1255874,,3393632,3831945,3430345,Yes,3551974,3761605,3576705,2837892,3392067.333,1.4,0.533333333,,370.12559,7,0.466666667,0.333333333,0.875,CRAM,,,0.1875,,----,----,HUnSatLig,----,----,----,,370.21117,370,0.21117
15,21,3,9,0,0,,386.120502,,3864836,3463830,3644108,Yes,3657591.333,0,0,0,0,1.4,0.6,,386.1205,7,0.466666667,0.333333333,0.777777778,CRAM,,,0.133333333,,----,----,HUnSatLig,----,----,----,,386.20979,386,0.20979
15,22,0,8,0,0,,329.1241904,,5441724,5691371,4482387,Yes,5205160.667,7138964,7694069,7673002,7502011.667,1.466666667,0.533333333,,329.12419,5,0.333333333,0.227272727,0.625,O,,,0.090909091,,----,----,HUnSatLig,----,----,----,,329.2003,329,0.2003
15,22,0,9,0,0,,345.119105,,7082514,7684799,5922569,Yes,6896627.333,5636956,5600829,5232657,5490147.333,1.466666667,0.6,,345.1191,5,0.333333333,0.227272727,0.555555556,O,,,0.047619048,,----,----,HUnSatLig,----,----,----,,345.19891,345,0.19891
15,22,0,10,0,0,,361.1140196,,7906947,7674219,6656529,Yes,7412565,3316913,3725780,3889080,3643924.333,1.466666667,0.666666667,,361.11402,5,0.333333333,0.227272727,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,361.19752,361,0.19752
15,22,0,11,0,0,,377.1089342,,7956453,8258778,6572694,Yes,7595975,3939833,4163117,3776609,3959853,1.466666667,0.733333333,,377.10893,5,0.333333333,0.227272727,0.454545455,O,,,-0.052631579,,----,----,HUnSatLig,----,----,----,,377.19614,377,0.19614
15,22,0,12,0,0,,393.1038488,,14313300,14257390,10562372,Yes,13044354,6035948,5906057,5535146,5825717,1.466666667,0.8,,393.10385,5,0.333333333,0.227272727,0.416666667,O,,,-0.111111111,,----,----,HUnSatLig,----,----,----,,393.19475,393,0.19475
15,22,0,13,0,0,,409.0987634,,20210165,20153759,16229089,Yes,18864337.67,14736210,15492668,15272773,15167217,1.466666667,0.866666667,,409.09876,5,0.333333333,0.227272727,0.384615385,O,,,-0.176470588,,----,----,HUnSatLig,----,----,----,,409.19336,409,0.19336
15,22,0,14,0,0,,425.093678,,20096748,21177893,13938846,Yes,18404495.67,4012370,4701333,4949041,4554248,1.466666667,0.933333333,,425.09368,5,0.333333333,0.227272727,0.357142857,O,,,-0.25,,----,----,HUnSatLig,----,----,----,,425.19197,425,0.19197
15,22,0,15,0,0,,441.0885926,,6144046,6371925,4456942,Yes,5657637.667,0,0,0,0,1.466666667,1,,441.08859,5,0.333333333,0.227272727,0.333333333,O,,,-0.333333333,,----,----,HUnSatLig,----,----,----,,441.19059,441,0.19059
15,22,2,10,0,0,,389.1201676,,3740627,4145527,3078083,Yes,3654745.667,3857009,4198168,3073002,3709393,1.466666667,0.666666667,,389.12017,6,0.4,0.272727273,0.6,O,,,0,,----,----,HUnSatLig,----,----,----,,389.21015,389,0.21015
15,22,2,11,0,0,,405.1150822,,3366373,3097684,2245904,Yes,2903320.333,0,0,0,0,1.466666667,0.733333333,,405.11508,6,0.4,0.272727273,0.545454545,O,,,-0.066666667,,----,----,HUnSatLig,----,----,----,,405.20876,405,0.20876
15,22,4,8,0,0,,385.1364864,,4532241,4214169,3965893,Yes,4237434.333,6326937,6270767,5003712,5867138.667,1.466666667,0.533333333,,385.13649,7,0.466666667,0.318181818,0.875,CRAM,,,0.142857143,,----,----,HUnSatLig,----,----,----,,385.22554,385,0.22554
15,23,1,11,0,0,,392.1198332,,3312766,3669021,3250804,Yes,3410863.667,3663129,3214779,3035847,3304585,1.533333333,0.733333333,,392.11983,5,0.333333333,0.217391304,0.454545455,O,,,-0.117647059,,----,----,----,----,SatFACarb,----,,392.21051,392,0.21051
15,23,1,12,0,0,,408.1147478,,4469116,4752731,3513022,Yes,4244956.333,1990394,2423826,2224885,2213035,1.533333333,0.8,,408.11475,5,0.333333333,0.217391304,0.416666667,O,,,-0.1875,,----,----,----,----,SatFACarb,----,,408.20912,408,0.20912
15,23,1,13,0,0,,424.1096624,,3617471,3797576,2624754,Yes,3346600.333,0,0,0,0,1.533333333,0.866666667,,424.10966,5,0.333333333,0.217391304,0.384615385,O,,,-0.266666667,,----,----,----,----,SatFACarb,----,,424.20773,424,0.20773
15,23,3,7,0,0,,356.1463228,,4473131,4546393,4475839,Yes,4498454.333,9046154,9540465,8924494,9170371,1.533333333,0.466666667,,356.14632,6,0.4,0.260869565,0.857142857,CRAM,,,0.117647059,,----,----,----,----,----,Alipat+N,,356.22868,356,0.22868
15,23,3,8,0,0,,372.1412374,,4605586,4657915,4119648,Yes,4461049.667,5271600,6898704,5858846,6009716.667,1.533333333,0.533333333,,372.14124,6,0.4,0.260869565,0.75,O,,,0.0625,,----,----,----,----,----,Alipat+N,,372.22729,372,0.22729
15,23,3,9,0,0,,388.136152,,4915947,4713611,4290257,Yes,4639938.333,2427782,2246699,2355435,2343305.333,1.533333333,0.6,,388.13615,6,0.4,0.260869565,0.666666667,O,,,0,,----,----,----,----,SatFACarb,----,,388.2259,388,0.2259
15,23,5,7,0,0,,384.1524708,,3306267,3866774,3626680,Yes,3599907,7072154,6762023,7338154,7057443.667,1.533333333,0.466666667,,384.15247,7,0.466666667,0.304347826,1,CRAM,,,0.153846154,,----,----,----,----,----,Alipat+N,,384.2413,384,0.2413
15,24,0,8,0,0,,331.1398404,,4637246,4343185,3535558,Yes,4171996.333,6493319,6376612,6503007,6457646,1.6,0.533333333,,331.13984,4,0.266666667,0.166666667,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,331.21641,331,0.21641
15,24,0,9,0,0,,347.134755,,4361214,5140715,4619563,Yes,4707164,5090736,4952193,4678231,4907053.333,1.6,0.6,,347.13475,4,0.266666667,0.166666667,0.444444444,O,,,-0.047619048,,----,----,----,----,SatFACarb,----,,347.21502,347,0.21502
15,24,0,10,0,0,,363.1296696,,5924022,5631977,5312686,Yes,5622895,5133617,5479539,4762204,5125120,1.6,0.666666667,,363.12967,4,0.266666667,0.166666667,0.4,O,,,-0.1,,----,----,----,----,SatFACarb,----,,363.21364,363,0.21364
15,24,0,11,0,0,,379.1245842,,7969282,7741221,5981442,Yes,7230648.333,6287420,6426766,5608149,6107445,1.6,0.733333333,,379.12458,4,0.266666667,0.166666667,0.363636364,O,,,-0.157894737,,----,----,----,----,SatFACarb,----,,379.21225,379,0.21225
15,24,0,12,0,0,,395.1194988,,16484606,16543363,16010452,Yes,16346140.33,26346376,22093843,28345186,25595135,1.6,0.8,,395.1195,4,0.266666667,0.166666667,0.333333333,O,,,-0.222222222,,----,----,----,----,SatFACarb,----,,395.21086,395,0.21086
15,24,0,13,0,0,,411.1144134,,24945373,26289682,22242059,Yes,24492371.33,14171120,14534260,13794252,14166544,1.6,0.866666667,,411.11441,4,0.266666667,0.166666667,0.307692308,O,,,-0.294117647,,----,----,----,----,SatFACarb,----,,411.20948,411,0.20948
15,24,0,14,0,0,,427.109328,,28149566,31786449,26386405,Yes,28774140,8451372,8573939,9489375,8838228.667,1.6,0.933333333,,427.10933,4,0.266666667,0.166666667,0.285714286,O,,,-0.375,,----,----,----,----,SatFACarb,----,,427.20809,427,0.20809
15,24,0,15,0,0,,443.1042426,,7061551,7397825,5696786,Yes,6718720.667,0,0,0,0,1.6,1,,443.10424,4,0.266666667,0.166666667,0.266666667,O,,,-0.466666667,,----,----,----,----,SatFACarb,----,,443.2067,443,0.2067
15,24,2,9,0,0,,375.140903,,2874830,3341455,2578473,Yes,2931586,2873271,3451851,2808302,3044474.667,1.6,0.6,,375.1409,5,0.333333333,0.208333333,0.555555556,O,,,-0.058823529,,----,----,----,----,SatFACarb,----,,375.22765,375,0.22765
15,24,2,11,0,0,,407.1307322,,4264188,5214478,4018832,Yes,4499166,2037914,2076639,2371229,2161927.333,1.6,0.733333333,,407.13073,5,0.333333333,0.208333333,0.454545455,O,,,-0.2,,----,----,----,----,SatFACarb,----,,407.22488,407,0.22488
15,24,4,7,0,0,,371.1572218,,3173760,2959307,3400477,Yes,3177848,6912771,7700177,6820058,7144335.333,1.6,0.466666667,,371.15722,6,0.4,0.25,0.857142857,CRAM,,,0.066666667,,----,----,----,----,----,Alipat+N,,371.24305,371,0.24305
15,24,4,8,0,0,,387.1521364,,3789311,3335065,3633625,Yes,3586000.333,4537493,4946231,4328423,4604049,1.6,0.533333333,,387.15214,6,0.4,0.25,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,387.24166,387,0.24166
15,25,1,11,0,0,,394.1354832,,3334705,4046274,2851862,Yes,3410947,3296962,3828567,3280527,3468685.333,1.666666667,0.733333333,,394.13548,4,0.266666667,0.16,0.363636364,O,,,-0.235294118,,----,----,----,----,SatFACarb,----,,394.22662,394,0.22662
15,25,1,12,0,0,,410.1303978,,4063855,4396510,4493052,Yes,4317805.667,1761190,2096222,2489743,2115718.333,1.666666667,0.8,,410.1304,4,0.266666667,0.16,0.333333333,O,,,-0.3125,,----,----,----,----,SatFACarb,----,,410.22523,410,0.22523
15,25,1,13,0,0,,426.1253124,,2924312,3485180,2840642,Yes,3083378,0,0,0,0,1.666666667,0.866666667,,426.12531,4,0.266666667,0.16,0.307692308,O,,,-0.4,,----,----,----,----,SatFACarb,----,,426.22385,426,0.22385
15,25,3,7,0,0,,358.1619728,,4084050,4129227,4309576,Yes,4174284.333,7543560,7978500,8163299,7895119.667,1.666666667,0.466666667,,358.16197,5,0.333333333,0.2,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,358.24479,358,0.24479
15,25,3,8,0,0,,374.1568874,,5027007,5491045,5869294,Yes,5462448.667,4458129,4922005,4807856,4729330,1.666666667,0.533333333,,374.15689,5,0.333333333,0.2,0.625,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,374.24341,374,0.24341
15,26,0,10,0,0,,365.1453196,,4653803,4663912,4134734,Yes,4484149.667,7850928,6305555,7497985,7218156,1.733333333,0.666666667,,365.14532,3,0.2,0.115384615,0.3,O,,,-0.2,,----,----,----,----,SatFACarb,----,,365.22975,365,0.22975
15,26,0,11,0,0,,381.1402342,,5475349,6048097,5576540,Yes,5699995.333,10235503,10171101,9772345,10059649.67,1.733333333,0.733333333,,381.14023,3,0.2,0.115384615,0.272727273,O,,,-0.263157895,,----,----,----,----,SatFACarb,----,,381.22837,381,0.22837
15,26,0,12,0,0,,397.1351488,,8419986,10127352,9254460,Yes,9267266,12117255,11770231,11564280,11817255.33,1.733333333,0.8,,397.13515,3,0.2,0.115384615,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,397.22698,397,0.22698
15,26,0,13,0,0,,413.1300634,,9221038,10866276,10836749,Yes,10308021,5402736,4728456,6275122,5468771.333,1.733333333,0.866666667,,413.13006,3,0.2,0.115384615,0.230769231,O,,,-0.411764706,,----,----,----,----,SatFACarb,----,,413.22559,413,0.22559
15,26,0,14,0,0,,429.124978,,16902017,21472621,24518430,Yes,20964356,3649779,3451713,4471674,3857722,1.733333333,0.933333333,,429.12498,3,0.2,0.115384615,0.214285714,O,,,-0.5,,----,----,----,----,SatFACarb,----,,429.22421,429,0.22421
15,26,4,7,0,0,,373.1728718,,3735472,3335225,3833264,Yes,3634653.667,5582185,5460315,4777840,5273446.667,1.733333333,0.466666667,,373.17287,5,0.333333333,0.192307692,0.714285714,O,,,-0.066666667,,----,----,----,----,----,Alipat+N,,373.25916,373,0.25916
15,27,1,12,1,0,,444.1181185,,3505198,3369335,4419751,Yes,3764761.333,8540565,8828228,10116892,9161895,1.8,0.8,,444.11812,3,0.2,0.111111111,0.25,O,,,-0.642857143,,----,----,----,----,SatFACarb,----,,444.22081,444,0.22081
15,27,3,6,0,0,,344.1827082,,3700531,3600323,4798996,Yes,4033283.333,9110091,8785207,10264330,9386542.667,1.8,0.4,,344.18271,4,0.266666667,0.148148148,0.666666667,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,344.2623,344,0.2623
15,27,3,7,0,0,,360.1776228,,3693950,3718724,3918044,Yes,3776906,4896136,5154973,4991616,5014241.667,1.8,0.466666667,,360.17762,4,0.266666667,0.148148148,0.571428571,O,,,-0.117647059,,----,----,----,----,----,Alipat+N,,360.26091,360,0.26091
15,27,3,8,0,0,,376.1725374,,4702951,4134852,4497776,Yes,4445193,0,0,0,0,1.8,0.533333333,,376.17254,4,0.266666667,0.148148148,0.5,O,,,-0.1875,,----,----,----,----,----,Alipat+N,,376.25952,376,0.25952
16,10,0,11,0,0,,377.0150342,,2774988,2621630,3504248,Yes,2966955.333,0,0,0,0,0.625,0.6875,,377.01503,12,0.75,1.2,1.090909091,O,,,0.619047619,,----,Aromatic,----,----,----,----,,377.10221,377,0.10221
16,12,0,10,0,0,,363.0357696,,4235419,3973067,5390479,Yes,4532988.333,0,0,0,0,0.75,0.625,,363.03577,11,0.6875,0.916666667,1.1,O,,,0.545454545,,----,Aromatic,----,----,----,----,,363.11972,363,0.11972
16,12,0,11,0,0,,379.0306842,,6028777,5246730,6972646,Yes,6082717.667,0,0,0,0,0.75,0.6875,,379.03068,11,0.6875,0.916666667,1,O,,,0.523809524,,----,Aromatic,----,----,----,----,,379.11833,379,0.11833
16,12,0,12,0,0,,395.0255988,,5986538,5610097,6404291,Yes,6000308.667,0,0,0,0,0.75,0.75,,395.0256,11,0.6875,0.916666667,0.916666667,O,,,0.5,,----,----,HUnSatLig,----,----,----,,395.11694,395,0.11694
16,12,0,13,0,0,,411.0205134,,4052691,3449869,4332298,Yes,3944952.667,0,0,0,0,0.75,0.8125,,411.02051,11,0.6875,0.916666667,0.846153846,O,,,0.473684211,,----,----,HUnSatLig,----,----,----,,411.11556,411,0.11556
16,14,0,9,0,0,,349.056505,,3612128,3822349,4610891,Yes,4015122.667,0,0,0,0,0.875,0.5625,,349.0565,10,0.625,0.714285714,1.111111111,CRAM,,,0.47826087,,----,----,HUnSatLig,----,----,----,,349.13722,349,0.13722
16,14,0,10,0,0,,365.0514196,,6943440,6641226,7609135,Yes,7064600.333,1517714,1850099,2403041,1923618,0.875,0.625,,365.05142,10,0.625,0.714285714,1,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,365.13583,365,0.13583
16,14,0,11,0,0,,381.0463342,,8958973,8782151,9979713,Yes,9240279,1802581,1985218,2508573,2098790.667,0.875,0.6875,,381.04633,10,0.625,0.714285714,0.909090909,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,381.13445,381,0.13445
