"Forest","Treatment","Mass","presence","HC","OC"
"SW","PostFenton",429.1991,1,1.67,0.44
"SW","PostFenton",429.213,1,1.62,0.43
"SW","PostFenton",430.1467,1,1.47,0.59
"SW","PostFenton",431.0467,1,1,0.88
"SW","PostFenton",431.0831,1,1.18,0.76
"SW","PostFenton",431.0984,1,0.95,0.48
"SW","PostFenton",431.1195,1,1.33,0.67
"SW","PostFenton",431.1348,1,1.09,0.41
"SW","PostFenton",431.1559,1,1.47,0.58
"SW","PostFenton",431.1711,1,1.22,0.35
"SW","PostFenton",431.1923,1,1.6,0.5
"SW","PostFenton",431.2075,1,1.33,0.29
"SW","PostFenton",431.2147,1,1.78,0.44
"SW","PostFenton",431.2287,1,1.71,0.43
"SW","PostFenton",432.1624,1,1.59,0.59
"SW","PostFenton",433.0412,1,0.74,0.63
"SW","PostFenton",433.0624,1,1.12,0.88
"SW","PostFenton",433.0657,1,1.69,1.08
"SW","PostFenton",433.0776,1,0.9,0.55
"SW","PostFenton",433.0988,1,1.29,0.76
"SW","PostFenton",433.1021,1,1.86,0.93
"SW","PostFenton",433.114,1,1.05,0.48
"SW","PostFenton",433.1351,1,1.44,0.67
"SW","PostFenton",433.1504,1,1.18,0.41
"SW","PostFenton",433.1715,1,1.58,0.58
"SW","PostFenton",433.1868,1,1.3,0.35
"SW","PostFenton",433.2079,1,1.7,0.5
"SW","PostFenton",434.1173,1,1.67,0.4
"SW","PostFenton",435.0569,1,0.84,0.63
"SW","PostFenton",435.078,1,1.25,0.88
"SW","PostFenton",435.0815,1,0.35,0.03
"SW","PostFenton",435.0933,1,1,0.55
"SW","PostFenton",435.1144,1,1.41,0.76
"SW","PostFenton",435.1297,1,1.14,0.48
"SW","PostFenton",435.1508,1,1.56,0.67
"SW","PostFenton",435.1661,1,1.27,0.41
"SW","PostFenton",435.1872,1,1.68,0.58
"SW","PostFenton",435.2024,1,1.39,0.35
"SW","PostFenton",435.2236,1,1.8,0.5
"SW","PostFenton",435.2388,1,1.5,0.29
"SW","PostFenton",437.0362,1,0.78,0.72
"SW","PostFenton",437.0725,1,0.95,0.63
"SW","PostFenton",437.0937,1,1.38,0.88
"SW","PostFenton",437.1089,1,1.1,0.55
"SW","PostFenton",437.1301,1,1.53,0.76
"SW","PostFenton",437.1413,1,1.62,0.75
"SW","PostFenton",437.1453,1,1.24,0.48
"SW","PostFenton",437.1664,1,1.67,0.67
"SW","PostFenton",437.1817,1,1.36,0.41
"SW","PostFenton",437.2028,1,1.79,0.58
"SW","PostFenton",437.2181,1,1.48,0.35
"SW","PostFenton",438.1253,1,1.56,0.81
"SW","PostFenton",439.0518,1,0.89,0.72
"SW","PostFenton",439.0882,1,1.05,0.63
"SW","PostFenton",439.1093,1,1.5,0.88
"SW","PostFenton",439.1246,1,1.2,0.55
"SW","PostFenton",439.1457,1,1.65,0.76
"SW","PostFenton",439.1569,1,1.75,0.75
"SW","PostFenton",439.161,1,1.33,0.48
"SW","PostFenton",439.1821,1,1.78,0.67
"SW","PostFenton",439.1974,1,1.45,0.41
"SW","PostFenton",439.2337,1,1.57,0.35
"SW","PostFenton",440.141,1,1.69,0.81
"SW","PostFenton",441.0311,1,0.82,0.82
"SW","PostFenton",441.0675,1,1,0.72
"SW","PostFenton",441.0886,1,1.47,1
"SW","PostFenton",441.1038,1,1.16,0.63
"SW","PostFenton",441.125,1,1.62,0.88
"SW","PostFenton",441.1402,1,1.3,0.55
"SW","PostFenton",441.1614,1,1.76,0.76
"SW","PostFenton",441.1766,1,1.43,0.48
"SW","PostFenton",441.213,1,1.55,0.41
"SW","PostFenton",441.2528,1,2.1,0.4
"SW","PostFenton",443.0467,1,0.94,0.82
"SW","PostFenton",443.0831,1,1.11,0.72
"SW","PostFenton",443.0984,1,0.91,0.45
"SW","PostFenton",443.1042,1,1.6,1
"SW","PostFenton",443.1195,1,1.26,0.63
"SW","PostFenton",443.1348,1,1.04,0.39
"SW","PostFenton",443.1406,1,1.75,0.88
"SW","PostFenton",443.1559,1,1.4,0.55
"SW","PostFenton",443.1711,1,1.17,0.33
"SW","PostFenton",443.1784,1,1.56,0.5
"SW","PostFenton",443.1923,1,1.52,0.48
"SW","PostFenton",443.2147,1,1.68,0.42
"SW","PostFenton",443.2287,1,1.64,0.41
"SW","PostFenton",444.1181,1,1.8,0.8
"SW","PostFenton",445.0624,1,1.06,0.82
"SW","PostFenton",445.0776,1,0.86,0.52
"SW","PostFenton",445.0988,1,1.22,0.72
"SW","PostFenton",445.114,1,1,0.45
"SW","PostFenton",445.1351,1,1.37,0.63
"SW","PostFenton",445.1504,1,1.13,0.39
"SW","PostFenton",445.1715,1,1.5,0.55
"SW","PostFenton",445.1868,1,1.25,0.33
"SW","PostFenton",445.2079,1,1.62,0.48
"SW","PostFenton",445.2443,1,1.73,0.41
"SW","PostFenton",447.0569,1,0.8,0.6
"SW","PostFenton",447.078,1,1.18,0.82
"SW","PostFenton",447.0814,1,1.71,1
"SW","PostFenton",447.0933,1,0.95,0.52
"SW","PostFenton",447.1144,1,1.33,0.72
"SW","PostFenton",447.1297,1,1.09,0.45
"SW","PostFenton",447.1508,1,1.47,0.63
"SW","PostFenton",447.1661,1,1.22,0.39
"SW","PostFenton",447.1872,1,1.6,0.55
"SW","PostFenton",447.2024,1,1.33,0.33
"SW","PostFenton",447.2236,1,1.71,0.48
"SW","PostFenton",449.0725,1,0.9,0.6
"SW","PostFenton",449.0937,1,1.29,0.82
"SW","PostFenton",449.0972,1,0.4,0.03
"SW","PostFenton",449.1089,1,1.05,0.52
"SW","PostFenton",449.1301,1,1.44,0.72
"SW","PostFenton",449.1453,1,1.18,0.45
"SW","PostFenton",449.1664,1,1.58,0.63
"SW","PostFenton",449.1817,1,1.3,0.39
"SW","PostFenton",449.2028,1,1.7,0.55
"SW","PostFenton",449.2181,1,1.42,0.33
"SW","PostFenton",451.0518,1,0.84,0.68
"SW","PostFenton",451.0882,1,1,0.6
"SW","PostFenton",451.1093,1,1.41,0.82
"SW","PostFenton",451.1246,1,1.14,0.52
"SW","PostFenton",451.1457,1,1.56,0.72
"SW","PostFenton",451.161,1,1.27,0.45
"SW","PostFenton",451.1821,1,1.68,0.63
"SW","PostFenton",451.1974,1,1.39,0.39
"SW","PostFenton",451.2337,1,1.5,0.33
"SW","PostFenton",451.2549,1,1.9,0.48
"SW","PostFenton",452.141,1,1.59,0.76
"SW","PostFenton",453.0675,1,0.95,0.68
"SW","PostFenton",453.0886,1,1.38,0.94
"SW","PostFenton",453.1038,1,1.1,0.6
"SW","PostFenton",453.125,1,1.53,0.82
"SW","PostFenton",453.1402,1,1.24,0.52
"SW","PostFenton",453.1614,1,1.67,0.72
"SW","PostFenton",453.1766,1,1.36,0.45
"SW","PostFenton",453.213,1,1.48,0.39
"SW","PostFenton",453.2494,1,1.58,0.33
"SW","PostFenton",454.1566,1,1.71,0.76
"SW","PostFenton",455.0467,1,0.89,0.78
"SW","PostFenton",455.0831,1,1.05,0.68
"SW","PostFenton",455.1042,1,1.5,0.94
"SW","PostFenton",455.1195,1,1.2,0.6
"SW","PostFenton",455.1406,1,1.65,0.82
"SW","PostFenton",455.1559,1,1.33,0.52
"SW","PostFenton",455.177,1,1.78,0.72
"SW","PostFenton",455.1923,1,1.45,0.45
"SW","PostFenton",455.2287,1,1.57,0.39
"SW","PostFenton",457.0624,1,1,0.78
"SW","PostFenton",457.0988,1,1.16,0.68
"SW","PostFenton",457.1199,1,1.62,0.94
"SW","PostFenton",457.1351,1,1.3,0.6
"SW","PostFenton",457.1563,1,1.76,0.82
"SW","PostFenton",457.1715,1,1.43,0.52
"SW","PostFenton",457.1868,1,1.2,0.32
"SW","PostFenton",457.2079,1,1.55,0.45
"SW","PostFenton",457.2443,1,1.65,0.39
"SW","PostFenton",459.078,1,1.11,0.78
"SW","PostFenton",459.1144,1,1.26,0.68
"SW","PostFenton",459.1355,1,1.75,0.94
"SW","PostFenton",459.1508,1,1.4,0.6
"SW","PostFenton",459.1661,1,1.17,0.38
"SW","PostFenton",459.1872,1,1.52,0.52
"SW","PostFenton",459.2024,1,1.28,0.32
"SW","PostFenton",459.2236,1,1.64,0.45
"SW","PostFenton",461.0573,1,1.06,0.88
"SW","PostFenton",461.0725,1,0.86,0.57
"SW","PostFenton",461.0937,1,1.22,0.78
"SW","PostFenton",461.097,1,1.73,0.93
"SW","PostFenton",461.1089,1,1,0.5
"SW","PostFenton",461.1301,1,1.37,0.68
"SW","PostFenton",461.1453,1,1.13,0.43
"SW","PostFenton",461.1664,1,1.5,0.6
"SW","PostFenton",461.1817,1,1.25,0.38
"SW","PostFenton",461.1889,1,1.67,0.56
"SW","PostFenton",461.2028,1,1.62,0.52
"SW","PostFenton",461.2181,1,1.36,0.32
"SW","PostFenton",461.2392,1,1.73,0.45
"SW","PostFenton",463.0518,1,0.8,0.65
"SW","PostFenton",463.0882,1,0.95,0.57
"SW","PostFenton",463.1093,1,1.33,0.78
"SW","PostFenton",463.1246,1,1.09,0.5
"SW","PostFenton",463.1457,1,1.47,0.68
"SW","PostFenton",463.161,1,1.22,0.43
"SW","PostFenton",463.1821,1,1.6,0.6
"SW","PostFenton",463.1974,1,1.33,0.38
"SW","PostFenton",463.2185,1,1.71,0.52
"SW","PostFenton",463.2337,1,1.44,0.32
"SW","PostFenton",465.0675,1,0.9,0.65
"SW","PostFenton",465.0886,1,1.29,0.88
"SW","PostFenton",465.1038,1,1.05,0.57
"SW","PostFenton",465.125,1,1.44,0.78
"SW","PostFenton",465.1402,1,1.18,0.5
"SW","PostFenton",465.1614,1,1.58,0.68
"SW","PostFenton",465.1766,1,1.3,0.43
"SW","PostFenton",465.1977,1,1.7,0.6
"SW","PostFenton",465.213,1,1.42,0.38
"SW","PostFenton",467.0467,1,0.84,0.74
"SW","PostFenton",467.0831,1,1,0.65
"SW","PostFenton",467.1042,1,1.41,0.88
"SW","PostFenton",467.1195,1,1.14,0.57
"SW","PostFenton",467.1406,1,1.56,0.78
"SW","PostFenton",467.1559,1,1.27,0.5
"SW","PostFenton",467.177,1,1.68,0.68
"SW","PostFenton",467.1923,1,1.39,0.43
"SW","PostFenton",467.2287,1,1.5,0.38
"SW","PostFenton",468.1359,1,1.59,0.82
"SW","PostFenton",469.0624,1,0.95,0.74
"SW","PostFenton",469.0988,1,1.1,0.65
"SW","PostFenton",469.1199,1,1.53,0.88
"SW","PostFenton",469.1351,1,1.24,0.57
"SW","PostFenton",469.1563,1,1.67,0.78
"SW","PostFenton",469.1715,1,1.36,0.5
"SW","PostFenton",469.1927,1,1.79,0.68
"SW","PostFenton",469.2079,1,1.48,0.43
"SW","PostFenton",469.2443,1,1.58,0.38
"SW","PostFenton",469.2841,1,2.09,0.36
"SW","PostFenton",470.1515,1,1.71,0.82
"SW","PostFenton",471.0416,1,0.89,0.83
"SW","PostFenton",471.078,1,1.05,0.74
"SW","PostFenton",471.0992,1,1.5,1
"SW","PostFenton",471.1144,1,1.2,0.65
"SW","PostFenton",471.1355,1,1.65,0.88
"SW","PostFenton",471.1508,1,1.33,0.57
"SW","PostFenton",471.1719,1,1.78,0.78
"SW","PostFenton",471.1872,1,1.45,0.5
"SW","PostFenton",471.2236,1,1.57,0.43
"SW","PostFenton",473.0573,1,1,0.83
"SW","PostFenton",473.0937,1,1.16,0.74
"SW","PostFenton",473.1148,1,1.62,1
"SW","PostFenton",473.1301,1,1.3,0.65
"SW","PostFenton",473.1453,1,1.08,0.42
"SW","PostFenton",473.1512,1,1.76,0.88
"SW","PostFenton",473.1664,1,1.43,0.57
"SW","PostFenton",473.1817,1,1.2,0.36
"SW","PostFenton",473.2028,1,1.55,0.5
"SW","PostFenton",473.2392,1,1.65,0.43
"SW","PostFenton",473.2826,1,1.54,0.14
"SW","PostFenton",474.1729,1,1.53,0.58
"SW","PostFenton",475.0729,1,1.11,0.83
"SW","PostFenton",475.0882,1,0.91,0.55
"SW","PostFenton",475.1093,1,1.26,0.74
"SW","PostFenton",475.1246,1,1.04,0.48
"SW","PostFenton",475.1457,1,1.4,0.65
"SW","PostFenton",475.161,1,1.17,0.42
"SW","PostFenton",475.1821,1,1.52,0.57
"SW","PostFenton",475.1974,1,1.28,0.36
"SW","PostFenton",475.2185,1,1.64,0.5
"SW","PostFenton",475.2337,1,1.38,0.31
"SW","PostFenton",477.0675,1,0.86,0.62
"SW","PostFenton",477.1038,1,1,0.55
"SW","PostFenton",477.125,1,1.37,0.74
"SW","PostFenton",477.1402,1,1.13,0.48
"SW","PostFenton",477.1614,1,1.5,0.65
"SW","PostFenton",477.1766,1,1.25,0.42
"SW","PostFenton",477.1977,1,1.62,0.57
"SW","PostFenton",477.213,1,1.36,0.36
"SW","PostFenton",479.0467,1,0.8,0.7
"SW","PostFenton",479.0831,1,0.95,0.62
"SW","PostFenton",479.1042,1,1.33,0.83
"SW","PostFenton",479.1195,1,1.09,0.55
"SW","PostFenton",479.1406,1,1.47,0.74
"SW","PostFenton",479.1559,1,1.22,0.48
"SW","PostFenton",479.177,1,1.6,0.65
"SW","PostFenton",479.1923,1,1.33,0.42
"SW","PostFenton",479.2134,1,1.71,0.57
"SW","PostFenton",479.2287,1,1.44,0.36
"SW","PostFenton",481.0624,1,0.9,0.7
"SW","PostFenton",481.0988,1,1.05,0.62
"SW","PostFenton",481.1199,1,1.44,0.83
"SW","PostFenton",481.1351,1,1.18,0.55
"SW","PostFenton",481.1563,1,1.58,0.74
"SW","PostFenton",481.1715,1,1.3,0.48
"SW","PostFenton",481.1927,1,1.7,0.65
"SW","PostFenton",481.2079,1,1.42,0.42
"SW","PostFenton",481.2443,1,1.52,0.36
"SW","PostFenton",482.1515,1,1.61,0.78
"SW","PostFenton",483.078,1,1,0.7
"SW","PostFenton",483.0992,1,1.41,0.94
"SW","PostFenton",483.1144,1,1.14,0.62
"SW","PostFenton",483.1355,1,1.56,0.83
"SW","PostFenton",483.1508,1,1.27,0.55
"SW","PostFenton",483.1719,1,1.68,0.74
"SW","PostFenton",483.1872,1,1.39,0.48
"SW","PostFenton",483.2236,1,1.5,0.42
"SW","PostFenton",485.0573,1,0.95,0.79
"SW","PostFenton",485.0937,1,1.1,0.7
"SW","PostFenton",485.1148,1,1.53,0.94
"SW","PostFenton",485.1301,1,1.24,0.62
"SW","PostFenton",485.1512,1,1.67,0.83
"SW","PostFenton",485.1664,1,1.36,0.55
"SW","PostFenton",485.1876,1,1.79,0.74
"SW","PostFenton",485.2028,1,1.48,0.48
"SW","PostFenton",485.2392,1,1.58,0.42
"SW","PostFenton",485.279,1,2.09,0.41
"SW","PostFenton",487.0729,1,1.05,0.79
"SW","PostFenton",487.1093,1,1.2,0.7
"SW","PostFenton",487.1305,1,1.65,0.94
"SW","PostFenton",487.1457,1,1.33,0.62
"SW","PostFenton",487.1668,1,1.78,0.83
"SW","PostFenton",487.1821,1,1.45,0.55
"SW","PostFenton",487.2185,1,1.57,0.48
"SW","PostFenton",487.2337,1,1.33,0.3
"SW","PostFenton",489.0886,1,1.16,0.79
"SW","PostFenton",489.125,1,1.3,0.7
"SW","PostFenton",489.1461,1,1.76,0.94
"SW","PostFenton",489.1614,1,1.43,0.62
"SW","PostFenton",489.1766,1,1.2,0.4
"SW","PostFenton",489.1977,1,1.55,0.55
"SW","PostFenton",489.213,1,1.31,0.35
"SW","PostFenton",489.2341,1,1.65,0.48
"SW","PostFenton",490.1678,1,1.53,0.63
"SW","PostFenton",491.0831,1,0.91,0.59
"SW","PostFenton",491.1195,1,1.04,0.52
"SW","PostFenton",491.1406,1,1.4,0.7
"SW","PostFenton",491.1559,1,1.17,0.46
"SW","PostFenton",491.177,1,1.52,0.62
"SW","PostFenton",491.1923,1,1.28,0.4
"SW","PostFenton",491.1993,1,1.14,0.17
"SW","PostFenton",491.2134,1,1.64,0.55
"SW","PostFenton",491.2287,1,1.38,0.35
"SW","PostFenton",492.1835,1,1.63,0.63
"SW","PostFenton",493.0988,1,1,0.59
"SW","PostFenton",493.1199,1,1.37,0.79
"SW","PostFenton",493.1351,1,1.13,0.52
"SW","PostFenton",493.1563,1,1.5,0.7
"SW","PostFenton",493.1715,1,1.25,0.46
"SW","PostFenton",493.1927,1,1.62,0.62
"SW","PostFenton",493.2079,1,1.36,0.4
"SW","PostFenton",493.2443,1,1.46,0.35
"SW","PostFenton",495.0416,1,0.8,0.75
"SW","PostFenton",495.078,1,0.95,0.67
"SW","PostFenton",495.0992,1,1.33,0.89
"SW","PostFenton",495.1144,1,1.09,0.59
"SW","PostFenton",495.1355,1,1.47,0.79
"SW","PostFenton",495.1508,1,1.22,0.52
"SW","PostFenton",495.1719,1,1.6,0.7
"SW","PostFenton",495.1872,1,1.33,0.46
"SW","PostFenton",495.2083,1,1.71,0.62
"SW","PostFenton",495.2236,1,1.44,0.4
"SW","PostFenton",495.26,1,1.54,0.35
"SW","PostFenton",497.0573,1,0.9,0.75
"SW","PostFenton",497.0937,1,1.05,0.67
"SW","PostFenton",497.1148,1,1.44,0.89
"SW","PostFenton",497.1301,1,1.18,0.59
"SW","PostFenton",497.1512,1,1.58,0.79
"SW","PostFenton",497.1664,1,1.3,0.52
"SW","PostFenton",497.1876,1,1.7,0.7
"SW","PostFenton",497.2028,1,1.42,0.46
"SW","PostFenton",497.2392,1,1.52,0.4
"SW","PostFenton",498.1464,1,1.61,0.83
"SW","PostFenton",499.0729,1,1,0.75
"SW","PostFenton",499.0941,1,1.41,1
"SW","PostFenton",499.1093,1,1.14,0.67
"SW","PostFenton",499.1305,1,1.56,0.89
"SW","PostFenton",499.1457,1,1.27,0.59
"SW","PostFenton",499.1668,1,1.68,0.79
"SW","PostFenton",499.1821,1,1.39,0.52
"SW","PostFenton",499.2032,1,1.8,0.7
"SW","PostFenton",499.2185,1,1.5,0.46
"SW","PostFenton",499.2549,1,1.6,0.4
"SW","PostFenton",501.0886,1,1.1,0.75
"SW","PostFenton",501.1097,1,1.53,1
"SW","PostFenton",501.125,1,1.24,0.67
"SW","PostFenton",501.1461,1,1.67,0.89
"SW","PostFenton",501.1614,1,1.36,0.59
"SW","PostFenton",501.1825,1,1.79,0.79
"SW","PostFenton",501.1977,1,1.48,0.52
"SW","PostFenton",501.2341,1,1.58,0.46
"SW","PostFenton",503.1042,1,1.2,0.75
"SW","PostFenton",503.1254,1,1.65,1
"SW","PostFenton",503.1406,1,1.33,0.67
"SW","PostFenton",503.1618,1,1.78,0.89
"SW","PostFenton",503.177,1,1.45,0.59
"SW","PostFenton",503.1923,1,1.23,0.38
"SW","PostFenton",503.2134,1,1.57,0.52
"SW","PostFenton",505.1199,1,1.3,0.75
"SW","PostFenton",505.1351,1,1.08,0.5
"SW","PostFenton",505.1563,1,1.43,0.67
"SW","PostFenton",505.1715,1,1.2,0.44
"SW","PostFenton",505.1927,1,1.55,0.59
"SW","PostFenton",505.2079,1,1.31,0.38
"SW","PostFenton",505.2443,1,1.41,0.33
"SW","PostFenton",507.078,1,0.91,0.64
"SW","PostFenton",507.1144,1,1.04,0.57
"SW","PostFenton",507.1355,1,1.4,0.75
"SW","PostFenton",507.1508,1,1.17,0.5
"SW","PostFenton",507.1719,1,1.52,0.67
"SW","PostFenton",507.1872,1,1.28,0.44
"SW","PostFenton",507.1942,1,1.14,0.21
"SW","PostFenton",507.2236,1,1.38,0.38
"SW","PostFenton",508.1784,1,1.63,0.68
"SW","PostFenton",509.0937,1,1,0.64
"SW","PostFenton",509.1301,1,1.13,0.57
"SW","PostFenton",509.1512,1,1.5,0.75
"SW","PostFenton",509.1664,1,1.25,0.5
"SW","PostFenton",509.1876,1,1.62,0.67
"SW","PostFenton",509.2028,1,1.36,0.44
"SW","PostFenton",509.2392,1,1.46,0.38
"SW","PostFenton",510.1464,1,1.53,0.79
"SW","PostFenton",511.0729,1,0.95,0.71
"SW","PostFenton",511.0941,1,1.33,0.94
"SW","PostFenton",511.1093,1,1.09,0.64
"SW","PostFenton",511.1305,1,1.47,0.84
"SW","PostFenton",511.1457,1,1.22,0.57
"SW","PostFenton",511.1668,1,1.6,0.75
"SW","PostFenton",511.1821,1,1.33,0.5
"SW","PostFenton",511.2032,1,1.71,0.67
"SW","PostFenton",511.2185,1,1.44,0.44
"SW","PostFenton",511.2549,1,1.54,0.38
"SW","PostFenton",512.1621,1,1.63,0.79
"SW","PostFenton",513.0886,1,1.05,0.71
"SW","PostFenton",513.1097,1,1.44,0.94
"SW","PostFenton",513.125,1,1.18,0.64
"SW","PostFenton",513.1461,1,1.58,0.84
"SW","PostFenton",513.1614,1,1.3,0.57
"SW","PostFenton",513.1825,1,1.7,0.75
"SW","PostFenton",513.1977,1,1.42,0.5
"SW","PostFenton",513.2189,1,1.81,0.67
"SW","PostFenton",513.2341,1,1.52,0.44
"SW","PostFenton",515.0679,1,1,0.8
"SW","PostFenton",515.1042,1,1.14,0.71
"SW","PostFenton",515.1254,1,1.56,0.94
"SW","PostFenton",515.1406,1,1.27,0.64
"SW","PostFenton",515.1618,1,1.68,0.84
"SW","PostFenton",515.177,1,1.39,0.57
"SW","PostFenton",515.1981,1,1.8,0.75
"SW","PostFenton",515.2134,1,1.5,0.5
"SW","PostFenton",515.2498,1,1.6,0.44
"SW","PostFenton",517.141,1,1.67,0.94
"SW","PostFenton",517.1563,1,1.36,0.64
"SW","PostFenton",517.1715,1,1.15,0.42
"SW","PostFenton",517.1774,1,1.79,0.84
"SW","PostFenton",517.1927,1,1.48,0.57
"SW","PostFenton",517.229,1,1.58,0.5
"SW","PostFenton",519.1567,1,1.78,0.94
"SW","PostFenton",519.1719,1,1.45,0.64
"SW","PostFenton",519.1872,1,1.23,0.42
"SW","PostFenton",519.2083,1,1.57,0.57
"SW","PostFenton",519.2236,1,1.33,0.37
"SW","PostFenton",521.1301,1,1.08,0.54
"SW","PostFenton",521.1664,1,1.2,0.48
"SW","PostFenton",521.1876,1,1.55,0.64
"SW","PostFenton",521.2028,1,1.31,0.42
"SW","PostFenton",521.2392,1,1.41,0.37
"SW","PostFenton",523.0729,1,0.91,0.68
"SW","PostFenton",523.1093,1,1.04,0.61
"SW","PostFenton",523.1305,1,1.4,0.8
"SW","PostFenton",523.1457,1,1.17,0.54
"SW","PostFenton",523.1668,1,1.52,0.71
"SW","PostFenton",523.1821,1,1.28,0.48
"SW","PostFenton",523.2032,1,1.64,0.64
"SW","PostFenton",523.2185,1,1.38,0.42
"SW","PostFenton",523.2549,1,1.48,0.37
"SW","PostFenton",525.0886,1,1,0.68
"SW","PostFenton",525.1097,1,1.37,0.89
"SW","PostFenton",525.125,1,1.13,0.61
"SW","PostFenton",525.1461,1,1.5,0.8
"SW","PostFenton",525.1614,1,1.25,0.54
"SW","PostFenton",525.1825,1,1.62,0.71
"SW","PostFenton",525.1977,1,1.36,0.48
"SW","PostFenton",525.2341,1,1.46,0.42
"SW","PostFenton",526.1777,1,1.65,0.75
"SW","PostFenton",527.0679,1,0.95,0.76
"SW","PostFenton",527.089,1,1.33,1
"SW","PostFenton",527.1042,1,1.09,0.68
"SW","PostFenton",527.1254,1,1.47,0.89
"SW","PostFenton",527.1406,1,1.22,0.61
"SW","PostFenton",527.1618,1,1.6,0.8
"SW","PostFenton",527.177,1,1.33,0.54
"SW","PostFenton",527.1981,1,1.71,0.71
"SW","PostFenton",527.2134,1,1.44,0.48
"SW","PostFenton",527.2498,1,1.54,0.42
"SW","PostFenton",528.157,1,1.63,0.84
"SW","PostFenton",529.1046,1,1.44,1
"SW","PostFenton",529.1199,1,1.18,0.68
"SW","PostFenton",529.141,1,1.58,0.89
"SW","PostFenton",529.1563,1,1.3,0.61
"SW","PostFenton",529.1774,1,1.7,0.8
"SW","PostFenton",529.1927,1,1.42,0.54
"SW","PostFenton",529.229,1,1.52,0.48
"SW","PostFenton",531.1203,1,1.56,1
"SW","PostFenton",531.1567,1,1.68,0.89
"SW","PostFenton",531.1719,1,1.39,0.61
"SW","PostFenton",531.1931,1,1.8,0.8
"SW","PostFenton",531.2083,1,1.5,0.54
"SW","PostFenton",533.1359,1,1.67,1
"SW","PostFenton",533.1723,1,1.79,0.89
"SW","PostFenton",533.2028,1,1.26,0.41
"SW","PostFenton",533.2392,1,1.36,0.36
"SW","PostFenton",535.134,1,0.51,0.08
"SW","PostFenton",535.1516,1,1.78,1
"SW","PostFenton",535.1821,1,1.23,0.46
"SW","PostFenton",535.2185,1,1.33,0.41
"SW","PostFenton",535.2549,1,1.43,0.36
"SW","PostFenton",537.1614,1,1.2,0.52
"SW","PostFenton",537.1977,1,1.31,0.46
"SW","PostFenton",537.2341,1,1.41,0.41
"SW","PostFenton",537.2705,1,1.5,0.36
"SW","PostFenton",539.1254,1,1.4,0.85
"SW","PostFenton",539.1618,1,1.52,0.76
"SW","PostFenton",539.177,1,1.28,0.52
"SW","PostFenton",539.2134,1,1.38,0.46
"SW","PostFenton",539.2498,1,1.48,0.41
"SW","PostFenton",540.157,1,1.55,0.8
"SW","PostFenton",541.1046,1,1.37,0.95
"SW","PostFenton",541.1199,1,1.13,0.65
"SW","PostFenton",541.141,1,1.5,0.85
"SW","PostFenton",541.1774,1,1.62,0.76
"SW","PostFenton",541.1927,1,1.36,0.52
"SW","PostFenton",541.2138,1,1.73,0.68
"SW","PostFenton",541.229,1,1.46,0.46
"SW","PostFenton",542.1727,1,1.65,0.8
"SW","PostFenton",543.1203,1,1.47,0.95
"SW","PostFenton",543.1567,1,1.6,0.85
"SW","PostFenton",543.1719,1,1.33,0.58
"SW","PostFenton",543.1931,1,1.71,0.76
"SW","PostFenton",543.2083,1,1.44,0.52
"SW","PostFenton",543.2447,1,1.54,0.46
"SW","PostFenton",545.0996,1,1.44,1.06
"SW","PostFenton",545.1359,1,1.58,0.95
"SW","PostFenton",545.1723,1,1.7,0.85
"SW","PostFenton",545.2087,1,1.81,0.76
"SW","PostFenton",545.224,1,1.52,0.52
"SW","PostFenton",547.1516,1,1.68,0.95
"SW","PostFenton",547.1821,1,1.19,0.44
"SW","PostFenton",547.188,1,1.8,0.85
"SW","PostFenton",547.2185,1,1.29,0.39
"SW","PostFenton",549.1614,1,1.15,0.5
"SW","PostFenton",549.1672,1,1.79,0.95
"SW","PostFenton",549.1977,1,1.26,0.44
"SW","PostFenton",549.2341,1,1.36,0.39
"SW","PostFenton",551.1406,1,1.12,0.56
"SW","PostFenton",551.177,1,1.23,0.5
"SW","PostFenton",551.2134,1,1.33,0.44
"SW","PostFenton",551.2498,1,1.43,0.39
"SW","PostFenton",553.0835,1,0.96,0.7
"SW","PostFenton",553.141,1,1.43,0.81
"SW","PostFenton",553.1563,1,1.2,0.56
"SW","PostFenton",553.1774,1,1.55,0.73
"SW","PostFenton",553.1927,1,1.31,0.5
"SW","PostFenton",553.229,1,1.41,0.44
"SW","PostFenton",553.2654,1,1.5,0.39
"SW","PostFenton",555.1203,1,1.4,0.9
"SW","PostFenton",555.1355,1,1.17,0.62
"SW","PostFenton",555.1567,1,1.52,0.81
"SW","PostFenton",555.1719,1,1.28,0.56
"SW","PostFenton",555.1931,1,1.64,0.73
"SW","PostFenton",555.2083,1,1.38,0.5
"SW","PostFenton",555.2447,1,1.48,0.44
"SW","PostFenton",556.1883,1,1.67,0.76
"SW","PostFenton",557.1359,1,1.5,0.9
"SW","PostFenton",557.1723,1,1.62,0.81
"SW","PostFenton",557.1876,1,1.36,0.56
"SW","PostFenton",557.2087,1,1.73,0.73
"SW","PostFenton",557.224,1,1.46,0.5
"SW","PostFenton",557.2603,1,1.56,0.44
"SW","PostFenton",558.1676,1,1.65,0.85
"SW","PostFenton",559.1152,1,1.47,1
"SW","PostFenton",559.1516,1,1.6,0.9
"SW","PostFenton",559.188,1,1.71,0.81
"SW","PostFenton",559.2396,1,1.54,0.5
"SW","PostFenton",561.1672,1,1.7,0.9
