"Forest","Treatment","Mass","presence","HC","OC"
"SW","PostFenton",343.0671,1,1.14,0.71
"SW","PostFenton",343.1035,1,1.33,0.6
"SW","PostFenton",343.1187,1,1.05,0.32
"SW","PostFenton",343.1398,1,1.5,0.5
"SW","PostFenton",343.1551,1,1.2,0.25
"SW","PostFenton",343.1762,1,1.65,0.41
"SW","PostFenton",343.2126,1,1.78,0.33
"SW","PostFenton",344.1463,1,1.64,0.5
"SW","PostFenton",344.1827,1,1.8,0.4
"SW","PostFenton",345.0463,1,1.08,0.85
"SW","PostFenton",345.0616,1,0.82,0.47
"SW","PostFenton",345.0827,1,1.29,0.71
"SW","PostFenton",345.098,1,1,0.39
"SW","PostFenton",345.1191,1,1.47,0.6
"SW","PostFenton",345.1303,1,1.57,0.57
"SW","PostFenton",345.1344,1,1.16,0.32
"SW","PostFenton",345.1555,1,1.62,0.5
"SW","PostFenton",345.1707,1,1.3,0.25
"SW","PostFenton",345.1919,1,1.76,0.41
"SW","PostFenton",346.162,1,1.79,0.5
"SW","PostFenton",347.062,1,1.23,0.85
"SW","PostFenton",347.0772,1,0.94,0.47
"SW","PostFenton",347.0984,1,1.43,0.71
"SW","PostFenton",347.1136,1,1.11,0.39
"SW","PostFenton",347.1348,1,1.6,0.6
"SW","PostFenton",347.15,1,1.26,0.32
"SW","PostFenton",347.1711,1,1.75,0.5
"SW","PostFenton",347.1864,1,1.4,0.25
"SW","PostFenton",349.0412,1,1.17,1
"SW","PostFenton",349.0565,1,0.88,0.56
"SW","PostFenton",349.0776,1,1.38,0.85
"SW","PostFenton",349.0929,1,1.06,0.47
"SW","PostFenton",349.114,1,1.57,0.71
"SW","PostFenton",349.1293,1,1.22,0.39
"SW","PostFenton",349.1504,1,1.73,0.6
"SW","PostFenton",349.1657,1,1.37,0.32
"SW","PostFenton",349.1868,1,1.88,0.5
"SW","PostFenton",349.202,1,1.5,0.25
"SW","PostFenton",350.1093,1,1.62,0.77
"SW","PostFenton",351.0358,1,0.8,0.67
"SW","PostFenton",351.0569,1,1.33,1
"SW","PostFenton",351.0722,1,1,0.56
"SW","PostFenton",351.0933,1,1.54,0.85
"SW","PostFenton",351.1085,1,1.18,0.47
"SW","PostFenton",351.1297,1,1.71,0.71
"SW","PostFenton",351.1449,1,1.33,0.39
"SW","PostFenton",351.1813,1,1.47,0.32
"SW","PostFenton",351.2211,1,2.12,0.29
"SW","PostFenton",353.015,1,0.71,0.79
"SW","PostFenton",353.0514,1,0.93,0.67
"SW","PostFenton",353.0725,1,1.5,1
"SW","PostFenton",353.0878,1,1.12,0.56
"SW","PostFenton",353.1089,1,1.69,0.85
"SW","PostFenton",353.1242,1,1.29,0.47
"SW","PostFenton",353.1453,1,1.86,0.71
"SW","PostFenton",353.1606,1,1.44,0.39
"SW","PostFenton",353.197,1,1.58,0.32
"SW","PostFenton",353.2003,1,2.12,0.38
"SW","PostFenton",354.1307,1,1.4,0.47
"SW","PostFenton",355.0307,1,0.86,0.79
"SW","PostFenton",355.0671,1,1.07,0.67
"SW","PostFenton",355.0882,1,1.67,1
"SW","PostFenton",355.1035,1,1.25,0.56
"SW","PostFenton",355.1246,1,1.85,0.85
"SW","PostFenton",355.1398,1,1.41,0.47
"SW","PostFenton",355.1762,1,1.56,0.39
"SW","PostFenton",355.2126,1,1.68,0.32
"SW","PostFenton",356.1463,1,1.53,0.47
"SW","PostFenton",357.0463,1,1,0.79
"SW","PostFenton",357.0616,1,0.78,0.44
"SW","PostFenton",357.0827,1,1.2,0.67
"SW","PostFenton",357.098,1,0.95,0.37
"SW","PostFenton",357.1038,1,1.83,1
"SW","PostFenton",357.1191,1,1.38,0.56
"SW","PostFenton",357.1344,1,1.1,0.3
"SW","PostFenton",357.1555,1,1.53,0.47
"SW","PostFenton",357.1919,1,1.67,0.39
"SW","PostFenton",358.1256,1,1.5,0.57
"SW","PostFenton",358.162,1,1.67,0.47
"SW","PostFenton",358.1984,1,1.81,0.38
"SW","PostFenton",359.062,1,1.14,0.79
"SW","PostFenton",359.0772,1,0.89,0.44
"SW","PostFenton",359.0984,1,1.33,0.67
"SW","PostFenton",359.1136,1,1.05,0.37
"SW","PostFenton",359.1348,1,1.5,0.56
"SW","PostFenton",359.15,1,1.2,0.3
"SW","PostFenton",359.1711,1,1.65,0.47
"SW","PostFenton",359.2075,1,1.78,0.39
"SW","PostFenton",360.1412,1,1.64,0.57
"SW","PostFenton",360.1776,1,1.8,0.47
"SW","PostFenton",361.0412,1,1.08,0.92
"SW","PostFenton",361.0565,1,0.82,0.53
"SW","PostFenton",361.0776,1,1.29,0.79
"SW","PostFenton",361.0929,1,1,0.44
"SW","PostFenton",361.114,1,1.47,0.67
"SW","PostFenton",361.1253,1,1.57,0.64
"SW","PostFenton",361.1293,1,1.16,0.37
"SW","PostFenton",361.1504,1,1.62,0.56
"SW","PostFenton",361.1657,1,1.3,0.3
"SW","PostFenton",361.1868,1,1.76,0.47
"SW","PostFenton",362.1093,1,1.5,0.71
"SW","PostFenton",362.1933,1,1.93,0.47
"SW","PostFenton",363.0358,1,0.75,0.62
"SW","PostFenton",363.0569,1,1.23,0.92
"SW","PostFenton",363.0722,1,0.94,0.53
"SW","PostFenton",363.0933,1,1.43,0.79
"SW","PostFenton",363.1085,1,1.11,0.44
"SW","PostFenton",363.1297,1,1.6,0.67
"SW","PostFenton",363.1409,1,1.71,0.64
"SW","PostFenton",363.1449,1,1.26,0.37
"SW","PostFenton",363.1661,1,1.75,0.56
"SW","PostFenton",363.1813,1,1.4,0.3
"SW","PostFenton",363.2024,1,1.88,0.47
"SW","PostFenton",363.2211,1,2,0.28
"SW","PostFenton",364.0885,1,1.46,0.85
"SW","PostFenton",364.1249,1,1.64,0.71
"SW","PostFenton",365.015,1,0.67,0.73
"SW","PostFenton",365.0514,1,0.88,0.62
"SW","PostFenton",365.0725,1,1.38,0.92
"SW","PostFenton",365.0878,1,1.06,0.53
"SW","PostFenton",365.1089,1,1.57,0.79
"SW","PostFenton",365.1242,1,1.22,0.44
"SW","PostFenton",365.1453,1,1.73,0.67
"SW","PostFenton",365.1606,1,1.37,0.37
"SW","PostFenton",365.1817,1,1.88,0.56
"SW","PostFenton",365.197,1,1.5,0.3
"SW","PostFenton",366.1042,1,1.62,0.85
"SW","PostFenton",367.0307,1,0.8,0.73
"SW","PostFenton",367.0518,1,1.33,1.08
"SW","PostFenton",367.0671,1,1,0.62
"SW","PostFenton",367.0882,1,1.54,0.92
"SW","PostFenton",367.1035,1,1.18,0.53
"SW","PostFenton",367.1246,1,1.71,0.79
"SW","PostFenton",367.1398,1,1.33,0.44
"SW","PostFenton",367.161,1,1.87,0.67
"SW","PostFenton",367.1762,1,1.47,0.37
"SW","PostFenton",367.2126,1,1.6,0.3
"SW","PostFenton",367.3582,1,2,0.08
"SW","PostFenton",368.0962,1,0.95,0.2
"SW","PostFenton",368.1198,1,1.77,0.85
"SW","PostFenton",368.1463,1,1.44,0.44
"SW","PostFenton",369.0099,1,0.71,0.86
"SW","PostFenton",369.0463,1,0.93,0.73
"SW","PostFenton",369.0675,1,1.5,1.08
"SW","PostFenton",369.0827,1,1.12,0.62
"SW","PostFenton",369.1038,1,1.69,0.92
"SW","PostFenton",369.1191,1,1.29,0.53
"SW","PostFenton",369.1402,1,1.86,0.79
"SW","PostFenton",369.1555,1,1.44,0.44
"SW","PostFenton",369.178,1,1.62,0.38
"SW","PostFenton",369.1919,1,1.58,0.37
"SW","PostFenton",369.2283,1,1.7,0.3
"SW","PostFenton",369.301,1,1.91,0.18
"SW","PostFenton",370.1144,1,1.31,0.56
"SW","PostFenton",370.1256,1,1.4,0.53
"SW","PostFenton",370.162,1,1.56,0.44
"SW","PostFenton",371.0256,1,0.86,0.86
"SW","PostFenton",371.062,1,1.07,0.73
"SW","PostFenton",371.0831,1,1.67,1.08
"SW","PostFenton",371.0984,1,1.25,0.62
"SW","PostFenton",371.1136,1,1,0.35
"SW","PostFenton",371.1195,1,1.85,0.92
"SW","PostFenton",371.1348,1,1.41,0.53
"SW","PostFenton",371.15,1,1.14,0.29
"SW","PostFenton",371.1572,1,1.6,0.47
"SW","PostFenton",371.1711,1,1.56,0.44
"SW","PostFenton",371.1936,1,1.75,0.38
"SW","PostFenton",371.2075,1,1.68,0.37
"SW","PostFenton",372.1412,1,1.53,0.53
"SW","PostFenton",372.1776,1,1.69,0.44
"SW","PostFenton",373.0412,1,1,0.86
"SW","PostFenton",373.0565,1,0.78,0.5
"SW","PostFenton",373.0776,1,1.2,0.73
"SW","PostFenton",373.0929,1,0.95,0.42
"SW","PostFenton",373.0988,1,1.83,1.08
"SW","PostFenton",373.114,1,1.38,0.62
"SW","PostFenton",373.1253,1,1.47,0.6
"SW","PostFenton",373.1293,1,1.1,0.35
"SW","PostFenton",373.1504,1,1.53,0.53
"SW","PostFenton",373.1657,1,1.24,0.29
"SW","PostFenton",373.1729,1,1.73,0.47
"SW","PostFenton",373.1868,1,1.67,0.44
"SW","PostFenton",373.2232,1,1.79,0.37
"SW","PostFenton",374.1205,1,1.5,0.64
"SW","PostFenton",374.1569,1,1.67,0.53
"SW","PostFenton",374.1933,1,1.81,0.44
"SW","PostFenton",374.2449,1,1.57,0.14
"SW","PostFenton",375.0358,1,0.71,0.59
"SW","PostFenton",375.0569,1,1.14,0.86
"SW","PostFenton",375.0603,1,1.82,1.09
"SW","PostFenton",375.0722,1,0.89,0.5
"SW","PostFenton",375.0933,1,1.33,0.73
"SW","PostFenton",375.1037,1,1.56,0.38
"SW","PostFenton",375.1085,1,1.05,0.42
"SW","PostFenton",375.1297,1,1.5,0.62
"SW","PostFenton",375.1409,1,1.6,0.6
"SW","PostFenton",375.1449,1,1.2,0.35
"SW","PostFenton",375.1661,1,1.65,0.53
"SW","PostFenton",375.1813,1,1.33,0.29
"SW","PostFenton",375.2024,1,1.78,0.44
"SW","PostFenton",376.1725,1,1.8,0.53
"SW","PostFenton",377.015,1,0.62,0.69
"SW","PostFenton",377.0514,1,0.82,0.59
"SW","PostFenton",377.0725,1,1.29,0.86
"SW","PostFenton",377.0878,1,1,0.5
"SW","PostFenton",377.1089,1,1.47,0.73
"SW","PostFenton",377.1202,1,1.57,0.71
"SW","PostFenton",377.1242,1,1.16,0.42
"SW","PostFenton",377.1453,1,1.62,0.62
"SW","PostFenton",377.1606,1,1.3,0.35
"SW","PostFenton",377.1817,1,1.76,0.53
"SW","PostFenton",377.197,1,1.43,0.29
"SW","PostFenton",377.2181,1,1.89,0.44
"SW","PostFenton",378.1042,1,1.5,0.79
"SW","PostFenton",379.0307,1,0.75,0.69
"SW","PostFenton",379.0671,1,0.94,0.59
"SW","PostFenton",379.0882,1,1.43,0.86
"SW","PostFenton",379.1035,1,1.11,0.5
"SW","PostFenton",379.1246,1,1.6,0.73
"SW","PostFenton",379.1398,1,1.26,0.42
"SW","PostFenton",379.161,1,1.75,0.62
"SW","PostFenton",379.1762,1,1.4,0.35
"SW","PostFenton",379.1974,1,1.88,0.53
"SW","PostFenton",379.2126,1,1.52,0.29
"SW","PostFenton",380.1198,1,1.64,0.79
"SW","PostFenton",380.1562,1,1.8,0.67
"SW","PostFenton",381.0099,1,0.67,0.8
"SW","PostFenton",381.0463,1,0.88,0.69
"SW","PostFenton",381.0675,1,1.38,1
"SW","PostFenton",381.0827,1,1.06,0.59
"SW","PostFenton",381.1038,1,1.57,0.86
"SW","PostFenton",381.1191,1,1.22,0.5
"SW","PostFenton",381.1402,1,1.73,0.73
"SW","PostFenton",381.1555,1,1.37,0.42
"SW","PostFenton",381.1766,1,1.88,0.62
"SW","PostFenton",381.1919,1,1.5,0.35
"SW","PostFenton",381.2316,1,2.11,0.33
"SW","PostFenton",381.3738,1,2,0.08
"SW","PostFenton",382.1256,1,1.31,0.5
"SW","PostFenton",383.0256,1,0.8,0.8
"SW","PostFenton",383.062,1,1,0.69
"SW","PostFenton",383.0831,1,1.54,1
"SW","PostFenton",383.0984,1,1.18,0.59
"SW","PostFenton",383.1195,1,1.71,0.86
"SW","PostFenton",383.1348,1,1.33,0.5
"SW","PostFenton",383.1559,1,1.87,0.73
"SW","PostFenton",383.1711,1,1.47,0.42
"SW","PostFenton",383.1923,1,2,0.62
"SW","PostFenton",383.2075,1,1.6,0.35
"SW","PostFenton",384.0936,1,1.19,0.62
"SW","PostFenton",384.1412,1,1.44,0.5
"SW","PostFenton",384.1525,1,1.53,0.47
"SW","PostFenton",384.1776,1,1.59,0.41
"SW","PostFenton",385.0412,1,0.93,0.8
"SW","PostFenton",385.0776,1,1.12,0.69
"SW","PostFenton",385.0929,1,0.9,0.4
"SW","PostFenton",385.0988,1,1.69,1
"SW","PostFenton",385.114,1,1.29,0.59
"SW","PostFenton",385.1293,1,1.05,0.33
"SW","PostFenton",385.1351,1,1.86,0.86
"SW","PostFenton",385.1365,1,1.47,0.53
"SW","PostFenton",385.1504,1,1.44,0.5
"SW","PostFenton",385.1657,1,1.18,0.27
"SW","PostFenton",385.1729,1,1.62,0.44
"SW","PostFenton",385.1785,1,1.63,0.32
"SW","PostFenton",385.1868,1,1.58,0.42
"SW","PostFenton",385.2232,1,1.7,0.35
"SW","PostFenton",386.1205,1,1.4,0.6
"SW","PostFenton",386.1569,1,1.56,0.5
"SW","PostFenton",386.1933,1,1.71,0.41
"SW","PostFenton",387.0569,1,1.07,0.8
"SW","PostFenton",387.0603,1,1.67,1
"SW","PostFenton",387.0722,1,0.84,0.47
"SW","PostFenton",387.0933,1,1.25,0.69
"SW","PostFenton",387.1085,1,1,0.4
"SW","PostFenton",387.1144,1,1.85,1
"SW","PostFenton",387.1297,1,1.41,0.59
"SW","PostFenton",387.1449,1,1.14,0.33
"SW","PostFenton",387.1521,1,1.6,0.53
"SW","PostFenton",387.1661,1,1.56,0.5
"SW","PostFenton",387.1813,1,1.27,0.27
"SW","PostFenton",387.1885,1,1.75,0.44
"SW","PostFenton",387.2024,1,1.68,0.42
"SW","PostFenton",388.1362,1,1.53,0.6
"SW","PostFenton",388.1725,1,1.69,0.5
"SW","PostFenton",389.0362,1,1,0.93
"SW","PostFenton",389.0514,1,0.78,0.56
"SW","PostFenton",389.0725,1,1.2,0.8
"SW","PostFenton",389.0759,1,1.83,1
"SW","PostFenton",389.0878,1,0.95,0.47
"SW","PostFenton",389.1089,1,1.38,0.69
"SW","PostFenton",389.1202,1,1.47,0.67
"SW","PostFenton",389.1242,1,1.1,0.4
"SW","PostFenton",389.1453,1,1.53,0.59
"SW","PostFenton",389.1606,1,1.24,0.33
"SW","PostFenton",389.1817,1,1.67,0.5
"SW","PostFenton",389.197,1,1.36,0.27
"SW","PostFenton",389.2042,1,1.88,0.44
"SW","PostFenton",389.2181,1,1.79,0.42
"SW","PostFenton",390.1518,1,1.67,0.6
"SW","PostFenton",390.1882,1,1.81,0.5
"SW","PostFenton",391.0307,1,0.71,0.65
"SW","PostFenton",391.0518,1,1.14,0.93
"SW","PostFenton",391.0552,1,1.82,1.18
"SW","PostFenton",391.0671,1,0.89,0.56
"SW","PostFenton",391.0882,1,1.33,0.8
"SW","PostFenton",391.1035,1,1.05,0.47
"SW","PostFenton",391.1246,1,1.5,0.69
"SW","PostFenton",391.1398,1,1.2,0.4
"SW","PostFenton",391.161,1,1.65,0.59
"SW","PostFenton",391.1762,1,1.33,0.33
"SW","PostFenton",391.1974,1,1.78,0.5
"SW","PostFenton",391.2126,1,1.45,0.27
"SW","PostFenton",392.1198,1,1.53,0.73
"SW","PostFenton",393.0463,1,0.82,0.65
"SW","PostFenton",393.0675,1,1.29,0.93
"SW","PostFenton",393.0827,1,1,0.56
"SW","PostFenton",393.1038,1,1.47,0.8
"SW","PostFenton",393.1191,1,1.16,0.47
"SW","PostFenton",393.1402,1,1.62,0.69
"SW","PostFenton",393.1555,1,1.3,0.4
"SW","PostFenton",393.1766,1,1.76,0.59
"SW","PostFenton",393.1919,1,1.43,0.33
"SW","PostFenton",393.213,1,1.89,0.5
"SW","PostFenton",393.2283,1,1.55,0.27
"SW","PostFenton",394.0991,1,1.5,0.86
"SW","PostFenton",394.1355,1,1.67,0.73
"SW","PostFenton",395.0256,1,0.75,0.75
"SW","PostFenton",395.062,1,0.94,0.65
"SW","PostFenton",395.0831,1,1.43,0.93
"SW","PostFenton",395.0984,1,1.11,0.56
"SW","PostFenton",395.1014,1,1.24,0.41
"SW","PostFenton",395.1195,1,1.6,0.8
"SW","PostFenton",395.1348,1,1.26,0.47
"SW","PostFenton",395.1559,1,1.75,0.69
"SW","PostFenton",395.1711,1,1.4,0.4
"SW","PostFenton",395.1923,1,1.88,0.59
"SW","PostFenton",395.2075,1,1.52,0.33
"SW","PostFenton",395.2473,1,2.11,0.32
"SW","PostFenton",395.3895,1,2,0.08
"SW","PostFenton",396.1147,1,1.64,0.86
"SW","PostFenton",396.1511,1,1.8,0.73
"SW","PostFenton",397.0412,1,0.88,0.75
"SW","PostFenton",397.0624,1,1.38,1.08
"SW","PostFenton",397.0776,1,1.06,0.65
"SW","PostFenton",397.0988,1,1.57,0.93
"SW","PostFenton",397.114,1,1.22,0.56
"SW","PostFenton",397.1351,1,1.73,0.8
"SW","PostFenton",397.1504,1,1.37,0.47
"SW","PostFenton",397.1715,1,1.88,0.69
"SW","PostFenton",397.1868,1,1.5,0.4
"SW","PostFenton",397.2232,1,1.62,0.33
"SW","PostFenton",397.2265,1,2.11,0.39
"SW","PostFenton",398.1093,1,1.24,0.59
"SW","PostFenton",398.1304,1,1.79,0.86
"SW","PostFenton",398.1569,1,1.47,0.47
"SW","PostFenton",399.0205,1,0.8,0.87
"SW","PostFenton",399.0569,1,1,0.75
"SW","PostFenton",399.078,1,1.54,1.08
"SW","PostFenton",399.0933,1,1.18,0.65
"SW","PostFenton",399.1144,1,1.71,0.93
"SW","PostFenton",399.1297,1,1.33,0.56
"SW","PostFenton",399.1449,1,1.09,0.32
"SW","PostFenton",399.1508,1,1.87,0.8
"SW","PostFenton",399.1661,1,1.47,0.47
"SW","PostFenton",399.1885,1,1.65,0.41
"SW","PostFenton",399.2024,1,1.6,0.4
"SW","PostFenton",399.2388,1,1.71,0.33
"SW","PostFenton",400.1362,1,1.44,0.56
"SW","PostFenton",400.1725,1,1.59,0.47
"SW","PostFenton",401.0362,1,0.93,0.87
"SW","PostFenton",401.0725,1,1.12,0.75
"SW","PostFenton",401.0759,1,1.69,0.92
"SW","PostFenton",401.0878,1,0.9,0.45
"SW","PostFenton",401.0937,1,1.69,1.08
"SW","PostFenton",401.1089,1,1.29,0.65
"SW","PostFenton",401.1242,1,1.05,0.38
"SW","PostFenton",401.1301,1,1.86,0.93
"SW","PostFenton",401.1453,1,1.44,0.56
"SW","PostFenton",401.1606,1,1.18,0.32
"SW","PostFenton",401.1678,1,1.62,0.5
"SW","PostFenton",401.1817,1,1.58,0.47
"SW","PostFenton",401.197,1,1.3,0.26
"SW","PostFenton",401.2042,1,1.76,0.41
"SW","PostFenton",401.2181,1,1.7,0.4
"SW","PostFenton",402.1518,1,1.56,0.56
"SW","PostFenton",402.1882,1,1.71,0.47
"SW","PostFenton",403.0518,1,1.07,0.87
"SW","PostFenton",403.0552,1,1.67,1.08
"SW","PostFenton",403.0671,1,0.84,0.53
"SW","PostFenton",403.0882,1,1.25,0.75
"SW","PostFenton",403.0916,1,1.85,0.92
"SW","PostFenton",403.0986,1,1.47,0.41
"SW","PostFenton",403.1035,1,1,0.45
"SW","PostFenton",403.1246,1,1.41,0.65
"SW","PostFenton",403.1358,1,1.5,0.62
"SW","PostFenton",403.1398,1,1.14,0.38
"SW","PostFenton",403.161,1,1.56,0.56
"SW","PostFenton",403.1762,1,1.27,0.32
"SW","PostFenton",403.1834,1,1.75,0.5
"SW","PostFenton",403.1974,1,1.68,0.47
"SW","PostFenton",403.2337,1,1.8,0.4
"SW","PostFenton",404.1068,1,1.64,0.36
"SW","PostFenton",404.1675,1,1.69,0.56
"SW","PostFenton",404.2038,1,1.82,0.47
"SW","PostFenton",405.0463,1,0.78,0.61
"SW","PostFenton",405.0675,1,1.2,0.87
"SW","PostFenton",405.0708,1,1.83,1.08
"SW","PostFenton",405.0827,1,0.95,0.53
"SW","PostFenton",405.1038,1,1.38,0.75
"SW","PostFenton",405.1191,1,1.1,0.45
"SW","PostFenton",405.1402,1,1.53,0.65
"SW","PostFenton",405.1515,1,1.62,0.62
"SW","PostFenton",405.1555,1,1.24,0.38
"SW","PostFenton",405.1766,1,1.67,0.56
"SW","PostFenton",405.1919,1,1.36,0.32
"SW","PostFenton",405.213,1,1.79,0.47
"SW","PostFenton",406.0991,1,1.4,0.8
"SW","PostFenton",407.0256,1,0.71,0.71
"SW","PostFenton",407.062,1,0.89,0.61
"SW","PostFenton",407.0831,1,1.33,0.87
"SW","PostFenton",407.0984,1,1.05,0.53
"SW","PostFenton",407.1195,1,1.5,0.75
"SW","PostFenton",407.1307,1,1.6,0.73
"SW","PostFenton",407.1348,1,1.2,0.45
"SW","PostFenton",407.1559,1,1.65,0.65
"SW","PostFenton",407.1671,1,1.75,0.62
"SW","PostFenton",407.1711,1,1.33,0.38
"SW","PostFenton",407.1923,1,1.78,0.56
"SW","PostFenton",407.2075,1,1.45,0.32
"SW","PostFenton",407.2287,1,1.89,0.47
"SW","PostFenton",408.1147,1,1.53,0.8
"SW","PostFenton",408.1511,1,1.69,0.69
"SW","PostFenton",409.0412,1,0.82,0.71
"SW","PostFenton",409.0776,1,1,0.61
"SW","PostFenton",409.0988,1,1.47,0.87
"SW","PostFenton",409.114,1,1.16,0.53
"SW","PostFenton",409.1351,1,1.62,0.75
"SW","PostFenton",409.1504,1,1.3,0.45
"SW","PostFenton",409.1715,1,1.76,0.65
"SW","PostFenton",409.1868,1,1.43,0.38
"SW","PostFenton",409.2079,1,1.89,0.56
"SW","PostFenton",409.2232,1,1.55,0.32
"SW","PostFenton",410.1068,1,0.95,0.23
"SW","PostFenton",410.1304,1,1.67,0.8
"SW","PostFenton",411.0205,1,0.75,0.81
"SW","PostFenton",411.0569,1,0.94,0.71
"SW","PostFenton",411.078,1,1.43,1
"SW","PostFenton",411.0933,1,1.11,0.61
"SW","PostFenton",411.1144,1,1.6,0.87
"SW","PostFenton",411.1297,1,1.26,0.53
"SW","PostFenton",411.1508,1,1.75,0.75
"SW","PostFenton",411.1661,1,1.4,0.45
"SW","PostFenton",411.1872,1,1.88,0.65
"SW","PostFenton",411.2024,1,1.52,0.38
"SW","PostFenton",411.2388,1,1.64,0.32
"SW","PostFenton",412.1097,1,1.64,0.93
"SW","PostFenton",412.146,1,1.8,0.8
"SW","PostFenton",413.0362,1,0.88,0.81
"SW","PostFenton",413.0725,1,1.06,0.71
"SW","PostFenton",413.0937,1,1.57,1
"SW","PostFenton",413.1089,1,1.22,0.61
"SW","PostFenton",413.1301,1,1.73,0.87
"SW","PostFenton",413.1453,1,1.37,0.53
"SW","PostFenton",413.1678,1,1.53,0.47
"SW","PostFenton",413.1817,1,1.5,0.45
"SW","PostFenton",413.2042,1,1.67,0.39
"SW","PostFenton",413.2181,1,1.62,0.38
"SW","PostFenton",414.1518,1,1.47,0.53
"SW","PostFenton",414.1882,1,1.61,0.44
"SW","PostFenton",415.0518,1,1,0.81
"SW","PostFenton",415.0671,1,0.8,0.5
"SW","PostFenton",415.0882,1,1.18,0.71
"SW","PostFenton",415.1035,1,0.95,0.43
"SW","PostFenton",415.1093,1,1.71,1
"SW","PostFenton",415.1246,1,1.33,0.61
"SW","PostFenton",415.1398,1,1.09,0.36
"SW","PostFenton",415.161,1,1.47,0.53
"SW","PostFenton",415.1762,1,1.22,0.3
"SW","PostFenton",415.1834,1,1.65,0.47
"SW","PostFenton",415.1974,1,1.6,0.45
"SW","PostFenton",415.2198,1,1.78,0.39
"SW","PostFenton",415.2337,1,1.71,0.38
"SW","PostFenton",416.1675,1,1.59,0.53
"SW","PostFenton",417.0463,1,0.74,0.58
"SW","PostFenton",417.0675,1,1.12,0.81
"SW","PostFenton",417.0708,1,1.69,1
"SW","PostFenton",417.0827,1,0.9,0.5
"SW","PostFenton",417.1038,1,1.29,0.71
"SW","PostFenton",417.1191,1,1.05,0.43
"SW","PostFenton",417.1402,1,1.44,0.61
"SW","PostFenton",417.1555,1,1.18,0.36
"SW","PostFenton",417.1766,1,1.58,0.53
"SW","PostFenton",417.1919,1,1.3,0.3
"SW","PostFenton",417.1991,1,1.76,0.47
"SW","PostFenton",417.213,1,1.7,0.45
"SW","PostFenton",418.1467,1,1.56,0.62
"SW","PostFenton",418.1831,1,1.71,0.53
"SW","PostFenton",419.0501,1,1.67,1.17
"SW","PostFenton",419.062,1,0.84,0.58
"SW","PostFenton",419.0831,1,1.25,0.81
"SW","PostFenton",419.0865,1,1.85,1
"SW","PostFenton",419.0984,1,1,0.5
"SW","PostFenton",419.1195,1,1.41,0.71
"SW","PostFenton",419.1307,1,1.5,0.69
"SW","PostFenton",419.1348,1,1.14,0.43
"SW","PostFenton",419.1559,1,1.56,0.61
"SW","PostFenton",419.1711,1,1.27,0.36
"SW","PostFenton",419.1923,1,1.68,0.53
"SW","PostFenton",419.2075,1,1.39,0.3
"SW","PostFenton",419.2287,1,1.8,0.45
"SW","PostFenton",421.0412,1,0.78,0.67
"SW","PostFenton",421.0659,1,0.3,0.03
"SW","PostFenton",421.0776,1,0.95,0.58
"SW","PostFenton",421.0988,1,1.38,0.81
"SW","PostFenton",421.114,1,1.1,0.5
"SW","PostFenton",421.1351,1,1.53,0.71
"SW","PostFenton",421.1504,1,1.24,0.43
"SW","PostFenton",421.1715,1,1.67,0.61
"SW","PostFenton",421.1868,1,1.36,0.36
"SW","PostFenton",421.2079,1,1.79,0.53
"SW","PostFenton",421.2232,1,1.48,0.3
"SW","PostFenton",421.2265,1,1.9,0.35
"SW","PostFenton",423.0205,1,0.71,0.76
"SW","PostFenton",423.0569,1,0.89,0.67
"SW","PostFenton",423.078,1,1.33,0.93
"SW","PostFenton",423.0933,1,1.05,0.58
"SW","PostFenton",423.1144,1,1.5,0.81
"SW","PostFenton",423.1297,1,1.2,0.5
"SW","PostFenton",423.1508,1,1.65,0.71
"SW","PostFenton",423.1661,1,1.33,0.43
"SW","PostFenton",423.1872,1,1.78,0.61
"SW","PostFenton",423.2024,1,1.45,0.36
"SW","PostFenton",424.1097,1,1.53,0.87
"SW","PostFenton",424.146,1,1.69,0.75
"SW","PostFenton",425.0362,1,0.82,0.76
"SW","PostFenton",425.0725,1,1,0.67
"SW","PostFenton",425.0937,1,1.47,0.93
"SW","PostFenton",425.1089,1,1.16,0.58
"SW","PostFenton",425.1301,1,1.62,0.81
"SW","PostFenton",425.1453,1,1.3,0.5
"SW","PostFenton",425.1664,1,1.76,0.71
"SW","PostFenton",425.1817,1,1.43,0.43
"SW","PostFenton",425.2181,1,1.55,0.36
"SW","PostFenton",425.2578,1,2.1,0.35
"SW","PostFenton",426.1253,1,1.67,0.87
"SW","PostFenton",427.0518,1,0.94,0.76
"SW","PostFenton",427.0882,1,1.11,0.67
"SW","PostFenton",427.1093,1,1.6,0.93
"SW","PostFenton",427.1246,1,1.26,0.58
"SW","PostFenton",427.1457,1,1.75,0.81
"SW","PostFenton",427.161,1,1.4,0.5
"SW","PostFenton",427.1834,1,1.56,0.44
"SW","PostFenton",427.1974,1,1.52,0.43
"SW","PostFenton",427.2337,1,1.64,0.36
"SW","PostFenton",428.1173,1,1.05,0.27
"SW","PostFenton",429.0675,1,1.06,0.76
"SW","PostFenton",429.1038,1,1.22,0.67
"SW","PostFenton",429.125,1,1.73,0.93
"SW","PostFenton",429.1402,1,1.37,0.58
"SW","PostFenton",429.1555,1,1.13,0.35
"SW","PostFenton",429.1627,1,1.53,0.53
"SW","PostFenton",429.1766,1,1.5,0.5
"SW","PostFenton",429.1919,1,1.25,0.29
