"Mass","Forest","fenton","adsorbed","HC","OC","Class"
345.098,"HW","PostFenton","unbound",1,0.39,"Lignin-like"
345.098,"HW","PreFenton","unbound",1,0.39,"Lignin-like"
345.1191,"HW","PostFenton","unbound",1.47,0.6,"Lignin-like"
345.1191,"HW","PreFenton","unbound",1.47,0.6,"Lignin-like"
345.1303,"HW","PostFenton","unbound",1.57,0.57,"Aliphatic+N"
345.1303,"HW","PreFenton","unbound",1.57,0.57,"Aliphatic+N"
345.1344,"HW","PostFenton","unbound",1.16,0.32,"Lignin-like"
345.1344,"HW","PreFenton","unbound",1.16,0.32,"Lignin-like"
345.1555,"HW","PostFenton","unbound",1.62,0.5,"Aliphatic-noN"
345.1555,"HW","PreFenton","unbound",1.62,0.5,"Aliphatic-noN"
345.1707,"HW","PostFenton","unbound",1.3,0.25,"Lignin-like"
345.1707,"HW","PreFenton","unbound",1.3,0.25,"Lignin-like"
345.178,"HW","PostFenton","new",1.86,0.43,"Aliphatic+N"
345.178,"HW","PreFenton","unbound",1.86,0.43,"Aliphatic+N"
345.1919,"HW","PostFenton","unbound",1.76,0.41,"Aliphatic-noN"
345.1919,"HW","PreFenton","unbound",1.76,0.41,"Aliphatic-noN"
345.2283,"HW","PostFenton","new",1.89,0.33,"Aliphatic-noN"
345.2283,"HW","PreFenton","unbound",1.89,0.33,"Aliphatic-noN"
346.162,"HW","PostFenton","unbound",1.79,0.5,"Aliphatic+N"
346.162,"HW","PreFenton","unbound",1.79,0.5,"Aliphatic+N"
346.1984,"HW","PostFenton","new",1.93,0.4,"Aliphatic+N"
347.0409,"HW","PostFenton","sorbed",0.75,0.56,"Aromatic"
347.0409,"HW","PreFenton","unbound",0.75,0.56,"Aromatic"
347.062,"HW","PostFenton","sorbed",1.23,0.85,"Lignin-like"
347.0772,"HW","PostFenton","sorbed",0.94,0.47,"Lignin-like"
347.0772,"HW","PreFenton","unbound",0.94,0.47,"Lignin-like"
347.0984,"HW","PostFenton","unbound",1.43,0.71,"Lignin-like"
347.0984,"HW","PreFenton","unbound",1.43,0.71,"Lignin-like"
347.1096,"HW","PostFenton","sorbed",1.54,0.69,"Carbohydrate-like"
347.1136,"HW","PostFenton","unbound",1.11,0.39,"Lignin-like"
347.1136,"HW","PreFenton","unbound",1.11,0.39,"Lignin-like"
347.117,"HW","PostFenton","new",1.6,0.47,"Aliphatic-noN"
347.117,"HW","PreFenton","new",1.6,0.47,"Aliphatic-noN"
347.1348,"HW","PostFenton","unbound",1.6,0.6,"Carbohydrate-like"
347.1348,"HW","PreFenton","unbound",1.6,0.6,"Carbohydrate-like"
347.15,"HW","PostFenton","unbound",1.26,0.32,"Lignin-like"
347.15,"HW","PreFenton","unbound",1.26,0.32,"Lignin-like"
347.1612,"HW","PreFenton","new",1.33,0.28,"Lignin-like"
347.1711,"HW","PostFenton","unbound",1.75,0.5,"Aliphatic-noN"
347.1711,"HW","PreFenton","unbound",1.75,0.5,"Aliphatic-noN"
347.1864,"HW","PostFenton","new",1.4,0.25,"Lignin-like"
347.1864,"HW","PreFenton","unbound",1.4,0.25,"Lignin-like"
347.2075,"HW","PostFenton","new",1.88,0.41,"Aliphatic-noN"
347.2075,"HW","PreFenton","unbound",1.88,0.41,"Aliphatic-noN"
347.2262,"HW","PostFenton","new",2,0.22,"Aliphatic-noN"
347.2262,"HW","PreFenton","new",2,0.22,"Aliphatic-noN"
347.2439,"HW","PostFenton","new",2,0.33,"Aliphatic-noN"
347.2439,"HW","PreFenton","unbound",2,0.33,"Aliphatic-noN"
348.0725,"HW","PreFenton","sorbed",0.94,0.5,"Lignin-like"
348.0936,"HW","PostFenton","new",1.46,0.77,"Lignin-like"
348.13,"HW","PostFenton","new",1.64,0.64,"Carbohydrate-like"
348.1565,"HW","PreFenton","new",1.35,0.29,"Lignin-like"
348.1929,"HW","PreFenton","new",1.5,0.22,"Aliphatic+N"
349.0201,"HW","PostFenton","sorbed",0.67,0.67,"Aromatic"
349.0201,"HW","PreFenton","sorbed",0.67,0.67,"Aromatic"
349.0565,"HW","PostFenton","sorbed",0.88,0.56,"Lignin-like"
349.0565,"HW","PreFenton","unbound",0.88,0.56,"Lignin-like"
349.0776,"HW","PostFenton","unbound",1.38,0.85,"Lignin-like"
349.0929,"HW","PostFenton","unbound",1.06,0.47,"Lignin-like"
349.0929,"HW","PreFenton","unbound",1.06,0.47,"Lignin-like"
349.114,"HW","PostFenton","unbound",1.57,0.71,"Carbohydrate-like"
349.1293,"HW","PostFenton","unbound",1.22,0.39,"Lignin-like"
349.1293,"HW","PreFenton","unbound",1.22,0.39,"Lignin-like"
349.1405,"HW","PreFenton","unbound",1.29,0.35,"Lignin-like"
349.1504,"HW","PostFenton","unbound",1.73,0.6,"Carbohydrate-like"
349.1504,"HW","PreFenton","new",1.73,0.6,"Carbohydrate-like"
349.1657,"HW","PostFenton","unbound",1.37,0.32,"Lignin-like"
349.1657,"HW","PreFenton","unbound",1.37,0.32,"Lignin-like"
349.1868,"HW","PostFenton","new",1.88,0.5,"Aliphatic-noN"
349.1868,"HW","PreFenton","unbound",1.88,0.5,"Aliphatic-noN"
349.202,"HW","PostFenton","new",1.5,0.25,"Aliphatic-noN"
349.202,"HW","PreFenton","unbound",1.5,0.25,"Aliphatic-noN"
349.2418,"HW","PostFenton","new",2.11,0.22,"Aliphatic-noN"
349.2418,"HW","PreFenton","new",2.11,0.22,"Aliphatic-noN"
350.0881,"HW","PreFenton","sorbed",1.06,0.5,"Lignin-like"
350.1093,"HW","PostFenton","sorbed",1.62,0.77,"Carbohydrate-like"
350.1721,"HW","PreFenton","unbound",1.47,0.29,"Lignin-like"
351.0358,"HW","PostFenton","sorbed",0.8,0.67,"Lignin-like"
351.0358,"HW","PreFenton","unbound",0.8,0.67,"Lignin-like"
351.0569,"HW","PostFenton","unbound",1.33,1,"Lignin-like"
351.0569,"HW","PreFenton","unbound",1.33,1,"Lignin-like"
351.0722,"HW","PostFenton","unbound",1,0.56,"Lignin-like"
351.0722,"HW","PreFenton","unbound",1,0.56,"Lignin-like"
351.0933,"HW","PostFenton","unbound",1.54,0.85,"Carbohydrate-like"
351.1085,"HW","PostFenton","unbound",1.18,0.47,"Lignin-like"
351.1085,"HW","PreFenton","unbound",1.18,0.47,"Lignin-like"
351.1119,"HW","PostFenton","new",1.71,0.57,"Aliphatic-noN"
351.1297,"HW","PostFenton","unbound",1.71,0.71,"Carbohydrate-like"
351.1297,"HW","PreFenton","new",1.71,0.71,"Carbohydrate-like"
351.1449,"HW","PostFenton","unbound",1.33,0.39,"Lignin-like"
351.1449,"HW","PreFenton","unbound",1.33,0.39,"Lignin-like"
351.1483,"HW","PreFenton","new",1.87,0.47,"Aliphatic-noN"
351.1813,"HW","PostFenton","unbound",1.47,0.32,"Lignin-like"
351.1813,"HW","PreFenton","unbound",1.47,0.32,"Lignin-like"
351.1847,"HW","PostFenton","new",2,0.38,"Aliphatic-noN"
351.1847,"HW","PreFenton","new",2,0.38,"Aliphatic-noN"
351.2177,"HW","PostFenton","new",1.6,0.25,"Aliphatic-noN"
351.2177,"HW","PreFenton","unbound",1.6,0.25,"Aliphatic-noN"
351.2211,"HW","PostFenton","unbound",2.12,0.29,"Aliphatic-noN"
351.2211,"HW","PreFenton","new",2.12,0.29,"Aliphatic-noN"
352.0885,"HW","PostFenton","sorbed",1.58,0.92,"Carbohydrate-like"
352.1038,"HW","PreFenton","sorbed",1.19,0.5,"Lignin-like"
352.1514,"HW","PostFenton","new",1.44,0.38,"Lignin-like"
352.1514,"HW","PreFenton","unbound",1.44,0.38,"Lignin-like"
353.015,"HW","PostFenton","sorbed",0.71,0.79,"Aromatic"
353.015,"HW","PreFenton","sorbed",0.71,0.79,"Aromatic"
353.0303,"HW","PreFenton","sorbed",0.56,0.44,"Condensed Ar"
353.0514,"HW","PostFenton","sorbed",0.93,0.67,"Lignin-like"
353.0514,"HW","PreFenton","unbound",0.93,0.67,"Lignin-like"
353.0667,"HW","PreFenton","sorbed",0.74,0.37,"Aromatic"
353.0725,"HW","PostFenton","unbound",1.5,1,"Carbohydrate-like"
353.0878,"HW","PostFenton","unbound",1.12,0.56,"Lignin-like"
353.0878,"HW","PreFenton","unbound",1.12,0.56,"Lignin-like"
353.0912,"HW","PostFenton","new",1.69,0.69,"Carbohydrate-like"
353.1031,"HW","PreFenton","sorbed",0.9,0.3,"Aromatic"
353.1089,"HW","PostFenton","unbound",1.69,0.85,"Carbohydrate-like"
353.1089,"HW","PreFenton","sorbed",1.69,0.85,"Carbohydrate-like"
353.1242,"HW","PostFenton","unbound",1.29,0.47,"Lignin-like"
353.1242,"HW","PreFenton","unbound",1.29,0.47,"Lignin-like"
353.1276,"HW","PostFenton","new",1.86,0.57,"Aliphatic-noN"
353.1276,"HW","PreFenton","new",1.86,0.57,"Aliphatic-noN"
353.1453,"HW","PostFenton","unbound",1.86,0.71,"Carbohydrate-like"
353.1467,"HW","PostFenton","new",1.47,0.4,"Lignin-like"
353.1467,"HW","PreFenton","new",1.47,0.4,"Lignin-like"
353.1606,"HW","PostFenton","unbound",1.44,0.39,"Lignin-like"
353.1606,"HW","PreFenton","unbound",1.44,0.39,"Lignin-like"
353.1639,"HW","PostFenton","new",2,0.47,"Aliphatic-noN"
353.197,"HW","PostFenton","unbound",1.58,0.32,"Aliphatic-noN"
353.197,"HW","PreFenton","unbound",1.58,0.32,"Aliphatic-noN"
353.2003,"HW","PostFenton","unbound",2.12,0.38,"Aliphatic-noN"
353.2003,"HW","PreFenton","unbound",2.12,0.38,"Aliphatic-noN"
353.2333,"HW","PostFenton","new",1.7,0.25,"Aliphatic-noN"
353.2333,"HW","PreFenton","new",1.7,0.25,"Aliphatic-noN"
353.3425,"HW","PostFenton","sorbed",2,0.09,"Aliphatic-noN"
354.0831,"HW","PostFenton","sorbed",1.13,0.6,"Lignin-like"
354.0831,"HW","PreFenton","sorbed",1.13,0.6,"Lignin-like"
354.1307,"HW","PostFenton","sorbed",1.4,0.47,"Lignin-like"
354.1307,"HW","PreFenton","sorbed",1.4,0.47,"Lignin-like"
354.1671,"HW","PostFenton","unbound",1.56,0.38,"Aliphatic+N"
354.1671,"HW","PreFenton","unbound",1.56,0.38,"Aliphatic+N"
354.2034,"HW","PreFenton","unbound",1.71,0.29,"Aliphatic+N"
355.0307,"HW","PostFenton","sorbed",0.86,0.79,"Lignin-like"
355.0307,"HW","PreFenton","sorbed",0.86,0.79,"Lignin-like"
355.0459,"HW","PreFenton","unbound",0.67,0.44,"Aromatic"
355.0671,"HW","PostFenton","unbound",1.07,0.67,"Lignin-like"
355.0671,"HW","PreFenton","unbound",1.07,0.67,"Lignin-like"
355.0823,"HW","PreFenton","unbound",0.84,0.37,"Aromatic"
355.0882,"HW","PostFenton","unbound",1.67,1,"Carbohydrate-like"
355.0882,"HW","PreFenton","sorbed",1.67,1,"Carbohydrate-like"
355.1035,"HW","PostFenton","unbound",1.25,0.56,"Lignin-like"
355.1035,"HW","PreFenton","unbound",1.25,0.56,"Lignin-like"
355.1068,"HW","PostFenton","new",1.85,0.69,"Carbohydrate-like"
355.1187,"HW","PreFenton","unbound",1,0.3,"Lignin-like"
355.1246,"HW","PostFenton","sorbed",1.85,0.85,"Carbohydrate-like"
355.1398,"HW","PostFenton","unbound",1.41,0.47,"Lignin-like"
355.1398,"HW","PreFenton","unbound",1.41,0.47,"Lignin-like"
355.1432,"HW","PostFenton","new",2,0.57,"Aliphatic-noN"
355.1551,"HW","PostFenton","unbound",1.14,0.24,"Lignin-like"
355.1551,"HW","PreFenton","unbound",1.14,0.24,"Lignin-like"
355.1585,"HW","PostFenton","new",1.56,0.28,"Aliphatic-noN"
355.1623,"HW","PostFenton","unbound",1.6,0.4,"Aliphatic+N"
355.1623,"HW","PreFenton","unbound",1.6,0.4,"Aliphatic+N"
355.1762,"HW","PostFenton","unbound",1.56,0.39,"Aliphatic-noN"
355.1762,"HW","PreFenton","unbound",1.56,0.39,"Aliphatic-noN"
355.1987,"HW","PostFenton","new",1.75,0.31,"Aliphatic+N"
355.1987,"HW","PreFenton","unbound",1.75,0.31,"Aliphatic+N"
355.2126,"HW","PostFenton","new",1.68,0.32,"Aliphatic-noN"
355.2126,"HW","PreFenton","unbound",1.68,0.32,"Aliphatic-noN"
355.249,"HW","PreFenton","new",1.8,0.25,"Aliphatic-noN"
356.0987,"HW","PostFenton","sorbed",1.27,0.6,"Lignin-like"
356.1099,"HW","PostFenton","unbound",1.36,0.57,"Lignin-like"
356.1463,"HW","PostFenton","unbound",1.53,0.47,"Aliphatic+N"
356.1463,"HW","PreFenton","unbound",1.53,0.47,"Aliphatic+N"
356.1827,"HW","PostFenton","unbound",1.69,0.38,"Aliphatic+N"
356.1827,"HW","PreFenton","unbound",1.69,0.38,"Aliphatic+N"
356.2191,"HW","PostFenton","new",1.82,0.29,"Aliphatic+N"
356.2191,"HW","PreFenton","new",1.82,0.29,"Aliphatic+N"
356.2555,"HW","PreFenton","unbound",1.94,0.22,"Aliphatic+N"
357.0252,"HW","PreFenton","unbound",0.59,0.53,"Condensed Ar"
357.0463,"HW","PostFenton","sorbed",1,0.79,"Lignin-like"
357.0463,"HW","PreFenton","sorbed",1,0.79,"Lignin-like"
357.0616,"HW","PostFenton","sorbed",0.78,0.44,"Aromatic"
357.0616,"HW","PreFenton","unbound",0.78,0.44,"Aromatic"
357.0827,"HW","PostFenton","unbound",1.2,0.67,"Lignin-like"
357.0827,"HW","PreFenton","unbound",1.2,0.67,"Lignin-like"
357.0861,"HW","PostFenton","new",1.83,0.83,"Carbohydrate-like"
357.0861,"HW","PreFenton","new",1.83,0.83,"Carbohydrate-like"
357.098,"HW","PostFenton","unbound",0.95,0.37,"Lignin-like"
357.098,"HW","PreFenton","unbound",0.95,0.37,"Lignin-like"
357.1038,"HW","PostFenton","sorbed",1.83,1,"Carbohydrate-like"
357.1191,"HW","PostFenton","unbound",1.38,0.56,"Lignin-like"
357.1191,"HW","PreFenton","unbound",1.38,0.56,"Lignin-like"
357.1303,"HW","PostFenton","unbound",1.47,0.53,"Lignin-like"
357.1344,"HW","PostFenton","unbound",1.1,0.3,"Lignin-like"
357.1344,"HW","PreFenton","unbound",1.1,0.3,"Lignin-like"
357.1416,"HW","PostFenton","unbound",1.57,0.5,"Aliphatic+N"
357.1416,"HW","PreFenton","new",1.57,0.5,"Aliphatic+N"
357.1555,"HW","PostFenton","unbound",1.53,0.47,"Aliphatic-noN"
357.1555,"HW","PreFenton","unbound",1.53,0.47,"Aliphatic-noN"
357.1667,"HW","PostFenton","new",1.62,0.44,"Aliphatic+N"
357.1667,"HW","PreFenton","unbound",1.62,0.44,"Aliphatic+N"
357.1707,"HW","PostFenton","unbound",1.24,0.24,"Lignin-like"
357.1707,"HW","PreFenton","unbound",1.24,0.24,"Lignin-like"
357.178,"HW","PostFenton","new",1.73,0.4,"Aliphatic+N"
357.178,"HW","PreFenton","unbound",1.73,0.4,"Aliphatic+N"
357.1919,"HW","PostFenton","unbound",1.67,0.39,"Aliphatic-noN"
357.1919,"HW","PreFenton","unbound",1.67,0.39,"Aliphatic-noN"
357.2071,"HW","PreFenton","new",1.36,0.18,"Lignin-like"
357.2143,"HW","PostFenton","unbound",1.88,0.31,"Aliphatic+N"
357.2143,"HW","PreFenton","unbound",1.88,0.31,"Aliphatic+N"
357.2283,"HW","PostFenton","new",1.79,0.32,"Aliphatic-noN"
357.2283,"HW","PreFenton","unbound",1.79,0.32,"Aliphatic-noN"
358.1256,"HW","PostFenton","unbound",1.5,0.57,"Aliphatic+N"
358.1256,"HW","PreFenton","unbound",1.5,0.57,"Aliphatic+N"
358.162,"HW","PostFenton","unbound",1.67,0.47,"Aliphatic+N"
358.162,"HW","PreFenton","unbound",1.67,0.47,"Aliphatic+N"
358.1984,"HW","PostFenton","unbound",1.81,0.38,"Aliphatic+N"
358.1984,"HW","PreFenton","unbound",1.81,0.38,"Aliphatic+N"
358.2347,"HW","PostFenton","new",1.94,0.29,"Aliphatic+N"
359.0045,"HW","PreFenton","sorbed",0.5,0.62,"Condensed Ar"
359.0256,"HW","PostFenton","sorbed",0.92,0.92,"Lignin-like"
359.0409,"HW","PostFenton","sorbed",0.71,0.53,"Aromatic"
359.0409,"HW","PreFenton","unbound",0.71,0.53,"Aromatic"
359.062,"HW","PostFenton","sorbed",1.14,0.79,"Lignin-like"
359.062,"HW","PreFenton","sorbed",1.14,0.79,"Lignin-like"
359.0772,"HW","PostFenton","unbound",0.89,0.44,"Lignin-like"
359.0772,"HW","PreFenton","unbound",0.89,0.44,"Lignin-like"
359.0984,"HW","PostFenton","unbound",1.33,0.67,"Lignin-like"
359.0984,"HW","PreFenton","unbound",1.33,0.67,"Lignin-like"
359.1096,"HW","PostFenton","sorbed",1.43,0.64,"Lignin-like"
359.1136,"HW","PostFenton","unbound",1.05,0.37,"Lignin-like"
359.1136,"HW","PreFenton","unbound",1.05,0.37,"Lignin-like"
359.1348,"HW","PostFenton","unbound",1.5,0.56,"Aliphatic-noN"
359.1348,"HW","PreFenton","unbound",1.5,0.56,"Aliphatic-noN"
359.146,"HW","PostFenton","unbound",1.6,0.53,"Aliphatic+N"
359.146,"HW","PreFenton","unbound",1.6,0.53,"Aliphatic+N"
359.15,"HW","PostFenton","unbound",1.2,0.3,"Lignin-like"
359.15,"HW","PreFenton","unbound",1.2,0.3,"Lignin-like"
359.1572,"HW","PostFenton","unbound",1.71,0.5,"Aliphatic+N"
359.1572,"HW","PreFenton","unbound",1.71,0.5,"Aliphatic+N"
359.1711,"HW","PostFenton","unbound",1.65,0.47,"Aliphatic-noN"
359.1711,"HW","PreFenton","unbound",1.65,0.47,"Aliphatic-noN"
359.1864,"HW","PostFenton","new",1.33,0.24,"Lignin-like"
359.1864,"HW","PreFenton","unbound",1.33,0.24,"Lignin-like"
359.1936,"HW","PostFenton","new",1.87,0.4,"Aliphatic+N"
359.1936,"HW","PreFenton","unbound",1.87,0.4,"Aliphatic+N"
359.2075,"HW","PostFenton","unbound",1.78,0.39,"Aliphatic-noN"
359.2075,"HW","PreFenton","unbound",1.78,0.39,"Aliphatic-noN"
359.2439,"HW","PostFenton","new",1.89,0.32,"Aliphatic-noN"
359.2439,"HW","PreFenton","unbound",1.89,0.32,"Aliphatic-noN"
360.0725,"HW","PreFenton","sorbed",0.88,0.47,"Aromatic"
360.0936,"HW","PostFenton","sorbed",1.36,0.71,"Lignin-like"
360.1412,"HW","PostFenton","unbound",1.64,0.57,"Aliphatic+N"
360.1776,"HW","PostFenton","unbound",1.8,0.47,"Aliphatic+N"
360.1776,"HW","PreFenton","unbound",1.8,0.47,"Aliphatic+N"
360.1929,"HW","PreFenton","new",1.42,0.21,"Lignin-like"
360.214,"HW","PostFenton","new",1.94,0.38,"Aliphatic+N"
361.0201,"HW","PostFenton","sorbed",0.62,0.62,"Aromatic"
361.0201,"HW","PreFenton","unbound",0.62,0.62,"Aromatic"
361.0412,"HW","PostFenton","sorbed",1.08,0.92,"Lignin-like"
361.0565,"HW","PostFenton","unbound",0.82,0.53,"Aromatic"
361.0565,"HW","PreFenton","unbound",0.82,0.53,"Aromatic"
361.0776,"HW","PostFenton","sorbed",1.29,0.79,"Lignin-like"
361.0929,"HW","PostFenton","unbound",1,0.44,"Lignin-like"
361.0929,"HW","PreFenton","unbound",1,0.44,"Lignin-like"
361.114,"HW","PostFenton","unbound",1.47,0.67,"Lignin-like"
361.114,"HW","PreFenton","unbound",1.47,0.67,"Lignin-like"
361.1253,"HW","PostFenton","unbound",1.57,0.64,"Carbohydrate-like"
361.1293,"HW","PostFenton","unbound",1.16,0.37,"Lignin-like"
361.1293,"HW","PreFenton","unbound",1.16,0.37,"Lignin-like"
361.1504,"HW","PostFenton","unbound",1.62,0.56,"Aliphatic-noN"
361.1504,"HW","PreFenton","unbound",1.62,0.56,"Aliphatic-noN"
361.1657,"HW","PostFenton","unbound",1.3,0.3,"Lignin-like"
361.1657,"HW","PreFenton","unbound",1.3,0.3,"Lignin-like"
361.1769,"HW","PreFenton","new",1.37,0.26,"Lignin-like"
361.1868,"HW","PostFenton","unbound",1.76,0.47,"Aliphatic-noN"
361.1868,"HW","PreFenton","unbound",1.76,0.47,"Aliphatic-noN"
361.202,"HW","PostFenton","new",1.43,0.24,"Lignin-like"
361.202,"HW","PreFenton","unbound",1.43,0.24,"Lignin-like"
361.2232,"HW","PostFenton","new",1.89,0.39,"Aliphatic-noN"
361.2232,"HW","PreFenton","unbound",1.89,0.39,"Aliphatic-noN"
362.0518,"HW","PreFenton","sorbed",0.81,0.56,"Aromatic"
362.0881,"HW","PreFenton","sorbed",1,0.47,"Lignin-like"
362.1093,"HW","PostFenton","unbound",1.5,0.71,"Carbohydrate-like"
362.1358,"HW","PreFenton","new",1.24,0.35,"Lignin-like"
362.1457,"HW","PostFenton","new",1.67,0.6,"Carbohydrate-like"
362.1721,"HW","PreFenton","new",1.39,0.28,"Lignin-like"
362.1933,"HW","PostFenton","sorbed",1.93,0.47,"Aliphatic+N"
362.2085,"HW","PreFenton","new",1.53,0.21,"Aliphatic+N"
363.0358,"HW","PostFenton","sorbed",0.75,0.62,"Aromatic"
363.0358,"HW","PreFenton","unbound",0.75,0.62,"Aromatic"
363.051,"HW","PreFenton","sorbed",0.6,0.35,"Condensed Ar"
363.0569,"HW","PostFenton","sorbed",1.23,0.92,"Lignin-like"
363.0722,"HW","PostFenton","unbound",0.94,0.53,"Lignin-like"
363.0722,"HW","PreFenton","unbound",0.94,0.53,"Lignin-like"
363.0933,"HW","PostFenton","unbound",1.43,0.79,"Lignin-like"
363.0933,"HW","PreFenton","unbound",1.43,0.79,"Lignin-like"
363.1085,"HW","PostFenton","unbound",1.11,0.44,"Lignin-like"
363.1085,"HW","PreFenton","unbound",1.11,0.44,"Lignin-like"
363.1297,"HW","PostFenton","unbound",1.6,0.67,"Carbohydrate-like"
363.1297,"HW","PreFenton","new",1.6,0.67,"Carbohydrate-like"
363.1409,"HW","PostFenton","new",1.71,0.64,"Carbohydrate-like"
363.1449,"HW","PostFenton","unbound",1.26,0.37,"Lignin-like"
363.1449,"HW","PreFenton","unbound",1.26,0.37,"Lignin-like"
363.1562,"HW","PreFenton","unbound",1.33,0.33,"Lignin-like"
363.1661,"HW","PostFenton","unbound",1.75,0.56,"Aliphatic-noN"
363.1661,"HW","PreFenton","unbound",1.75,0.56,"Aliphatic-noN"
363.1813,"HW","PostFenton","unbound",1.4,0.3,"Lignin-like"
363.1813,"HW","PreFenton","unbound",1.4,0.3,"Lignin-like"
363.2024,"HW","PostFenton","new",1.88,0.47,"Aliphatic-noN"
363.2024,"HW","PreFenton","new",1.88,0.47,"Aliphatic-noN"
363.2177,"HW","PostFenton","new",1.52,0.24,"Aliphatic-noN"
363.2177,"HW","PreFenton","unbound",1.52,0.24,"Aliphatic-noN"
363.2211,"HW","PostFenton","unbound",2,0.28,"Aliphatic-noN"
363.2211,"HW","PreFenton","new",2,0.28,"Aliphatic-noN"
363.2388,"HW","PostFenton","new",2,0.39,"Aliphatic-noN"
363.2388,"HW","PreFenton","unbound",2,0.39,"Aliphatic-noN"
364.0674,"HW","PreFenton","sorbed",0.94,0.56,"Lignin-like"
364.0885,"HW","PostFenton","sorbed",1.46,0.85,"Lignin-like"
364.1038,"HW","PreFenton","sorbed",1.12,0.47,"Lignin-like"
364.1249,"HW","PostFenton","unbound",1.64,0.71,"Carbohydrate-like"
364.1249,"HW","PreFenton","sorbed",1.64,0.71,"Carbohydrate-like"
364.1514,"HW","PreFenton","new",1.35,0.35,"Lignin-like"
364.1548,"HW","PreFenton","new",1.93,0.43,"Aliphatic+N"
364.1878,"HW","PreFenton","unbound",1.5,0.28,"Aliphatic+N"
365.015,"HW","PostFenton","sorbed",0.67,0.73,"Aromatic"
365.015,"HW","PreFenton","sorbed",0.67,0.73,"Aromatic"
365.0303,"HW","PreFenton","sorbed",0.53,0.42,"Condensed Ar"
365.0514,"HW","PostFenton","unbound",0.88,0.62,"Lignin-like"
365.0514,"HW","PreFenton","unbound",0.88,0.62,"Lignin-like"
365.0667,"HW","PreFenton","sorbed",0.7,0.35,"Aromatic"
365.0725,"HW","PostFenton","unbound",1.38,0.92,"Lignin-like"
365.0725,"HW","PreFenton","unbound",1.38,0.92,"Lignin-like"
365.0878,"HW","PostFenton","unbound",1.06,0.53,"Lignin-like"
365.0878,"HW","PreFenton","unbound",1.06,0.53,"Lignin-like"
365.0912,"HW","PostFenton","new",1.57,0.64,"Carbohydrate-like"
365.099,"HW","PreFenton","sorbed",1.12,0.5,"Lignin-like"
365.1089,"HW","PostFenton","unbound",1.57,0.79,"Carbohydrate-like"
365.1089,"HW","PreFenton","unbound",1.57,0.79,"Carbohydrate-like"
365.1242,"HW","PostFenton","unbound",1.22,0.44,"Lignin-like"
365.1242,"HW","PreFenton","unbound",1.22,0.44,"Lignin-like"
365.1276,"HW","PostFenton","new",1.73,0.53,"Aliphatic-noN"
365.1453,"HW","PostFenton","unbound",1.73,0.67,"Carbohydrate-like"
365.1453,"HW","PreFenton","unbound",1.73,0.67,"Carbohydrate-like"
365.1606,"HW","PostFenton","unbound",1.37,0.37,"Lignin-like"
365.1606,"HW","PreFenton","unbound",1.37,0.37,"Lignin-like"
365.1639,"HW","PostFenton","new",1.88,0.44,"Aliphatic-noN"
365.1639,"HW","PreFenton","new",1.88,0.44,"Aliphatic-noN"
365.1817,"HW","PostFenton","new",1.88,0.56,"Aliphatic-noN"
365.1817,"HW","PreFenton","unbound",1.88,0.56,"Aliphatic-noN"
365.197,"HW","PostFenton","unbound",1.5,0.3,"Aliphatic-noN"
365.197,"HW","PreFenton","unbound",1.5,0.3,"Aliphatic-noN"
365.2003,"HW","PostFenton","new",2,0.35,"Aliphatic-noN"
365.2003,"HW","PreFenton","new",2,0.35,"Aliphatic-noN"
365.2333,"HW","PostFenton","new",1.62,0.24,"Aliphatic-noN"
365.2333,"HW","PreFenton","new",1.62,0.24,"Aliphatic-noN"
365.2367,"HW","PostFenton","unbound",2.11,0.28,"Aliphatic-noN"
365.2367,"HW","PreFenton","new",2.11,0.28,"Aliphatic-noN"
366.0831,"HW","PreFenton","sorbed",1.06,0.56,"Lignin-like"
366.1042,"HW","PostFenton","sorbed",1.62,0.85,"Carbohydrate-like"
366.1194,"HW","PreFenton","sorbed",1.24,0.47,"Lignin-like"
366.1671,"HW","PostFenton","new",1.47,0.35,"Lignin-like"
366.1671,"HW","PreFenton","unbound",1.47,0.35,"Lignin-like"
367.0307,"HW","PostFenton","sorbed",0.8,0.73,"Lignin-like"
367.0307,"HW","PreFenton","sorbed",0.8,0.73,"Lignin-like"
367.0459,"HW","PreFenton","unbound",0.63,0.42,"Condensed Ar"
367.0518,"HW","PostFenton","sorbed",1.33,1.08,"Lignin-like"
367.0671,"HW","PostFenton","unbound",1,0.62,"Lignin-like"
367.0671,"HW","PreFenton","unbound",1,0.62,"Lignin-like"
367.0823,"HW","PreFenton","sorbed",0.8,0.35,"Aromatic"
367.0882,"HW","PostFenton","unbound",1.54,0.92,"Carbohydrate-like"
367.1035,"HW","PostFenton","unbound",1.18,0.53,"Lignin-like"
367.1035,"HW","PreFenton","unbound",1.18,0.53,"Lignin-like"
367.1068,"HW","PostFenton","new",1.71,0.64,"Carbohydrate-like"
367.1187,"HW","PreFenton","sorbed",0.95,0.29,"Lignin-like"
367.1246,"HW","PostFenton","unbound",1.71,0.79,"Carbohydrate-like"
367.1246,"HW","PreFenton","unbound",1.71,0.79,"Carbohydrate-like"
367.1398,"HW","PostFenton","unbound",1.33,0.44,"Lignin-like"
367.1398,"HW","PreFenton","unbound",1.33,0.44,"Lignin-like"
