"Mass","C","H","N","O","S","P"
381.1952,17,34,0,7,1,0
351.2211,17,36,0,5,1,0
319.1551,18,24,0,5,0,0
479.1042,18,24,0,15,0,0
527.089,18,24,0,18,0,0
347.1612,18,24,2,5,0,0
362.1721,18,25,3,5,0,0
481.1199,18,26,0,15,0,0
513.1097,18,26,0,17,0,0
545.0996,18,26,0,19,0,0
393.178,18,26,4,6,0,0
348.1929,18,27,3,4,0,0
396.1776,18,27,3,7,0,0
435.1508,18,28,0,12,0,0
515.1254,18,28,0,17,0,0
395.1936,18,28,4,6,0,0
443.1784,18,28,4,9,0,0
426.1994,18,29,5,7,0,0
421.1715,18,30,0,11,0,0
465.1726,18,30,2,12,0,0
381.2143,18,30,4,5,0,0
445.194,18,30,4,9,0,0
421.1633,18,31,0,9,0,1
416.2038,18,31,3,8,0,0
439.1821,18,32,0,12,0,0
313.2384,18,34,0,4,0,0
393.1952,18,34,0,7,1,0
409.1902,18,34,0,8,1,0
409.2079,18,34,0,10,0,0
505.1336,18,35,0,10,2,1
347.2262,18,36,0,4,1,0
363.2211,18,36,0,5,1,0
379.216,18,36,0,6,1,0
333.2469,18,38,0,3,1,0
349.2418,18,38,0,4,1,0
365.2367,18,38,0,5,1,0
372.1565,19,23,3,5,0,0
388.1514,19,23,3,6,0,0
541.1046,19,26,0,18,0,0
361.1769,19,26,2,5,0,0
360.1929,19,27,3,4,0,0
479.1406,19,28,0,14,0,0
495.1355,19,28,0,15,0,0
511.1305,19,28,0,16,0,0
559.1152,19,28,0,19,0,0
391.1987,19,28,4,5,0,0
362.2085,19,29,3,4,0,0
410.1933,19,29,3,7,0,0
337.202,19,30,0,5,0,0
465.1614,19,30,0,13,0,0
481.1563,19,30,0,14,0,0
529.141,19,30,0,17,0,0
409.2093,19,30,4,6,0,0
457.194,19,30,4,9,0,0
412.2089,19,31,3,7,0,0
428.2038,19,31,3,8,0,0
440.2151,19,31,5,7,0,0
339.2177,19,32,0,5,0,0
419.1923,19,32,0,10,0,0
435.1872,19,32,0,11,0,0
451.1821,19,32,0,12,0,0
467.177,19,32,0,13,0,0
395.23,19,32,4,5,0,0
459.2097,19,32,4,9,0,0
414.2246,19,33,3,7,0,0
426.2358,19,33,5,6,0,0
341.2333,19,34,0,5,0,0
421.1902,19,34,0,8,1,0
469.1927,19,34,0,13,0,0
343.249,19,36,0,5,0,0
407.2109,19,36,0,7,1,0
423.2058,19,36,0,8,1,0
407.2287,19,36,0,9,0,0
439.2007,19,36,0,9,1,0
393.2316,19,38,0,6,1,0
425.2215,19,38,0,8,1,0
447.1344,20,24,4,6,1,0
329.1758,20,26,0,4,0,0
420.1776,20,27,3,7,0,0
331.1915,20,28,0,4,0,0
539.1254,20,28,0,17,0,0
555.1203,20,28,0,18,0,0
375.1925,20,28,2,5,0,0
391.1875,20,28,2,6,0,0
419.1936,20,28,4,6,0,0
374.2085,20,29,3,4,0,0
333.2071,20,30,0,4,0,0
493.1563,20,30,0,14,0,0
573.1309,20,30,0,19,0,0
437.2042,20,30,4,7,0,0
453.1991,20,30,4,8,0,0
392.2191,20,31,3,5,0,0
440.2038,20,31,3,8,0,0
488.1886,20,31,3,11,0,0
452.2151,20,31,5,7,0,0
468.21,20,31,5,8,0,0
447.1872,20,32,0,11,0,0
479.177,20,32,0,13,0,0
511.1668,20,32,0,15,0,0
471.2097,20,32,4,9,0,0
510.1828,20,33,1,14,0,0
410.2297,20,33,3,6,0,0
442.2195,20,33,3,8,0,0
506.1991,20,33,3,12,0,0
454.2307,20,33,5,7,0,0
353.2333,20,34,0,5,0,0
449.2028,20,34,0,11,0,0
481.1927,20,34,0,13,0,0
497.1876,20,34,0,14,0,0
529.1774,20,34,0,16,0,0
473.2253,20,34,4,9,0,0
412.2453,20,35,3,6,0,0
428.2402,20,35,3,7,0,0
440.2515,20,35,5,6,0,0
355.249,20,36,0,5,0,0
442.2671,20,37,5,6,0,0
445.2668,20,38,4,7,0,0
391.2524,20,40,0,5,1,0
391.2701,20,40,0,7,0,0
555.1567,21,32,0,17,0,0
571.1516,21,32,0,18,0,0
587.1465,21,32,0,19,0,0
451.2198,21,32,4,7,0,0
390.2398,21,33,3,4,0,0
406.2347,21,33,3,5,0,0
466.2307,21,33,5,7,0,0
482.2256,21,33,5,8,0,0
365.2333,21,34,0,5,0,0
509.1876,21,34,0,14,0,0
525.1825,21,34,0,15,0,0
573.1672,21,34,0,18,0,0
437.2406,21,34,4,6,0,0
453.2355,21,34,4,7,0,0
485.2253,21,34,4,9,0,0
468.2464,21,35,5,7,0,0
484.2413,21,35,5,8,0,0
367.249,21,36,0,5,0,0
479.2134,21,36,0,12,0,0
495.2083,21,36,0,13,0,0
511.2032,21,36,0,14,0,0
527.1981,21,36,0,15,0,0
543.1931,21,36,0,16,0,0
559.188,21,36,0,17,0,0
423.2613,21,36,4,5,0,0
471.246,21,36,4,8,0,0
487.241,21,36,4,9,0,0
454.2671,21,37,5,6,0,0
470.262,21,37,5,7,0,0
385.2596,21,38,0,6,0,0
449.2392,21,38,0,10,0,0
425.2769,21,38,4,5,0,0
441.2719,21,38,4,6,0,0
456.2828,21,39,5,6,0,0
472.2777,21,39,5,7,0,0
403.2701,21,40,0,7,0,0
451.2549,21,40,0,10,0,0
443.2875,21,40,4,6,0,0
405.2858,21,42,0,7,0,0
439.2735,21,44,0,7,1,0
357.2071,22,30,0,4,0,0
599.1465,22,32,0,19,0,0
377.2333,22,34,0,5,0,0
569.1723,22,34,0,17,0,0
601.1622,22,34,0,19,0,0
548.2097,22,35,3,13,0,0
496.2413,22,35,5,8,0,0
379.249,22,36,0,5,0,0
507.2083,22,36,0,13,0,0
539.1981,22,36,0,15,0,0
555.1931,22,36,0,16,0,0
483.246,22,36,4,8,0,0
499.241,22,36,4,9,0,0
566.2203,22,37,3,14,0,0
482.262,22,37,5,7,0,0
498.2569,22,37,5,8,0,0
397.2596,22,38,0,6,0,0
509.224,22,38,0,13,0,0
541.2138,22,38,0,15,0,0
557.2087,22,38,0,16,0,0
573.2036,22,38,0,17,0,0
453.2719,22,38,4,6,0,0
469.2668,22,38,4,7,0,0
485.2617,22,38,4,8,0,0
468.2828,22,39,5,6,0,0
484.2777,22,39,5,7,0,0
415.2701,22,40,0,7,0,0
431.265,22,40,0,8,0,0
447.26,22,40,0,9,0,0
495.2447,22,40,0,12,0,0
439.2926,22,40,4,5,0,0
471.2824,22,40,4,7,0,0
470.2984,22,41,5,6,0,0
486.2933,22,41,5,7,0,0
433.2807,22,42,0,8,0,0
469.2841,22,46,0,8,1,0
485.279,22,46,0,9,1,0
465.0463,23,14,0,11,0,0
383.1864,23,28,0,5,0,0
403.1949,23,32,0,4,1,0
501.1977,23,34,0,12,0,0
597.1672,23,34,0,18,0,0
391.249,23,36,0,5,0,0
503.2134,23,36,0,12,0,0
567.1931,23,36,0,16,0,0
599.1829,23,36,0,18,0,0
615.1778,23,36,0,19,0,0
510.2569,23,37,5,8,0,0
409.2596,23,38,0,6,0,0
473.2392,23,38,0,10,0,0
489.2341,23,38,0,11,0,0
569.2087,23,38,0,16,0,0
585.2036,23,38,0,17,0,0
601.1985,23,38,0,18,0,0
512.2726,23,39,5,8,0,0
411.2752,23,40,0,6,0,0
427.2701,23,40,0,7,0,0
443.265,23,40,0,8,0,0
475.2549,23,40,0,10,0,0
491.2498,23,40,0,11,0,0
571.2244,23,40,0,16,0,0
587.2193,23,40,0,17,0,0
498.2933,23,41,5,7,0,0
429.2858,23,42,0,7,0,0
445.2807,23,42,0,8,0,0
634.2118,23,42,1,17,0,1
465.0827,24,18,0,10,0,0
439.1398,24,24,0,8,0,0
397.202,24,30,0,5,0,0
527.177,24,32,0,13,0,0
703.1211,24,32,0,24,0,0
417.2105,24,34,0,4,1,0
625.1622,24,34,0,19,0,0
721.1316,24,34,0,25,0,0
531.2083,24,36,0,13,0,0
627.1778,24,36,0,19,0,0
659.1676,24,36,0,21,0,0
675.1625,24,36,0,22,0,0
691.1575,24,36,0,23,0,0
501.2341,24,38,0,11,0,0
517.229,24,38,0,12,0,0
597.2036,24,38,0,17,0,0
613.1985,24,38,0,18,0,0
629.1935,24,38,0,19,0,0
677.1782,24,38,0,22,0,0
524.2726,24,39,5,8,0,0
439.2701,24,40,0,7,0,0
455.265,24,40,0,8,0,0
487.2549,24,40,0,10,0,0
503.2498,24,40,0,11,0,0
583.2244,24,40,0,16,0,0
599.2193,24,40,0,17,0,0
615.2142,24,40,0,18,0,0
663.1989,24,40,0,21,0,0
679.1938,24,40,0,22,0,0
526.2882,24,41,5,8,0,0
441.2858,24,42,0,7,0,0
473.2756,24,42,0,9,0,0
489.2705,24,42,0,10,0,0
505.2654,24,42,0,11,0,0
537.2553,24,42,0,13,0,0
601.2349,24,42,0,17,0,0
617.2298,24,42,0,18,0,0
633.2248,24,42,0,19,0,0
665.2146,24,42,0,21,0,0
528.3039,24,43,5,8,0,0
475.2913,24,44,0,9,0,0
525.0675,25,18,0,13,0,0
495.0933,25,20,0,11,0,0
497.1089,25,22,0,11,0,0
561.0886,25,22,0,15,0,0
467.1348,25,24,0,9,0,0
483.1297,25,24,0,10,0,0
453.1555,25,26,0,8,0,0
469.1504,25,26,0,9,0,0
425.197,25,30,0,6,0,0
553.1563,25,30,0,14,0,0
411.2177,25,32,0,5,0,0
539.177,25,32,0,13,0,0
555.1719,25,32,0,14,0,0
413.2333,25,34,0,5,0,0
527.2134,25,36,0,12,0,0
417.2646,25,38,0,5,0,0
433.2596,25,38,0,6,0,0
513.2341,25,38,0,11,0,0
529.229,25,38,0,12,0,0
641.1935,25,38,0,19,0,0
657.1884,25,38,0,20,0,0
457.282,25,38,4,4,0,0
435.2752,25,40,0,6,0,0
483.26,25,40,0,9,0,0
515.2498,25,40,0,11,0,0
531.2447,25,40,0,12,0,0
675.1989,25,40,0,21,0,0
453.2858,25,42,0,7,0,0
469.2807,25,42,0,8,0,0
485.2756,25,42,0,9,0,0
501.2705,25,42,0,10,0,0
517.2654,25,42,0,11,0,0
629.2298,25,42,0,18,0,0
645.2248,25,42,0,19,0,0
661.2197,25,42,0,20,0,0
540.3039,25,43,5,8,0,0
471.2963,25,44,0,8,0,0
487.2913,25,44,0,9,0,0
503.2862,25,44,0,10,0,0
519.2811,25,44,0,11,0,0
615.2506,25,44,0,17,0,0
647.2404,25,44,0,19,0,0
381.3738,25,50,0,2,0,0
525.1038,26,22,0,12,0,0
557.0937,26,22,0,14,0,0
573.0886,26,22,0,15,0,0
527.1195,26,24,0,12,0,0
575.1042,26,24,0,15,0,0
482.1643,26,29,1,6,1,0
453.1919,26,30,0,7,0,0
469.1868,26,30,0,8,0,0
439.2126,26,32,0,6,0,0
567.1719,26,32,0,14,0,0
425.2333,26,34,0,5,0,0
553.1927,26,34,0,13,0,0
569.1876,26,34,0,14,0,0
427.249,26,36,0,5,0,0
555.2083,26,36,0,13,0,0
429.2646,26,38,0,5,0,0
541.229,26,38,0,12,0,0
557.224,26,38,0,13,0,0
447.2752,26,40,0,6,0,0
543.2447,26,40,0,12,0,0
655.2091,26,40,0,19,0,0
687.1989,26,40,0,21,0,0
703.1938,26,40,0,22,0,0
465.2858,26,42,0,7,0,0
545.2603,26,42,0,12,0,0
641.2298,26,42,0,18,0,0
689.2146,26,42,0,21,0,0
668.252,26,43,3,17,0,0
467.3014,26,44,0,7,0,0
483.2963,26,44,0,8,0,0
499.2913,26,44,0,9,0,0
515.2862,26,44,0,10,0,0
531.2811,26,44,0,11,0,0
547.276,26,44,0,12,0,0
643.2455,26,44,0,18,0,0
659.2404,26,44,0,19,0,0
675.2353,26,44,0,20,0,0
691.2302,26,44,0,21,0,0
517.3018,26,46,0,10,0,0
533.2967,26,46,0,11,0,0
629.2662,26,46,0,17,0,0
395.3895,26,52,0,2,0,0
539.1195,27,24,0,12,0,0
587.1042,27,24,0,15,0,0
525.1402,27,26,0,11,0,0
541.1351,27,26,0,12,0,0
557.1301,27,26,0,13,0,0
573.125,27,26,0,14,0,0
589.1199,27,26,0,15,0,0
511.161,27,28,0,10,0,0
559.1457,27,28,0,13,0,0
591.1355,27,28,0,15,0,0
481.1868,27,30,0,8,0,0
529.1715,27,30,0,11,0,0
545.1664,27,30,0,12,0,0
577.1563,27,30,0,14,0,0
451.2126,27,32,0,6,0,0
483.2024,27,32,0,8,0,0
579.1719,27,32,0,14,0,0
453.2283,27,34,0,6,0,0
567.2083,27,36,0,13,0,0
583.2032,27,36,0,14,0,0
441.2646,27,38,0,5,0,0
569.224,27,38,0,13,0,0
555.2447,27,40,0,12,0,0
571.2396,27,40,0,13,0,0
461.2909,27,42,0,6,0,0
541.2654,27,42,0,11,0,0
557.2603,27,42,0,12,0,0
573.2553,27,42,0,13,0,0
463.3065,27,44,0,6,0,0
511.2913,27,44,0,9,0,0
527.2862,27,44,0,10,0,0
543.2811,27,44,0,11,0,0
559.276,27,44,0,12,0,0
687.2353,27,44,0,20,0,0
465.3044,27,46,0,4,1,0
513.3069,27,46,0,9,0,0
529.3018,27,46,0,10,0,0
545.2967,27,46,0,11,0,0
553.1351,28,26,0,12,0,0
569.1301,28,26,0,13,0,0
585.125,28,26,0,14,0,0
539.1559,28,28,0,11,0,0
555.1508,28,28,0,12,0,0
587.1406,28,28,0,14,0,0
603.1355,28,28,0,15,0,0
525.1766,28,30,0,10,0,0
541.1715,28,30,0,11,0,0
557.1664,28,30,0,12,0,0
589.1563,28,30,0,14,0,0
458.1891,28,30,1,3,0,1
495.2024,28,32,0,8,0,0
511.1974,28,32,0,9,0,0
527.1923,28,32,0,10,0,0
575.177,28,32,0,13,0,0
591.1719,28,32,0,14,0,0
481.2232,28,34,0,7,0,0
497.2181,28,34,0,8,0,0
577.1927,28,34,0,13,0,0
593.1876,28,34,0,14,0,0
512.2112,28,35,1,6,1,0
467.2439,28,36,0,6,0,0
595.2032,28,36,0,14,0,0
469.2596,28,38,0,6,0,0
565.229,28,38,0,12,0,0
581.224,28,38,0,13,0,0
597.2189,28,38,0,14,0,0
455.2803,28,40,0,5,0,0
567.2447,28,40,0,12,0,0
583.2396,28,40,0,13,0,0
569.2603,28,42,0,12,0,0
473.2826,28,43,0,4,0,1
475.3065,28,44,0,6,0,0
491.3014,28,44,0,7,0,0
507.2963,28,44,0,8,0,0
523.2913,28,44,0,9,0,0
555.2811,28,44,0,11,0,0
571.276,28,44,0,12,0,0
509.312,28,46,0,8,0,0
525.3069,28,46,0,9,0,0
541.3018,28,46,0,10,0,0
557.2967,28,46,0,11,0,0
573.2916,28,46,0,12,0,0
601.1563,29,30,0,14,0,0
555.1872,29,32,0,11,0,0
571.1821,29,32,0,12,0,0
603.1719,29,32,0,14,0,0
472.2047,29,32,1,3,0,1
491.1993,29,33,0,5,0,1
507.1942,29,33,0,6,0,1
509.2181,29,34,0,8,0,0
541.2079,29,34,0,10,0,0
557.2028,29,34,0,11,0,0
573.1977,29,34,0,12,0,0
589.1927,29,34,0,13,0,0
605.1876,29,34,0,14,0,0
495.2388,29,36,0,7,0,0
511.2337,29,36,0,8,0,0
559.2185,29,36,0,11,0,0
575.2134,29,36,0,12,0,0
591.2083,29,36,0,13,0,0
607.2032,29,36,0,14,0,0
481.2596,29,38,0,6,0,0
577.229,29,38,0,12,0,0
593.224,29,38,0,13,0,0
483.2752,29,40,0,6,0,0
579.2447,29,40,0,12,0,0
595.2396,29,40,0,13,0,0
611.2345,29,40,0,14,0,0
469.2959,29,42,0,5,0,0
565.2654,29,42,0,11,0,0
581.2603,29,42,0,12,0,0
597.2553,29,42,0,13,0,0
471.3116,29,44,0,5,0,0
567.2811,29,44,0,11,0,0
583.276,29,44,0,12,0,0
489.3222,29,46,0,6,0,0
537.3069,29,46,0,9,0,0
553.3018,29,46,0,10,0,0
569.2967,29,46,0,11,0,0
585.2916,29,46,0,12,0,0
601.2866,29,46,0,13,0,0
539.3226,29,48,0,9,0,0
555.3175,29,48,0,10,0,0
571.3124,29,48,0,11,0,0
631.1668,30,32,0,15,0,0
484.2047,30,32,1,3,0,1
569.2028,30,34,0,11,0,0
585.1977,30,34,0,12,0,0
601.1927,30,34,0,13,0,0
617.1876,30,34,0,14,0,0
539.2287,30,36,0,9,0,0
555.2236,30,36,0,10,0,0
571.2185,30,36,0,11,0,0
603.2083,30,36,0,13,0,0
619.2032,30,36,0,14,0,0
525.2494,30,38,0,8,0,0
541.2443,30,38,0,9,0,0
557.2392,30,38,0,10,0,0
573.2341,30,38,0,11,0,0
589.229,30,38,0,12,0,0
605.224,30,38,0,13,0,0
621.2189,30,38,0,14,0,0
511.2701,30,40,0,7,0,0
591.2447,30,40,0,12,0,0
607.2396,30,40,0,13,0,0
497.2909,30,42,0,6,0,0
577.2654,30,42,0,11,0,0
593.2603,30,42,0,12,0,0
609.2553,30,42,0,13,0,0
483.3116,30,44,0,5,0,0
579.2811,30,44,0,11,0,0
595.276,30,44,0,12,0,0
549.3069,30,46,0,9,0,0
565.3018,30,46,0,10,0,0
581.2967,30,46,0,11,0,0
597.2916,30,46,0,12,0,0
551.3226,30,48,0,9,0,0
567.3175,30,48,0,10,0,0
583.3124,30,48,0,11,0,0
599.3073,30,48,0,12,0,0
569.3331,30,50,0,10,0,0
611.177,31,32,0,13,0,0
597.1977,31,34,0,12,0,0
629.1876,31,34,0,14,0,0
498.2204,31,34,1,3,0,1
567.2236,31,36,0,10,0,0
583.2185,31,36,0,11,0,0
599.2134,31,36,0,12,0,0
615.2083,31,36,0,13,0,0
569.2392,31,38,0,10,0,0
585.2341,31,38,0,11,0,0
601.229,31,38,0,12,0,0
617.224,31,38,0,13,0,0
555.26,31,40,0,9,0,0
571.2549,31,40,0,10,0,0
587.2498,31,40,0,11,0,0
603.2447,31,40,0,12,0,0
635.2345,31,40,0,14,0,0
557.2756,31,42,0,9,0,0
573.2705,31,42,0,10,0,0
589.2654,31,42,0,11,0,0
605.2603,31,42,0,12,0,0
621.2553,31,42,0,13,0,0
543.2963,31,44,0,8,0,0
559.2913,31,44,0,9,0,0
575.2862,31,44,0,10,0,0
591.2811,31,44,0,11,0,0
607.276,31,44,0,12,0,0
623.2709,31,44,0,13,0,0
545.312,31,46,0,8,0,0
561.3069,31,46,0,9,0,0
577.3018,31,46,0,10,0,0
593.2967,31,46,0,11,0,0
609.2916,31,46,0,12,0,0
531.3327,31,48,0,7,0,0
547.3276,31,48,0,8,0,0
563.3226,31,48,0,9,0,0
579.3175,31,48,0,10,0,0
595.3124,31,48,0,11,0,0
611.3073,31,48,0,12,0,0
565.3382,31,50,0,9,0,0
581.3331,31,50,0,10,0,0
583.3488,31,52,0,10,0,0
565.1356,32,27,2,4,1,1
512.236,32,36,1,3,0,1
613.229,32,38,0,12,0,0
514.2517,32,38,1,3,0,1
583.2549,32,40,0,10,0,0
615.2447,32,40,0,12,0,0
585.2705,32,42,0,10,0,0
601.2654,32,42,0,11,0,0
617.2603,32,42,0,12,0,0
633.2553,32,42,0,13,0,0
571.2913,32,44,0,9,0,0
587.2862,32,44,0,10,0,0
603.2811,32,44,0,11,0,0
619.276,32,44,0,12,0,0
573.3069,32,46,0,9,0,0
589.3018,32,46,0,10,0,0
605.2967,32,46,0,11,0,0
621.2916,32,46,0,12,0,0
637.2866,32,46,0,13,0,0
591.3175,32,48,0,10,0,0
607.3124,32,48,0,11,0,0
623.3073,32,48,0,12,0,0
526.2517,33,38,1,3,0,1
643.2396,33,40,0,13,0,0
528.2673,33,40,1,3,0,1
599.2862,33,44,0,10,0,0
615.2811,33,44,0,11,0,0
631.276,33,44,0,12,0,0
633.2916,33,46,0,12,0,0
523.3251,33,48,0,3,1,0
619.3124,33,48,0,11,0,0
635.3073,33,48,0,12,0,0
621.328,33,50,0,11,0,0
559.4861,33,69,0,4,0,1
758.205,34,37,3,17,0,0
602.2313,34,38,1,7,0,1
540.2673,34,40,1,3,0,1
542.283,34,42,1,3,0,1
669.2553,35,42,0,13,0,0
556.2986,35,44,1,3,0,1
535.134,39,20,0,3,0,0
549.1496,40,22,0,3,0,0
565.1445,40,22,0,4,0,0
563.1653,41,24,0,3,0,0
579.1602,41,24,0,4,0,0
595.1551,41,24,0,5,0,0
556.1707,42,23,1,1,0,0
577.1809,42,26,0,3,0,0
593.1758,42,26,0,4,0,0
695.2075,46,32,0,7,0,0
805.2265,52,38,0,7,1,0
323.062,11,16,0,11,0,0
339.0569,11,16,0,12,0,0
325.0776,11,18,0,11,0,0
327.0933,11,20,0,11,0,0
375.0603,11,20,0,12,1,0
391.0552,11,20,0,13,1,0
319.0671,12,16,0,10,0,0
335.062,12,16,0,11,0,0
367.0518,12,16,0,13,0,0
337.0776,12,18,0,11,0,0
353.0725,12,18,0,12,0,0
387.0603,12,20,0,12,1,0
371.0831,12,20,0,13,0,0
403.0552,12,20,0,13,1,0
419.0501,12,20,0,14,1,0
325.114,12,22,0,10,0,0
357.1038,12,22,0,12,0,0
389.0759,12,22,0,12,1,0
405.0708,12,22,0,13,1,0
345.0463,13,14,0,11,0,0
361.0412,13,14,0,12,0,0
331.0671,13,16,0,10,0,0
347.062,13,16,0,11,0,0
363.0569,13,16,0,12,0,0
379.0518,13,16,0,13,0,0
333.0827,13,18,0,10,0,0
349.0776,13,18,0,11,0,0
381.0675,13,18,0,13,0,0
397.0624,13,18,0,14,0,0
335.0984,13,20,0,10,0,0
351.0933,13,20,0,11,0,0
367.0882,13,20,0,12,0,0
399.078,13,20,0,14,0,0
366.1042,13,21,1,11,0,0
369.1038,13,22,0,12,0,0
401.0759,13,22,0,12,1,0
385.0988,13,22,0,13,0,0
417.0708,13,22,0,13,1,0
433.0657,13,22,0,14,1,0
339.1297,13,24,0,10,0,0
355.1246,13,24,0,11,0,0
371.1195,13,24,0,12,0,0
419.0865,13,24,0,13,1,0
371.0256,14,12,0,12,0,0
389.0362,14,14,0,13,0,0
375.0569,14,16,0,12,0,0
391.0518,14,16,0,13,0,0
361.0776,14,18,0,11,0,0
377.0725,14,18,0,12,0,0
393.0675,14,18,0,13,0,0
376.0885,14,19,1,11,0,0
379.0882,14,20,0,12,0,0
395.0831,14,20,0,13,0,0
411.078,14,20,0,14,0,0
362.1093,14,21,1,10,0,0
378.1042,14,21,1,11,0,0
394.0991,14,21,1,12,0,0
374.1205,14,21,3,9,0,0
349.114,14,22,0,10,0,0
413.0937,14,22,0,14,0,0
361.1253,14,22,2,9,0,0
377.1202,14,22,2,10,0,0
380.1198,14,23,1,11,0,0
396.1147,14,23,1,12,0,0
360.1412,14,23,3,8,0,0
399.1144,14,24,0,13,0,0
431.0865,14,24,0,13,1,0
415.1093,14,24,0,14,0,0
447.0814,14,24,0,14,1,0
382.1355,14,25,1,11,0,0
398.1304,14,25,1,12,0,0
369.1402,14,26,0,11,0,0
385.1351,14,26,0,12,0,0
401.0362,15,14,0,13,0,0
405.0675,15,18,0,13,0,0
407.0831,15,20,0,13,0,0
423.078,15,20,0,14,0,0
370.1256,15,21,3,8,0,0
386.1205,15,21,3,9,0,0
425.0937,15,22,0,14,0,0
441.0886,15,22,0,15,0,0
389.1202,15,22,2,10,0,0
405.1151,15,22,2,11,0,0
392.1198,15,23,1,11,0,0
408.1147,15,23,1,12,0,0
424.1097,15,23,1,13,0,0
388.1362,15,23,3,9,0,0
443.1042,15,24,0,15,0,0
375.1409,15,24,2,9,0,0
407.1307,15,24,2,11,0,0
394.1355,15,25,1,11,0,0
410.1304,15,25,1,12,0,0
426.1253,15,25,1,13,0,0
376.1725,15,27,3,8,0,0
429.0311,16,14,0,14,0,0
431.0467,16,16,0,14,0,0
433.0624,16,18,0,14,0,0
419.0831,16,20,0,13,0,0
435.078,16,20,0,14,0,0
421.0988,16,22,0,13,0,0
437.0937,16,22,0,14,0,0
453.0886,16,22,0,15,0,0
469.0835,16,22,0,16,0,0
455.1042,16,24,0,15,0,0
471.0992,16,24,0,16,0,0
419.1307,16,24,2,11,0,0
435.1256,16,24,2,12,0,0
415.1471,16,24,4,9,0,0
422.1304,16,25,1,12,0,0
438.1253,16,25,1,13,0,0
418.1467,16,25,3,10,0,0
457.1199,16,26,0,15,0,0
473.1148,16,26,0,16,0,0
437.1413,16,26,2,12,0,0
417.1627,16,26,4,9,0,0
424.146,16,27,1,12,0,0
404.1675,16,27,3,9,0,0
443.1406,16,28,0,14,0,0
459.1355,16,28,0,15,0,0
439.1569,16,28,2,12,0,0
390.1882,16,29,3,8,0,0
443.0467,17,16,0,14,0,0
445.0624,17,18,0,14,0,0
461.0573,17,18,0,15,0,0
447.078,17,20,0,14,0,0
449.0937,17,22,0,14,0,0
465.0886,17,22,0,15,0,0
481.0835,17,22,0,16,0,0
451.1093,17,24,0,14,0,0
467.1042,17,24,0,15,0,0
483.0992,17,24,0,16,0,0
499.0941,17,24,0,17,0,0
414.1518,17,25,3,9,0,0
485.1148,17,26,0,16,0,0
501.1097,17,26,0,17,0,0
429.1627,17,26,4,9,0,0
452.141,17,27,1,13,0,0
468.1359,17,27,1,14,0,0
432.1624,17,27,3,10,0,0
407.1559,17,28,0,11,0,0
487.1305,17,28,0,16,0,0
503.1254,17,28,0,17,0,0
418.1831,17,29,3,9,0,0
473.1512,17,30,0,15,0,0
489.1461,17,30,0,16,0,0
404.2038,17,31,3,8,0,0
471.0416,18,16,0,15,0,0
473.0573,18,18,0,15,0,0
475.0729,18,20,0,15,0,0
477.0886,18,22,0,15,0,0
495.0992,18,24,0,16,0,0
511.0941,18,24,0,17,0,0
529.1046,18,26,0,18,0,0
451.1457,18,28,0,13,0,0
531.1203,18,28,0,18,0,0
482.1515,18,29,1,14,0,0
498.1464,18,29,1,15,0,0
533.1359,18,30,0,18,0,0
487.1668,18,32,0,15,0,0
519.1567,18,32,0,17,0,0
483.0416,19,16,0,15,0,0
489.0886,19,22,0,15,0,0
475.1093,19,24,0,14,0,0
493.1199,19,26,0,15,0,0
509.1148,19,26,0,16,0,0
525.1097,19,26,0,17,0,0
463.1457,19,28,0,13,0,0
527.1254,19,28,0,17,0,0
543.1203,19,28,0,18,0,0
433.1715,19,30,0,11,0,0
449.1664,19,30,0,12,0,0
545.1359,19,30,0,18,0,0
473.1889,19,30,4,10,0,0
512.1621,19,31,1,15,0,0
528.157,19,31,1,16,0,0
531.1567,19,32,0,17,0,0
547.1516,19,32,0,18,0,0
501.1825,19,34,0,15,0,0
517.1774,19,34,0,16,0,0
533.1723,19,34,0,17,0,0
515.0679,20,20,0,16,0,0
501.0886,20,22,0,15,0,0
489.125,20,26,0,14,0,0
507.1355,20,28,0,15,0,0
523.1305,20,28,0,16,0,0
571.1152,20,28,0,19,0,0
461.1664,20,30,0,12,0,0
477.1614,20,30,0,13,0,0
557.1359,20,30,0,18,0,0
540.157,20,31,1,16,0,0
556.1519,20,31,1,17,0,0
463.1821,20,32,0,12,0,0
575.1465,20,32,0,19,0,0
542.1727,20,33,1,16,0,0
558.1676,20,33,1,17,0,0
515.1042,21,24,0,15,0,0
501.125,21,26,0,14,0,0
489.1614,21,30,0,13,0,0
553.141,21,30,0,17,0,0
569.1359,21,30,0,18,0,0
585.1309,21,30,0,19,0,0
475.1821,21,32,0,12,0,0
491.177,21,32,0,13,0,0
539.1618,21,32,0,16,0,0
603.1414,21,32,0,20,0,0
477.1977,21,34,0,12,0,0
605.1571,21,34,0,20,0,0
575.1829,21,36,0,18,0,0
591.1778,21,36,0,19,0,0
515.1406,22,28,0,14,0,0
501.1614,22,30,0,13,0,0
581.1359,22,30,0,18,0,0
567.1567,22,32,0,17,0,0
583.1516,22,32,0,18,0,0
615.1414,22,32,0,20,0,0
617.1571,22,34,0,20,0,0
633.152,22,34,0,21,0,0
619.1727,22,36,0,20,0,0
635.1676,22,36,0,21,0,0
621.1884,22,38,0,20,0,0
336.3272,22,43,1,1,0,0
513.1614,23,30,0,13,0,0
