Mass,Forest,treatment,intensity,NOSC,Class,fenton,goethite
489.2494,SW,PostFentonGoethite,6436948.33333333,-0.8148148148148149,Lignin,post-Fenton,post-Goethite
489.2858,HW,PostFentonGoethite,2867270,-1,Lipid,post-Fenton,post-Goethite
489.2858,HW,PreFenton,3765714.66666667,-1,Lipid,initial,pre-Goethite
489.2858,SW,PostFentonGoethite,2967808.66666667,-1,Lipid,post-Fenton,post-Goethite
489.2858,SW,PreFenton,2394294.66666667,-1,Lipid,initial,pre-Goethite
489.2858,SW,PreFentonGoethite,4672742.66666667,-1,Lipid,initial,post-Goethite
489.2858,HW,PreFentonGoethite,8107888,-1,Lipid,initial,post-Goethite
489.3222,HW,PreFentonGoethite,3296288.33333333,-1.1724137931034484,Lipid,initial,post-Goethite
491.1995,SW,PreFentonGoethite,12524869.3333333,-0.7931034482758621,Lignin,initial,post-Goethite
491.1995,HW,PostFenton,2003712.5,-0.7931034482758621,Lignin,post-Fenton,pre-Goethite
491.1995,SW,PostFentonGoethite,11631456.3333333,-0.7931034482758621,Lignin,post-Fenton,post-Goethite
491.1995,SW,PostFenton,3876967,-0.7931034482758621,Lignin,post-Fenton,pre-Goethite
491.1995,HW,PreFenton,2016686,-0.7931034482758621,Lignin,initial,pre-Goethite
491.1995,SW,PreFenton,5959564.66666667,-0.7931034482758621,Lignin,initial,pre-Goethite
491.1995,HW,PreFentonGoethite,4455582.66666667,-0.7931034482758621,Lignin,initial,post-Goethite
491.1995,HW,PostFentonGoethite,3054028.66666667,-0.7931034482758621,Lignin,post-Fenton,post-Goethite
493.0869,HW,PostFenton,1815114.5,-0.22222222222222232,ConHC,post-Fenton,pre-Goethite
493.1141,SW,PreFenton,1648004.5,-0.07692307692307665,Lignin,initial,pre-Goethite
495.0569,HW,PreFenton,2134758.66666667,0.3333333333333335,ConHC,initial,pre-Goethite
495.0569,SW,PreFenton,1889740,0.3333333333333335,ConHC,initial,pre-Goethite
495.0934,HW,PreFentonGoethite,2060894,0.08000000000000007,Lignin,initial,post-Goethite
495.0934,HW,PreFenton,2324820,0.08000000000000007,Lignin,initial,pre-Goethite
495.0934,SW,PreFenton,1763907.5,0.08000000000000007,Lignin,initial,pre-Goethite
495.1297,HW,PreFentonGoethite,2026057,-0.1538461538461542,Lignin,initial,post-Goethite
495.1297,HW,PreFenton,2160213.5,-0.1538461538461542,Lignin,initial,pre-Goethite
495.1297,SW,PreFenton,1836875.33333333,-0.1538461538461542,Lignin,initial,pre-Goethite
495.2025,HW,PreFenton,1849176.5,-0.5714285714285712,Lignin,initial,pre-Goethite
495.2025,HW,PreFentonGoethite,2483823,-0.5714285714285712,Lignin,initial,post-Goethite
495.2389,HW,PreFentonGoethite,2614389,-0.7586206896551726,Lignin,initial,post-Goethite
497.0362,SW,PreFenton,1637109,0.5217391304347827,ConHC,initial,pre-Goethite
497.0362,HW,PreFentonGoethite,1827225.5,0.5217391304347827,ConHC,initial,post-Goethite
497.0362,HW,PreFenton,2526886.5,0.5217391304347827,ConHC,initial,pre-Goethite
497.0725,HW,PreFenton,3073863.66666667,0.25,ConHC,initial,pre-Goethite
497.0725,SW,PreFenton,2091739.66666667,0.25,ConHC,initial,pre-Goethite
497.0725,HW,PreFentonGoethite,2206102.33333333,0.25,ConHC,initial,post-Goethite
497.1453,HW,PreFentonGoethite,2282743,-0.23076923076923084,Lignin,initial,post-Goethite
497.1453,SW,PreFenton,2051635.33333333,-0.23076923076923084,Lignin,initial,pre-Goethite
497.1453,HW,PreFenton,2323957.66666667,-0.23076923076923084,Lignin,initial,pre-Goethite
497.1817,HW,PreFenton,2308002,-0.44444444444444464,Lignin,initial,pre-Goethite
497.1817,HW,PreFentonGoethite,2948178.33333333,-0.44444444444444464,Lignin,initial,post-Goethite
497.2181,HW,PreFenton,2897838.5,-0.6428571428571432,Lignin,initial,pre-Goethite
497.2181,HW,PostFentonGoethite,1825329.5,-0.6428571428571432,Lignin,post-Fenton,post-Goethite
497.2181,SW,PreFentonGoethite,2770212,-0.6428571428571432,Lignin,initial,post-Goethite
497.2181,SW,PreFenton,1753824.33333333,-0.6428571428571432,Lignin,initial,pre-Goethite
497.2181,HW,PreFentonGoethite,5118381.33333333,-0.6428571428571432,Lignin,initial,post-Goethite
497.2545,SW,PreFentonGoethite,2148817,-0.8275862068965516,Lignin,initial,post-Goethite
497.2545,HW,PreFentonGoethite,5080498.66666667,-0.8275862068965516,Lignin,initial,post-Goethite
497.2545,HW,PreFenton,2305957.66666667,-0.8275862068965516,Lignin,initial,pre-Goethite
497.2545,HW,PostFentonGoethite,1826604,-0.8275862068965516,Lignin,post-Fenton,post-Goethite
497.2909,HW,PreFentonGoethite,2761827.33333333,-1,Lignin,initial,post-Goethite
497.2909,SW,PreFentonGoethite,1879847.66666667,-1,Lignin,initial,post-Goethite
498.2204,HW,PreFentonGoethite,2528842.33333333,-0.806451612903226,UnsatHC,initial,post-Goethite
498.2204,HW,PostFentonGoethite,2600779.33333333,-0.806451612903226,UnsatHC,post-Fenton,post-Goethite
498.2204,HW,PreFenton,1751255.5,-0.806451612903226,UnsatHC,initial,pre-Goethite
498.2204,SW,PostFentonGoethite,2102821.5,-0.806451612903226,UnsatHC,post-Fenton,post-Goethite
498.2204,SW,PreFentonGoethite,1593785.5,-0.806451612903226,UnsatHC,initial,post-Goethite
499.0518,SW,PreFenton,2719344.33333333,0.43478260869565233,ConHC,initial,pre-Goethite
499.0518,HW,PreFentonGoethite,2173644,0.43478260869565233,ConHC,initial,post-Goethite
499.0518,HW,PreFenton,3190181,0.43478260869565233,ConHC,initial,pre-Goethite
499.0882,HW,PreFenton,3203154,0.16666666666666652,Lignin,initial,pre-Goethite
499.0882,HW,PreFentonGoethite,2510033.33333333,0.16666666666666652,Lignin,initial,post-Goethite
499.0882,SW,PreFenton,3211377.66666667,0.16666666666666652,Lignin,initial,pre-Goethite
499.1246,SW,PreFenton,2939848.33333333,-0.08000000000000007,Lignin,initial,pre-Goethite
499.1246,HW,PreFenton,2897832.66666667,-0.08000000000000007,Lignin,initial,pre-Goethite
499.1246,HW,PreFentonGoethite,2773718.66666667,-0.08000000000000007,Lignin,initial,post-Goethite
499.161,HW,PreFentonGoethite,3408604.66666667,-0.3076923076923075,Lignin,initial,post-Goethite
499.161,HW,PreFenton,2710442.33333333,-0.3076923076923075,Lignin,initial,pre-Goethite
499.161,SW,PreFenton,2435870.66666667,-0.3076923076923075,Lignin,initial,pre-Goethite
499.161,SW,PreFentonGoethite,2023304,-0.3076923076923075,Lignin,initial,post-Goethite
499.1974,HW,PreFentonGoethite,5779511.66666667,-0.5185185185185182,Lignin,initial,post-Goethite
499.1974,HW,PostFentonGoethite,2843840.66666667,-0.5185185185185182,Lignin,post-Fenton,post-Goethite
499.1974,HW,PreFenton,3118678.66666667,-0.5185185185185182,Lignin,initial,pre-Goethite
499.1974,SW,PreFenton,2584431,-0.5185185185185182,Lignin,initial,pre-Goethite
499.1974,HW,PostFenton,1799106.5,-0.5185185185185182,Lignin,post-Fenton,pre-Goethite
499.1974,SW,PostFentonGoethite,2307150.33333333,-0.5185185185185182,Lignin,post-Fenton,post-Goethite
499.1974,SW,PreFentonGoethite,2962828.5,-0.5185185185185182,Lignin,initial,post-Goethite
499.2337,HW,PostFentonGoethite,3926039.33333333,-0.7142857142857144,Lignin,post-Fenton,post-Goethite
499.2337,HW,PreFenton,4550915,-0.7142857142857144,Lignin,initial,pre-Goethite
499.2337,SW,PreFenton,2633164,-0.7142857142857144,Lignin,initial,pre-Goethite
499.2337,SW,PostFentonGoethite,3219536.33333333,-0.7142857142857144,Lignin,post-Fenton,post-Goethite
499.2337,HW,PreFentonGoethite,9564221,-0.7142857142857144,Lignin,initial,post-Goethite
499.2337,SW,PreFentonGoethite,4642529.33333333,-0.7142857142857144,Lignin,initial,post-Goethite
499.241,HW,PreFentonGoethite,1958974.66666667,-0.96875,UnsatHC,initial,post-Goethite
499.241,HW,PostFentonGoethite,1817282,-0.96875,UnsatHC,post-Fenton,post-Goethite
499.2701,HW,PreFenton,3363076.66666667,-0.8965517241379306,Lignin,initial,pre-Goethite
499.2701,SW,PreFentonGoethite,2999352,-0.8965517241379306,Lignin,initial,post-Goethite
499.2701,HW,PreFentonGoethite,8015939,-0.8965517241379306,Lignin,initial,post-Goethite
499.2701,SW,PostFentonGoethite,2451964.33333333,-0.8965517241379306,Lignin,post-Fenton,post-Goethite
499.2701,HW,PostFentonGoethite,2980547.33333333,-0.8965517241379306,Lignin,post-Fenton,post-Goethite
499.3065,SW,PreFentonGoethite,2622010,-1.0666666666666664,Lignin,initial,post-Goethite
499.3065,HW,PreFentonGoethite,7462302,-1.0666666666666664,Lignin,initial,post-Goethite
499.3065,HW,PreFenton,2750044,-1.0666666666666664,Lignin,initial,pre-Goethite
499.3065,HW,PostFentonGoethite,1790513,-1.0666666666666664,Lignin,post-Fenton,post-Goethite
500.1997,HW,PostFenton,1770091.5,-0.7000000000000002,Lignin,post-Fenton,pre-Goethite
500.1997,HW,PostFentonGoethite,1726519.66666667,-0.7000000000000002,Lignin,post-Fenton,post-Goethite
500.236,HW,PostFentonGoethite,3654371.33333333,-0.870967741935484,UnsatHC,post-Fenton,post-Goethite
500.236,HW,PreFentonGoethite,3961731,-0.870967741935484,UnsatHC,initial,post-Goethite
500.236,HW,PreFenton,2314033.33333333,-0.870967741935484,UnsatHC,initial,pre-Goethite
500.236,SW,PostFentonGoethite,2513538.33333333,-0.870967741935484,UnsatHC,post-Fenton,post-Goethite
500.236,SW,PreFentonGoethite,2144702.66666667,-0.870967741935484,UnsatHC,initial,post-Goethite
501.031,SW,PreFenton,1801395.33333333,0.6363636363636362,ConHC,initial,pre-Goethite
501.031,HW,PreFenton,2202965.33333333,0.6363636363636362,ConHC,initial,pre-Goethite
501.0675,HW,PreFenton,4014593.66666667,0.34782608695652195,ConHC,initial,pre-Goethite
501.0675,SW,PreFenton,3244212.66666667,0.34782608695652195,ConHC,initial,pre-Goethite
501.0675,HW,PostFenton,1682404.5,0.34782608695652195,ConHC,post-Fenton,pre-Goethite
501.0675,HW,PreFentonGoethite,2387287.33333333,0.34782608695652195,ConHC,initial,post-Goethite
501.1039,HW,PreFenton,3921752.33333333,0.08333333333333348,Lignin,initial,pre-Goethite
501.1039,SW,PreFenton,3698187,0.08333333333333348,Lignin,initial,pre-Goethite
501.1039,HW,PreFentonGoethite,3016370.33333333,0.08333333333333348,Lignin,initial,post-Goethite
501.1402,SW,PreFentonGoethite,1877654.66666667,-0.16000000000000014,Lignin,initial,post-Goethite
501.1402,SW,PreFenton,3112972.33333333,-0.16000000000000014,Lignin,initial,pre-Goethite
501.1402,HW,PreFenton,3390469,-0.16000000000000014,Lignin,initial,pre-Goethite
501.1402,HW,PreFentonGoethite,3444749,-0.16000000000000014,Lignin,initial,post-Goethite
501.1766,HW,PreFentonGoethite,5355197,-0.384615384615385,Lignin,initial,post-Goethite
501.1766,SW,PreFentonGoethite,2868206,-0.384615384615385,Lignin,initial,post-Goethite
501.1766,HW,PostFentonGoethite,3343790,-0.384615384615385,Lignin,post-Fenton,post-Goethite
501.1766,SW,PostFentonGoethite,2341552.66666667,-0.384615384615385,Lignin,post-Fenton,post-Goethite
501.1766,HW,PostFenton,2312876,-0.384615384615385,Lignin,post-Fenton,pre-Goethite
501.1766,SW,PreFenton,3179704.33333333,-0.384615384615385,Lignin,initial,pre-Goethite
501.1766,HW,PreFenton,3699548,-0.384615384615385,Lignin,initial,pre-Goethite
501.1766,SW,PostFenton,1907843,-0.384615384615385,Lignin,post-Fenton,pre-Goethite
501.192,SW,PreFentonGoethite,1954441.5,-0.5333333333333332,Lignin,initial,post-Goethite
501.213,HW,PreFenton,5236914.66666667,-0.5925925925925926,Lignin,initial,pre-Goethite
501.213,HW,PostFenton,2722222.33333333,-0.5925925925925926,Lignin,post-Fenton,pre-Goethite
501.213,SW,PostFenton,2168452.5,-0.5925925925925926,Lignin,post-Fenton,pre-Goethite
501.213,SW,PreFenton,3757241.33333333,-0.5925925925925926,Lignin,initial,pre-Goethite
501.213,HW,PreFentonGoethite,10350274.6666667,-0.5925925925925926,Lignin,initial,post-Goethite
501.213,HW,PostFentonGoethite,5894916.66666667,-0.5925925925925926,Lignin,post-Fenton,post-Goethite
501.213,SW,PreFentonGoethite,4851866.33333333,-0.5925925925925926,Lignin,initial,post-Goethite
501.213,SW,PostFentonGoethite,4810077,-0.5925925925925926,Lignin,post-Fenton,post-Goethite
501.2202,HW,PostFentonGoethite,1878802.5,-0.870967741935484,Lignin,post-Fenton,post-Goethite
501.2202,HW,PreFenton,1893968.5,-0.870967741935484,Lignin,initial,pre-Goethite
501.2494,SW,PreFentonGoethite,6049607,-0.7857142857142856,Lignin,initial,post-Goethite
501.2494,SW,PostFentonGoethite,4632244.33333333,-0.7857142857142856,Lignin,post-Fenton,post-Goethite
501.2494,HW,PostFentonGoethite,5880581.66666667,-0.7857142857142856,Lignin,post-Fenton,post-Goethite
501.2494,HW,PreFentonGoethite,13168328.3333333,-0.7857142857142856,Lignin,initial,post-Goethite
501.2494,HW,PreFenton,6007647,-0.7857142857142856,Lignin,initial,pre-Goethite
501.2494,HW,PostFenton,2240603.33333333,-0.7857142857142856,Lignin,post-Fenton,pre-Goethite
501.2494,SW,PreFenton,3708773.33333333,-0.7857142857142856,Lignin,initial,pre-Goethite
501.2679,HW,PreFentonGoethite,2546889,-1.0344827586206895,Lignin,initial,post-Goethite
501.2858,HW,PostFentonGoethite,3384753.66666667,-0.9655172413793105,Lignin,post-Fenton,post-Goethite
501.2858,HW,PreFentonGoethite,10117496.3333333,-0.9655172413793105,Lignin,initial,post-Goethite
501.2858,HW,PreFenton,4227254.33333333,-0.9655172413793105,Lignin,initial,pre-Goethite
501.2858,SW,PreFenton,1966268,-0.9655172413793105,Lignin,initial,pre-Goethite
501.2858,SW,PostFentonGoethite,2364427.33333333,-0.9655172413793105,Lignin,post-Fenton,post-Goethite
501.2858,SW,PreFentonGoethite,3559752.66666667,-0.9655172413793105,Lignin,initial,post-Goethite
501.3222,HW,PreFentonGoethite,17303251.3333333,-1.1333333333333337,Lipid,initial,post-Goethite
501.3222,HW,PostFentonGoethite,2180189.66666667,-1.1333333333333337,Lipid,post-Fenton,post-Goethite
501.3222,SW,PreFenton,1858408,-1.1333333333333337,Lipid,initial,pre-Goethite
501.3222,HW,PreFenton,6930957.33333333,-1.1333333333333337,Lipid,initial,pre-Goethite
501.3222,SW,PreFentonGoethite,3089568,-1.1333333333333337,Lipid,initial,post-Goethite
502.154,SW,PostFenton,2744494.5,-0.3200000000000003,Lignin,post-Fenton,pre-Goethite
502.2153,SW,PostFenton,1583793,-0.7666666666666666,Lignin,post-Fenton,pre-Goethite
502.2153,HW,PostFenton,2043885.33333333,-0.7666666666666666,Lignin,post-Fenton,pre-Goethite
502.2153,HW,PostFentonGoethite,2833190.66666667,-0.7666666666666666,Lignin,post-Fenton,post-Goethite
502.2153,SW,PostFentonGoethite,1978303.5,-0.7666666666666666,Lignin,post-Fenton,post-Goethite
502.2516,HW,PostFentonGoethite,2009384,-0.935483870967742,UnsatHC,post-Fenton,post-Goethite
502.2516,HW,PreFenton,2024824.5,-0.935483870967742,UnsatHC,initial,pre-Goethite
502.2516,SW,PostFentonGoethite,1693121.5,-0.935483870967742,UnsatHC,post-Fenton,post-Goethite
503.0467,SW,PreFenton,2737913.33333333,0.5454545454545454,ConHC,initial,pre-Goethite
503.0467,HW,PreFenton,3701507.33333333,0.5454545454545454,ConHC,initial,pre-Goethite
503.0467,HW,PreFentonGoethite,1876907,0.5454545454545454,ConHC,initial,post-Goethite
503.0831,HW,PreFenton,4612697.66666667,0.26086956521739113,Lignin,initial,pre-Goethite
503.0831,SW,PostFenton,2101463.5,0.26086956521739113,Lignin,post-Fenton,pre-Goethite
503.0831,HW,PostFenton,1772749.66666667,0.26086956521739113,Lignin,post-Fenton,pre-Goethite
503.0831,SW,PreFenton,4258384,0.26086956521739113,Lignin,initial,pre-Goethite
503.0831,HW,PreFentonGoethite,2836785.66666667,0.26086956521739113,Lignin,initial,post-Goethite
503.1559,HW,PreFentonGoethite,4608316.66666667,-0.2400000000000002,Lignin,initial,post-Goethite
503.1559,SW,PreFenton,3856978.66666667,-0.2400000000000002,Lignin,initial,pre-Goethite
503.1559,SW,PostFenton,2265563,-0.2400000000000002,Lignin,post-Fenton,pre-Goethite
503.1559,HW,PostFentonGoethite,2308422.66666667,-0.2400000000000002,Lignin,post-Fenton,post-Goethite
503.1559,SW,PreFentonGoethite,2485669,-0.2400000000000002,Lignin,initial,post-Goethite
503.1559,HW,PreFenton,4122716.66666667,-0.2400000000000002,Lignin,initial,pre-Goethite
503.1559,HW,PostFenton,2775762,-0.2400000000000002,Lignin,post-Fenton,pre-Goethite
503.1559,SW,PostFentonGoethite,2288911.33333333,-0.2400000000000002,Lignin,post-Fenton,post-Goethite
503.1923,HW,PostFenton,3907284.33333333,-0.4615384615384617,Lignin,post-Fenton,pre-Goethite
503.1923,SW,PreFenton,4038228,-0.4615384615384617,Lignin,initial,pre-Goethite
503.1923,SW,PostFentonGoethite,4718011.66666667,-0.4615384615384617,Lignin,post-Fenton,post-Goethite
503.1923,HW,PostFentonGoethite,6243826.66666667,-0.4615384615384617,Lignin,post-Fenton,post-Goethite
503.1923,SW,PreFentonGoethite,4189436,-0.4615384615384617,Lignin,initial,post-Goethite
503.1923,HW,PreFentonGoethite,8176279.33333333,-0.4615384615384617,Lignin,initial,post-Goethite
503.1923,SW,PostFenton,2660003.66666667,-0.4615384615384617,Lignin,post-Fenton,pre-Goethite
503.1923,HW,PreFenton,5523038.33333333,-0.4615384615384617,Lignin,initial,pre-Goethite
503.1994,HW,PostFenton,2103679,-0.7666666666666666,Lignin,post-Fenton,pre-Goethite
503.1994,HW,PostFentonGoethite,1663560,-0.7666666666666666,Lignin,post-Fenton,post-Goethite
503.2286,HW,PreFentonGoethite,12881223.3333333,-0.666666666666667,Lignin,initial,post-Goethite
503.2286,SW,PostFentonGoethite,6771474.66666667,-0.666666666666667,Lignin,post-Fenton,post-Goethite
503.2286,HW,PostFenton,3525675.66666667,-0.666666666666667,Lignin,post-Fenton,pre-Goethite
503.2286,SW,PostFenton,2939614,-0.666666666666667,Lignin,post-Fenton,pre-Goethite
503.2286,SW,PreFenton,4510976,-0.666666666666667,Lignin,initial,pre-Goethite
503.2286,HW,PreFenton,6506762.33333333,-0.666666666666667,Lignin,initial,pre-Goethite
503.2286,SW,PreFentonGoethite,6664445.66666667,-0.666666666666667,Lignin,initial,post-Goethite
503.2286,HW,PostFentonGoethite,8618142.33333333,-0.666666666666667,Lignin,post-Fenton,post-Goethite
503.265,HW,PreFenton,5830241.66666667,-0.8571428571428568,Lignin,initial,pre-Goethite
503.265,SW,PreFenton,4154966.66666667,-0.8571428571428568,Lignin,initial,pre-Goethite
503.265,HW,PreFentonGoethite,14262946,-0.8571428571428568,Lignin,initial,post-Goethite
503.265,HW,PostFenton,1736750,-0.8571428571428568,Lignin,post-Fenton,pre-Goethite
503.265,SW,PreFentonGoethite,6784938.33333333,-0.8571428571428568,Lignin,initial,post-Goethite
503.265,SW,PostFentonGoethite,4999273.66666667,-0.8571428571428568,Lignin,post-Fenton,post-Goethite
503.265,HW,PostFentonGoethite,5456714.33333333,-0.8571428571428568,Lignin,post-Fenton,post-Goethite
503.3014,HW,PreFentonGoethite,8556540.66666667,-1.0344827586206895,Lipid,initial,post-Goethite
503.3014,SW,PreFenton,2007128,-1.0344827586206895,Lipid,initial,pre-Goethite
503.3014,HW,PreFenton,3558840.33333333,-1.0344827586206895,Lipid,initial,pre-Goethite
503.3014,SW,PreFentonGoethite,3613953,-1.0344827586206895,Lipid,initial,post-Goethite
503.3014,HW,PostFentonGoethite,2379937,-1.0344827586206895,Lipid,post-Fenton,post-Goethite
503.3014,SW,PostFentonGoethite,2520835,-1.0344827586206895,Lipid,post-Fenton,post-Goethite
503.3378,HW,PreFentonGoethite,15973719.3333333,-1.2000000000000002,Lipid,initial,post-Goethite
503.3378,HW,PreFenton,5579023.33333333,-1.2000000000000002,Lipid,initial,pre-Goethite
503.3378,SW,PreFentonGoethite,2849709.66666667,-1.2000000000000002,Lipid,initial,post-Goethite
503.3378,SW,PreFenton,1754219.5,-1.2000000000000002,Lipid,initial,pre-Goethite
505.1693,SW,PreFentonGoethite,2630736,-0.5517241379310347,Lignin,initial,post-Goethite
505.1788,HW,PostFenton,1779894,-0.6551724137931032,Lignin,post-Fenton,pre-Goethite
507.0932,HW,PreFentonGoethite,1800719,0.0769230769230771,ConHC,initial,post-Goethite
507.146,SW,PostFenton,2461069.5,-0.625,UnsatHC,post-Fenton,pre-Goethite
507.1944,HW,PostFentonGoethite,1875638.5,-0.7241379310344831,Lignin,post-Fenton,post-Goethite
507.1944,HW,PreFentonGoethite,2613634.66666667,-0.7241379310344831,Lignin,initial,post-Goethite
507.1944,SW,PreFenton,1928419.66666667,-0.7241379310344831,Lignin,initial,pre-Goethite
507.1944,SW,PostFenton,1995620.66666667,-0.7241379310344831,Lignin,post-Fenton,pre-Goethite
507.1944,SW,PreFentonGoethite,2561290,-0.7241379310344831,Lignin,initial,post-Goethite
507.1944,SW,PostFentonGoethite,3488023.66666667,-0.7241379310344831,Lignin,post-Fenton,post-Goethite
507.1944,HW,PostFenton,1728349,-0.7241379310344831,Lignin,post-Fenton,pre-Goethite
509.0725,SW,PreFenton,1691733,0.2400000000000002,ConHC,initial,pre-Goethite
509.0725,HW,PreFenton,2252631.5,0.2400000000000002,ConHC,initial,pre-Goethite
509.0725,HW,PreFentonGoethite,1928699.5,0.2400000000000002,ConHC,initial,post-Goethite
509.1454,SW,PreFentonGoethite,1645988.5,-0.22222222222222232,Lignin,initial,post-Goethite
509.2181,HW,PreFentonGoethite,2290838,-0.6206896551724137,Lignin,initial,post-Goethite
509.2545,HW,PreFentonGoethite,2035864,-0.7999999999999998,Lignin,initial,post-Goethite
511.0519,HW,PreFentonGoethite,1872043,0.4166666666666665,ConHC,initial,post-Goethite
511.0519,HW,PreFenton,2683783.5,0.4166666666666665,ConHC,initial,pre-Goethite
511.0519,SW,PreFenton,1834351,0.4166666666666665,ConHC,initial,pre-Goethite
511.0883,HW,PreFentonGoethite,2201822.33333333,0.16000000000000014,Lignin,initial,post-Goethite
511.0883,SW,PreFenton,2205211,0.16000000000000014,Lignin,initial,pre-Goethite
511.0883,HW,PreFenton,2533408,0.16000000000000014,Lignin,initial,pre-Goethite
511.1246,HW,PreFentonGoethite,2441784,-0.07692307692307665,Lignin,initial,post-Goethite
511.1246,SW,PreFenton,2344647,-0.07692307692307665,Lignin,initial,pre-Goethite
511.1246,HW,PreFenton,2468043.33333333,-0.07692307692307665,Lignin,initial,pre-Goethite
511.161,HW,PreFenton,2223498,-0.2962962962962967,Lignin,initial,pre-Goethite
511.161,HW,PreFentonGoethite,2273170,-0.2962962962962967,Lignin,initial,post-Goethite
511.161,SW,PreFenton,1893747,-0.2962962962962967,Lignin,initial,pre-Goethite
511.1974,HW,PreFenton,2394763,-0.5,Lignin,initial,pre-Goethite
511.1974,SW,PreFentonGoethite,2026070,-0.5,Lignin,initial,post-Goethite
511.1974,HW,PreFentonGoethite,3627756,-0.5,Lignin,initial,post-Goethite
511.2337,SW,PreFenton,1581643.5,-0.6896551724137927,Lignin,initial,pre-Goethite
511.2337,SW,PreFentonGoethite,1874519,-0.6896551724137927,Lignin,initial,post-Goethite
511.2337,HW,PreFenton,2736779.5,-0.6896551724137927,Lignin,initial,pre-Goethite
511.2337,HW,PostFentonGoethite,1756585.33333333,-0.6896551724137927,Lignin,post-Fenton,post-Goethite
511.2337,HW,PreFentonGoethite,4538779.33333333,-0.6896551724137927,Lignin,initial,post-Goethite
511.2701,SW,PreFentonGoethite,2222509.66666667,-0.8666666666666663,Lignin,initial,post-Goethite
511.2701,HW,PreFentonGoethite,3498058.66666667,-0.8666666666666663,Lignin,initial,post-Goethite
512.211,SW,PostFentonGoethite,2369657.66666667,-0.6428571428571432,Lignin,post-Fenton,post-Goethite
512.211,SW,PreFentonGoethite,2032761.66666667,-0.6428571428571432,Lignin,initial,post-Goethite
512.211,HW,PostFentonGoethite,2651080,-0.6428571428571432,Lignin,post-Fenton,post-Goethite
512.211,HW,PreFentonGoethite,3825173,-0.6428571428571432,Lignin,initial,post-Goethite
512.2361,HW,PostFentonGoethite,2111091.33333333,-0.84375,UnsatHC,post-Fenton,post-Goethite
512.2361,SW,PreFentonGoethite,1674362.66666667,-0.84375,UnsatHC,initial,post-Goethite
512.2361,SW,PostFentonGoethite,1901790,-0.84375,UnsatHC,post-Fenton,post-Goethite
512.2361,HW,PreFentonGoethite,2685805.33333333,-0.84375,UnsatHC,initial,post-Goethite
513.031,HW,PreFenton,2225837.5,0.6086956521739131,ConHC,initial,pre-Goethite
513.0675,HW,PreFentonGoethite,2344401.66666667,0.3333333333333335,ConHC,initial,post-Goethite
513.0675,SW,PreFenton,2544395.33333333,0.3333333333333335,ConHC,initial,pre-Goethite
513.0675,HW,PreFenton,3056377.66666667,0.3333333333333335,ConHC,initial,pre-Goethite
513.1038,HW,PreFenton,2899365.33333333,0.08000000000000007,Lignin,initial,pre-Goethite
513.1038,SW,PreFenton,2888460.66666667,0.08000000000000007,Lignin,initial,pre-Goethite
513.1038,HW,PreFentonGoethite,2171179.33333333,0.08000000000000007,Lignin,initial,post-Goethite
513.1402,HW,PreFenton,2615462,-0.1538461538461542,Lignin,initial,pre-Goethite
513.1402,SW,PreFenton,2633656.66666667,-0.1538461538461542,Lignin,initial,pre-Goethite
513.1402,HW,PreFentonGoethite,2786607.66666667,-0.1538461538461542,Lignin,initial,post-Goethite
513.1402,SW,PreFentonGoethite,1901965,-0.1538461538461542,Lignin,initial,post-Goethite
513.1766,HW,PreFenton,2545062.66666667,-0.37037037037037024,Lignin,initial,pre-Goethite
513.1766,SW,PreFenton,2208015.33333333,-0.37037037037037024,Lignin,initial,pre-Goethite
513.1766,SW,PreFentonGoethite,1794628.66666667,-0.37037037037037024,Lignin,initial,post-Goethite
513.1766,HW,PreFentonGoethite,3401012,-0.37037037037037024,Lignin,initial,post-Goethite
513.213,HW,PreFenton,3442940.66666667,-0.5714285714285712,Lignin,initial,pre-Goethite
513.213,HW,PostFenton,1674758.5,-0.5714285714285712,Lignin,post-Fenton,pre-Goethite
513.213,SW,PreFentonGoethite,2871622,-0.5714285714285712,Lignin,initial,post-Goethite
513.213,HW,PreFentonGoethite,6514659.33333333,-0.5714285714285712,Lignin,initial,post-Goethite
513.213,SW,PreFenton,2226619.33333333,-0.5714285714285712,Lignin,initial,pre-Goethite
513.213,HW,PostFentonGoethite,3116347.66666667,-0.5714285714285712,Lignin,post-Fenton,post-Goethite
513.213,SW,PostFentonGoethite,2417926.5,-0.5714285714285712,Lignin,post-Fenton,post-Goethite
513.2494,SW,PreFentonGoethite,3472540,-0.7586206896551726,Lignin,initial,post-Goethite
513.2494,HW,PreFentonGoethite,8335335.33333333,-0.7586206896551726,Lignin,initial,post-Goethite
513.2494,SW,PreFenton,2089746,-0.7586206896551726,Lignin,initial,pre-Goethite
513.2494,SW,PostFentonGoethite,2616643.66666667,-0.7586206896551726,Lignin,post-Fenton,post-Goethite
513.2494,HW,PostFentonGoethite,3286503.66666667,-0.7586206896551726,Lignin,post-Fenton,post-Goethite
513.2494,HW,PreFenton,3654568.33333333,-0.7586206896551726,Lignin,initial,pre-Goethite
513.2858,HW,PreFenton,2452393,-0.9333333333333336,Lignin,initial,pre-Goethite
513.2858,SW,PostFentonGoethite,2211337.5,-0.9333333333333336,Lignin,post-Fenton,post-Goethite
513.2858,HW,PreFentonGoethite,6292801.33333333,-0.9333333333333336,Lignin,initial,post-Goethite
