Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new,preg_total,postg_total,preg_rel_abund,postg_rel_abund,delta_abund,sorption_frac,HC,OC
362.1933,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.93333333333333,0.466666666666667
362.2086,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.52631578947368,0.210526315789474
362.2086,HW,PreFenton,0,1886725,NA,new molecules,8822958103.333334,10813785976.333332,0,1.7447404675191642e-4,1.7447404675191642e-4,most unbound,1.52631578947368,0.210526315789474
362.2086,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.52631578947368,0.210526315789474
362.2086,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.52631578947368,0.210526315789474
362.9994,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.533333333333333,0.733333333333333
362.9994,HW,PreFenton,2082429,0,NA,NA,8822958103.333334,10813785976.333332,2.3602390214380066e-4,0,-2.3602390214380066e-4,most sorbed,0.533333333333333,0.733333333333333
362.9994,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.533333333333333,0.733333333333333
362.9994,SW,PreFenton,1947290.5,0,NA,NA,8442516687.333333,8882618607.166666,2.306528458417622e-4,0,-2.306528458417622e-4,most sorbed,0.533333333333333,0.733333333333333
363.0358,HW,PostFenton,4532988.33333333,0,adsorbed,NA,8918337356.5,8295042489.333333,5.082772889309382e-4,0,-5.082772889309382e-4,most sorbed,0.75,0.625
363.0358,HW,PreFenton,8914841.33333333,2941081.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0010104141070289433,2.71975175000696e-4,-7.384389320282472e-4,most sorbed,0.75,0.625
363.0358,SW,PostFenton,3993277,0,adsorbed,NA,8884038661.5,10442460691.833334,4.494889263939523e-4,0,-4.494889263939523e-4,most sorbed,0.75,0.625
363.0358,SW,PreFenton,9084457,0,adsorbed,NA,8442516687.333333,8882618607.166666,0.0010760366057232433,0,-0.0010760366057232433,most sorbed,0.75,0.625
363.051,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.6,0.35
363.051,HW,PreFenton,1727049.66666667,0,NA,NA,8822958103.333334,10813785976.333332,1.9574496970740308e-4,0,-1.9574496970740308e-4,most sorbed,0.6,0.35
363.051,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.6,0.35
363.051,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,0.6,0.35
363.0569,HW,PostFenton,4175277.66666667,0,adsorbed,NA,8918337356.5,8295042489.333333,4.68167720031759e-4,0,-4.68167720031759e-4,most sorbed,1.23076923076923,0.923076923076923
363.0569,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.23076923076923,0.923076923076923
363.0569,SW,PostFenton,3655876,0,adsorbed,NA,8884038661.5,10442460691.833334,4.1151059099316594e-4,0,-4.1151059099316594e-4,most sorbed,1.23076923076923,0.923076923076923
363.0569,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.23076923076923,0.923076923076923
363.0722,HW,PostFenton,6144093,2768621,not adsorbed,NA,8918337356.5,8295042489.333333,6.889280764336603e-4,3.3376815170750406e-4,-3.5515992472615624e-4,most sorbed,0.941176470588235,0.529411764705882
363.0722,HW,PreFenton,12412497.3333333,5530108.66666667,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0014068407883115561,5.113943145138686e-4,-8.954464737976875e-4,most sorbed,0.941176470588235,0.529411764705882
363.0722,SW,PostFenton,5909192.33333333,2745678.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,6.65147075388302e-4,2.6293406771585597e-4,-4.02213007672446e-4,most sorbed,0.941176470588235,0.529411764705882
363.0722,SW,PreFenton,13704074,4500710.33333333,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0016232214288140888,5.066873331364324e-4,-0.0011165340956776565,most sorbed,0.941176470588235,0.529411764705882
363.0834,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1,0.5
363.0834,HW,PreFenton,1638592.5,0,NA,NA,8822958103.333334,10813785976.333332,1.85719174998795e-4,0,-1.85719174998795e-4,most sorbed,1,0.5
363.0834,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1,0.5
363.0834,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1,0.5
363.0874,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.761904761904762,0.285714285714286
363.0874,HW,PreFenton,1647135,0,NA,NA,8822958103.333334,10813785976.333332,1.8668738768890997e-4,0,-1.8668738768890997e-4,most sorbed,0.761904761904762,0.285714285714286
363.0874,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.761904761904762,0.285714285714286
363.0874,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,0.761904761904762,0.285714285714286
363.0933,HW,PostFenton,9572110.33333333,6698996,not adsorbed,NA,8918337356.5,8295042489.333333,0.0010733065986068399,8.075903177849056e-4,-2.657162808219343e-4,most sorbed,1.42857142857143,0.785714285714286
363.0933,HW,PreFenton,2870702.33333333,3058010.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,3.25367331422414e-4,2.8278813174460667e-4,-4.257919967780733e-5,minimal change,1.42857142857143,0.785714285714286
363.0933,SW,PostFenton,7559545.66666667,3692202.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,8.509131887760493e-4,3.5357592196197645e-4,-4.973372668140728e-4,most sorbed,1.42857142857143,0.785714285714286
363.0933,SW,PreFenton,1931323.33333333,0,NA,NA,8442516687.333333,8882618607.166666,2.287615654027639e-4,0,-2.287615654027639e-4,most sorbed,1.42857142857143,0.785714285714286
363.1086,HW,PostFenton,8185619,8289273,not adsorbed,NA,8918337356.5,8295042489.333333,9.178413725327436e-4,9.993044653670248e-4,8.146309283428121e-5,unbound,1.11111111111111,0.444444444444444
363.1086,HW,PreFenton,13426270.6666667,11808608.3333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0015217425391144295,0.0010919957505333656,-4.297467885810639e-4,most sorbed,1.11111111111111,0.444444444444444
363.1086,SW,PostFenton,7584809,8730628.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,8.53756865429868e-4,8.360700532485197e-4,-1.7686812181348264e-5,minimal change,1.11111111111111,0.444444444444444
363.1086,SW,PreFenton,17137216,15192646.6666667,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0020298705510066323,0.0017103792629809618,-3.1949128802567046e-4,most sorbed,1.11111111111111,0.444444444444444
363.1119,HW,PostFenton,0,2504140.5,NA,new molecules,8918337356.5,8295042489.333333,0,3.018839871188238e-4,3.018839871188238e-4,most unbound,1.6,0.533333333333333
363.1119,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.6,0.533333333333333
363.1119,SW,PostFenton,0,2459995,NA,new molecules,8884038661.5,10442460691.833334,0,2.3557618004000456e-4,2.3557618004000456e-4,most unbound,1.6,0.533333333333333
363.1119,SW,PreFenton,0,1680967.66666667,NA,new molecules,8442516687.333333,8882618607.166666,0,1.892423553241871e-4,1.892423553241871e-4,most unbound,1.6,0.533333333333333
363.1198,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.17647058823529,0.411764705882353
363.1198,HW,PreFenton,2106283,0,NA,NA,8822958103.333334,10813785976.333332,2.3872753053244596e-4,0,-2.3872753053244596e-4,most sorbed,1.17647058823529,0.411764705882353
363.1198,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.17647058823529,0.411764705882353
363.1198,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.17647058823529,0.411764705882353
363.1297,HW,PostFenton,5622895,5125120,not adsorbed,NA,8918337356.5,8295042489.333333,6.30486914234281e-4,6.178533752648569e-4,-1.2633538969424171e-5,minimal change,1.6,0.666666666666667
363.1297,HW,PreFenton,2293551,2096658.66666667,NA,NA,8822958103.333334,10813785976.333332,2.5995261148678594e-4,1.938875682628954e-4,-6.606504322389053e-5,sorbed,1.6,0.666666666666667
363.1297,SW,PostFenton,9266565,8833718.33333333,not adsorbed,NA,8884038661.5,10442460691.833334,0.001043057707544399,8.459422155394713e-4,-1.9711549200492767e-4,most sorbed,1.6,0.666666666666667
363.1297,SW,PreFenton,2149361.33333333,1956685,NA,NA,8442516687.333333,8882618607.166666,2.545877506594815e-4,2.2028245121560316e-4,-3.430529944387832e-5,minimal change,1.6,0.666666666666667
363.141,HW,PostFenton,1791951.5,1592409,NA,NA,8918337356.5,8295042489.333333,2.009288759068934e-4,1.9197116856817703e-4,-8.957707338716356e-6,minimal change,1.71428571428571,0.642857142857143
363.141,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.71428571428571,0.642857142857143
363.141,SW,PostFenton,1691870,1789715.5,NA,NA,8884038661.5,10442460691.833334,1.904392883083583e-4,1.7138829178449012e-4,-1.9050996523868174e-5,minimal change,1.71428571428571,0.642857142857143
363.141,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.71428571428571,0.642857142857143
363.1449,HW,PostFenton,8353566.33333333,15289349,not adsorbed,NA,8918337356.5,8295042489.333333,9.36673059047823e-4,0.0018431911614269253,9.065181023791023e-4,most unbound,1.26315789473684,0.368421052631579
363.1449,HW,PreFenton,11647937.3333333,14388419.3333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0013201850441670671,0.0013305626137620334,1.0377569594966244e-5,minimal change,1.26315789473684,0.368421052631579
363.1449,SW,PostFenton,11320713.6666667,20918970.6666667,not adsorbed,NA,8884038661.5,10442460691.833334,0.0012742755967200268,0.0020032606570429,7.289850603228731e-4,most unbound,1.26315789473684,0.368421052631579
363.1449,SW,PreFenton,14875553,19991804.3333333,not adsorbed,NA,8442516687.333333,8882618607.166666,0.001761980882112845,0.0022506656220952154,4.886847399823704e-4,most unbound,1.26315789473684,0.368421052631579
363.1562,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.33333333333333,0.333333333333333
363.1562,HW,PreFenton,1743131,2276637.33333333,NA,NA,8822958103.333334,10813785976.333332,1.9756763883322092e-4,2.105310146063458e-4,1.2963375773124888e-5,minimal change,1.33333333333333,0.333333333333333
363.1562,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.33333333333333,0.333333333333333
363.1562,SW,PreFenton,1694796,2059349,NA,NA,8442516687.333333,8882618607.166666,2.0074535387567248e-4,2.3184030420246547e-4,3.109495032679299e-5,minimal change,1.33333333333333,0.333333333333333
363.1661,HW,PostFenton,4014543.66666667,7256417.33333333,not adsorbed,NA,8918337356.5,8295042489.333333,4.501448539329731e-4,8.747896520921285e-4,4.246447981591554e-4,most unbound,1.75,0.5625
363.1661,HW,PreFenton,5342153,6853494.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,6.054832106685083e-4,6.337738094995263e-4,2.829059883101802e-5,minimal change,1.75,0.5625
363.1661,SW,PostFenton,10917947,18029932,not adsorbed,NA,8884038661.5,10442460691.833334,0.001228939609112033,0.0017265980243622607,4.976584152502276e-4,most unbound,1.75,0.5625
363.1661,SW,PreFenton,6500263.66666667,9813933.33333333,not adsorbed,NA,8442516687.333333,8882618607.166666,7.699438339777631e-4,0.0011048468663751095,3.349030323973464e-4,most unbound,1.75,0.5625
363.1813,HW,PostFenton,4623828.33333333,11630950.3333333,not adsorbed,NA,8918337356.5,8295042489.333333,5.18463044007112e-4,0.0014021568121308167,8.836937681237047e-4,most unbound,1.4,0.3
363.1813,HW,PreFenton,9718052,14093521.3333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0011014505437046671,0.0013032920536968163,2.0184150999214912e-4,most unbound,1.4,0.3
363.1813,SW,PostFenton,9863914.33333333,31154886,not adsorbed,NA,8884038661.5,10442460691.833334,0.0011102961962648511,0.0029834812808407405,0.0018731850845758893,most unbound,1.4,0.3
363.1813,SW,PreFenton,20763564.6666667,35462407,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0024594046343810205,0.003992337008749678,0.001532932374368658,most unbound,1.4,0.3
363.2025,HW,PostFenton,2575203,5432344,NA,NA,8918337356.5,8295042489.333333,2.88753710143416e-4,6.548904369068028e-4,3.661367267633868e-4,most unbound,1.88235294117647,0.470588235294118
363.2025,HW,PreFenton,0,3587289.66666667,NA,new molecules,8822958103.333334,10813785976.333332,0,3.317330003125348e-4,3.317330003125348e-4,most unbound,1.88235294117647,0.470588235294118
363.2025,SW,PostFenton,3583899.66666667,9628364.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,4.0340883276407944e-4,9.220398286197679e-4,5.186309958556885e-4,most unbound,1.88235294117647,0.470588235294118
363.2025,SW,PreFenton,2925150.33333333,6374328.33333333,not adsorbed,NA,8442516687.333333,8882618607.166666,3.4647847812039955e-4,7.176181501466697e-4,3.711396720262701e-4,most unbound,1.88235294117647,0.470588235294118
363.2177,HW,PostFenton,0,2902556.66666667,NA,new molecules,8918337356.5,8295042489.333333,0,3.4991462314980216e-4,3.4991462314980216e-4,most unbound,1.52380952380952,0.238095238095238
363.2177,HW,PreFenton,2783025.66666667,4246069,not adsorbed,NA,8822958103.333334,10813785976.333332,3.1542999910826237e-4,3.9265332320177185e-4,7.722332409350948e-5,unbound,1.52380952380952,0.238095238095238
363.2177,SW,PostFenton,0,4465020,NA,new molecules,8884038661.5,10442460691.833334,0,4.275831273649829e-4,4.275831273649829e-4,most unbound,1.52380952380952,0.238095238095238
363.2177,SW,PreFenton,4097635.33333333,8861970,not adsorbed,NA,8442516687.333333,8882618607.166666,4.85357090200507e-4,9.976753918996357e-4,5.123183016991287e-4,most unbound,1.52380952380952,0.238095238095238
363.2388,HW,PostFenton,0,4852430.33333333,NA,new molecules,8918337356.5,8295042489.333333,0,5.849795633443846e-4,5.849795633443846e-4,most unbound,2,0.388888888888889
363.2388,HW,PreFenton,7457422.66666667,10536167.6666667,not adsorbed,NA,8822958103.333334,10813785976.333332,8.452292960395265e-4,9.743273715353514e-4,1.2909807549582489e-4,more unbound,2,0.388888888888889
363.2388,SW,PostFenton,0,8719746.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,8.350279617031323e-4,8.350279617031323e-4,most unbound,2,0.388888888888889
363.2388,SW,PreFenton,9406058.33333333,15939523,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0011141296702967304,0.0017944621631215472,6.803324928248168e-4,most unbound,2,0.388888888888889
364.0674,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.9375,0.5625
364.0674,HW,PreFenton,2587926.66666667,0,NA,NA,8822958103.333334,10813785976.333332,2.9331734735189835e-4,0,-2.9331734735189835e-4,most sorbed,0.9375,0.5625
364.0674,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.9375,0.5625
364.0674,SW,PreFenton,1842420,0,NA,NA,8442516687.333333,8882618607.166666,2.182311351263612e-4,0,-2.182311351263612e-4,most sorbed,0.9375,0.5625
364.0885,HW,PostFenton,2790467,0,adsorbed,NA,8918337356.5,8295042489.333333,3.1289094462951764e-4,0,-3.1289094462951764e-4,most sorbed,1.46153846153846,0.846153846153846
364.0885,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.46153846153846,0.846153846153846
364.0885,SW,PostFenton,1947394.66666667,0,NA,NA,8884038661.5,10442460691.833334,2.192015074299404e-4,0,-2.192015074299404e-4,most sorbed,1.46153846153846,0.846153846153846
364.0885,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.46153846153846,0.846153846153846
364.1038,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.11764705882353,0.470588235294118
364.1038,HW,PreFenton,2088313.33333333,1721931,NA,NA,8822958103.333334,10813785976.333332,2.3669083643776574e-4,1.5923479563665835e-4,-7.745604080110739e-5,sorbed,1.11764705882353,0.470588235294118
364.1038,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.11764705882353,0.470588235294118
364.1038,SW,PreFenton,1669760,0,NA,NA,8442516687.333333,8882618607.166666,1.9777988742447047e-4,0,-1.9777988742447047e-4,most sorbed,1.11764705882353,0.470588235294118
364.1249,HW,PostFenton,3093582.33333333,3006450,not adsorbed,NA,8918337356.5,8295042489.333333,3.4687881941117846e-4,3.624393731395614e-4,1.5560553728382936e-5,minimal change,1.64285714285714,0.714285714285714
364.1249,HW,PreFenton,1643308,0,NA,NA,8822958103.333334,10813785976.333332,1.8625363293736535e-4,0,-1.8625363293736535e-4,most sorbed,1.64285714285714,0.714285714285714
364.1249,SW,PostFenton,2673592.33333333,2573462.33333333,NA,NA,8884038661.5,10442460691.833334,3.009433474124386e-4,2.46442137469183e-4,-5.450120994325558e-5,sorbed,1.64285714285714,0.714285714285714
364.1249,SW,PreFenton,1946161.33333333,2831223,NA,NA,8442516687.333333,8882618607.166666,2.3051909820364806e-4,3.1873742701456475e-4,8.821832881091669e-5,unbound,1.64285714285714,0.714285714285714
364.1514,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.35294117647059,0.352941176470588
364.1514,HW,PreFenton,1995579,2108829.33333333,NA,NA,8822958103.333334,10813785976.333332,2.2618026478512526e-4,1.950130451951462e-4,-3.116721958997906e-5,minimal change,1.35294117647059,0.352941176470588
364.1514,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.35294117647059,0.352941176470588
364.1514,SW,PreFenton,0,1575069.5,NA,new molecules,8442516687.333333,8882618607.166666,0,1.7732040174833172e-4,1.7732040174833172e-4,most unbound,1.35294117647059,0.352941176470588
364.1548,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.92857142857143,0.428571428571429
364.1548,HW,PreFenton,0,1802228,NA,new molecules,8822958103.333334,10813785976.333332,0,1.666602246377256e-4,1.666602246377256e-4,most unbound,1.92857142857143,0.428571428571429
364.1548,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.92857142857143,0.428571428571429
364.1548,SW,PreFenton,0,1710208,NA,new molecules,8442516687.333333,8882618607.166666,0,1.925342149239833e-4,1.925342149239833e-4,most unbound,1.92857142857143,0.428571428571429
364.1878,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.5,0.277777777777778
364.1878,HW,PreFenton,4354542,6993153,not adsorbed,NA,8822958103.333334,10813785976.333332,4.935467163053674e-4,6.466886819569914e-4,1.5314196565162396e-4,most unbound,1.5,0.277777777777778
364.1878,SW,PostFenton,0,2251229,NA,new molecules,8884038661.5,10442460691.833334,0,2.1558414883578194e-4,2.1558414883578194e-4,most unbound,1.5,0.277777777777778
364.1878,SW,PreFenton,2985371,5658164.66666667,not adsorbed,NA,8442516687.333333,8882618607.166666,3.5361150123387725e-4,6.369928640301583e-4,2.83381362796281e-4,most unbound,1.5,0.277777777777778
365.015,HW,PostFenton,3311458.66666667,0,adsorbed,NA,8918337356.5,8295042489.333333,3.713089709768785e-4,0,-3.713089709768785e-4,most sorbed,0.666666666666667,0.733333333333333
