Mass,C,H,O,N,S,P,Na
559.1093,26,24,14,0,0,0,0
394.162,18,25,7,3,0,0,0
557.2029,29,34,11,0,0,0,0
591.1356,27,28,15,0,0,0,0
561.125,26,26,14,0,0,0,0
511.0519,24,16,13,0,0,0,0
589.0835,26,22,16,0,0,0,0
575.1406,27,28,14,0,0,0,0
380.1464,17,23,7,3,0,0,0
428.2038,19,31,8,3,0,0,0
477.1726,19,30,12,2,0,0,0
486.1253,20,25,13,1,0,0,0
527.0831,25,20,13,0,0,0,0
404.0623,18,15,10,1,0,0,0
399.2177,24,32,5,0,0,0,0
394.1984,19,29,6,3,0,0,0
382.1984,18,29,6,3,0,0,0
499.161,26,28,10,0,0,0,0
407.2439,23,36,6,0,0,0,0
329.0666,17,14,7,0,0,0,0
527.1558,27,28,11,0,0,0,0
425.1242,23,22,8,0,0,0,0
579.0992,25,24,16,0,0,0,0
437.0515,22,14,10,0,0,0,0
511.2337,29,36,8,0,0,0,0
541.2079,29,34,10,0,0,0,0
499.3065,30,44,6,0,0,0,0
321.0252,14,10,9,0,0,0,0
525.0675,25,18,13,0,0,0,0
543.1145,26,24,13,0,0,0,0
366.1671,17,25,6,3,0,0,0
363.2177,21,32,5,0,0,0,0
545.0573,24,18,15,0,0,0,0
392.0623,17,15,10,1,0,0,0
543.078,25,20,14,0,0,0,0
471.2752,28,40,6,0,0,0,0
493.2807,27,42,8,0,0,0,0
409.0929,22,18,8,0,0,0,0
411.145,23,24,7,0,0,0,0
515.0467,23,16,14,0,0,0,0
376.1514,18,23,6,3,0,0,0
439.1035,23,20,9,0,0,0,0
541.1352,27,26,12,0,0,0,0
527.2287,29,36,9,0,0,0,0
573.0886,26,22,15,0,0,0,0
326.2085,16,29,4,3,0,0,0
469.114,24,22,10,0,0,0,0
401.2545,21,38,7,0,0,0,0
381.0252,19,10,9,0,0,0,0
505.3171,29,46,7,0,0,0,0
469.2596,28,38,6,0,0,0,0
328.2242,16,31,4,3,0,0,0
507.2963,28,44,8,0,0,0,0
463.2701,26,40,7,0,0,0,0
384.214,18,31,6,3,0,0,0
319.0459,15,12,8,0,0,0,0
329.197,17,30,6,0,0,0,0
335.1864,19,28,5,0,0,0,0
399.133,15,28,10,0,1,0,0
573.1977,29,34,12,0,0,0,0
388.0674,18,15,9,1,0,0,0
379.046,20,12,8,0,0,0,0
509.2756,27,42,9,0,0,0,0
499.1246,25,24,11,0,0,0,0
497.2181,28,34,8,0,0,0,0
513.1038,25,22,12,0,0,0,0
389.2545,20,38,7,0,0,0,0
557.0937,26,22,14,0,0,0,0
523.2912,28,44,9,0,0,0,0
354.1558,17,25,7,1,0,0,0
398.1933,18,29,7,3,0,0,0
469.2232,27,34,7,0,0,0,0
441.2283,26,34,6,0,0,0,0
457.2596,27,38,6,0,0,0,0
425.2215,19,38,8,0,1,0,0
483.0933,24,20,11,0,0,0,0
527.1923,28,32,10,0,0,0,0
483.1661,26,28,9,0,0,0,0
429.0099,19,10,12,0,0,0,0
393.0616,21,14,8,0,0,0,0
483.2388,28,36,7,0,0,0,0
485.3273,30,46,5,0,0,0,0
477.2858,27,42,7,0,0,0,0
453.0463,22,14,11,0,0,0,0
777.2674,30,50,23,0,0,0,0
423.0722,22,16,9,0,0,0,0
489.0311,21,14,14,0,0,0,0
413.0759,14,22,12,0,1,0,0
406.1983,20,29,6,3,0,0,0
406.078,18,17,10,1,0,0,0
376.0674,17,15,9,1,0,0,0
333.1707,19,26,5,0,0,0,0
338.1721,16,25,5,3,0,0,0
356.2555,18,35,4,3,0,0,0
379.0341,13,16,11,0,1,0,0
401.2333,24,34,5,0,0,0,0
465.128,28,22,3,2,1,0,0
408.1776,19,27,7,3,0,0,0
545.0937,25,22,14,0,0,0,0
359.0045,16,8,10,0,0,0,0
455.1348,24,24,9,0,0,0,0
549.3069,30,46,9,0,0,0,0
543.2236,29,36,10,0,0,0,0
547.1093,25,24,14,0,0,0,0
441.1555,24,26,8,0,0,0,0
513.0675,24,18,13,0,0,0,0
483.2025,27,32,8,0,0,0,0
453.0827,23,18,10,0,0,0,0
497.0725,24,18,12,0,0,0,0
483.0569,23,16,12,0,0,0,0
483.1297,25,24,10,0,0,0,0
445.2596,26,38,6,0,0,0,0
557.1301,27,26,13,0,0,0,0
485.1454,25,26,10,0,0,0,0
383.2439,21,36,6,0,0,0,0
378.2035,19,29,5,3,0,0,0
390.0831,18,17,9,1,0,0,0
337.202,19,30,5,0,0,0,0
459.0205,20,12,13,0,0,0,0
577.0836,25,22,16,0,0,0,0
375.2177,22,32,5,0,0,0,0
402.9943,17,8,12,0,0,0,0
531.1508,26,28,12,0,0,0,0
429.2494,22,38,8,0,0,0,0
529.0624,24,18,14,0,0,0,0
547.073,24,20,15,0,0,0,0
400.2089,18,31,7,3,0,0,0
457.2443,23,38,9,0,0,0,0
467.265,25,40,8,0,0,0,0
497.1089,25,22,11,0,0,0,0
515.1559,26,28,11,0,0,0,0
485.0361,22,14,13,0,0,0,0
529.1351,26,26,12,0,0,0,0
515.1195,25,24,12,0,0,0,0
367.0824,20,16,7,0,0,0,0
519.0416,22,16,15,0,0,0,0
419.265,21,40,8,0,0,0,0
391.2337,19,36,8,0,0,0,0
499.0518,23,16,13,0,0,0,0
395.2439,22,36,6,0,0,0,0
387.2177,23,32,5,0,0,0,0
499.0882,24,20,12,0,0,0,0
404.1827,20,27,6,3,0,0,0
573.125,27,26,14,0,0,0,0
469.1504,25,26,9,0,0,0,0
529.0987,25,22,13,0,0,0,0
543.26,30,40,9,0,0,0,0
469.0413,22,14,12,0,0,0,0
483.2599,25,40,9,0,0,0,0
378.1671,18,25,6,3,0,0,0
561.0886,25,22,15,0,0,0,0
469.1868,26,30,8,0,0,0,0
375.2752,20,40,6,0,0,0,0
531.0781,24,20,14,0,0,0,0
441.2494,23,38,8,0,0,0,0
427.2126,25,32,6,0,0,0,0
557.2393,30,38,10,0,0,0,0
371.0045,17,8,10,0,0,0,0
371.2439,20,36,6,0,0,0,0
381.1766,16,30,10,0,0,0,0
439.0671,22,16,10,0,0,0,0
499.2701,29,40,7,0,0,0,0
340.2242,17,31,4,3,0,0,0
441.1281,15,27,11,2,0,1,0
501.1402,25,26,11,0,0,0,0
343.1187,19,20,6,0,0,0,0
433.2443,21,38,9,0,0,0,0
355.0823,19,16,7,0,0,0,0
533.312,30,46,8,0,0,0,0
559.1458,27,28,13,0,0,0,0
397.1293,22,22,7,0,0,0,0
419.2439,24,36,6,0,0,0,0
395.0773,21,16,8,0,0,0,0
531.1145,25,24,13,0,0,0,0
557.1665,28,30,12,0,0,0,0
317.1064,14,22,6,0,1,0,0
443.2439,26,36,6,0,0,0,0
535.2913,29,44,9,0,0,0,0
390.1671,19,25,6,3,0,0,0
447.0205,19,12,13,0,0,0,0
469.0776,23,18,11,0,0,0,0
380.1827,18,27,6,3,0,0,0
367.0459,19,12,8,0,0,0,0
533.0937,24,22,14,0,0,0,0
479.265,26,40,8,0,0,0,0
508.1357,18,39,5,1,5,0,0
425.0878,22,18,9,0,0,0,0
503.3014,29,44,7,0,0,0,0
455.0984,23,20,10,0,0,0,0
355.0459,18,12,8,0,0,0,0
431.2439,25,36,6,0,0,0,0
449.2544,25,38,7,0,0,0,0
517.1352,25,26,12,0,0,0,0
413.015,19,10,11,0,0,0,0
515.3014,30,44,7,0,0,0,0
343.046,17,12,8,0,0,0,0
473.0362,21,14,13,0,0,0,0
513.2494,29,38,8,0,0,0,0
411.1085,22,20,8,0,0,0,0
397.0201,19,10,10,0,0,0,0
409.0565,21,14,9,0,0,0,0
503.0467,22,16,14,0,0,0,0
527.1195,26,24,12,0,0,0,0
471.1297,24,24,10,0,0,0,0
374.1722,19,25,5,3,0,0,0
529.2807,30,42,8,0,0,0,0
487.3429,30,48,5,0,0,0,0
489.2858,28,42,7,0,0,0,0
517.0624,23,18,14,0,0,0,0
427.0307,20,12,11,0,0,0,0
485.109,24,22,11,0,0,0,0
547.2913,30,44,9,0,0,0,0
361.202,21,30,5,0,0,0,0
351.2177,20,32,5,0,0,0,0
369.0252,18,10,9,0,0,0,0
515.0831,24,20,13,0,0,0,0
443.0256,20,12,12,0,0,0,0
344.2191,16,31,5,3,0,0,0
395.0409,20,12,9,0,0,0,0
485.0726,23,18,12,0,0,0,0
381.0616,20,14,8,0,0,0,0
429.2283,25,34,6,0,0,0,0
371.1018,13,24,10,0,1,0,0
425.0514,21,14,10,0,0,0,0
501.1039,24,22,12,0,0,0,0
519.2963,29,44,8,0,0,0,0
391.143,17,28,8,0,1,0,0
441.0463,21,14,11,0,0,0,0
441.1191,23,22,9,0,0,0,0
545.1289,30,28,6,0,0,2,0
417.01,18,10,12,0,0,0,0
411.0358,20,12,10,0,0,0,0
475.2701,27,40,7,0,0,0,0
499.1951,20,37,12,0,0,1,0
411.2058,18,36,8,0,1,0,0
487.1246,24,24,11,0,0,0,0
455.062,22,16,11,0,0,0,0
417.2494,21,38,8,0,0,0,0
517.3171,30,46,7,0,0,0,0
531.2964,30,44,8,0,0,0,0
521.2756,28,42,9,0,0,0,0
441.0827,22,18,10,0,0,0,0
505.2807,28,42,8,0,0,0,0
411.2388,22,36,7,0,0,0,0
389.1274,19,23,5,2,0,1,0
501.2858,29,42,7,0,0,0,0
381.2283,21,34,6,0,0,0,0
471.0569,22,16,12,0,0,0,0
485.2545,28,38,7,0,0,0,0
471.0933,23,20,11,0,0,0,0
364.1878,18,27,5,3,0,0,0
457.0412,21,14,12,0,0,0,0
411.0721,21,16,9,0,0,0,0
393.2283,22,34,6,0,0,0,0
819.2779,32,52,24,0,0,0,0
423.2388,23,36,7,0,0,0,0
457.114,23,22,10,0,0,0,0
427.1035,22,20,9,0,0,0,0
357.0252,17,10,9,0,0,0,0
499.2337,28,36,8,0,0,0,0
487.2701,28,40,7,0,0,0,0
327.2177,18,32,5,0,0,0,0
337.1327,14,26,7,0,1,0,0
383.0409,19,12,9,0,0,0,0
473.2545,27,38,7,0,0,0,0
405.2282,23,34,6,0,0,0,0
451.1123,27,20,3,2,1,0,0
392.1827,19,27,6,3,0,0,0
401.015,18,10,11,0,0,0,0
386.9994,17,8,11,0,0,0,0
457.0777,22,18,11,0,0,0,0
515.265,29,40,8,0,0,0,0
461.2544,26,38,7,0,0,0,0
385.0201,18,10,10,0,0,0,0
357.2283,19,34,6,0,0,0,0
342.2398,17,33,4,3,0,0,0
349.2021,20,30,5,0,0,0,0
387.2388,20,36,7,0,0,0,0
427.0671,21,16,10,0,0,0,0
359.2439,19,36,6,0,0,0,0
503.3378,30,48,6,0,0,0,0
411.133,16,28,10,0,1,0,0
385.1174,14,26,10,0,1,0,0
354.2035,17,29,5,3,0,0,0
377.2181,18,34,8,0,0,0,0
375.2388,19,36,7,0,0,0,0
330.2034,15,29,5,3,0,0,0
461.2392,22,38,10,0,0,0,0
495.2964,27,44,8,0,0,0,0
501.3222,30,46,6,0,0,0,0
363.2388,18,36,7,0,0,0,0
477.2341,22,38,11,0,0,0,0
329.2333,18,34,5,0,0,0,0
361.2232,18,34,7,0,0,0,0
439.0552,15,20,13,0,1,0,0
347.2439,18,36,6,0,0,0,0
345.2283,18,34,6,0,0,0,0
479.3014,27,44,7,0,0,0,0
331.249,18,36,5,0,0,0,0
343.0823,18,16,7,0,0,0,0
355.1187,20,20,6,0,0,0,0
333.0252,15,10,9,0,0,0,0
365.099,16,18,8,2,0,0,0
309.1344,16,22,6,0,0,0,0
345.1919,17,30,7,0,0,0,0
340.1514,15,23,6,3,0,0,0
317.1606,15,26,7,0,0,0,0
382.162,17,25,7,3,0,0,0
370.1984,17,29,6,3,0,0,0
591.172,28,32,14,0,0,0,0
329.1394,19,22,5,0,0,0,0
354.0831,15,17,9,1,0,0,0
397.1657,23,26,6,0,0,0,0
529.1716,27,30,11,0,0,0,0
455.2075,26,32,7,0,0,0,0
453.2494,24,38,8,0,0,0,0
311.0409,13,12,9,0,0,0,0
345.0252,16,10,9,0,0,0,0
499.2549,25,40,10,0,0,0,0
438.1042,19,21,11,1,0,0,0
573.2341,30,38,11,0,0,0,0
343.1551,20,24,5,0,0,0,0
471.2388,27,36,7,0,0,0,0
311.15,16,24,6,0,0,0,0
419.2286,20,36,9,0,0,0,0
309.0616,14,14,8,0,0,0,0
327.1813,17,28,6,0,0,0,0
371.1864,22,28,5,0,0,0,0
392.0987,18,19,9,1,0,0,0
355.2126,19,32,6,0,0,0,0
517.0988,24,22,13,0,0,0,0
331.0823,17,16,7,0,0,0,0
510.1828,20,33,14,1,0,0,0
513.213,28,34,9,0,0,0,0
501.0675,23,18,13,0,0,0,0
593.1512,27,30,15,0,0,0,0
378.0831,17,17,9,1,0,0,0
332.1827,14,27,6,3,0,0,0
359.146,15,24,8,2,0,0,0
319.1187,17,20,6,0,0,0,0
340.1878,16,27,5,3,0,0,0
357.1708,21,26,5,0,0,0,0
309.098,15,18,7,0,0,0,0
385.2021,23,30,5,0,0,0,0
383.1137,21,20,7,0,0,0,0
487.0518,22,16,13,0,0,0,0
396.1091,21,19,7,1,0,0,0
455.1711,25,28,8,0,0,0,0
386.1093,16,21,10,1,0,0,0
366.0831,16,17,9,1,0,0,0
408.0572,17,15,11,1,0,0,0
397.0565,20,14,9,0,0,0,0
355.1551,21,24,5,0,0,0,0
413.0514,20,14,10,0,0,0,0
368.0623,15,15,10,1,0,0,0
503.265,28,40,8,0,0,0,0
559.1821,28,32,12,0,0,0,0
331.0459,16,12,8,0,0,0,0
595.1305,26,28,16,0,0,0,0
368.1827,17,27,6,3,0,0,0
563.1043,25,24,15,0,0,0,0
370.1144,16,21,9,1,0,0,0
396.0572,16,15,11,1,0,0,0
369.098,20,18,7,0,0,0,0
417.2283,24,34,6,0,0,0,0
519.1145,24,24,13,0,0,0,0
503.0831,23,20,13,0,0,0,0
589.1927,29,34,13,0,0,0,0
340.115,14,19,7,3,0,0,0
567.0991,24,24,16,0,0,0,0
503.1195,24,24,12,0,0,0,0
533.0573,23,18,15,0,0,0,0
383.0773,20,16,8,0,0,0,0
408.0936,18,19,10,1,0,0,0
341.197,18,30,6,0,0,0,0
415.2126,24,32,6,0,0,0,0
459.2388,26,36,7,0,0,0,0
547.1457,26,28,13,0,0,0,0
396.0936,17,19,10,1,0,0,0
369.2283,20,34,6,0,0,0,0
457.2232,26,34,7,0,0,0,0
499.1974,27,32,9,0,0,0,0
354.1671,16,25,6,3,0,0,0
427.1399,23,24,8,0,0,0,0
495.26,26,40,9,0,0,0,0
319.0823,16,16,7,0,0,0,0
397.0929,21,18,8,0,0,0,0
431.0256,19,12,12,0,0,0,0
331.1551,19,24,5,0,0,0,0
485.1817,26,30,9,0,0,0,0
369.1344,21,22,6,0,0,0,0
412.1726,18,27,8,3,0,0,0
331.1187,18,20,6,0,0,0,0
477.0311,20,14,14,0,0,0,0
435.2388,24,36,7,0,0,0,0
465.2494,25,38,8,0,0,0,0
579.2811,30,44,11,0,0,0,0
473.2392,23,38,10,0,0,0,0
545.1665,27,30,12,0,0,0,0
486.2204,30,34,3,1,0,1,0
533.1301,25,26,13,0,0,0,0
369.0616,19,14,8,0,0,0,0
359.1864,21,28,5,0,0,0,0
563.1407,26,28,14,0,0,0,0
408.13,19,23,9,1,0,0,0
517.2807,29,42,8,0,0,0,0
529.2443,29,38,9,0,0,0,0
589.2291,30,38,12,0,0,0,0
379.2126,21,32,6,0,0,0,0
380.0624,16,15,10,1,0,0,0
451.0154,18,12,14,0,0,0,0
343.2126,18,32,6,0,0,0,0
545.2757,30,42,9,0,0,0,0
565.0836,24,22,16,0,0,0,0
551.1042,24,24,15,0,0,0,0
447.2388,25,36,7,0,0,0,0
471.1661,25,28,9,0,0,0,0
567.2811,29,44,11,0,0,0,0
445.2443,22,38,9,0,0,0,0
393.213,18,34,9,0,0,0,0
347.1864,20,28,5,0,0,0,0
481.026,19,14,15,0,0,0,0
563.2862,30,44,10,0,0,0,0
549.0887,24,22,15,0,0,0,0
443.062,21,16,11,0,0,0,0
441.1919,25,30,7,0,0,0,0
367.2126,20,32,6,0,0,0,0
715.2303,28,44,21,0,0,0,0
410.1093,18,21,10,1,0,0,0
389.015,17,10,11,0,0,0,0
399.2388,21,36,7,0,0,0,0
443.0984,22,20,10,0,0,0,0
507.0416,21,16,15,0,0,0,0
487.0882,23,20,12,0,0,0,0
380.1563,15,27,10,1,0,0,0
382.1144,17,21,9,1,0,0,0
559.2549,30,40,10,0,0,0,0
535.073,23,20,15,0,0,0,0
325.0201,13,10,10,0,0,0,0
551.2862,29,44,10,0,0,0,0
577.1563,27,30,14,0,0,0,0
357.098,19,18,7,0,0,0,0
551.0678,23,20,16,0,0,0,0
412.0885,17,19,11,1,0,0,0
549.125,25,26,14,0,0,0,0
373.2232,19,34,7,0,0,0,0
387.141,16,24,9,2,0,0,0
553.0835,23,22,16,0,0,0,0
373.2021,22,30,5,0,0,0,0
414.1042,17,21,11,1,0,0,0
489.1039,23,22,12,0,0,0,0
491.2134,22,36,12,0,0,0,0
394.078,17,17,10,1,0,0,0
567.1356,25,28,15,0,0,0,0
413.0878,21,18,9,0,0,0,0
427.1763,24,28,7,0,0,0,0
414.1882,18,29,8,3,0,0,0
607.2033,29,36,14,0,0,0,0
491.1995,29,33,5,0,0,1,0
569.1148,24,26,16,0,0,0,0
413.1242,22,22,8,0,0,0,0
519.078,23,20,14,0,0,0,0
325.1657,17,26,6,0,0,0,0
473.109,23,22,11,0,0,0,0
605.224,30,38,13,0,0,0,0
311.0773,14,16,8,0,0,0,0
368.0987,16,19,9,1,0,0,0
373.0201,17,10,10,0,0,0,0
461.0361,20,14,13,0,0,0,0
508.1784,19,31,13,3,0,0,0
371.0409,18,12,9,0,0,0,0
657.2248,26,42,19,0,0,0,0
491.265,27,40,8,0,0,0,0
537.0522,22,18,16,0,0,0,0
469.2443,24,38,9,0,0,0,0
460.2047,28,32,3,1,0,1,0
315.1449,15,24,7,0,0,0,0
525.2705,27,42,10,0,0,0,0
410.0729,17,17,11,1,0,0,0
413.1969,24,30,6,0,0,0,0
309.1707,17,26,5,0,0,0,0
439.0154,17,12,14,0,0,0,0
579.172,27,32,14,0,0,0,0
521.0573,22,18,15,0,0,0,0
458.1891,28,30,3,1,0,1,0
398.1093,17,21,10,1,0,0,0
472.2047,29,32,3,1,0,1,0
473.0726,22,18,12,0,0,0,0
382.078,16,17,10,1,0,0,0
475.0518,21,16,13,0,0,0,0
429.0463,20,14,11,0,0,0,0
323.0409,14,12,9,0,0,0,0
543.2448,26,40,12,0,0,0,0
491.0467,21,16,14,0,0,0,0
537.2705,28,42,10,0,0,0,0
445.0412,20,14,12,0,0,0,0
561.1615,27,30,13,0,0,0,0
385.0565,19,14,9,0,0,0,0
333.1555,15,26,8,0,0,0,0
459.0569,21,16,12,0,0,0,0
485.2181,27,34,8,0,0,0,0
521.0937,23,22,14,0,0,0,0
380.0987,17,19,9,1,0,0,0
555.0991,23,24,16,0,0,0,0
313.0565,13,14,9,0,0,0,0
345.1708,20,26,5,0,0,0,0
429.0827,21,18,10,0,0,0,0
575.177,28,32,13,0,0,0,0
398.0729,16,17,11,1,0,0,0
391.2126,22,32,6,0,0,0,0
415.0307,19,12,11,0,0,0,0
555.1355,24,28,15,0,0,0,0
561.2705,30,42,10,0,0,0,0
403.2337,20,36,8,0,0,0,0
435.0205,18,12,13,0,0,0,0
575.2134,29,36,12,0,0,0,0
427.2337,22,36,8,0,0,0,0
489.0675,22,18,13,0,0,0,0
328.1514,14,23,6,3,0,0,0
321.0616,15,14,8,0,0,0,0
330.1671,14,25,6,3,0,0,0
357.0616,18,14,8,0,0,0,0
459.0933,22,20,11,0,0,0,0
389.2181,19,34,8,0,0,0,0
477.2494,26,38,8,0,0,0,0
541.0836,22,22,16,0,0,0,0
457.1504,24,26,9,0,0,0,0
399.0721,20,16,9,0,0,0,0
501.2341,24,38,11,0,0,0,0
384.0937,16,19,10,1,0,0,0
719.2252,27,44,22,0,0,0,0
371.0773,19,16,8,0,0,0,0
569.2604,28,42,12,0,0,0,0
399.0358,19,12,10,0,0,0,0
603.2141,23,40,18,0,0,0,0
595.167,27,32,15,0,0,0,0
501.2494,28,38,8,0,0,0,0
337.0201,14,10,10,0,0,0,0
505.0624,22,18,14,0,0,0,0
529.208,28,34,10,0,0,0,0
481.2443,25,38,9,0,0,0,0
357.1344,20,22,6,0,0,0,0
474.1729,19,29,11,3,0,0,0
533.2756,29,42,9,0,0,0,0
428.1675,18,27,9,3,0,0,0
539.0679,22,20,16,0,0,0,0
405.213,19,34,9,0,0,0,0
439.2337,23,36,8,0,0,0,0
541.2654,27,42,11,0,0,0,0
487.161,25,28,10,0,0,0,0
430.1831,18,29,9,3,0,0,0
575.2498,30,40,11,0,0,0,0
525.0522,21,18,16,0,0,0,0
553.1199,24,26,15,0,0,0,0
485.2392,24,38,10,0,0,0,0
489.2494,27,38,8,0,0,0,0
501.1766,26,30,10,0,0,0,0
505.0988,23,22,13,0,0,0,0
399.1813,23,28,6,0,0,0,0
535.1093,24,24,14,0,0,0,0
607.2396,30,40,13,0,0,0,0
354.1307,15,21,7,3,0,0,0
353.197,19,30,6,0,0,0,0
591.2083,29,36,13,0,0,0,0
387.0358,18,12,10,0,0,0,0
577.2654,30,42,11,0,0,0,0
368.1463,16,23,7,3,0,0,0
399.1086,21,20,8,0,0,0,0
745.2047,28,42,23,0,0,0,0
385.0929,20,18,8,0,0,0,0
531.26,29,40,9,0,0,0,0
527.2498,26,40,11,0,0,0,0
591.2447,30,40,12,0,0,0,0
345.0616,17,14,8,0,0,0,0
443.2075,25,32,7,0,0,0,0
384.1777,17,27,7,3,0,0,0
491.1406,20,28,14,0,0,0,0
553.2654,28,42,11,0,0,0,0
327.0358,13,12,10,0,0,0,0
445.2232,25,34,7,0,0,0,0
321.1344,17,22,6,0,0,0,0
443.1348,23,24,9,0,0,0,0
551.1406,25,28,14,0,0,0,0
511.2548,26,40,10,0,0,0,0
369.01,14,10,12,0,0,0,0
577.1927,28,34,13,0,0,0,0
473.1454,24,26,10,0,0,0,0
537.0886,23,22,15,0,0,0,0
323.15,17,24,6,0,0,0,0
515.1923,27,32,10,0,0,0,0
707.2253,26,44,22,0,0,0,0
565.1563,26,30,14,0,0,0,0
492.1835,19,31,12,3,0,0,0
339.1813,18,28,6,0,0,0,0
342.1671,15,25,6,3,0,0,0
344.1463,14,23,7,3,0,0,0
405.0099,17,10,12,0,0,0,0
475.0882,22,20,12,0,0,0,0
371.1136,20,20,7,0,0,0,0
581.2604,29,42,12,0,0,0,0
413.1606,23,26,7,0,0,0,0
345.1304,14,22,8,2,0,0,0
515.2287,28,36,9,0,0,0,0
361.0201,16,10,10,0,0,0,0
311.1136,15,20,7,0,0,0,0
418.104,15,33,2,1,5,0,0
415.2337,21,36,8,0,0,0,0
429.1191,22,22,9,0,0,0,0
451.2337,24,36,8,0,0,0,0
505.1199,20,26,15,0,0,0,0
395.1922,17,32,10,0,0,0,0
608.2308,24,39,15,3,0,0,0
537.125,24,26,14,0,0,0,0
372.214,17,31,6,3,0,0,0
471.2024,26,32,8,0,0,0,0
517.1715,26,30,11,0,0,0,0
333.0616,16,14,8,0,0,0,0
523.0729,22,20,15,0,0,0,0
443.2286,22,36,9,0,0,0,0
345.098,18,18,7,0,0,0,0
563.1771,27,32,13,0,0,0,0
356.1827,16,27,6,3,0,0,0
593.1876,28,34,14,0,0,0,0
447.2236,21,36,10,0,0,0,0
349.0201,15,10,10,0,0,0,0
475.2185,22,36,11,0,0,0,0
397.2232,21,34,7,0,0,0,0
559.2185,29,36,11,0,0,0,0
331.1762,16,28,7,0,0,0,0
445.0776,21,18,11,0,0,0,0
539.1043,23,24,15,0,0,0,0
529.1199,22,26,15,0,0,0,0
519.1508,25,28,12,0,0,0,0
455.2287,23,36,9,0,0,0,0
593.2604,30,42,12,0,0,0,0
489.1403,24,26,11,0,0,0,0
359.0409,17,12,9,0,0,0,0
315.1086,14,20,8,0,0,0,0
491.0831,22,20,13,0,0,0,0
507.2599,27,40,9,0,0,0,0
421.2232,23,34,7,0,0,0,0
459.2236,22,36,10,0,0,0,0
409.0446,14,18,12,0,1,0,0
333.098,17,18,7,0,0,0,0
321.098,16,18,7,0,0,0,0
417.1072,14,26,12,0,1,0,0
549.1614,26,30,13,0,0,0,0
507.078,22,20,14,0,0,0,0
595.2033,28,36,14,0,0,0,0
359.0773,18,16,8,0,0,0,0
361.1868,17,30,8,0,0,0,0
386.1933,17,29,7,3,0,0,0
393.01,16,10,12,0,0,0,0
409.2232,22,34,7,0,0,0,0
315.0722,13,16,9,0,0,0,0
433.194,27,31,3,0,0,1,0
513.0522,20,18,16,0,0,0,0
385.1293,21,22,7,0,0,0,0
495.0417,20,16,15,0,0,0,0
535.1458,25,28,13,0,0,0,0
543.0993,22,24,16,0,0,0,0
457.1868,25,30,8,0,0,0,0
581.1877,27,34,14,0,0,0,0
385.2232,20,34,7,0,0,0,0
501.213,27,34,9,0,0,0,0
401.197,23,30,6,0,0,0,0
479.2134,21,36,12,0,0,0,0
557.224,26,38,13,0,0,0,0
567.172,26,32,14,0,0,0,0
399.1449,22,24,7,0,0,0,0
347.0409,16,12,9,0,0,0,0
545.2029,28,34,11,0,0,0,0
521.1301,24,26,13,0,0,0,0
313.0929,14,18,8,0,0,0,0
359.2075,18,32,7,0,0,0,0
371.15,21,24,6,0,0,0,0
313.1293,15,22,7,0,0,0,0
335.0408,15,12,9,0,0,0,0
519.2599,28,40,9,0,0,0,0
533.1665,26,30,12,0,0,0,0
398.1569,17,25,8,3,0,0,0
503.1559,25,28,11,0,0,0,0
433.2232,24,34,7,0,0,0,0
513.2342,25,38,11,0,0,0,0
527.0678,21,20,16,0,0,0,0
583.2032,27,36,14,0,0,0,0
465.0311,19,14,14,0,0,0,0
549.2705,29,42,10,0,0,0,0
403.2126,23,32,6,0,0,0,0
573.2036,22,38,17,0,0,0,0
487.2337,27,36,8,0,0,0,0
415.1034,21,20,9,0,0,0,0
402.1882,17,29,8,3,0,0,0
346.162,14,25,7,3,0,0,0
515.0679,20,20,16,0,0,0,0
735.2202,27,44,23,0,0,0,0
561.1978,28,34,12,0,0,0,0
489.1977,22,34,12,0,0,0,0
545.2393,29,38,10,0,0,0,0
433.2079,20,34,10,0,0,0,0
457.194,29,31,3,0,0,1,0
445.114,22,22,10,0,0,0,0
593.224,29,38,13,0,0,0,0
553.1563,25,30,14,0,0,0,0
497.2392,25,38,10,0,0,0,0
565.2654,29,42,11,0,0,0,0
531.2236,28,36,10,0,0,0,0
337.1656,18,26,6,0,0,0,0
523.1093,23,24,14,0,0,0,0
403.0307,18,12,11,0,0,0,0
433.1021,14,26,13,0,1,0,0
539.1407,24,28,14,0,0,0,0
547.1821,27,32,12,0,0,0,0
429.1919,24,30,7,0,0,0,0
414.1518,17,25,9,3,0,0,0
415.0671,20,16,10,0,0,0,0
401.0514,19,14,10,0,0,0,0
459.1297,23,24,10,0,0,0,0
419.0256,18,12,12,0,0,0,0
333.1344,18,22,6,0,0,0,0
515.2134,24,36,12,0,0,0,0
345.1344,19,22,6,0,0,0,0
463.2337,25,36,8,0,0,0,0
342.1307,14,21,7,3,0,0,0
443.1711,24,28,8,0,0,0,0
463.2185,21,36,11,0,0,0,0
493.1563,20,30,14,0,0,0,0
505.1352,24,26,12,0,0,0,0
381.01,15,10,12,0,0,0,0
333.1191,14,22,9,0,0,0,0
377.0151,16,10,11,0,0,0,0
385.1657,22,26,6,0,0,0,0
423.1871,18,32,11,0,0,0,0
523.1669,21,32,15,0,0,0,0
493.2443,26,38,9,0,0,0,0
541.1199,23,26,15,0,0,0,0
531.1872,27,32,11,0,0,0,0
323.0772,15,16,8,0,0,0,0
347.1711,16,28,8,0,0,0,0
489.0886,19,22,15,0,0,0,0
