"","Forest","Treatment","Mass","intensity"
"10436","SW","PreFenton",390.1671,2717628
"10437","SW","PreFenton",391.0307,8564180.66666667
"10438","SW","PreFenton",391.0459,1907074.66666667
"10439","SW","PreFenton",391.0671,14289031.6666667
"10440","SW","PreFenton",391.0882,1838476
"10441","SW","PreFenton",391.1035,19426788.6666667
"10442","SW","PreFenton",391.1246,2344596
"10443","SW","PreFenton",391.1398,16051692.6666667
"10444","SW","PreFenton",391.1428,19620675
"10445","SW","PreFenton",391.161,3904327
"10446","SW","PreFenton",391.1762,12717557
"10447","SW","PreFenton",391.1974,11994617.3333333
"10448","SW","PreFenton",391.2126,6888274
"10449","SW","PreFenton",391.2337,3982849.66666667
"10450","SW","PreFenton",391.2701,3935071.33333333
"10451","SW","PreFenton",392.0623,2045366.33333333
"10452","SW","PreFenton",392.0987,2242067.66666667
"10453","SW","PreFenton",392.1351,1802097
"10454","SW","PreFenton",392.1827,2744443
"10455","SW","PreFenton",393.0099,3392383
"10456","SW","PreFenton",393.0463,12684508
"10457","SW","PreFenton",393.0616,2565001.66666667
"10458","SW","PreFenton",393.0827,16774371.3333333
"10459","SW","PreFenton",393.0861,3086222.66666667
"10460","SW","PreFenton",393.098,2104380
"10461","SW","PreFenton",393.1038,2634642.33333333
"10462","SW","PreFenton",393.1191,17970411
"10463","SW","PreFenton",393.1402,2052420.33333333
"10464","SW","PreFenton",393.1555,19554205
"10465","SW","PreFenton",393.1766,2889462.66666667
"10466","SW","PreFenton",393.1919,13640954
"10467","SW","PreFenton",393.213,2297512.66666667
"10468","SW","PreFenton",393.2283,5322668
"10469","SW","PreFenton",394.078,2042029.66666667
"10470","SW","PreFenton",394.1144,1894154.33333333
"10471","SW","PreFenton",394.162,2307006.33333333
"10472","SW","PreFenton",394.1984,2131995
"10473","SW","PreFenton",395.0256,6210492.33333333
"10474","SW","PreFenton",395.0409,3057770
"10475","SW","PreFenton",395.062,14919278
"10476","SW","PreFenton",395.0772,3142427.66666667
"10477","SW","PreFenton",395.0984,17614453
"10478","SW","PreFenton",395.1136,2311799.66666667
"10479","SW","PreFenton",395.1195,16658723.6666667
"10480","SW","PreFenton",395.1348,16915409.3333333
"10481","SW","PreFenton",395.1559,2082431.66666667
"10482","SW","PreFenton",395.1711,22570626.6666667
"10483","SW","PreFenton",395.1923,2991921.66666667
"10484","SW","PreFenton",395.1936,2452444.33333333
"10485","SW","PreFenton",395.2075,12779145.6666667
"10486","SW","PreFenton",395.2439,4638352.66666667
"10487","SW","PreFenton",395.2473,2866662.66666667
"10488","SW","PreFenton",395.3895,2710529.66666667
"10489","SW","PreFenton",396.0936,2050521.33333333
"10490","SW","PreFenton",396.214,2134767.33333333
"10491","SW","PreFenton",397.0201,2746324
"10492","SW","PreFenton",397.0412,8098434.66666667
"10493","SW","PreFenton",397.0565,4778629
"10494","SW","PreFenton",397.0776,14481374
"10495","SW","PreFenton",397.0929,4656779.33333333
"10496","SW","PreFenton",397.0988,2203276.33333333
"10497","SW","PreFenton",397.114,14131855
"10498","SW","PreFenton",397.1293,3276946
"10499","SW","PreFenton",397.1351,2409789.33333333
"10500","SW","PreFenton",397.1504,15306048
"10501","SW","PreFenton",397.1657,2325656
"10502","SW","PreFenton",397.1729,2258414.66666667
"10503","SW","PreFenton",397.1868,21407729.3333333
"10504","SW","PreFenton",397.2093,3990175.33333333
"10505","SW","PreFenton",397.2232,10861900.6666667
"10506","SW","PreFenton",397.2265,6824269.33333333
"10507","SW","PreFenton",397.2456,3137190
"10508","SW","PreFenton",397.2596,2026664
"10509","SW","PreFenton",398.1093,2673463
"10510","SW","PreFenton",398.1569,3360404.33333333
"10511","SW","PreFenton",398.1933,2707951.66666667
"10512","SW","PreFenton",399.0205,2000670.66666667
"10513","SW","PreFenton",399.0358,5357174.33333333
"10514","SW","PreFenton",399.0569,8298788.33333333
"10515","SW","PreFenton",399.0722,6574374.66666667
"10516","SW","PreFenton",399.0933,11753087.3333333
"10517","SW","PreFenton",399.1085,5933014.66666667
"10518","SW","PreFenton",399.1297,10729092.6666667
"10519","SW","PreFenton",399.133,2610992
"10520","SW","PreFenton",399.1449,4882738
"10521","SW","PreFenton",399.1521,2300211
"10522","SW","PreFenton",399.1661,12996917.3333333
"10523","SW","PreFenton",399.1813,3742690.33333333
"10524","SW","PreFenton",399.1885,5859299.33333333
"10525","SW","PreFenton",399.2024,15844325.6666667
"10526","SW","PreFenton",399.2177,2044562.33333333
"10527","SW","PreFenton",399.2249,3055081
"10528","SW","PreFenton",399.2388,8554133.66666667
"10529","SW","PreFenton",399.2613,2645486.33333333
"10530","SW","PreFenton",400.1362,1936582.66666667
"10531","SW","PreFenton",400.1725,3478646.66666667
"10532","SW","PreFenton",400.2089,3027068
"10533","SW","PreFenton",400.2202,1835304.33333333
"10534","SW","PreFenton",401.015,4117400
"10535","SW","PreFenton",401.0362,2011120
"10536","SW","PreFenton",401.0514,8615154
"10537","SW","PreFenton",401.0725,6154144
"10538","SW","PreFenton",401.0878,9450060.66666667
"10539","SW","PreFenton",401.1089,8990628.33333333
"10540","SW","PreFenton",401.1242,8558502.66666667
"10541","SW","PreFenton",401.1453,11384063
"10542","SW","PreFenton",401.1606,7675137.33333333
"10543","SW","PreFenton",401.1678,3222786
"10544","SW","PreFenton",401.1817,9576366.66666667
"10545","SW","PreFenton",401.197,4800091.33333333
"10546","SW","PreFenton",401.2042,6548742.66666667
"10547","SW","PreFenton",401.2181,9430281
"10548","SW","PreFenton",401.2333,2739466.66666667
"10549","SW","PreFenton",401.2406,4708961
"10550","SW","PreFenton",401.2545,3035917.66666667
"10551","SW","PreFenton",402.1518,2665346.33333333
"10552","SW","PreFenton",402.1882,2158470.66666667
"10553","SW","PreFenton",402.1994,1846322.33333333
"10554","SW","PreFenton",402.9943,2540690
"10555","SW","PreFenton",403.0307,7911574.66666667
"10556","SW","PreFenton",403.0518,1785923.66666667
"10557","SW","PreFenton",403.0671,11347440.3333333
"10558","SW","PreFenton",403.0882,4237128
"10559","SW","PreFenton",403.1035,13310794
"10560","SW","PreFenton",403.1246,4863820
"10561","SW","PreFenton",403.1398,17881933.6666667
"10562","SW","PreFenton",403.161,5653328.33333333
"10563","SW","PreFenton",403.1762,10199890
"10564","SW","PreFenton",403.1834,3883517.66666667
"10565","SW","PreFenton",403.1974,7116969.66666667
"10566","SW","PreFenton",403.2126,4962475.66666667
"10567","SW","PreFenton",403.2198,2551980.66666667
"10568","SW","PreFenton",403.2337,5652312.33333333
"10569","SW","PreFenton",403.249,3527002.33333333
"10570","SW","PreFenton",403.2701,1868807.33333333
"10571","SW","PreFenton",404.0623,1949704.33333333
"10572","SW","PreFenton",404.0987,2150327
"10573","SW","PreFenton",404.1827,2850581.33333333
"10574","SW","PreFenton",405.0099,4042770
"10575","SW","PreFenton",405.0463,11274603
"10576","SW","PreFenton",405.0616,1931628.66666667
"10577","SW","PreFenton",405.0827,16037571.6666667
"10578","SW","PreFenton",405.1038,2855792.33333333
"10579","SW","PreFenton",405.1191,17761991
"10580","SW","PreFenton",405.1402,1872414.66666667
"10581","SW","PreFenton",405.1515,11700597
"10582","SW","PreFenton",405.1555,13675552.3333333
"10583","SW","PreFenton",405.1766,4340428.66666667
"10584","SW","PreFenton",405.1919,11490339.3333333
"10585","SW","PreFenton",405.213,4196389.33333333
"10586","SW","PreFenton",405.2283,4800550.66666667
"10587","SW","PreFenton",405.2494,4709758
"10588","SW","PreFenton",405.2858,1658156
"10589","SW","PreFenton",406.078,2094877
"10590","SW","PreFenton",406.1144,2015861.66666667
"10591","SW","PreFenton",406.1984,1863036.66666667
"10592","SW","PreFenton",407.0256,6943934.33333333
"10593","SW","PreFenton",407.0409,2415466
"10594","SW","PreFenton",407.062,13787670.3333333
"10595","SW","PreFenton",407.0772,2894018
"10596","SW","PreFenton",407.0984,18585454.6666667
"10597","SW","PreFenton",407.1195,2267760.33333333
"10598","SW","PreFenton",407.1348,19695473.3333333
"10599","SW","PreFenton",407.1559,1998792.33333333
"10600","SW","PreFenton",407.1711,15300468.3333333
"10601","SW","PreFenton",407.1923,4169589.33333333
"10602","SW","PreFenton",407.2075,10412577.6666667
"10603","SW","PreFenton",407.2439,3135353.33333333
"10604","SW","PreFenton",407.265,2226555
"10605","SW","PreFenton",408.0936,2130015
"10606","SW","PreFenton",408.1776,2151951.33333333
"10607","SW","PreFenton",409.0412,9448771.66666667
"10608","SW","PreFenton",409.0565,3157657.66666667
"10609","SW","PreFenton",409.0776,15173616.3333333
"10610","SW","PreFenton",409.0929,2629446.66666667
"10611","SW","PreFenton",409.0988,2358940.33333333
"10612","SW","PreFenton",409.114,15808498.6666667
"10613","SW","PreFenton",409.1351,2579785
"10614","SW","PreFenton",409.1504,20331850
"10615","SW","PreFenton",409.1715,2117280.66666667
"10616","SW","PreFenton",409.1868,14968822.6666667
"10617","SW","PreFenton",409.1902,1940129.66666667
"10618","SW","PreFenton",409.2079,1894733
"10619","SW","PreFenton",409.2232,8127822
"10620","SW","PreFenton",409.2596,2259962.66666667
"10621","SW","PreFenton",411.0205,2755149.66666667
"10622","SW","PreFenton",411.0358,3551822
"10623","SW","PreFenton",411.0569,9827065.66666667
"10624","SW","PreFenton",411.0722,4433999.33333333
"10625","SW","PreFenton",411.0933,13017851
"10626","SW","PreFenton",411.1085,3348219.66666667
"10627","SW","PreFenton",411.1144,4692390.66666667
"10628","SW","PreFenton",411.1297,12436220.3333333
"10629","SW","PreFenton",411.1449,2653949
"10630","SW","PreFenton",411.1661,16091219
"10631","SW","PreFenton",411.1885,2625278.66666667
"10632","SW","PreFenton",411.2024,13118207.3333333
"10633","SW","PreFenton",411.2058,2898687.33333333
"10634","SW","PreFenton",411.2249,4939520
"10635","SW","PreFenton",411.2388,6149888.33333333
"10636","SW","PreFenton",412.1725,2834208
"10637","SW","PreFenton",412.2089,1919691.66666667
"10638","SW","PreFenton",413.015,2789344.66666667
"10639","SW","PreFenton",413.0362,3568268
"10640","SW","PreFenton",413.0514,5187383
"10641","SW","PreFenton",413.0725,8663181
"10642","SW","PreFenton",413.0759,4010125
"10643","SW","PreFenton",413.0878,5658765
"10644","SW","PreFenton",413.1089,9981411
"10645","SW","PreFenton",413.1242,4653198
"10646","SW","PreFenton",413.1301,5617806
"10647","SW","PreFenton",413.1453,9359502.33333333
"10648","SW","PreFenton",413.1606,4024462.66666667
"10649","SW","PreFenton",413.1678,2724324
"10650","SW","PreFenton",413.1817,12766692.6666667
"10651","SW","PreFenton",413.197,3241615.33333333
"10652","SW","PreFenton",413.2042,5719184
"10653","SW","PreFenton",413.2181,11414330.6666667
"10654","SW","PreFenton",413.2406,2815291
"10655","SW","PreFenton",413.2545,3286843
"10656","SW","PreFenton",414.1882,3587915.66666667
"10657","SW","PreFenton",414.2358,2291361.66666667
"10658","SW","PreFenton",415.0307,5315071.33333333
"10659","SW","PreFenton",415.0518,3726164.66666667
"10660","SW","PreFenton",415.0671,6951082.33333333
"10661","SW","PreFenton",415.0882,6441812.66666667
"10662","SW","PreFenton",415.1035,8315733
"10663","SW","PreFenton",415.1246,6724437
"10664","SW","PreFenton",415.1398,6731946.33333333
"10665","SW","PreFenton",415.161,8316416
"10666","SW","PreFenton",415.1762,5654698.66666667
"10667","SW","PreFenton",415.1834,4188331
"10668","SW","PreFenton",415.1974,9382741.66666667
"10669","SW","PreFenton",415.2126,4011861.66666667
"10670","SW","PreFenton",415.2198,7422122.66666667
"10671","SW","PreFenton",415.2337,9706325.66666667
"10672","SW","PreFenton",415.2562,2127872.33333333
"10673","SW","PreFenton",415.2701,1862486
"10674","SW","PreFenton",416.1675,3117570.66666667
"10675","SW","PreFenton",417.0099,3296255.33333333
"10676","SW","PreFenton",417.0463,8135508.66666667
"10677","SW","PreFenton",417.0675,2746196
"10678","SW","PreFenton",417.0827,10159614.6666667
"10679","SW","PreFenton",417.1038,4428627.66666667
"10680","SW","PreFenton",417.1072,2380115.66666667
"10681","SW","PreFenton",417.1191,10900308
"10682","SW","PreFenton",417.1402,4025171.33333333
"10683","SW","PreFenton",417.1555,9445544.66666667
"10684","SW","PreFenton",417.1766,5582334
"10685","SW","PreFenton",417.1919,7437139.33333333
"10686","SW","PreFenton",417.1991,3244883.33333333
"10687","SW","PreFenton",417.213,7181139
"10688","SW","PreFenton",417.2283,4909565.33333333
"10689","SW","PreFenton",417.2355,3169277.33333333
"10690","SW","PreFenton",417.2494,4576082.66666667
"10691","SW","PreFenton",419.0256,5710990.33333333
"10692","SW","PreFenton",419.062,10808120
"10693","SW","PreFenton",419.0984,12403511.3333333
"10694","SW","PreFenton",419.1195,2381793.33333333
"10695","SW","PreFenton",419.1348,14239201
"10696","SW","PreFenton",419.1559,2034656.33333333
"10697","SW","PreFenton",419.1711,11430027
"10698","SW","PreFenton",419.1923,3299978.33333333
"10699","SW","PreFenton",419.2075,8125236.66666667
"10700","SW","PreFenton",419.2287,4419721.33333333
"10701","SW","PreFenton",419.2439,3276766.66666667
"10702","SW","PreFenton",419.265,3986910.33333333
"10703","SW","PreFenton",420.0936,1763273.66666667
"10704","SW","PreFenton",421.0412,8175703.66666667
"10705","SW","PreFenton",421.0565,2166700.66666667
"10706","SW","PreFenton",421.0776,11938561.3333333
"10707","SW","PreFenton",421.114,14537472.3333333
"10708","SW","PreFenton",421.1351,1925461
"10709","SW","PreFenton",421.1504,12175444.3333333
"10710","SW","PreFenton",421.1715,2243155.66666667
"10711","SW","PreFenton",421.1868,11759016.3333333
"10712","SW","PreFenton",421.2079,1752658
"10713","SW","PreFenton",421.2232,6570748.66666667
"10714","SW","PreFenton",421.2265,21795239
"10715","SW","PreFenton",423.0205,3204448.66666667
"10716","SW","PreFenton",423.0358,2258954.66666667
"10717","SW","PreFenton",423.0569,9897993.66666667
"10718","SW","PreFenton",423.0722,3048457
"10719","SW","PreFenton",423.0933,12195848.3333333
"10720","SW","PreFenton",423.1085,2167474.33333333
"10721","SW","PreFenton",423.1144,3315719.33333333
"10722","SW","PreFenton",423.1297,12864860
"10723","SW","PreFenton",423.1508,2418011
"10724","SW","PreFenton",423.1661,12010842
"10725","SW","PreFenton",423.2024,10378584.3333333
"10726","SW","PreFenton",423.2388,4873559
"10727","SW","PreFenton",425.0362,4671741
"10728","SW","PreFenton",425.0514,3904423
"10729","SW","PreFenton",425.0725,9975717.66666667
"10730","SW","PreFenton",425.0878,3546703.66666667
"10731","SW","PreFenton",425.1089,11005859.3333333
"10732","SW","PreFenton",425.1242,2822733.66666667
"10733","SW","PreFenton",425.1301,4199330.66666667
"10734","SW","PreFenton",425.1453,10574412
"10735","SW","PreFenton",425.1606,2628683.66666667
"10736","SW","PreFenton",425.1817,11065930.3333333
"10737","SW","PreFenton",425.2042,2422515.66666667
"10738","SW","PreFenton",425.2181,8323656.33333333
"10739","SW","PreFenton",425.2406,2187676.33333333
"10740","SW","PreFenton",425.2545,3170715.66666667
"10741","SW","PreFenton",425.2578,3100401
"10742","SW","PreFenton",427.0307,3383943
"10743","SW","PreFenton",427.0518,5115696.33333333
"10744","SW","PreFenton",427.0671,4970969.66666667
"10745","SW","PreFenton",427.0882,8023854
"10746","SW","PreFenton",427.1035,4404013
"10747","SW","PreFenton",427.1093,3580887
"10748","SW","PreFenton",427.1246,8043990.33333333
"10749","SW","PreFenton",427.1398,3365503.66666667
"10750","SW","PreFenton",427.1457,1893333
"10751","SW","PreFenton",427.161,8779561
"10752","SW","PreFenton",427.1762,3085437.66666667
"10753","SW","PreFenton",427.1834,2856914.66666667
"10754","SW","PreFenton",427.1974,9618556.33333333
"10755","SW","PreFenton",427.2126,2340304.66666667
"10756","SW","PreFenton",427.2198,4629968.33333333
"10757","SW","PreFenton",427.2337,5807225.66666667
"10758","SW","PreFenton",427.2562,2934221.66666667
"10759","SW","PreFenton",428.2038,2458852
"10760","SW","PreFenton",429.0099,2370048.33333333
"10761","SW","PreFenton",429.0463,5565096.66666667
"10762","SW","PreFenton",429.0675,4362577.66666667
"10763","SW","PreFenton",429.0827,6184273
"10764","SW","PreFenton",429.1038,5845327.33333333
"10765","SW","PreFenton",429.1191,6115320.66666667
"10766","SW","PreFenton",429.125,4313080.33333333
"10767","SW","PreFenton",429.1402,5623457.66666667
"10768","SW","PreFenton",429.1555,5188939.33333333
"10769","SW","PreFenton",429.1766,6631071.33333333
"10770","SW","PreFenton",429.1919,4422643.33333333
"10771","SW","PreFenton",429.1991,4164595
"10772","SW","PreFenton",429.213,8502940.66666667
"10773","SW","PreFenton",429.2283,2992112.66666667
"10774","SW","PreFenton",429.2355,3926683
"10775","SW","PreFenton",429.2494,3617775
"10776","SW","PreFenton",430.1831,2056788.33333333
"10777","SW","PreFenton",430.2307,1736102.33333333
"10778","SW","PreFenton",431.0256,4193128.33333333
"10779","SW","PreFenton",431.062,7766203
"10780","SW","PreFenton",431.0831,3088398.33333333
"10781","SW","PreFenton",431.0984,8951309.33333333
"10782","SW","PreFenton",431.1195,4509878
"10783","SW","PreFenton",431.1348,7473333
"10784","SW","PreFenton",431.1559,6614536.33333333
"10785","SW","PreFenton",431.1711,7121415.33333333
"10786","SW","PreFenton",431.1784,2064903
"10787","SW","PreFenton",431.1923,4946096.33333333
"10788","SW","PreFenton",431.2075,6220633.66666667
"10789","SW","PreFenton",431.2147,3316569.66666667
"10790","SW","PreFenton",431.2287,8536920
"10791","SW","PreFenton",431.2439,3078145.66666667
"10792","SW","PreFenton",431.2511,2411862.33333333
"10793","SW","PreFenton",431.265,1991168.33333333
"10794","SW","PreFenton",433.0049,1910128.66666667
"10795","SW","PreFenton",433.0412,6917144.33333333
"10796","SW","PreFenton",433.0776,9293844.66666667
"10797","SW","PreFenton",433.0988,1993832.66666667
"10798","SW","PreFenton",433.1021,1886738.66666667
"10799","SW","PreFenton",433.114,10802535
"10800","SW","PreFenton",433.1351,2059450.33333333
"10801","SW","PreFenton",433.1504,9338894.33333333
"10802","SW","PreFenton",433.1715,1988450
"10803","SW","PreFenton",433.1868,8553142.33333333
"10804","SW","PreFenton",433.2079,8373599
"10805","SW","PreFenton",433.2232,6553608.66666667
"10806","SW","PreFenton",433.2443,6866609.33333333
"10807","SW","PreFenton",433.2596,2097157.33333333
"10808","SW","PreFenton",434.0729,1627070.66666667
