Mass,HC,OC,El_comp,NOSC,Class,KM_CH2,KMD_CH2,DBE,AI_0,C,H,O,N,S,P,Na
511.1974,1.14,1.14,CHO,-0.5,Lignin,511.63273638022,0.367263619780147,13,0.210526315789474,28,32,9,0,0,0,0
423.1086,0.87,0.87,CHO,-0.17391304347826075,Lignin,423.642280631746,0.357719368254493,14,0.4,23,20,8,0,0,0,0
379.2338,2,2,CHO,-1.1111111111111107,Protein,379.816450145636,0.183549854363946,1,0,18,36,8,0,0,0,0
403.249,1.5,1.5,CHO,-1.083333333333333,Lipid,403.804865607658,0.195134392342027,7,0.105263157894737,24,36,5,0,0,0,0
449.0514,0.61,0.61,CHO,0.26086956521739113,ConHC,449.556129436474,0.443870563525763,17,0.538461538461538,23,14,10,0,0,0,0
487.2549,1.67,1.67,CHO,-0.833333333333333,Protein,487.716959135973,0.283040864026759,5,0,24,40,10,0,0,0,0
513.2705,1.62,1.62,CHO,-0.8461538461538458,Protein,513.703565056844,0.296434943155987,6,0,26,42,10,0,0,0,0
525.1038,0.85,0.85,CHO,0.0769230769230771,Lignin,525.523611144422,0.476388855577852,16,0.285714285714286,26,22,12,0,0,0,0
409.0201,0.5,0.5,CHO,0.5,ConHC,409.569553715762,0.430446284237973,16,0.6,20,10,10,0,0,0,0
475.0154,0.6,0.6,CHO,0.7999999999999998,ConHC,475.491121986469,0.508878013530762,15,0.166666666666667,20,12,14,0,0,0,0
521.312,1.59,1.59,CHO,-1.0344827586206895,Lipid,521.736068825657,0.263931174342929,7,0,29,46,8,0,0,0,0
422.1093,1.11,1.11,CHON,0.10526315789473673,Lignin,422.644128209275,0.355871790725416,10,0,19,21,10,1,0,0,0
353.0303,0.56,0.56,CHO,0.3333333333333335,ConHC,353.642273496864,0.357726503135723,14,0.6,18,10,8,0,0,0,0
418.0779,0.89,0.89,CHON,0.3157894736842106,Lignin,418.617270161307,0.382729838693194,12,0.1875,19,17,10,1,0,0,0
366.1307,1.31,1.31,CHON,0.125,Lignin,366.728022483017,0.271977516982588,8,0,16,21,7,3,0,0,0
389.2334,1.48,1.48,CHO,-1.0434782608695654,Lignin,389.804893811424,0.195106188575835,7,0.111111111111111,23,34,5,0,0,0,0
406.1143,1.11,1.11,CHON,0,Lignin,406.667027967759,0.33297203224123,10,0.0555555555555556,19,21,9,1,0,0,0
315.1813,1.75,1.75,CHO,-1,Protein,315.835527466533,0.164472533466551,3,0,16,28,6,0,0,0,0
374.0518,0.76,0.76,CHON,0.47058823529411775,ConHC,374.640255514584,0.359744485415831,12,0.357142857142857,17,13,9,1,0,0,0
481.1141,0.88,0.88,CHO,-0.08000000000000007,Lignin,481.582995475509,0.417004524490892,15,0.333333333333333,25,22,10,0,0,0,0
527.0468,0.67,0.67,CHO,0.5,ConHC,527.464409941956,0.535590058043567,17,0.3,24,16,14,0,0,0,0
513.2858,1.4,1.4,CHO,-0.9333333333333336,Lignin,513.718817550594,0.28118244940606,10,0.130434782608696,30,42,7,0,0,0,0
394.1143,1.17,1.17,CHON,0,Lignin,394.680410151247,0.319589848753367,9,0,18,21,9,1,0,0,0
601.1562,1.03,1.03,CHO,-0.068965517241379,Lignin,601.491111046318,0.508888953682231,15,0.0666666666666667,29,30,14,0,0,0,0
563.0678,0.83,0.83,CHO,0.5,Tannin,563.445225197284,0.554774802715542,15,0,24,20,16,0,0,0,0
412.2453,1.75,1.75,CHON,-0.7000000000000002,Protein,412.79113494817,0.208865051829946,5,0,20,35,6,3,0,0,0
451.0671,0.7,0.7,CHO,0.17391304347826075,ConHC,451.569570641286,0.430429358714321,16,0.461538461538462,23,16,10,0,0,0,0
493.0259,0.7,0.7,CHO,0.7999999999999998,ConHC,493.481574563885,0.518425436114683,14,0,20,14,15,0,0,0,0
407.0408,0.57,0.57,CHO,0.2857142857142856,ConHC,407.592496283534,0.407503716465555,16,0.583333333333333,21,12,9,0,0,0,0
511.1246,0.92,0.92,CHO,-0.07692307692307665,Lignin,511.560017447376,0.439982552623746,15,0.266666666666667,26,24,11,0,0,0,0
376.2242,1.55,1.55,CHON,-0.7000000000000002,Lipid,376.810253100617,0.189746899383351,7,0.115384615384615,20,31,4,3,0,0,0
543.1872,1.14,1.14,CHO,-0.35714285714285676,Lignin,543.586834041683,0.413165958316654,13,0.117647058823529,28,32,11,0,0,0,0
487.3065,1.52,1.52,CHO,-1.1034482758620694,Lipid,487.768555448566,0.231444551434322,8,0.0869565217391304,29,44,6,0,0,0,0
467.0984,0.83,0.83,CHO,0,Lignin,467.582944421469,0.417055578530778,15,0.357142857142857,24,20,10,0,0,0,0
593.1149,1,1,CHO,0.23076923076923084,Lignin,593.458768629091,0.541231370909259,14,0,26,26,16,0,0,0,0
485.2909,1.45,1.45,CHO,-1.0344827586206895,Lignin,485.755137450135,0.244862549865218,9,0.130434782608696,29,42,6,0,0,0,0
589.1563,1.07,1.07,CHO,-0.07142857142857117,Lignin,589.504602036746,0.49539796325405,14,0,28,30,14,0,0,0,0
541.0625,0.72,0.72,CHO,0.3999999999999999,ConHC,541.464453702562,0.535546297437691,17,0.272727272727273,25,18,14,0,0,0,0
431.1229,1.87,1.87,CHOS,-0.13333333333333375,Carb,431.647614223123,0.352385776876588,2,0,15,28,12,0,1,0,0
357.1668,1.62,1.62,CHON,-0.375,Protein,357.77408836889,0.225911631110421,5,0,16,26,7,2,0,0,0
378.1195,1.17,1.17,CHON,-0.11111111111111072,Lignin,378.703395885052,0.296604114948366,9,0.0555555555555556,18,21,8,1,0,0,0
491.3014,1.57,1.57,CHO,-1.0714285714285712,Lipid,491.758982318788,0.241017681212213,7,0,28,44,7,0,0,0,0
561.0522,0.75,0.75,CHO,0.5833333333333335,ConHC,561.431895811919,0.568104188081179,16,0,24,18,16,0,0,0,0
497.2756,1.62,1.62,CHO,-0.9230769230769234,Protein,497.726484624012,0.273515375988154,6,0,26,42,9,0,0,0,0
455.2439,1.33,1.33,CHO,-0.8888888888888893,Lignin,455.74175229378,0.25824770621989,10,0.19047619047619,27,36,6,0,0,0,0
445.0049,0.53,0.53,CHO,0.8421052631578947,ConHC,445.51413780569,0.485862194309959,15,0.333333333333333,19,10,13,0,0,0,0
461.2908,1.56,1.56,CHO,-1.1111111111111107,Lipid,461.781902087371,0.218097912628537,7,0.0476190476190476,27,42,6,0,0,0,0
497.0362,0.61,0.61,CHO,0.5217391304347827,ConHC,497.487336694076,0.512663305924491,17,0.4,23,14,13,0,0,0,0
463.0154,0.63,0.63,CHO,0.8421052631578947,ConHC,463.504572070244,0.495427929755692,14,0,19,12,14,0,0,0,0
343.0096,0.5,0.5,CHO,0.625,ConHC,343.63269919956,0.367300800439523,13,0.571428571428571,16,8,9,0,0,0,0
559.073,0.8,0.8,CHO,0.3999999999999999,Lignin,559.45485364041,0.545146359590035,16,0.1,25,20,15,0,0,0,0
511.0883,0.8,0.8,CHO,0.16000000000000014,Lignin,511.523717137048,0.476282862951507,16,0.307692307692308,25,20,12,0,0,0,0
413.2545,1.73,1.73,CHO,-1.0909090909090908,Protein,413.799169688283,0.200830311717425,4,0,22,38,7,0,0,0,0
455.0256,0.57,0.57,CHO,0.5714285714285716,ConHC,455.523659423786,0.476340576214341,16,0.444444444444444,21,12,12,0,0,0,0
513.1766,1.11,1.11,CHO,-0.37037037037037024,Lignin,513.609735583888,0.390264416112473,13,0.176470588235294,27,30,10,0,0,0,0
335.1711,1.87,1.87,CHO,-0.7999999999999998,Protein,335.803039973386,0.196960026614363,2,0,15,28,8,0,0,0,0
388.1038,1,1,CHON,0,Lignin,388.676615535942,0.323384464058449,11,0.25,19,19,8,1,0,0,0
328.1878,1.8,1.8,CHON,-0.5333333333333332,Protein,328.827485979577,0.172514020423023,4,0,15,27,5,3,0,0,0
381.098,0.86,0.86,CHO,-0.1904761904761907,Lignin,381.678634279275,0.321365720725055,13,0.428571428571429,21,18,7,0,0,0,0
425.2545,1.65,1.65,CHO,-1.0434782608695654,Protein,425.785782538542,0.214217461457736,5,0,23,38,7,0,0,0,0
575.1042,0.92,0.92,CHO,0.23076923076923084,Lignin,575.468174008078,0.531825991921892,15,0,26,24,15,0,0,0,0
565.3018,1.53,1.53,CHO,-0.8666666666666663,Protein,565.676769071079,0.323230928921475,8,0,30,46,10,0,0,0,0
541.1716,1.07,1.07,CHO,-0.2857142857142856,Lignin,541.573467198191,0.426532801809344,14,0.176470588235294,28,30,11,0,0,0,0
583.1458,0.97,0.97,CHO,-0.068965517241379,Lignin,583.500819241561,0.499180758439138,16,0.1875,29,28,13,0,0,0,0
603.1718,1.1,1.1,CHO,-0.1379310344827589,Lignin,603.504481338337,0.495518661663368,14,0,29,32,14,0,0,0,0
573.2705,1.35,1.35,CHO,-0.709677419354839,Lignin,573.636549895033,0.363450104967114,11,0.0476190476190476,31,42,10,0,0,0,0
587.177,1.1,1.1,CHO,-0.2068965517241379,Lignin,587.527524626851,0.472475373149337,14,0.0625,29,32,13,0,0,0,0
571.073,0.77,0.77,CHO,0.3846153846153846,ConHC,571.441488184254,0.558511815745646,17,0.181818181818182,26,20,15,0,0,0,0
541.2443,1.27,1.27,CHO,-0.666666666666667,Lignin,541.646119483315,0.353880516685308,12,0.142857142857143,30,38,9,0,0,0,0
325.202,1.67,1.67,CHO,-1.1111111111111107,Lipid,325.845061921158,0.154938078842292,4,0,18,30,5,0,0,0,0
555.1508,1,1,CHO,-0.14285714285714324,Lignin,555.537105345547,0.462894654452725,15,0.1875,28,28,12,0,0,0,0
421.0565,0.64,0.64,CHO,0.18181818181818166,ConHC,421.592511821721,0.407488178278982,16,0.538461538461538,22,14,9,0,0,0,0
364.0674,0.94,0.94,CHON,0.375,Lignin,364.667052464185,0.33294753581481,10,0.0833333333333333,16,15,9,1,0,0,0
376.1038,1.06,1.06,CHON,0,Lignin,376.689963757394,0.310036242605861,10,0.166666666666667,18,19,8,1,0,0,0
437.2545,1.58,1.58,CHO,-1,Lipid,437.772370548149,0.22762945185076,6,0,24,38,7,0,0,0,0
555.1144,0.89,0.89,CHO,0.07407407407407396,Lignin,555.500747417088,0.499252582911708,16,0.214285714285714,27,24,13,0,0,0,0
589.12,0.96,0.96,CHO,0.14814814814814836,Lignin,589.468306360127,0.531693639872628,15,0,27,26,15,0,0,0,0
543.1508,1.04,1.04,CHO,-0.14814814814814792,Lignin,543.550509092232,0.44949090776845,14,0.133333333333333,27,28,12,0,0,0,0
402.083,0.89,0.89,CHON,0.2105263157894739,Lignin,402.640226214005,0.359773785995003,12,0.277777777777778,19,17,9,1,0,0,0
493.229,1.73,1.73,CHO,-0.6363636363636367,Protein,493.684436792894,0.315563207106322,4,0,22,38,12,0,0,0,0
603.1356,1,1,CHO,0.07142857142857162,Lignin,603.468326516167,0.531673483833174,15,0,28,28,15,0,0,0,0
411.1813,1.17,1.17,CHO,-0.666666666666667,Lignin,411.728314793977,0.271685206023051,11,0.277777777777778,24,28,6,0,0,0,0
513.1402,1,1,CHO,-0.1538461538461542,Lignin,513.573336662293,0.426663337706941,14,0.2,26,26,11,0,0,0,0
527.2651,1.33,1.33,CHO,-0.7999999999999998,Lignin,527.682453977652,0.317546022348324,11,0.136363636363636,30,40,8,0,0,0,0
577.12,1,1,CHO,0.15384615384615374,Lignin,577.481711077949,0.518288922050829,14,0,26,26,15,0,0,0,0
432.0936,0.95,0.95,CHON,0.20000000000000018,Lignin,432.617238862961,0.382761137039097,12,0.166666666666667,20,19,10,1,0,0,0
404.0987,1,1,CHON,0.10526315789473673,Lignin,404.653638173731,0.346361826268662,11,0.166666666666667,19,19,9,1,0,0,0
573.1614,1.07,1.07,CHO,-0.14285714285714324,Lignin,573.52754793413,0.472452065870471,14,0.0666666666666667,28,30,13,0,0,0,0
439.1398,1,1,CHO,-0.33333333333333304,Lignin,439.655647261192,0.344352738808425,13,0.3125,24,24,8,0,0,0,0
433.2595,1.52,1.52,CHO,-1.04,Lipid,433.781917898574,0.218082101426205,7,0.0526315789473684,25,38,6,0,0,0,0
571.1093,0.89,0.89,CHO,0.14814814814814836,Lignin,571.477747413521,0.522252586479226,16,0.153846153846154,27,24,14,0,0,0,0
575.0679,0.8,0.8,CHO,0.48,Lignin,575.431941760555,0.568058239445236,16,0,25,20,16,0,0,0,0
453.1191,0.92,0.92,CHO,-0.16666666666666696,Lignin,453.619312877842,0.380687122158463,14,0.333333333333333,24,22,9,0,0,0,0
579.1356,1.08,1.08,CHO,0.0769230769230771,Lignin,579.495078753844,0.504921246155504,13,0,26,28,15,0,0,0,0
455.265,1.67,1.67,CHO,-1,Protein,455.762818189562,0.237181810437903,5,0,24,40,8,0,0,0,0
423.0358,0.57,0.57,CHO,0.38095238095238093,ConHC,423.569574942034,0.43042505796592,16,0.545454545454545,21,12,10,0,0,0,0
396.214,1.63,1.63,CHON,-0.5263157894736841,Protein,396.777753953829,0.222246046171108,6,0,19,31,6,3,0,0,0
341.0303,0.59,0.59,CHO,0.3529411764705883,ConHC,341.655664242209,0.344335757790759,13,0.555555555555556,17,10,8,0,0,0,0
569.1301,0.93,0.93,CHO,0,Lignin,569.500748844065,0.499251155934871,16,0.2,28,26,13,0,0,0,0
439.0307,0.57,0.57,CHO,0.4761904761904763,ConHC,439.546591170322,0.453408829678267,16,0.5,21,12,11,0,0,0,0
420.0936,1,1,CHON,0.2105263157894739,Lignin,420.630659812637,0.369340187363264,11,0.0625,19,19,10,1,0,0,0
519.3327,1.6,1.6,CHO,-1.1333333333333337,Lipid,519.759007420598,0.240992579402473,7,0,30,48,7,0,0,0,0
549.0522,0.78,0.78,CHO,0.6086956521739131,ConHC,549.445288459899,0.554711540101152,15,0,23,18,16,0,0,0,0
341.0667,0.78,0.78,CHO,0,ConHC,341.691991411402,0.308008588598341,12,0.454545454545455,18,14,7,0,0,0,0
467.062,0.7,0.7,CHO,0.26086956521739113,ConHC,467.546609483184,0.453390516816455,16,0.416666666666667,23,16,11,0,0,0,0
383.1501,1.09,1.09,CHO,-0.5454545454545459,Lignin,383.728376293856,0.271623706144055,11,0.3125,22,24,6,0,0,0,0
559.1093,0.92,0.92,CHO,0.15384615384615374,Lignin,559.49117637012,0.508823629879885,15,0.0833333333333333,26,24,14,0,0,0,0
394.162,1.39,1.39,CHON,-0.11111111111111072,Lignin,394.728028587305,0.271971412695279,8,0,18,25,7,3,0,0,0
557.2029,1.17,1.17,CHO,-0.4137931034482758,Lignin,557.586824052849,0.413175947150535,13,0.111111111111111,29,34,11,0,0,0,0
591.1356,1.04,1.04,CHO,0.07407407407407396,Lignin,591.481680001577,0.518319998422953,14,0,27,28,15,0,0,0,0
561.125,1,1,CHO,0.0769230769230771,Lignin,561.504632684304,0.495367315695603,14,0,26,26,14,0,0,0,0
511.0519,0.67,0.67,CHO,0.4166666666666665,ConHC,511.48736951453,0.512630485470027,17,0.363636363636364,24,16,13,0,0,0,0
589.0835,0.85,0.85,CHO,0.3846153846153846,Lignin,589.431917787353,0.568082212646573,16,0,26,22,16,0,0,0,0
575.1406,1.04,1.04,CHO,0,Lignin,575.50459343525,0.495406564749715,14,0,27,28,14,0,0,0,0
380.1464,1.35,1.35,CHON,0,Lignin,380.728038448077,0.271961551923198,8,0,17,23,7,3,0,0,0
428.2038,1.63,1.63,CHON,-0.3157894736842106,Protein,428.731865488673,0.268134511326991,6,0,19,31,8,3,0,0,0
477.1726,1.58,1.58,CHON,0,AminoSugar,477.645959019833,0.354040980167213,6,0,19,30,12,2,0,0,0
486.1253,1.25,1.25,CHON,0.20000000000000018,Tannin,486.588619902489,0.411380097511028,9,0,20,25,13,1,0,0,0
527.0831,0.8,0.8,CHO,0.2400000000000002,Lignin,527.500712694,0.499287306000269,16,0.25,25,20,13,0,0,0,0
404.0623,0.83,0.83,CHON,0.44444444444444464,Lignin,404.617292136741,0.382707863258588,12,0.214285714285714,18,15,10,1,0,0,0
399.2177,1.33,1.33,CHO,-0.916666666666667,Lignin,399.778089568635,0.221910431365131,9,0.210526315789474,24,32,5,0,0,0,0
394.1984,1.53,1.53,CHON,-0.4210526315789478,Protein,394.764348986287,0.235651013712697,7,0,19,29,6,3,0,0,0
382.1984,1.61,1.61,CHON,-0.44444444444444464,Protein,382.777778925914,0.222221074086349,6,0,18,29,6,3,0,0,0
499.161,1.08,1.08,CHO,-0.3076923076923075,Lignin,499.609794858287,0.390205141712784,13,0.1875,26,28,10,0,0,0,0
407.2439,1.57,1.57,CHO,-1.0434782608695654,Lipid,407.795301798163,0.204698201836663,6,0,23,36,6,0,0,0,0
329.0666,0.82,0.82,CHO,0,Lignin,329.705351984126,0.29464801587369,11,0.4,17,14,7,0,0,0,0
527.1558,1.04,1.04,CHO,-0.22222222222222232,Lignin,527.573319149402,0.426680850598018,14,0.1875,27,28,11,0,0,0,0
425.1242,0.96,0.96,CHO,-0.2608695652173916,Lignin,425.65566757182,0.344332428179825,13,0.333333333333333,23,22,8,0,0,0,0
579.0992,0.96,0.96,CHO,0.31999999999999984,Lignin,579.458676113463,0.541323886537043,14,0,25,24,16,0,0,0,0
437.0515,0.64,0.64,CHO,0.27272727272727293,ConHC,437.569590618953,0.430409381046502,16,0.5,22,14,10,0,0,0,0
511.2337,1.24,1.24,CHO,-0.6896551724137927,Lignin,511.669025734541,0.33097426545919,12,0.19047619047619,29,36,8,0,0,0,0
541.2079,1.17,1.17,CHO,-0.4827586206896548,Lignin,541.609765122297,0.390234877703165,13,0.157894736842105,29,34,10,0,0,0,0
499.3065,1.47,1.47,CHO,-1.0666666666666664,Lignin,499.755160757415,0.244839242585442,9,0.125,30,44,6,0,0,0,0
321.0252,0.71,0.71,CHO,0.5714285714285716,ConHC,321.672907110003,0.32709288999655,10,0.2,14,10,9,0,0,0,0
525.0675,0.72,0.72,CHO,0.31999999999999984,ConHC,525.487365411973,0.512634588027026,17,0.333333333333333,25,18,13,0,0,0,0
543.1145,0.92,0.92,CHO,0.0769230769230771,Lignin,543.514164165113,0.485835834886984,15,0.153846153846154,26,24,13,0,0,0,0
366.1671,1.47,1.47,CHON,-0.23529411764705888,Lignin,366.764347432468,0.235652567531702,7,0,17,25,6,3,0,0,0
363.2177,1.52,1.52,CHO,-1.0476190476190474,Lipid,363.818275719776,0.18172428022433,6,0.0625,21,32,5,0,0,0,0
545.0573,0.75,0.75,CHO,0.5,ConHC,545.454871398337,0.545128601662896,16,0.111111111111111,24,18,15,0,0,0,0
392.0623,0.88,0.88,CHON,0.47058823529411775,Lignin,392.630698578826,0.369301421174384,11,0.0833333333333333,17,15,10,1,0,0,0
543.078,0.8,0.8,CHO,0.31999999999999984,Lignin,543.477788161621,0.522211838378666,16,0.181818181818182,25,20,14,0,0,0,0
471.2752,1.43,1.43,CHO,-1,Lignin,471.755101656814,0.244898343186435,9,0.136363636363636,28,40,6,0,0,0,0
493.2807,1.56,1.56,CHO,-0.9629629629629628,Lipid,493.736047876853,0.263952123147192,7,0,27,42,8,0,0,0,0
409.0929,0.82,0.82,CHO,-0.09090909090909083,Lignin,409.642263686402,0.357736313598025,14,0.428571428571429,22,18,8,0,0,0,0
411.145,1.04,1.04,CHO,-0.43478260869565233,Lignin,411.692023597644,0.307976402355905,12,0.3125,23,24,7,0,0,0,0
515.0467,0.7,0.7,CHO,0.5217391304347827,ConHC,515.477717129914,0.522282870086315,16,0.222222222222222,23,16,14,0,0,0,0
376.1514,1.28,1.28,CHON,-0.11111111111111072,Lignin,376.737555199817,0.262444800182664,9,0.166666666666667,18,23,6,3,0,0,0
439.1035,0.87,0.87,CHO,-0.08695652173913082,Lignin,439.619306884541,0.380693115458826,14,0.357142857142857,23,20,9,0,0,0,0
541.1352,0.96,0.96,CHO,-0.0740740740740744,Lignin,541.537139057862,0.462860942138263,15,0.2,27,26,12,0,0,0,0
527.2287,1.24,1.24,CHO,-0.6206896551724137,Lignin,527.646109050533,0.353890949466972,12,0.15,29,36,9,0,0,0,0
573.0886,0.85,0.85,CHO,0.3076923076923075,Lignin,573.454863351776,0.545136648224002,16,0.0909090909090909,26,22,15,0,0,0,0
326.2085,1.81,1.81,CHON,-0.75,Lipid,326.850422165594,0.149577834405704,4,0,16,29,4,3,0,0,0
469.114,0.92,0.92,CHO,-0.08333333333333304,Lignin,469.596366813977,0.403633186022773,14,0.285714285714286,24,22,10,0,0,0,0
401.2545,1.81,1.81,CHO,-1.1428571428571432,Protein,401.812570046942,0.187429953057801,3,0,21,38,7,0,0,0,0
381.0252,0.53,0.53,CHO,0.42105263157894735,ConHC,381.605935546073,0.394064453926887,15,0.6,19,10,9,0,0,0,0
505.3171,1.59,1.59,CHO,-1.1034482758620694,Lipid,505.759000155991,0.240999844008684,7,0,29,46,7,0,0,0,0
469.2596,1.36,1.36,CHO,-0.9285714285714288,Lignin,469.741764779823,0.258235220177482,10,0.181818181818182,28,38,6,0,0,0,0
328.2242,1.94,1.94,CHON,-0.875,Lipid,328.863826467214,0.136173532785733,3,0,16,31,4,3,0,0,0
507.2963,1.57,1.57,CHO,-1,Lipid,507.736002502738,0.263997497262437,7,0,28,44,8,0,0,0,0
463.2701,1.54,1.54,CHO,-1,Lipid,463.758978513518,0.241021486482452,7,0,26,40,7,0,0,0,0
384.214,1.72,1.72,CHON,-0.5555555555555554,Protein,384.791173793635,0.20882620636462,5,0,18,31,6,3,0,0,0
319.0459,0.8,0.8,CHO,0.2666666666666666,Lignin,319.695846181684,0.304153818315967,10,0.285714285714286,15,12,8,0,0,0,0
329.197,1.76,1.76,CHO,-1.0588235294117645,Protein,329.835525563898,0.164474436101671,3,0,17,30,6,0,0,0,0
335.1864,1.47,1.47,CHO,-0.9473684210526319,Lignin,335.818274155868,0.181725844132075,6,0.0714285714285714,19,28,5,0,0,0,0
399.133,1.87,1.87,CHOS,-0.40000000000000036,AminoSugar,399.693517389983,0.306482610017099,2,0,15,28,10,0,1,0,0
573.1977,1.17,1.17,CHO,-0.3448275862068968,Lignin,573.56385867724,0.436141322760022,13,0.0588235294117647,29,34,12,0,0,0,0
388.0674,0.83,0.83,CHON,0.3333333333333335,Lignin,388.64025717939,0.359742820609824,12,0.3125,18,15,9,1,0,0,0
379.046,0.6,0.6,CHO,0.20000000000000018,ConHC,379.628875616637,0.371124383362883,15,0.583333333333333,20,12,8,0,0,0,0
509.2756,1.56,1.56,CHO,-0.8888888888888893,Protein,509.713105031612,0.286894968387514,7,0,27,42,9,0,0,0,0
499.1246,0.96,0.96,CHO,-0.08000000000000007,Lignin,499.573443724431,0.426556275569112,14,0.214285714285714,25,24,11,0,0,0,0
497.2181,1.21,1.21,CHO,-0.6428571428571432,Lignin,497.669062122436,0.330937877563599,12,0.2,28,34,8,0,0,0,0
513.1038,0.88,0.88,CHO,0.08000000000000007,Lignin,513.537053403611,0.462946596388974,15,0.230769230769231,25,22,12,0,0,0,0
389.2545,1.9,1.9,CHO,-1.2000000000000002,Protein,389.825979342979,0.174020657020833,2,0,20,38,7,0,0,0,0
557.0937,0.85,0.85,CHO,0.23076923076923084,Lignin,557.477809665361,0.522190334638822,16,0.166666666666667,26,22,14,0,0,0,0
523.2912,1.57,1.57,CHO,-0.9285714285714288,Protein,523.713063607331,0.286936392669077,7,0,28,44,9,0,0,0,0
354.1558,1.47,1.47,CHON,-0.47058823529411775,Lignin,354.766546898383,0.233453101617101,6,0,17,25,7,1,0,0,0
398.1933,1.61,1.61,CHON,-0.33333333333333304,Protein,398.754815548071,0.245184451929106,6,0,18,29,7,3,0,0,0
469.2232,1.26,1.26,CHO,-0.7407407407407405,Lignin,469.705414580819,0.294585419180862,11,0.2,27,34,7,0,0,0,0
441.2283,1.31,1.31,CHO,-0.8461538461538458,Lignin,441.741736755595,0.258263244405384,10,0.2,26,34,6,0,0,0,0
457.2596,1.41,1.41,CHO,-0.9629629629629628,Lignin,457.755134744826,0.244865255174034,9,0.142857142857143,27,38,6,0,0,0,0
425.2215,2,2,CHOS,-1.0526315789473681,Protein,425.752812008521,0.247187991479223,1,0,19,38,8,0,1,0,0
483.0933,0.83,0.83,CHO,0.08333333333333348,Lignin,483.560002131165,0.439997868835349,15,0.307692307692308,24,20,11,0,0,0,0
527.1923,1.14,1.14,CHO,-0.4285714285714288,Lignin,527.609748141279,0.390251858720831,13,0.166666666666667,28,32,10,0,0,0,0
483.1661,1.08,1.08,CHO,-0.384615384615385,Lignin,483.6327108532,0.367289146799635,13,0.235294117647059,26,28,9,0,0,0,0
429.0099,0.53,0.53,CHO,0.736842105263158,ConHC,429.537041131615,0.462958868384703,15,0.428571428571429,19,10,12,0,0,0,0
393.0616,0.67,0.67,CHO,0.09523809523809534,ConHC,393.628879897566,0.371120102434361,15,0.538461538461538,21,14,8,0,0,0,0
483.2388,1.29,1.29,CHO,-0.7857142857142856,Lignin,483.705398226552,0.294601773448107,11,0.19047619047619,28,36,7,0,0,0,0
485.3273,1.53,1.53,CHO,-1.2000000000000002,Lipid,485.791537177107,0.208462822893011,8,0.12,30,46,5,0,0,0,0
477.2858,1.56,1.56,CHO,-1.0370370370370372,Lipid,477.758991831963,0.241008168036615,7,0,27,42,7,0,0,0,0
453.0463,0.64,0.64,CHO,0.36363636363636376,ConHC,453.546597274609,0.453402725390958,16,0.454545454545455,22,14,11,0,0,0,0
777.2674,1.67,1.67,CHO,-0.13333333333333375,Carb,777.405660218929,0.594339781071312,6,0,30,50,23,0,0,0,0
423.0722,0.73,0.73,CHO,0.09090909090909083,ConHC,423.60590114009,0.394098859909946,15,0.461538461538462,22,16,9,0,0,0,0
489.0311,0.67,0.67,CHO,0.6666666666666665,ConHC,489.491160276999,0.508839723001074,15,0.142857142857143,21,14,14,0,0,0,0
413.0759,1.57,1.57,CHOS,0.2857142857142856,Carb,413.620822476041,0.379177523959299,4,0,14,22,12,0,1,0,0
406.1983,1.45,1.45,CHON,-0.40000000000000036,Lignin,406.750927806099,0.249072193900872,8,0.0454545454545455,20,29,6,3,0,0,0
406.078,0.94,0.94,CHON,0.3333333333333335,Lignin,406.630691443944,0.369308556055557,11,0.0714285714285714,18,17,10,1,0,0,0
376.0674,0.88,0.88,CHON,0.3529411764705883,Lignin,376.653658627057,0.346341372942561,11,0.214285714285714,17,15,9,1,0,0,0
333.1707,1.37,1.37,CHO,-0.8421052631578947,Lignin,333.804863043679,0.19513695632088,7,0.142857142857143,19,26,5,0,0,0,0
338.1721,1.56,1.56,CHON,-0.375,Protein,338.800681815818,0.19931818418172,6,0,16,25,5,3,0,0,0
356.2555,1.94,1.94,CHON,-1,Lipid,356.863834347294,0.136165652705529,3,0,18,35,4,3,0,0,0
379.0341,1.23,1.23,CHOS,0.6153846153846154,Tannin,379.616994897584,0.383005102416234,6,0,13,16,11,0,1,0,0
401.2333,1.42,1.42,CHO,-1,Lignin,401.791467671471,0.208532328528634,8,0.157894736842105,24,34,5,0,0,0,0
465.128,0.79,0.79,CHONS,-0.2857142857142856,ConHC,465.614749027193,0.385250972806716,19,0.636363636363636,28,22,3,2,1,0,0
408.1776,1.42,1.42,CHON,-0.21052631578947345,Lignin,408.728005945948,0.271994054052414,8,0,19,27,7,3,0,0,0
545.0937,0.88,0.88,CHO,0.2400000000000002,Lignin,545.491151952971,0.508848047029119,15,0.0909090909090909,25,22,14,0,0,0,0
359.0045,0.5,0.5,CHO,0.75,ConHC,359.609789095498,0.390210904501771,13,0.5,16,8,10,0,0,0,0
455.1348,1,1,CHO,-0.25,Lignin,455.632723403273,0.367276596726811,13,0.266666666666667,24,24,9,0,0,0,0
549.3069,1.53,1.53,CHO,-0.9333333333333336,Protein,549.69971807902,0.300281920980183,8,0,30,46,9,0,0,0,0
543.2236,1.24,1.24,CHO,-0.5517241379310347,Lignin,543.623186404934,0.376813595065528,12,0.105263157894737,29,36,10,0,0,0,0
547.1093,0.96,0.96,CHO,0.16000000000000014,Lignin,547.504544600951,0.495455399048979,14,0,25,24,14,0,0,0,0
