C,H,N,O,S,P,,mass,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Initial,InitialAvg,PosSW22.csv,PosSW23.csv,PosSW24.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
13,22,0,11,0,0,,353.1089342,,12487788,8104047,10631168,Yes,10407667.67,6274933,6146257,5957603,,1.692307692,0.846153846,,353.10893,3,0.230769231,0.136363636,0.272727273,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,353.19059,353,0.19059
14,24,0,10,0,0,,351.1296696,,7127618,5579281,6285764,Yes,6330887.667,6566223,7075452,7147911,,1.714285714,0.714285714,,351.12967,3,0.214285714,0.125,0.3,O,,,-0.222222222,,----,----,----,----,SatFACarb,----,,351.21086,351,0.21086
14,22,0,11,0,0,,365.1089342,,11557409,6484860,8347163,Yes,8796477.333,6567261,5852031,7240316,,1.571428571,0.785714286,,365.10893,4,0.285714286,0.181818182,0.363636364,O,,,-0.176470588,,----,----,----,----,SatFACarb,----,,365.19336,365,0.19336
15,24,0,11,0,0,,379.1245842,,12507553,7136434,9539094,Yes,9727693.667,6622651,5469227,6641330,,1.6,0.733333333,,379.12458,4,0.266666667,0.166666667,0.363636364,O,,,-0.157894737,,----,----,----,----,SatFACarb,----,,379.21225,379,0.21225
16,24,0,13,0,0,,423.1144134,,16075390,10610140,12906988,Yes,13197506,6660366,7064267,6194226,,1.5,0.8125,,423.11441,5,0.3125,0.208333333,0.384615385,O,,,-0.157894737,,----,----,----,----,SatFACarb,----,,423.21225,423,0.21225
16,28,0,13,0,0,,427.1457134,,7921969,6849722,8036604,Yes,7602765,6684789,7680566,7004049,,1.75,0.8125,,427.14571,3,0.1875,0.107142857,0.230769231,O,,,-0.368421053,,----,----,----,----,SatFACarb,----,,427.24448,427,0.24448
21,36,0,15,0,0,,527.1981426,,3591414,3074197,3953228,Yes,3539613,6750038,6013772,6163662,,1.714285714,0.714285714,,527.19814,4,0.19047619,0.111111111,0.266666667,O,,,-0.259259259,,----,----,----,----,SatFACarb,----,,527.32005,527,0.32005
19,30,0,16,0,0,,513.1461072,,14316576,11273926,13356126,Yes,12982209.33,6772666,9179600,7998520,,1.578947368,0.842105263,,513.14611,5,0.263157895,0.166666667,0.3125,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,513.26476,513,0.26476
24,40,0,19,0,0,,631.209101,,5352030,5673787,5523699,Yes,5516505.333,6810647,8985835,6990598,,1.666666667,0.791666667,,631.2091,5,0.208333333,0.125,0.263157895,O,,,-0.310344828,,----,----,----,----,SatFACarb,----,,631.35506,631,0.35506
14,26,0,10,0,0,,353.1453196,,5215351,5312634,6122507,Yes,5550164,6856575,5426396,6853614,,1.857142857,0.714285714,,353.14532,2,0.142857143,0.076923077,0.2,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,353.22698,353,0.22698
20,34,0,16,0,0,,529.1774072,,7417063,6574285,7736950,Yes,7242766,7032622,7027527,7673027,,1.7,0.8,,529.17741,4,0.2,0.117647059,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,529.29977,529,0.29977
12,20,0,11,0,0,,339.0932842,,25091679,17375513,21057889,Yes,21175027,7047636,9145726,8852495,,1.666666667,0.916666667,,339.09328,3,0.25,0.15,0.272727273,O,,,-0.384615385,,----,----,----,----,SatFACarb,----,,339.17169,339,0.17169
20,36,0,14,0,0,,499.203228,,4251968,5274854,5394805,Yes,4973875.667,7261935,6571461,7494199,,1.8,0.7,,499.20323,3,0.15,0.083333333,0.214285714,O,,,-0.307692308,,----,----,----,----,SatFACarb,----,,499.31866,499,0.31866
22,34,0,19,0,0,,601.162151,,13432524,11327581,14183640,Yes,12981248.33,7274203,8742685,7906983,,1.545454545,0.863636364,,601.16215,6,0.272727273,0.176470588,0.315789474,O,,,-0.28,,----,----,----,----,SatFACarb,----,,601.30116,601,0.30116
19,30,0,17,0,0,,529.1410218,,21054696,14223564,19099254,Yes,18125838,7290671,6515527,6892739,,1.578947368,0.894736842,,529.14102,5,0.263157895,0.166666667,0.294117647,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,529.26338,529,0.26338
17,28,0,11,0,0,,407.1558842,,9139177,8590879,10220016,Yes,9316690.667,7313314,7085471,8601391,,1.647058824,0.647058824,,407.15588,4,0.235294118,0.142857143,0.363636364,O,,,-0.130434783,,----,----,----,----,SatFACarb,----,,407.25003,407,0.25003
16,24,0,14,0,0,,439.109328,,22385735,12939251,17870092,Yes,17731692.67,7415134,7581568,7423123,,1.5,0.875,,439.10933,5,0.3125,0.208333333,0.357142857,O,,,-0.222222222,,----,----,----,----,SatFACarb,----,,439.21087,439,0.21087
24,40,0,20,0,0,,647.2040156,,6782910,9295837,9561391,Yes,8546712.667,7531905,16761996,12187376,,1.666666667,0.833333333,,647.20402,5,0.208333333,0.125,0.25,O,,,-0.357142857,,----,----,----,----,SatFACarb,----,,647.35367,647,0.35367
16,30,0,10,0,0,,381.1766196,,3421105,5105411,3925051,Yes,4150522.333,7588858,8679019,9729244,,1.875,0.625,,381.17662,2,0.125,0.066666667,0.2,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,381.26476,381,0.26476
20,34,0,14,0,0,,497.187578,,5777601,3739820,5294341,Yes,4937254,7659207,7984402,7877088,,1.7,0.7,,497.18758,4,0.2,0.117647059,0.285714286,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,497.30255,497,0.30255
20,32,0,17,0,0,,543.1566718,,14271436,13851152,15552272,Yes,14558286.67,7697850,9226735,8913868,,1.6,0.85,,543.15667,5,0.25,0.15625,0.294117647,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,543.28227,543,0.28227
15,27,1,12,1,0,,444.1181185,,2053145,4787619,3625779,Yes,3488847.667,7928775,12170818,10492699,,1.8,0.8,,444.11812,3,0.2,0.111111111,0.25,O,,,-0.642857143,,----,----,----,----,SatFACarb,----,,444.22081,444,0.22081
18,32,0,13,0,0,,455.1770134,,5372415,5356745,5633938,Yes,5454366,7962735,9004080,6926387,,1.777777778,0.722222222,,455.17701,3,0.166666667,0.09375,0.230769231,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,455.28227,455,0.28227
18,30,0,13,0,0,,453.1613634,,7403167,4933017,6320164,Yes,6218782.667,8218876,8336499,8458407,,1.666666667,0.722222222,,453.16136,4,0.222222222,0.133333333,0.307692308,O,,,-0.217391304,,----,----,----,----,SatFACarb,----,,453.26615,453,0.26615
15,24,0,14,0,0,,427.109328,,52762933,34342077,48652542,Yes,45252517.33,8247414,8878647,8341395,,1.6,0.933333333,,427.10933,4,0.266666667,0.166666667,0.285714286,O,,,-0.375,,----,----,----,----,SatFACarb,----,,427.20809,427,0.20809
14,24,0,12,0,0,,383.1194988,,27217299,23422241,27030064,Yes,25889868,8392202,10535034,9967318,,1.714285714,0.857142857,,383.1195,3,0.214285714,0.125,0.25,O,,,-0.375,,----,----,----,----,SatFACarb,----,,383.20809,383,0.20809
16,28,0,12,0,0,,411.1507988,,7500867,6207187,7479967,Yes,7062673.667,8407214,7836307,8493078,,1.75,0.75,,411.1508,3,0.1875,0.107142857,0.25,O,,,-0.3,,----,----,----,----,SatFACarb,----,,411.24587,411,0.24587
16,26,0,12,0,0,,409.1351488,,11938856,8029835,10517080,Yes,10161923.67,8468536,7690793,8212401,,1.625,0.75,,409.13515,4,0.25,0.153846154,0.333333333,O,,,-0.2,,----,----,----,----,SatFACarb,----,,409.22976,409,0.22976
17,26,0,14,0,0,,453.124978,,19283618,14436765,17684518,Yes,17134967,8472831,11138164,10772650,,1.529411765,0.823529412,,453.12498,5,0.294117647,0.192307692,0.357142857,O,,,-0.2,,----,----,----,----,SatFACarb,----,,453.22976,453,0.22976
21,34,0,16,0,0,,541.1774072,,5144577,5716459,5920520,Yes,5593852,8521204,10039868,10671101,,1.619047619,0.761904762,,541.17741,5,0.238095238,0.147058824,0.3125,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,541.30255,541,0.30255
19,32,0,16,0,0,,515.1617572,,13526118,13756174,15133883,Yes,14138725,8542147,12919351,9495657,,1.684210526,0.842105263,,515.16176,4,0.210526316,0.125,0.25,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,515.28088,515,0.28088
18,28,0,16,0,0,,499.1304572,,35254587,24327396,32512369,Yes,30698117.33,8781550,10775999,9845300,,1.555555556,0.888888889,,499.13046,5,0.277777778,0.178571429,0.3125,O,,,-0.3,,----,----,----,----,SatFACarb,----,,499.24587,499,0.24587
16,24,0,11,0,0,,391.1245842,,16295014,9313514,14027107,Yes,13211878.33,8783297,5525531,7810595,,1.5,0.6875,,391.12458,5,0.3125,0.208333333,0.454545455,O,,,-0.047619048,,----,----,----,----,SatFACarb,----,,391.21503,391,0.21503
17,30,0,13,0,0,,441.1613634,,6550369,6528770,6612042,Yes,6563727,8832185,8824572,8397817,,1.764705882,0.764705882,,441.16136,3,0.176470588,0.1,0.230769231,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,441.26338,441,0.26338
14,22,0,12,0,0,,381.1038488,,25263007,16769774,20295719,Yes,20776166.67,8960997,8748631,9125065,,1.571428571,0.857142857,,381.10385,4,0.285714286,0.181818182,0.333333333,O,,,-0.25,,----,----,----,----,SatFACarb,----,,381.19197,381,0.19197
19,34,0,14,0,0,,485.187578,,6770161,7140310,8844985,Yes,7585152,8979955,7426263,8996850,,1.789473684,0.736842105,,485.18758,3,0.157894737,0.088235294,0.214285714,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,485.29977,485,0.29977
19,31,3,12,0,0,,492.1834958,,2967431,6100020,5083131,Yes,4716860.667,9006693,16317259,10971400,,1.631578947,0.631578947,,492.1835,6,0.315789474,0.193548387,0.5,O,,,-0.15,,----,----,----,----,SatFACarb,----,,492.29731,492,0.29731
14,22,0,13,0,0,,397.0987634,,39123021,22729085,31497631,Yes,31116579,9261683,8944814,8043134,,1.571428571,0.928571429,,397.09876,4,0.285714286,0.181818182,0.307692308,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,397.19059,397,0.19059
18,28,0,14,0,0,,467.140628,,14953484,11035966,13272473,Yes,13087307.67,9274938,9462858,9406139,,1.555555556,0.777777778,,467.14063,5,0.277777778,0.178571429,0.357142857,O,,,-0.181818182,,----,----,----,----,SatFACarb,----,,467.24865,467,0.24865
18,32,0,14,0,0,,471.171928,,12436496,12952721,13878653,Yes,13089290,9393640,7986419,8468150,,1.777777778,0.777777778,,471.17193,3,0.166666667,0.09375,0.214285714,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,471.28088,471,0.28088
17,26,0,15,0,0,,469.1198926,,28814341,18203873,26645891,Yes,24554701.67,9424396,9155732,8910514,,1.529411765,0.882352941,,469.11989,5,0.294117647,0.192307692,0.333333333,O,,,-0.263157895,,----,----,----,----,SatFACarb,----,,469.22837,469,0.22837
16,26,0,13,0,0,,425.1300634,,16931296,12358998,14397821,Yes,14562705,9564363,9822856,10121194,,1.625,0.8125,,425.13006,4,0.25,0.153846154,0.307692308,O,,,-0.263157895,,----,----,----,----,SatFACarb,----,,425.22837,425,0.22837
20,32,0,16,0,0,,527.1617572,,9086198,8564884,8857163,Yes,8836081.667,9588566,14832460,11678926,,1.6,0.8,,527.16176,5,0.25,0.15625,0.3125,O,,,-0.25,,----,----,----,----,SatFACarb,----,,527.28366,527,0.28366
20,32,0,18,0,0,,559.1515864,,25948727,22551245,27262680,Yes,25254217.33,9712659,13094588,11821552,,1.6,0.9,,559.15159,5,0.25,0.15625,0.277777778,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,559.28088,559,0.28088
16,26,0,14,0,0,,441.124978,,25555813,19914502,24992845,Yes,23487720,9815228,10766078,10286076,,1.625,0.875,,441.12498,4,0.25,0.153846154,0.285714286,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,441.22698,441,0.22698
20,34,0,15,0,0,,513.1824926,,6628385,5296839,6435936,Yes,6120386.667,9953210,8595922,9210937,,1.7,0.75,,513.18249,4,0.2,0.117647059,0.266666667,O,,,-0.28,,----,----,----,----,SatFACarb,----,,513.30116,513,0.30116
15,24,0,10,0,0,,363.1296696,,10432471,7484663,9882561,Yes,9266565,10149634,7285005,9066516,,1.6,0.666666667,,363.12967,4,0.266666667,0.166666667,0.4,O,,,-0.1,,----,----,----,----,SatFACarb,----,,363.21364,363,0.21364
15,26,0,9,0,0,,349.150405,,4642853,5425089,4751252,Yes,4939731.333,10247994,10201139,10706740,,1.733333333,0.6,,349.1504,3,0.2,0.115384615,0.333333333,O,,,-0.142857143,,----,----,----,----,SatFACarb,----,,349.23114,349,0.23114
16,28,0,11,0,0,,395.1558842,,7065385,8509474,9477213,Yes,8350690.667,10260746,8684368,10043697,,1.75,0.6875,,395.15588,3,0.1875,0.107142857,0.272727273,O,,,-0.238095238,,----,----,----,----,SatFACarb,----,,395.24726,395,0.24726
19,32,0,15,0,0,,499.1668426,,10355005,8660197,10310003,Yes,9775068.333,10268398,10212802,9687606,,1.684210526,0.789473684,,499.16684,4,0.210526316,0.125,0.266666667,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,499.28227,499,0.28227
19,32,0,14,0,0,,483.171928,,8324490,6054863,7728748,Yes,7369367,10466779,8929324,9463725,,1.684210526,0.736842105,,483.17193,4,0.210526316,0.125,0.285714286,O,,,-0.25,,----,----,----,----,SatFACarb,----,,483.28365,483,0.28365
15,26,0,11,0,0,,381.1402342,,8866728,7500537,8773681,Yes,8380315.333,10804208,9078369,10155218,,1.733333333,0.733333333,,381.14023,3,0.2,0.115384615,0.272727273,O,,,-0.263157895,,----,----,----,----,SatFACarb,----,,381.22837,381,0.22837
15,24,0,13,0,0,,411.1144134,,29408323,23172818,27607710,Yes,26729617,10809516,13126290,11759636,,1.6,0.866666667,,411.11441,4,0.266666667,0.166666667,0.307692308,O,,,-0.294117647,,----,----,----,----,SatFACarb,----,,411.20948,411,0.20948
18,28,0,15,0,0,,483.1355426,,22076808,17621967,22652522,Yes,20783765.67,11105755,12503081,11964331,,1.555555556,0.833333333,,483.13554,5,0.277777778,0.178571429,0.333333333,O,,,-0.238095238,,----,----,----,----,SatFACarb,----,,483.24726,483,0.24726
24,38,0,21,0,0,,661.1832802,,13689830,16289081,19067272,Yes,16348727.67,11197905,21333117,16089942,,1.583333333,0.875,,661.18328,6,0.25,0.157894737,0.285714286,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,661.33617,661,0.33617
15,26,0,12,0,0,,397.1351488,,11524178,8505731,10573221,Yes,10201043.33,11444857,11361460,11213444,,1.733333333,0.8,,397.13515,3,0.2,0.115384615,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,397.22698,397,0.22698
18,30,0,16,0,0,,501.1461072,,39506359,35034402,42605025,Yes,39048595.33,11450133,16432750,13296266,,1.666666667,0.888888889,,501.14611,4,0.222222222,0.133333333,0.25,O,,,-0.4,,----,----,----,----,SatFACarb,----,,501.26199,501,0.26199
17,28,0,14,0,0,,455.140628,,20405762,18954445,20363156,Yes,19907787.67,11784306,16745521,13996085,,1.647058824,0.823529412,,455.14063,4,0.235294118,0.142857143,0.285714286,O,,,-0.3,,----,----,----,----,SatFACarb,----,,455.24587,455,0.24587
16,26,0,11,0,0,,393.1402342,,12455384,10170007,14154479,Yes,12259956.67,12476276,10504644,12185529,,1.625,0.6875,,393.14023,4,0.25,0.153846154,0.363636364,O,,,-0.142857143,,----,----,----,----,SatFACarb,----,,393.23114,393,0.23114
16,26,2,10,0,0,,405.1514676,,5844867,9829769,9087330,Yes,8253988.667,12576486,21162224,16467593,,1.625,0.625,,405.15147,5,0.3125,0.192307692,0.5,O,,,-0.111111111,,----,----,----,----,SatFACarb,----,,405.24515,405,0.24515
14,24,0,11,0,0,,367.1245842,,13063283,8028684,10913918,Yes,10668628.33,12874693,9401851,10497260,,1.714285714,0.785714286,,367.12458,3,0.214285714,0.125,0.272727273,O,,,-0.294117647,,----,----,----,----,SatFACarb,----,,367.20948,367,0.20948
15,24,0,9,0,0,,347.134755,,8261132,7005559,7586152,Yes,7617614.333,12893486,10278381,11769055,,1.6,0.6,,347.13475,4,0.266666667,0.166666667,0.444444444,O,,,-0.047619048,,----,----,----,----,SatFACarb,----,,347.21502,347,0.21502
18,30,0,14,0,0,,469.156278,,16260101,11465951,14603651,Yes,14109901,13452811,12002454,12373682,,1.666666667,0.777777778,,469.15628,4,0.222222222,0.133333333,0.285714286,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,469.26476,469,0.26476
15,26,0,10,0,0,,365.1453196,,8235564,7417736,9543206,Yes,8398835.333,13769064,11682699,12233351,,1.733333333,0.666666667,,365.14532,3,0.2,0.115384615,0.3,O,,,-0.2,,----,----,----,----,SatFACarb,----,,365.22975,365,0.22975
17,28,0,13,0,0,,439.1457134,,11131971,8280047,9973000,Yes,9795006,13872475,14886782,13915280,,1.647058824,0.764705882,,439.14571,4,0.235294118,0.142857143,0.307692308,O,,,-0.238095238,,----,----,----,----,SatFACarb,----,,439.24726,439,0.24726
18,30,0,15,0,0,,485.1511926,,22273519,21836758,23537335,Yes,22549204,15791602,22702292,19292145,,1.666666667,0.833333333,,485.15119,4,0.222222222,0.133333333,0.266666667,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,485.26338,485,0.26338
15,24,0,12,0,0,,395.1194988,,14911267,16797723,17243223,Yes,16317404.33,16161027,25789257,19923243,,1.6,0.8,,395.1195,4,0.266666667,0.166666667,0.333333333,O,,,-0.222222222,,----,----,----,----,SatFACarb,----,,395.21086,395,0.21086
16,28,0,10,0,0,,379.1609696,,9290155,11557053,11646496,Yes,10831234.67,18094533,20689974,24580796,,1.75,0.625,,379.16097,3,0.1875,0.107142857,0.3,O,,,-0.181818182,,----,----,----,----,SatFACarb,----,,379.24864,379,0.24864
22,36,0,19,0,0,,603.177801,,14526267,22648856,22084784,Yes,19753302.33,19441465,31885028,22240903,,1.636363636,0.863636364,,603.1778,5,0.227272727,0.138888889,0.263157895,O,,,-0.36,,----,----,----,----,SatFACarb,----,,603.31728,603,0.31728
16,24,0,10,0,0,,375.1296696,,23643500,16333823,21498299,Yes,20491874,20661557,11847581,17690187,,1.5,0.625,,375.12967,5,0.3125,0.208333333,0.5,O,,,0,,----,----,----,----,SatFACarb,----,,375.21641,375,0.21641
16,26,0,10,0,0,,377.1453196,,17250195,16023142,17800181,Yes,17024506,21841795,17232368,20603019,,1.625,0.625,,377.14532,4,0.25,0.153846154,0.4,O,,,-0.090909091,,----,----,----,----,SatFACarb,----,,377.23253,377,0.23253
17,28,0,15,0,0,,471.1355426,,42003472,42996882,47928701,Yes,44309685,26015208,35341553,26574518,,1.647058824,0.882352941,,471.13554,4,0.235294118,0.142857143,0.266666667,O,,,-0.368421053,,----,----,----,----,SatFACarb,----,,471.24449,471,0.24449
14,25,3,7,0,0,,346.1619728,,3052304,4638819,3907681,Yes,3866268,2023992,2841818,2877891,,1.785714286,0.5,,346.16197,4,0.285714286,0.16,0.571428571,O,,,-0.133333333,,----,----,----,----,----,Alipat+N,,346.24202,346,0.24202
16,25,3,9,0,0,,402.151802,,5018270,4130904,4939845,Yes,4696339.667,2991494,2881443,2828109,,1.5625,0.5625,,402.1518,6,0.375,0.24,0.666666667,O,,,0,,----,----,----,----,----,Alipat+N,,402.24479,402,0.24479
16,28,4,8,0,0,,403.1834364,,2487544,4105420,3682481,Yes,3425148.333,3018249,3238431,3281859,,1.75,0.5,,403.18344,5,0.3125,0.178571429,0.625,O,,,-0.125,,----,----,----,----,----,Alipat+N,,403.27667,403,0.27667
15,25,3,8,0,0,,374.1568874,,4440157,4977361,4840612,Yes,4752710,3932181,3439737,4254001,,1.666666667,0.533333333,,374.15689,5,0.333333333,0.2,0.625,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,374.24341,374,0.24341
15,26,4,7,0,0,,373.1728718,,2746696,3906974,3476358,Yes,3376676,4003567,4183375,3939344,,1.733333333,0.466666667,,373.17287,5,0.333333333,0.192307692,0.714285714,O,,,-0.066666667,,----,----,----,----,----,Alipat+N,,373.25916,373,0.25916
15,27,3,7,0,0,,360.1776228,,2955886,4513078,4242495,Yes,3903819.667,4074373,5627239,5432440,,1.8,0.466666667,,360.17762,4,0.266666667,0.148148148,0.571428571,O,,,-0.117647059,,----,----,----,----,----,Alipat+N,,360.26091,360,0.26091
15,23,5,7,0,0,,384.1524708,,3209866,3540537,3387187,Yes,3379196.667,4422428,6818187,6004700,,1.533333333,0.466666667,,384.15247,7,0.466666667,0.304347826,1,CRAM,,,0.153846154,,----,----,----,----,----,Alipat+N,,384.2413,384,0.2413
16,27,3,8,0,0,,388.1725374,,3856914,4241981,4395753,Yes,4164882.667,4719379,4806008,4860830,,1.6875,0.5,,388.17254,5,0.3125,0.185185185,0.625,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,388.2623,388,0.2623
16,26,4,8,0,0,,401.1677864,,3122751,3493342,3866580,Yes,3494224.333,5033215,5337890,5640402,,1.625,0.5,,401.16779,6,0.375,0.230769231,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,401.26055,401,0.26055
15,23,3,8,0,0,,372.1412374,,3949091,4081752,4129368,Yes,4053403.667,5605817,4535316,4781790,,1.533333333,0.533333333,,372.14124,6,0.4,0.260869565,0.75,O,,,0.0625,,----,----,----,----,----,Alipat+N,,372.22729,372,0.22729
16,28,4,7,0,0,,387.1885218,,2284350,4238667,3592714,Yes,3371910.333,5732899,7329931,6148796,,1.75,0.4375,,387.18852,5,0.3125,0.178571429,0.714285714,O,,,-0.058823529,,----,----,----,----,----,Alipat+N,,387.27805,387,0.27805
18,30,4,8,0,0,,429.1990864,,2387568,3680265,3369065,Yes,3145632.667,5947404,6472148,6313767,,1.666666667,0.444444444,,429.19909,6,0.333333333,0.2,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,429.29833,429,0.29833
16,25,3,8,0,0,,386.1568874,,3402329,3599430,3556633,Yes,3519464,6006049,5339019,6292935,,1.5625,0.5,,386.15689,6,0.375,0.24,0.75,O,,,0.055555556,,----,----,----,----,----,Alipat+N,,386.24618,386,0.24618
17,28,4,8,0,0,,415.1834364,,3042327,4039416,3517133,Yes,3532958.667,6476090,5699339,6462596,,1.647058824,0.470588235,,415.18344,6,0.352941176,0.214285714,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,415.27944,415,0.27944
15,25,3,7,0,0,,358.1619728,,3541021,3597996,3508702,Yes,3549239.667,6702380,6314732,6604290,,1.666666667,0.466666667,,358.16197,5,0.333333333,0.2,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,358.24479,358,0.24479
18,32,4,7,0,0,,415.2198218,,2270742,4564727,3377869,Yes,3404446,6756667,9636620,8642692,,1.777777778,0.388888889,,415.21982,5,0.277777778,0.15625,0.714285714,O,,,-0.047619048,,----,----,----,----,----,Alipat+N,,415.31584,415,0.31584
16,26,4,7,0,0,,385.1728718,,2669945,3853127,3232813,Yes,3251961.667,6877222,8772242,8247513,,1.625,0.4375,,385.17287,6,0.375,0.230769231,0.857142857,CRAM,,,0.058823529,,----,----,----,----,----,Alipat+N,,385.26194,385,0.26194
19,29,3,11,0,0,,474.1729312,,2915393,4463670,4171151,Yes,3850071.333,7200199,9172377,6431443,,1.526315789,0.578947368,,474.17293,7,0.368421053,0.24137931,0.636363636,O,,,0,,----,----,----,----,----,Alipat+N,,474.28258,474,0.28258
17,30,4,7,0,0,,401.2041718,,2238018,5046243,4088792,Yes,3791017.667,7423236,8337191,8717527,,1.764705882,0.411764706,,401.20417,5,0.294117647,0.166666667,0.714285714,O,,,-0.052631579,,----,----,----,----,----,Alipat+N,,401.29694,401,0.29694
17,28,4,7,0,0,,399.1885218,,2284896,4330187,3285716,Yes,3300266.333,8000468,8717827,8866754,,1.647058824,0.411764706,,399.18852,6,0.352941176,0.214285714,0.857142857,CRAM,,,0.052631579,,----,----,----,----,----,Alipat+N,,399.28083,399,0.28083
15,23,3,7,0,0,,356.1463228,,3784658,5345319,4848513,Yes,4659496.667,8068827,9584759,8773518,,1.533333333,0.466666667,,356.14632,6,0.4,0.260869565,0.857142857,CRAM,,,0.117647059,,----,----,----,----,----,Alipat+N,,356.22868,356,0.22868
16,27,3,7,0,0,,372.1776228,,4112942,5005412,4947555,Yes,4688636.333,8600004,7367711,7869161,,1.6875,0.4375,,372.17762,5,0.3125,0.185185185,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,372.26368,372,0.26368
15,27,3,6,0,0,,344.1827082,,3782938,6933057,5320279,Yes,5345424.667,9132628,12343990,9730443,,1.8,0.4,,344.18271,4,0.266666667,0.148148148,0.666666667,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,344.2623,344,0.2623
16,25,3,7,0,0,,370.1619728,,3874794,5397985,4652046,Yes,4641608.333,9871203,10609073,10406028,,1.5625,0.4375,,370.16197,6,0.375,0.24,0.857142857,CRAM,,,0.105263158,,----,----,----,----,----,Alipat+N,,370.24757,370,0.24757
16,29,3,6,0,0,,358.1983582,,4082216,9154231,6752745,Yes,6663064,12020022,18004728,14385677,,1.8125,0.375,,358.19836,4,0.25,0.137931034,0.666666667,O,,,-0.05,,----,----,----,----,----,Alipat+N,,358.28119,358,0.28119
22,43,1,1,0,0,,336.3271872,,5569530,1939070,4130010,Yes,3879536.667,19016598,2204115,3645750,,1.954545455,0.045454545,,336.32719,2,0.090909091,0.046511628,2,O,,,0.048780488,,----,----,----,----,----,Alipat+N,,336.40496,336,0.40496
21,33,3,3,0,0,,374.2449144,,29131894,25115373,23799997,Yes,26015754.67,37413935,22994580,21237066,,1.571428571,0.142857143,,374.24491,7,0.333333333,0.212121212,2.333333333,O,,,0.242424242,,----,----,----,----,----,Alipat+N,,374.33145,374,0.33145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
