C,H,N,O,S,P,,mass,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Initial,InitialAvg,PosSW22.csv,PosSW23.csv,PosSW24.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
19,18,0,11,0,0,,421.0776342,,4431626,6452812,7328328,Yes,6070922,0,0,0,,0.947368421,0.578947368,,421.07763,11,0.578947368,0.611111111,1,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,421.175,421,0.175
19,18,0,12,0,0,,437.0725488,,4240684,6214877,6246858,Yes,5567473,0,0,0,,0.947368421,0.631578947,,437.07255,11,0.578947368,0.611111111,0.916666667,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,437.17362,437,0.17362
19,18,0,13,0,0,,453.0674634,,3816103,4993443,5725227,Yes,4844924.333,0,0,0,,0.947368421,0.684210526,,453.06746,11,0.578947368,0.611111111,0.846153846,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,453.17223,453,0.17223
19,18,0,14,0,0,,469.062378,,3371013,3872996,4226436,Yes,3823481.667,0,0,0,,0.947368421,0.736842105,,469.06238,11,0.578947368,0.611111111,0.785714286,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,469.17084,469,0.17084
19,20,0,13,0,0,,455.0831134,,5245446,5906643,6586264,Yes,5912784.333,0,0,0,,1.052631579,0.684210526,,455.08311,10,0.526315789,0.5,0.769230769,O,,,0.28,,----,----,HUnSatLig,----,----,----,,455.18834,455,0.18834
19,20,0,14,0,0,,471.078028,,3484687,3910804,4703613,Yes,4033034.667,0,0,0,,1.052631579,0.736842105,,471.07803,10,0.526315789,0.5,0.714285714,O,,,0.25,,----,----,HUnSatLig,----,----,----,,471.18696,471,0.18696
19,22,0,13,0,0,,457.0987634,,4825465,5309456,6133524,Yes,5422815,0,0,0,,1.157894737,0.684210526,,457.09876,9,0.473684211,0.409090909,0.692307692,O,,,0.2,,----,----,HUnSatLig,----,----,----,,457.20446,457,0.20446
19,22,0,14,0,0,,473.093678,,3574827,3253331,4217221,Yes,3681793,0,0,0,,1.157894737,0.736842105,,473.09368,9,0.473684211,0.409090909,0.642857143,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,473.20307,473,0.20307
19,24,0,13,0,0,,459.1144134,,5474561,4173660,5170850,Yes,4939690.333,0,0,0,,1.263157895,0.684210526,,459.11441,8,0.421052632,0.333333333,0.615384615,O,,,0.12,,----,----,HUnSatLig,----,----,----,,459.22058,459,0.22058
19,28,0,18,0,0,,543.1202864,,8182733,3175951,5580560,Yes,5646414.667,0,0,0,,1.473684211,0.947368421,,543.12029,6,0.315789474,0.214285714,0.333333333,O,,,-0.3,,----,----,HUnSatLig,----,----,----,,543.24587,543,0.24587
19,28,0,19,0,0,,559.115201,,3995191,2415821,3723992,Yes,3378334.667,0,0,0,,1.473684211,1,,559.1152,6,0.315789474,0.214285714,0.315789474,O,,,-0.368421053,,----,----,HUnSatLig,----,----,----,,559.24449,559,0.24449
20,18,0,10,0,0,,417.0827196,,2240985,4379356,4183738,Yes,3601359.667,0,0,0,,0.9,0.5,,417.08272,12,0.6,0.666666667,1.2,CRAM,,,0.466666667,,----,----,HUnSatLig,----,----,----,,417.17916,417,0.17916
20,18,0,11,0,0,,433.0776342,,2677474,4140687,4183855,Yes,3667338.667,0,0,0,,0.9,0.55,,433.07763,12,0.6,0.666666667,1.090909091,CRAM,,,0.448275862,,----,----,HUnSatLig,----,----,----,,433.17778,433,0.17778
20,18,0,12,0,0,,449.0725488,,2725397,4831070,4446577,Yes,4001014.667,0,0,0,,0.9,0.6,,449.07255,12,0.6,0.666666667,1,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,449.17639,449,0.17639
20,18,0,13,0,0,,465.0674634,,2875433,3897775,4668865,Yes,3814024.333,0,0,0,,0.9,0.65,,465.06746,12,0.6,0.666666667,0.923076923,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,465.175,465,0.175
20,18,0,14,0,0,,481.062378,,2266408,3033043,4149797,Yes,3149749.333,0,0,0,,0.9,0.7,,481.06238,12,0.6,0.666666667,0.857142857,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,481.17362,481,0.17362
20,20,0,12,0,0,,451.0881988,,4522837,5747322,5460167,Yes,5243442,0,0,0,,1,0.6,,451.0882,11,0.55,0.55,0.916666667,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,451.19251,451,0.19251
20,20,0,13,0,0,,467.0831134,,3683341,4923713,4943258,Yes,4516770.667,0,0,0,,1,0.65,,467.08311,11,0.55,0.55,0.846153846,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,467.19112,467,0.19112
20,20,0,14,0,0,,483.078028,,3081606,3788751,3813992,Yes,3561449.667,0,0,0,,1,0.7,,483.07803,11,0.55,0.55,0.785714286,CRAM,,,0.307692308,,----,----,HUnSatLig,----,----,----,,483.18973,483,0.18973
20,22,0,13,0,0,,469.0987634,,4732933,5479650,5768580,Yes,5327054.333,0,0,0,,1.1,0.65,,469.09876,10,0.5,0.454545455,0.769230769,O,,,0.259259259,,----,----,HUnSatLig,----,----,----,,469.20724,469,0.20724
20,22,0,14,0,0,,485.093678,,2824684,3198422,4080309,Yes,3367805,0,0,0,,1.1,0.7,,485.09368,10,0.5,0.454545455,0.714285714,O,,,0.230769231,,----,----,HUnSatLig,----,----,----,,485.20585,485,0.20585
20,26,0,13,0,0,,473.1300634,,4685868,3657810,4663686,Yes,4335788,0,0,0,,1.3,0.65,,473.13006,8,0.4,0.307692308,0.615384615,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,473.23947,473,0.23947
21,20,0,9,0,0,,415.103455,,2368025,3631864,4257485,Yes,3419124.667,0,0,0,,0.952380952,0.428571429,,415.10345,12,0.571428571,0.6,1.333333333,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,415.19944,415,0.19944
21,20,0,10,0,0,,431.0983696,,2076082,3563351,3593172,Yes,3077535,0,0,0,,0.952380952,0.476190476,,431.09837,12,0.571428571,0.6,1.2,CRAM,,,0.4375,,----,----,HUnSatLig,----,----,----,,431.19805,431,0.19805
21,20,0,11,0,0,,447.0932842,,2103005,4142147,3361313,Yes,3202155,0,0,0,,0.952380952,0.523809524,,447.09328,12,0.571428571,0.6,1.090909091,CRAM,,,0.419354839,,----,----,HUnSatLig,----,----,----,,447.19667,447,0.19667
21,20,0,12,0,0,,463.0881988,,2440794,4560429,3955193,Yes,3652138.667,0,0,0,,0.952380952,0.571428571,,463.0882,12,0.571428571,0.6,1,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,463.19528,463,0.19528
21,20,0,13,0,0,,479.0831134,,2510551,3469281,4155884,Yes,3378572,0,0,0,,0.952380952,0.619047619,,479.08311,12,0.571428571,0.6,0.923076923,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,479.19389,479,0.19389
21,22,0,13,0,0,,481.0987634,,2909482,4397010,4458022,Yes,3921504.667,0,0,0,,1.047619048,0.619047619,,481.09876,11,0.523809524,0.5,0.846153846,CRAM,,,0.310344828,,----,----,HUnSatLig,----,----,----,,481.21001,481,0.21001
21,22,0,14,0,0,,497.093678,,2638011,3547306,3985664,Yes,3390327,0,0,0,,1.047619048,0.666666667,,497.09368,11,0.523809524,0.5,0.785714286,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,497.20862,497,0.20862
21,24,0,13,0,0,,483.1144134,,3815815,3935183,4645482,Yes,4132160,0,0,0,,1.142857143,0.619047619,,483.11441,10,0.476190476,0.416666667,0.769230769,O,,,0.24137931,,----,----,HUnSatLig,----,----,----,,483.22613,483,0.22613
21,26,0,13,0,0,,485.1300634,,3805678,3729366,4098742,Yes,3877928.667,0,0,0,,1.238095238,0.619047619,,485.13006,9,0.428571429,0.346153846,0.692307692,O,,,0.172413793,,----,----,HUnSatLig,----,----,----,,485.24224,485,0.24224
21,30,0,18,0,0,,569.1359364,,4585950,2529489,3244661,Yes,3453366.667,0,0,0,,1.428571429,0.857142857,,569.13594,7,0.333333333,0.233333333,0.388888889,O,,,-0.166666667,,----,----,HUnSatLig,----,----,----,,569.26754,569,0.26754
21,30,0,19,0,0,,585.130851,,4574070,1835533,3383748,Yes,3264450.333,0,0,0,,1.428571429,0.904761905,,585.13085,7,0.333333333,0.233333333,0.368421053,O,,,-0.217391304,,----,----,HUnSatLig,----,----,----,,585.26615,585,0.26615
22,24,0,13,0,0,,495.1144134,,2978879,3421302,3658901,Yes,3353027.333,0,0,0,,1.090909091,0.590909091,,495.11441,11,0.5,0.458333333,0.846153846,CRAM,,,0.290322581,,----,----,HUnSatLig,----,----,----,,495.2289,495,0.2289
22,26,0,13,0,0,,497.1300634,,3140798,3014827,4154626,Yes,3436750.333,0,0,0,,1.181818182,0.590909091,,497.13006,10,0.454545455,0.384615385,0.769230769,O,,,0.225806452,,----,----,HUnSatLig,----,----,----,,497.24502,497,0.24502
23,28,0,13,0,0,,511.1457134,,2877390,3068030,3741693,Yes,3229037.667,0,0,0,,1.217391304,0.565217391,,511.14571,10,0.434782609,0.357142857,0.769230769,O,,,0.212121212,,----,----,HUnSatLig,----,----,----,,511.26391,511,0.26391
23,34,0,7,0,0,,421.2231758,,2351361,4023877,2914370,Yes,3096536,0,0,0,,1.47826087,0.304347826,,421.22318,7,0.304347826,0.205882353,1,CRAM,,,0.179487179,,----,----,HUnSatLig,----,----,----,,421.32058,421,0.32058
23,34,0,21,0,0,,645.1519802,,5269563,2505802,4043190,Yes,3939518.333,0,0,0,,1.47826087,0.913043478,,645.15198,7,0.304347826,0.205882353,0.333333333,O,,,-0.28,,----,----,HUnSatLig,----,----,----,,645.30116,645,0.30116
16,25,0,6,1,1,,375.1036684,,3384677,6974455,6165940,Yes,5508357.333,0,0,0,,1.5625,0.375,,375.10367,5,0.3125,0.2,0.833333333,CRAM,,,0.045454545,,----,----,----,AlipatNoN,----,----,,375.19041,375,0.19041
11,18,0,11,0,0,,325.0776342,,11385701,4740400,7837107,Yes,7987736,0,0,0,,1.636363636,1,,325.07763,3,0.272727273,0.166666667,0.272727273,O,,,-0.454545455,,----,----,----,----,SatFACarb,----,,325.1528,325,0.1528
11,18,0,12,0,0,,341.0725488,,6008873,2393868,4259650,Yes,4220797,0,0,0,,1.636363636,1.090909091,,341.07255,3,0.272727273,0.166666667,0.25,O,,,-0.6,,----,----,----,----,SatFACarb,----,,341.15142,341,0.15142
11,20,0,11,0,0,,327.0932842,,9663693,6890166,9363254,Yes,8639037.667,0,0,0,,1.818181818,1,,327.09328,2,0.181818182,0.1,0.181818182,O,,,-0.636363636,,----,----,----,----,SatFACarb,----,,327.16892,327,0.16892
12,20,0,13,0,0,,371.0831134,,16711924,8376072,13991200,Yes,13026398.67,0,0,0,,1.666666667,1.083333333,,371.08311,3,0.25,0.15,0.230769231,O,,,-0.636363636,,----,----,----,----,SatFACarb,----,,371.16892,371,0.16892
12,20,0,13,1,0,,403.0551841,,4564717,2520766,3813541,Yes,3633008,0,0,0,,1.666666667,1.083333333,,403.05518,3,0.25,0.15,0.230769231,O,,,-1,,----,----,----,----,SatFACarb,----,,403.14838,403,0.14838
12,22,0,10,0,0,,325.1140196,,6038379,4804919,6149562,Yes,5664286.667,0,0,0,,1.833333333,0.833333333,,325.11402,2,0.166666667,0.090909091,0.2,O,,,-0.428571429,,----,----,----,----,SatFACarb,----,,325.1892,325,0.1892
12,22,0,13,1,0,,405.0708341,,7259006,5233026,5638492,Yes,6043508,0,0,0,,1.833333333,1.083333333,,405.07083,2,0.166666667,0.090909091,0.153846154,O,,,-1.222222222,,----,----,----,----,SatFACarb,----,,405.1645,405,0.1645
13,20,0,14,0,0,,399.078028,,5659987,2113722,3448517,Yes,3740742,0,0,0,,1.538461538,1.076923077,,399.07803,4,0.307692308,0.2,0.285714286,O,,,-0.5,,----,----,----,----,SatFACarb,----,,399.17031,399,0.17031
13,21,1,11,0,0,,366.1041832,,4835143,2334401,3208521,Yes,3459355,0,0,0,,1.615384615,0.846153846,,366.10418,4,0.307692308,0.19047619,0.363636364,O,,,-0.307692308,,----,----,----,----,SatFACarb,----,,366.18884,366,0.18884
13,22,0,13,0,0,,385.0987634,,22609768,11061044,15713307,Yes,16461373,0,0,0,,1.692307692,1,,385.09876,3,0.230769231,0.136363636,0.230769231,O,,,-0.538461538,,----,----,----,----,SatFACarb,----,,385.18781,385,0.18781
13,22,0,14,0,0,,401.093678,,4871735,1616340,2969547,Yes,3152540.667,0,0,0,,1.692307692,1.076923077,,401.09368,3,0.230769231,0.136363636,0.214285714,O,,,-0.666666667,,----,----,----,----,SatFACarb,----,,401.18642,401,0.18642
13,24,0,12,0,0,,371.1194988,,13291775,9125652,11183403,Yes,11200276.67,0,0,0,,1.846153846,0.923076923,,371.1195,2,0.153846154,0.083333333,0.166666667,O,,,-0.571428571,,----,----,----,----,SatFACarb,----,,371.20531,371,0.20531
13,24,0,13,0,0,,387.1144134,,4882734,2758968,3674616,Yes,3772106,0,0,0,,1.846153846,1,,387.11441,2,0.153846154,0.083333333,0.153846154,O,,,-0.692307692,,----,----,----,----,SatFACarb,----,,387.20393,387,0.20393
14,21,1,12,0,0,,394.0990978,,4835964,2196311,3188130,Yes,3406801.667,0,0,0,,1.5,0.857142857,,394.0991,5,0.357142857,0.238095238,0.416666667,O,,,-0.214285714,,----,----,----,----,SatFACarb,----,,394.19023,394,0.19023
14,22,0,14,0,0,,413.093678,,17734718,8435446,12810949,Yes,12993704.33,0,0,0,,1.571428571,1,,413.09368,4,0.285714286,0.181818182,0.285714286,O,,,-0.428571429,,----,----,----,----,SatFACarb,----,,413.1892,413,0.1892
14,23,1,11,0,0,,380.1198332,,5515940,2759636,3810082,Yes,4028552.667,0,0,0,,1.642857143,0.785714286,,380.11983,4,0.285714286,0.173913043,0.363636364,O,,,-0.266666667,,----,----,----,----,SatFACarb,----,,380.20773,380,0.20773
14,23,1,12,0,0,,396.1147478,,6879165,3560658,5678336,Yes,5372719.667,0,0,0,,1.642857143,0.857142857,,396.11475,4,0.285714286,0.173913043,0.333333333,O,,,-0.357142857,,----,----,----,----,SatFACarb,----,,396.20634,396,0.20634
14,24,0,14,0,0,,415.109328,,7629849,3666680,4896461,Yes,5397663.333,0,0,0,,1.714285714,1,,415.10933,3,0.214285714,0.125,0.214285714,O,,,-0.571428571,,----,----,----,----,SatFACarb,----,,415.20532,415,0.20532
14,25,1,12,0,0,,398.1303978,,6029530,4844071,5530172,Yes,5467924.333,0,0,0,,1.785714286,0.857142857,,398.1304,3,0.214285714,0.12,0.25,O,,,-0.5,,----,----,----,----,SatFACarb,----,,398.22246,398,0.22246
14,26,0,12,0,0,,385.1351488,,7487344,6944573,8512548,Yes,7648155,0,0,0,,1.857142857,0.857142857,,385.13515,2,0.142857143,0.076923077,0.166666667,O,,,-0.5,,----,----,----,----,SatFACarb,----,,385.22421,385,0.22421
15,24,0,15,0,0,,443.1042426,,13513353,5484060,10038162,Yes,9678525,0,0,0,,1.6,1,,443.10424,4,0.266666667,0.166666667,0.266666667,O,,,-0.466666667,,----,----,----,----,SatFACarb,----,,443.2067,443,0.2067
15,25,1,12,0,0,,410.1303978,,4423738,2909875,3860095,Yes,3731236,0,0,0,,1.666666667,0.8,,410.1304,4,0.266666667,0.16,0.333333333,O,,,-0.3125,,----,----,----,----,SatFACarb,----,,410.22523,410,0.22523
15,28,0,12,0,0,,399.1507988,,4515164,6031045,5539535,Yes,5361914.667,0,0,0,,1.866666667,0.8,,399.1508,2,0.133333333,0.071428571,0.166666667,O,,,-0.444444444,,----,----,----,----,SatFACarb,----,,399.2431,399,0.2431
16,24,0,16,0,0,,471.0991572,,11207695,4318355,6833533,Yes,7453194.333,0,0,0,,1.5,1,,471.09916,5,0.3125,0.208333333,0.3125,O,,,-0.375,,----,----,----,----,SatFACarb,----,,471.20809,471,0.20809
16,26,0,16,0,0,,473.1148072,,13556779,6685778,10820997,Yes,10354518,0,0,0,,1.625,1,,473.11481,4,0.25,0.153846154,0.25,O,,,-0.5,,----,----,----,----,SatFACarb,----,,473.22421,473,0.22421
16,26,2,12,0,0,,437.1412968,,5472548,2684117,3969476,Yes,4042047,0,0,0,,1.625,0.75,,437.1413,5,0.3125,0.192307692,0.416666667,O,,,-0.25,,----,----,----,----,SatFACarb,----,,437.24238,437,0.24238
16,28,0,15,0,0,,459.1355426,,17263871,14022490,17458849,Yes,16248403.33,0,0,0,,1.75,0.9375,,459.13554,3,0.1875,0.107142857,0.2,O,,,-0.529411765,,----,----,----,----,SatFACarb,----,,459.24171,459,0.24171
16,28,2,12,0,0,,439.1569468,,7253058,5625837,6952199,Yes,6610364.667,0,0,0,,1.75,0.75,,439.15695,4,0.25,0.142857143,0.333333333,O,,,-0.375,,----,----,----,----,SatFACarb,----,,439.2585,439,0.2585
17,26,0,17,0,0,,501.1097218,,10793397,4386081,7643615,Yes,7607697.667,0,0,0,,1.529411765,1,,501.10972,5,0.294117647,0.192307692,0.294117647,O,,,-0.411764706,,----,----,----,----,SatFACarb,----,,501.2256,501,0.2256
17,28,0,17,0,0,,503.1253718,,10652206,5101923,9482832,Yes,8412320.333,0,0,0,,1.647058824,1,,503.12537,4,0.235294118,0.142857143,0.235294118,O,,,-0.529411765,,----,----,----,----,SatFACarb,----,,503.24171,503,0.24171
17,30,0,15,0,0,,473.1511926,,9911340,9851985,10712454,Yes,10158593,0,0,0,,1.764705882,0.882352941,,473.15119,3,0.176470588,0.1,0.2,O,,,-0.473684211,,----,----,----,----,SatFACarb,----,,473.2606,473,0.2606
17,30,0,16,0,0,,489.1461072,,17313488,15705088,20514662,Yes,17844412.67,0,0,0,,1.764705882,0.941176471,,489.14611,3,0.176470588,0.1,0.1875,O,,,-0.555555556,,----,----,----,----,SatFACarb,----,,489.25922,489,0.25922
18,28,0,18,0,0,,531.1202864,,10716369,6766850,9928347,Yes,9137188.667,0,0,0,,1.555555556,1,,531.12029,5,0.277777778,0.178571429,0.277777778,O,,,-0.444444444,,----,----,----,----,SatFACarb,----,,531.2431,531,0.2431
18,30,0,18,0,0,,533.1359364,,9839795,6713654,9455291,Yes,8669580,0,0,0,,1.666666667,1,,533.13594,4,0.222222222,0.133333333,0.222222222,O,,,-0.555555556,,----,----,----,----,SatFACarb,----,,533.25922,533,0.25922
18,32,0,17,0,0,,519.1566718,,36361416,44406681,50404700,Yes,43724265.67,0,0,0,,1.777777778,0.944444444,,519.15667,3,0.166666667,0.09375,0.176470588,O,,,-0.578947368,,----,----,----,----,SatFACarb,----,,519.27672,519,0.27672
19,30,0,18,0,0,,545.1359364,,15037334,8249907,11726612,Yes,11671284.33,0,0,0,,1.578947368,0.947368421,,545.13594,5,0.263157895,0.166666667,0.277777778,O,,,-0.4,,----,----,----,----,SatFACarb,----,,545.26199,545,0.26199
19,32,0,18,0,0,,547.1515864,,11555678,7522899,11001620,Yes,10026732.33,0,0,0,,1.684210526,0.947368421,,547.15159,4,0.210526316,0.125,0.222222222,O,,,-0.5,,----,----,----,----,SatFACarb,----,,547.27811,547,0.27811
19,34,0,16,0,0,,517.1774072,,6503582,5341013,6532368,Yes,6125654.333,0,0,0,,1.789473684,0.842105263,,517.17741,3,0.157894737,0.088235294,0.1875,O,,,-0.454545455,,----,----,----,----,SatFACarb,----,,517.297,517,0.297
19,34,0,17,0,0,,533.1723218,,4563122,3988791,5478076,Yes,4676663,0,0,0,,1.789473684,0.894736842,,533.17232,3,0.157894737,0.088235294,0.176470588,O,,,-0.523809524,,----,----,----,----,SatFACarb,----,,533.29561,533,0.29561
20,32,0,19,0,0,,575.146501,,8047138,5079717,6966835,Yes,6697896.667,0,0,0,,1.6,0.95,,575.1465,5,0.25,0.15625,0.263157895,O,,,-0.428571429,,----,----,----,----,SatFACarb,----,,575.2795,575,0.2795
21,32,0,20,0,0,,603.1414156,,4626233,2132505,3439793,Yes,3399510.333,0,0,0,,1.523809524,0.952380952,,603.14142,6,0.285714286,0.1875,0.3,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,603.28088,603,0.28088
21,34,0,20,0,0,,605.1570656,,5169063,2734033,3796102,Yes,3899732.667,0,0,0,,1.619047619,0.952380952,,605.15707,5,0.238095238,0.147058824,0.25,O,,,-0.454545455,,----,----,----,----,SatFACarb,----,,605.297,605,0.297
21,36,0,19,0,0,,591.177801,,6313120,6050180,6935928,Yes,6433076,0,0,0,,1.714285714,0.904761905,,591.1778,4,0.19047619,0.111111111,0.210526316,O,,,-0.47826087,,----,----,----,----,SatFACarb,----,,591.3145,591,0.3145
22,34,0,21,0,0,,633.1519802,,5235257,2706132,4726924,Yes,4222771,0,0,0,,1.545454545,0.954545455,,633.15198,6,0.272727273,0.176470588,0.285714286,O,,,-0.391304348,,----,----,----,----,SatFACarb,----,,633.29839,633,0.29839
22,36,0,21,0,0,,635.1676302,,4169220,3595880,4815900,Yes,4193666.667,0,0,0,,1.636363636,0.954545455,,635.16763,5,0.227272727,0.138888889,0.238095238,O,,,-0.47826087,,----,----,----,----,SatFACarb,----,,635.3145,635,0.3145
22,38,0,20,0,0,,621.1883656,,4201008,5350704,5579440,Yes,5043717.333,0,0,0,,1.727272727,0.909090909,,621.18837,4,0.181818182,0.105263158,0.2,O,,,-0.5,,----,----,----,----,SatFACarb,----,,621.33201,621,0.33201
23,36,0,22,0,0,,663.1625448,,4451157,2359529,3373320,Yes,3394668.667,0,0,0,,1.565217391,0.956521739,,663.16254,6,0.260869565,0.166666667,0.272727273,O,,,-0.416666667,,----,----,----,----,SatFACarb,----,,663.31589,663,0.31589
23,40,0,20,0,0,,635.2040156,,2964995,3104358,3468314,Yes,3179222.333,0,0,0,,1.739130435,0.869565217,,635.20402,4,0.173913043,0.1,0.2,O,,,-0.461538462,,----,----,----,----,SatFACarb,----,,635.3509,635,0.3509
23,40,0,21,0,0,,651.1989302,,4499127,5508877,5831716,Yes,5279906.667,0,0,0,,1.739130435,0.913043478,,651.19893,4,0.173913043,0.1,0.19047619,O,,,-0.52,,----,----,----,----,SatFACarb,----,,651.34951,651,0.34951
24,38,0,23,0,0,,693.1731094,,4176484,3999615,4844474,Yes,4340191,0,0,0,,1.583333333,0.958333333,,693.17311,6,0.25,0.157894737,0.260869565,O,,,-0.44,,----,----,----,----,SatFACarb,----,,693.3334,693,0.3334
24,40,0,23,0,0,,695.1887594,,3000952,2762670,3715992,Yes,3159871.333,0,0,0,,1.666666667,0.958333333,,695.18876,5,0.208333333,0.125,0.217391304,O,,,-0.52,,----,----,----,----,SatFACarb,----,,695.34951,695,0.34951
24,42,0,22,0,0,,681.2094948,,6244133,11430696,11709733,Yes,9794854,0,0,0,,1.75,0.916666667,,681.20949,4,0.166666667,0.095238095,0.181818182,O,,,-0.538461538,,----,----,----,----,SatFACarb,----,,681.36701,681,0.36701
25,40,0,23,0,0,,707.1887594,,3986367,2994498,3927880,Yes,3636248.333,0,0,0,,1.6,0.92,,707.18876,6,0.24,0.15,0.260869565,O,,,-0.407407407,,----,----,----,----,SatFACarb,----,,707.35229,707,0.35229
25,42,0,22,0,0,,693.2094948,,4141669,6873984,7414713,Yes,6143455.333,0,0,0,,1.68,0.88,,693.20949,5,0.2,0.119047619,0.227272727,O,,,-0.428571429,,----,----,----,----,SatFACarb,----,,693.36979,693,0.36979
14,23,5,5,2,0,,404.106783,,3970878,4935978,5133577,Yes,4680144.333,0,0,0,,1.642857143,0.357142857,,404.10678,6,0.428571429,0.260869565,1.2,CRAM,,,-0.222222222,,----,----,----,----,----,Alipat+N,,404.20023,404,0.20023
15,27,3,8,0,0,,376.1725374,,4061835,4505919,4905700,Yes,4491151.333,0,0,0,,1.8,0.533333333,,376.17254,4,0.266666667,0.148148148,0.5,O,,,-0.1875,,----,----,----,----,----,Alipat+N,,376.25952,376,0.25952
16,29,3,8,0,0,,390.1881874,,4301744,5197847,5852320,Yes,5117303.667,0,0,0,,1.8125,0.5,,390.18819,4,0.25,0.137931034,0.5,O,,,-0.166666667,,----,----,----,----,----,Alipat+N,,390.27841,390,0.27841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,16,0,8,0,0,,347.0772404,,2396157,4277607,3583320,Yes,3419028,1499679,2270684,2028750,,0.941176471,0.470588235,,347.07724,10,0.588235294,0.625,1.25,CRAM,,,0.461538462,,----,----,HUnSatLig,----,----,----,,347.1575,347,0.1575
18,24,0,16,0,0,,495.0991572,,5701694,3020406,4218004,Yes,4313368,1539229,2014293,1699717,,1.333333333,0.888888889,,495.09916,7,0.388888889,0.291666667,0.4375,O,,,-0.1,,----,----,HUnSatLig,----,----,----,,495.21364,495,0.21364
21,28,0,13,0,0,,487.1457134,,3650140,3009511,3769099,Yes,3476250,1555726,1874307,1693243,,1.333333333,0.619047619,,487.14571,8,0.380952381,0.285714286,0.615384615,O,,,0.103448276,,----,----,HUnSatLig,----,----,----,,487.25836,487,0.25836
21,22,0,12,0,0,,465.1038488,,3247145,5349805,5370304,Yes,4655751.333,1569143,2129937,2199251,,1.047619048,0.571428571,,465.10385,11,0.523809524,0.5,0.916666667,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,465.2114,465,0.2114
24,30,0,13,0,0,,525.1613634,,3139835,3347544,3010073,Yes,3165817.333,1592697,2250563,2195667,,1.25,0.541666667,,525.16136,10,0.416666667,0.333333333,0.769230769,O,,,0.2,,----,----,HUnSatLig,----,----,----,,525.2828,525,0.2828
