"","C","H","N","O","S","P","Mass","HC","OC","m.z","DBE","CRAM","AI.mod","PolyCyArom","Aromatic","HighUnsatLign","UnSatAliph_noN","SatFatAcCarb","UnSatAlip.N","KM","NKM","KMD"
"2670",20,29,1,16,0,0,538.1414,1.45,0.8,538.14136,7,"O",-0.136363636,"----","----","HUnSatLig","----","----","----",538.26579,538,0.26579
"2671",20,31,1,15,0,0,524.1621,1.55,0.75,524.16209,6,"O",-0.173913043,"----","----","----","----","SatFACarb","----",524.2833,524,0.2833
"2672",20,31,1,18,0,0,572.1468,1.55,0.9,572.14684,6,"O",-0.35,"----","----","----","----","SatFACarb","----",572.27914,572,0.27914
"2673",20,32,4,10,0,0,487.2046,1.6,0.5,487.20457,7,"O",0,"----","----","----","----","----","Alipat+N",487.31722,487,0.31722
"2674",20,33,1,15,0,0,526.1777,1.65,0.75,526.17774,5,"O",-0.260869565,"----","----","----","----","SatFACarb","----",526.29941,526,0.29941
"2675",20,34,0,19,0,0,577.1622,1.7,0.95,577.16215,4,"O",-0.523809524,"----","----","----","----","SatFACarb","----",577.29561,577,0.29561
"2676",20,36,0,14,0,0,499.2032,1.8,0.7,499.20323,3,"O",-0.307692308,"----","----","----","----","SatFACarb","----",499.31866,499,0.31866
"2677",20,36,0,16,0,0,531.1931,1.8,0.8,531.19306,3,"O",-0.416666667,"----","----","----","----","SatFACarb","----",531.31589,531,0.31589
"2678",21,18,0,16,0,0,525.0522,0.857142857,0.761904762,525.05221,13,"CRAM",0.384615385,"----","----","HUnSatLig","----","----","----",525.17362,525,0.17362
"2679",21,20,0,17,0,0,543.0628,0.952380952,0.80952381,543.06277,12,"O",0.28,"----","----","HUnSatLig","----","----","----",543.18835,543,0.18835
"2680",21,22,0,16,0,0,529.0835,1.047619048,0.761904762,529.08351,11,"O",0.230769231,"----","----","HUnSatLig","----","----","----",529.20585,529,0.20585
"2681",21,24,0,4,0,0,339.1602,1.142857143,0.19047619,339.16018,10,"O",0.421052632,"----","----","HUnSatLig","----","----","----",339.23861,339,0.23861
"2682",21,24,0,16,0,0,531.0992,1.142857143,0.761904762,531.09916,10,"O",0.153846154,"----","----","HUnSatLig","----","----","----",531.22197,531,0.22197
"2683",21,26,0,15,0,0,517.1199,1.238095238,0.714285714,517.11989,9,"O",0.111111111,"----","----","HUnSatLig","----","----","----",517.23947,517,0.23947
"2684",21,28,0,14,0,0,503.1406,1.333333333,0.666666667,503.14063,8,"O",0.071428571,"----","----","HUnSatLig","----","----","----",503.25697,503,0.25697
"2685",21,28,0,15,0,0,519.1355,1.333333333,0.714285714,519.13554,8,"O",0.037037037,"----","----","HUnSatLig","----","----","----",519.25559,519,0.25559
"2686",21,30,0,14,0,0,505.1563,1.428571429,0.666666667,505.15628,7,"O",0,"----","----","HUnSatLig","----","----","----",505.27309,505,0.27309
"2687",21,30,0,15,0,0,521.1512,1.428571429,0.714285714,521.15119,7,"O",-0.037037037,"----","----","HUnSatLig","----","----","----",521.2717,521,0.2717
"2688",21,30,0,16,0,0,537.1461,1.428571429,0.761904762,537.14611,7,"O",-0.076923077,"----","----","HUnSatLig","----","----","----",537.27031,537,0.27031
"2689",21,30,0,20,0,0,601.1258,1.428571429,0.952380952,601.12577,7,"O",-0.272727273,"----","----","HUnSatLig","----","----","----",601.26477,601,0.26477
"2690",21,32,0,14,0,0,507.1719,1.523809524,0.666666667,507.17193,6,"O",-0.071428571,"----","----","----","----","SatFACarb","----",507.2892,507,0.2892
"2691",21,33,1,17,0,0,570.1676,1.571428571,0.80952381,570.16757,6,"O",-0.260869565,"----","----","----","----","SatFACarb","----",570.29941,570,0.29941
"2692",21,34,0,13,0,0,493.1927,1.619047619,0.619047619,493.19266,5,"O",-0.103448276,"----","----","----","----","SatFACarb","----",493.30671,493,0.30671
"2693",21,35,1,16,0,0,556.1883,1.666666667,0.761904762,556.18831,5,"O",-0.291666667,"----","----","----","----","SatFACarb","----",556.31692,556,0.31692
"2694",21,35,1,17,0,0,572.1832,1.666666667,0.80952381,572.18322,5,"O",-0.347826087,"----","----","----","----","SatFACarb","----",572.31553,572,0.31553
"2695",22,20,0,17,0,0,555.0628,0.909090909,0.772727273,555.06277,13,"O",0.333333333,"----","----","HUnSatLig","----","----","----",555.19112,555,0.19112
"2696",22,22,0,16,0,0,541.0835,1,0.727272727,541.08351,12,"O",0.285714286,"----","----","HUnSatLig","----","----","----",541.20862,541,0.20862
"2697",22,22,0,17,0,0,557.0784,1,0.772727273,557.07842,12,"O",0.259259259,"----","----","HUnSatLig","----","----","----",557.20724,557,0.20724
"2698",22,26,0,15,0,0,529.1199,1.181818182,0.681818182,529.11989,10,"O",0.172413793,"----","----","HUnSatLig","----","----","----",529.24224,529,0.24224
"2699",22,26,0,16,0,0,545.1148,1.181818182,0.727272727,545.11481,10,"O",0.142857143,"----","----","HUnSatLig","----","----","----",545.24086,545,0.24086
"2700",22,28,0,15,0,0,531.1355,1.272727273,0.681818182,531.13554,9,"O",0.103448276,"----","----","HUnSatLig","----","----","----",531.25836,531,0.25836
"2701",22,30,0,14,0,0,517.1563,1.363636364,0.636363636,517.15628,8,"O",0.066666667,"----","----","HUnSatLig","----","----","----",517.27586,517,0.27586
"2702",22,32,0,21,0,0,631.1363,1.454545455,0.954545455,631.13633,7,"O",-0.304347826,"----","----","HUnSatLig","----","----","----",631.28227,631,0.28227
"2703",22,34,0,13,0,0,505.1927,1.545454545,0.590909091,505.19266,6,"O",-0.032258065,"----","----","----","AlipatNoN","----","----",505.30948,505,0.30948
"2704",22,34,0,16,0,0,553.1774,1.545454545,0.727272727,553.17741,6,"O",-0.142857143,"----","----","----","----","SatFACarb","----",553.30532,553,0.30532
"2705",22,38,0,18,0,0,589.1985,1.727272727,0.818181818,589.19854,4,"O",-0.384615385,"----","----","----","----","SatFACarb","----",589.33478,589,0.33478
"2706",22,38,0,19,0,0,605.1935,1.727272727,0.863636364,605.19345,4,"O",-0.44,"----","----","----","----","SatFACarb","----",605.33339,605,0.33339
"2707",22,42,0,4,0,0,369.301,1.909090909,0.181818182,369.30103,2,"O",0,"----","----","----","AlipatNoN","----","----",369.38643,369,0.38643
"2708",22,44,0,2,0,0,339.3269,2,0.090909091,339.32685,1,"O",0,"----","----","----","AlipatNoN","----","----",339.40532,339,0.40532
"2709",23,22,0,17,0,0,569.0784,0.956521739,0.739130435,569.07842,13,"O",0.310344828,"----","----","HUnSatLig","----","----","----",569.21001,569,0.21001
"2710",23,24,0,16,0,0,555.0992,1.043478261,0.695652174,555.09916,12,"O",0.266666667,"----","----","HUnSatLig","----","----","----",555.22752,555,0.22752
"2711",23,24,0,17,0,0,571.0941,1.043478261,0.739130435,571.09407,12,"O",0.24137931,"----","----","HUnSatLig","----","----","----",571.22613,571,0.22613
"2712",23,26,0,16,0,0,557.1148,1.130434783,0.695652174,557.11481,11,"O",0.2,"----","----","HUnSatLig","----","----","----",557.24363,557,0.24363
"2713",23,28,0,15,0,0,543.1355,1.217391304,0.652173913,543.13554,10,"O",0.161290323,"----","----","HUnSatLig","----","----","----",543.26113,543,0.26113
"2714",23,32,0,14,0,0,531.1719,1.391304348,0.608695652,531.17193,8,"O",0.0625,"----","----","HUnSatLig","----","----","----",531.29475,531,0.29475
"2715",23,32,0,19,0,0,611.1465,1.391304348,0.826086957,611.1465,8,"O",-0.111111111,"----","----","HUnSatLig","----","----","----",611.28782,611,0.28782
"2716",23,34,0,13,0,0,517.1927,1.47826087,0.565217391,517.19266,7,"O",0.03030303,"----","----","HUnSatLig","----","----","----",517.31226,517,0.31226
"2717",23,34,0,22,0,0,661.1469,1.47826087,0.956521739,661.14689,7,"O",-0.333333333,"----","----","HUnSatLig","----","----","----",661.29978,661,0.29978
"2718",23,38,0,22,0,0,665.1782,1.652173913,0.956521739,665.17819,5,"O",-0.5,"----","----","----","----","SatFACarb","----",665.33201,665,0.33201
"2719",23,40,0,19,0,0,619.2091,1.739130435,0.826086957,619.2091,4,"O",-0.407407407,"----","----","----","----","SatFACarb","----",619.35228,619,0.35228
"2720",23,40,0,20,0,0,635.204,1.739130435,0.869565217,635.20402,4,"O",-0.461538462,"----","----","----","----","SatFACarb","----",635.3509,635,0.3509
"2721",23,46,0,2,0,0,353.3425,2,0.086956522,353.3425,1,"O",0,"----","----","----","AlipatNoN","----","----",353.42421,353,0.42421
"2722",24,24,0,16,0,0,567.0992,1,0.666666667,567.09916,13,"CRAM",0.3125,"----","----","HUnSatLig","----","----","----",567.23029,567,0.23029
"2723",24,28,0,15,0,0,555.1355,1.166666667,0.625,555.13554,11,"O",0.212121212,"----","----","HUnSatLig","----","----","----",555.26391,555,0.26391
"2724",24,32,0,14,0,0,543.1719,1.333333333,0.583333333,543.17193,9,"O",0.117647059,"----","----","HUnSatLig","----","----","----",543.29753,543,0.29753
"2725",24,32,0,15,0,0,559.1668,1.333333333,0.625,559.16684,9,"O",0.090909091,"----","----","HUnSatLig","----","----","----",559.29614,559,0.29614
"2726",24,34,0,14,0,0,545.1876,1.416666667,0.583333333,545.18758,8,"O",0.058823529,"----","----","HUnSatLig","----","----","----",545.31364,545,0.31364
"2727",24,36,0,14,0,0,547.2032,1.5,0.583333333,547.20323,7,"O",0,"----","----","----","AlipatNoN","----","----",547.32976,547,0.32976
"2728",24,36,0,18,0,0,611.1829,1.5,0.75,611.18289,7,"O",-0.133333333,"----","----","----","----","SatFACarb","----",611.32421,611,0.32421
"2729",24,39,3,17,0,0,640.2207,1.625,0.708333333,640.22067,7,"O",-0.24,"----","----","----","----","SatFACarb","----",640.36871,640,0.36871
"2730",24,41,3,17,0,0,642.2363,1.708333333,0.708333333,642.23632,6,"O",-0.32,"----","----","----","----","SatFACarb","----",642.38483,642,0.38483
"2731",24,46,0,4,0,0,397.3323,1.916666667,0.166666667,397.33233,2,"O",0,"----","----","----","AlipatNoN","----","----",397.42421,397,0.42421
"2732",25,28,0,15,0,0,567.1355,1.12,0.6,567.13554,12,"CRAM",0.257142857,"----","----","HUnSatLig","----","----","----",567.26668,567,0.26668
"2733",25,36,0,13,0,0,543.2083,1.44,0.52,543.20831,8,"O",0.081081081,"----","----","HUnSatLig","----","----","----",543.33392,543,0.33392
"2734",25,36,0,14,0,0,559.2032,1.44,0.56,559.20323,8,"O",0.055555556,"----","----","HUnSatLig","----","----","----",559.33254,559,0.33254
"2735",25,36,0,21,0,0,671.1676,1.44,0.84,671.16763,8,"O",-0.172413793,"----","----","HUnSatLig","----","----","----",671.32283,671,0.32283
"2736",25,40,0,18,0,0,627.2142,1.6,0.72,627.21419,6,"O",-0.1875,"----","----","----","----","SatFACarb","----",627.35922,627,0.35922
"2737",25,42,0,23,0,0,709.2044,1.68,0.92,709.20441,5,"O",-0.481481481,"----","----","----","----","SatFACarb","----",709.3684,709,0.3684
"2738",25,44,0,18,0,0,631.2455,1.76,0.72,631.24549,4,"O",-0.3125,"----","----","----","----","SatFACarb","----",631.39145,631,0.39145
"2739",26,34,0,15,0,0,585.1825,1.307692308,0.576923077,585.18249,10,"O",0.135135135,"----","----","HUnSatLig","----","----","----",585.31781,585,0.31781
"2740",26,36,0,14,0,0,571.2032,1.384615385,0.538461538,571.20323,9,"O",0.105263158,"----","----","HUnSatLig","----","----","----",571.33531,571,0.33531
"2741",26,38,0,14,0,0,573.2189,1.461538462,0.538461538,573.21888,8,"O",0.052631579,"----","----","HUnSatLig","----","----","----",573.35143,573,0.35143
"2742",26,38,0,21,0,0,685.1833,1.461538462,0.807692308,685.18328,8,"O",-0.161290323,"----","----","HUnSatLig","----","----","----",685.34172,685,0.34172
"2743",26,38,0,22,0,0,701.1782,1.461538462,0.846153846,701.17819,8,"O",-0.2,"----","----","HUnSatLig","----","----","----",701.34033,701,0.34033
"2744",26,42,0,24,0,0,737.1993,1.615384615,0.923076923,737.19932,6,"O",-0.428571429,"----","----","----","----","SatFACarb","----",737.36979,737,0.36979
"2745",26,44,0,22,0,0,707.2251,1.692307692,0.846153846,707.22514,5,"O",-0.4,"----","----","----","----","SatFACarb","----",707.38868,707,0.38868
"2746",26,44,0,23,0,0,723.2201,1.692307692,0.884615385,723.22006,5,"O",-0.448275862,"----","----","----","----","SatFACarb","----",723.38729,723,0.38729
"2747",27,34,0,14,0,0,581.1876,1.259259259,0.518518519,581.18758,11,"CRAM",0.2,"----","----","HUnSatLig","----","----","----",581.32197,581,0.32197
"2748",27,34,0,15,0,0,597.1825,1.259259259,0.555555556,597.18249,11,"O",0.179487179,"----","----","HUnSatLig","----","----","----",597.32058,597,0.32058
"2749",27,38,0,14,0,0,585.2189,1.407407407,0.518518519,585.21888,9,"O",0.1,"----","----","HUnSatLig","----","----","----",585.3542,585,0.3542
"2750",27,42,0,22,0,0,717.2095,1.555555556,0.814814815,717.20949,7,"O",-0.25,"----","----","----","----","SatFACarb","----",717.37534,717,0.37534
"2751",27,44,0,22,0,0,719.2251,1.62962963,0.814814815,719.22514,6,"O",-0.3125,"----","----","----","----","SatFACarb","----",719.39146,719,0.39146
"2752",28,32,1,3,0,1,460.2047,1.142857143,0.107142857,460.2047,14,"O",0.469387755,"----","----","HUnSatLig","----","----","----",460.31112,460,0.31112
"2753",28,40,0,14,0,0,599.2345,1.428571429,0.5,599.23453,9,"O",0.095238095,"----","----","HUnSatLig","----","----","----",599.37309,599,0.37309
"2754",28,42,0,23,0,0,745.2044,1.5,0.821428571,745.20441,8,"O",-0.212121212,"----","----","----","----","SatFACarb","----",745.37673,745,0.37673
"2755",28,42,0,24,0,0,761.1993,1.5,0.857142857,761.19932,8,"O",-0.25,"----","----","----","----","SatFACarb","----",761.37534,761,0.37534
"2756",28,44,0,24,0,0,763.215,1.571428571,0.857142857,763.21497,7,"O",-0.3125,"----","----","----","----","SatFACarb","----",763.39146,763,0.39146
"2757",29,46,0,24,0,0,777.2306,1.586206897,0.827586207,777.23062,7,"O",-0.294117647,"----","----","----","----","SatFACarb","----",777.41035,777,0.41035
"2758",30,34,1,4,0,1,502.2153,1.133333333,0.133333333,502.21527,15,"O",0.461538462,"----","----","HUnSatLig","----","----","----",502.3314,502,0.3314
"2759",31,34,1,4,0,1,514.2153,1.096774194,0.129032258,514.21527,16,"O",0.481481481,"----","----","HUnSatLig","----","----","----",514.33417,514,0.33417
"2760",31,36,1,5,0,1,532.2258,1.161290323,0.161290323,532.22583,15,"O",0.433962264,"----","----","HUnSatLig","----","----","----",532.3489,532,0.3489
"2761",39,18,0,5,0,0,565.1081,0.461538462,0.128205128,565.10815,31,"O",0.780821918,"CondAr","----","----","----","----","----",565.23882,565,0.23882
"2762",12,20,0,11,1,0,371.0654,1.666666667,0.916666667,371.06535,3,"O",-0.636363636,"----","----","----","----","SatFACarb","----",371.15116,371,0.15116
"2763",13,19,1,10,0,0,348.0936,1.461538462,0.769230769,348.09362,5,"O",-0.071428571,"----","----","HUnSatLig","----","----","----",348.17411,348,0.17411
"2764",13,19,3,7,0,0,328.115,1.461538462,0.538461538,328.11502,6,"CRAM",0.153846154,"----","----","HUnSatLig","----","----","----",328.19089,328,0.19089
"2765",13,22,0,9,1,0,353.0912,1.692307692,0.692307692,353.09118,3,"O",-0.333333333,"----","----","----","----","SatFACarb","----",353.17282,353,0.17282
"2766",13,22,0,10,1,0,369.0861,1.692307692,0.769230769,369.08609,3,"O",-0.428571429,"----","----","----","----","SatFACarb","----",369.17144,369,0.17144
"2767",13,22,0,11,1,0,385.081,1.692307692,0.846153846,385.081,3,"O",-0.538461538,"----","----","----","----","SatFACarb","----",385.17005,385,0.17005
"2768",13,22,4,6,0,0,329.1467,1.692307692,0.461538462,329.14666,5,"CRAM",0,"----","----","----","----","----","Alipat+N",329.22277,329,0.22277
"2769",13,24,0,8,1,0,339.1119,1.846153846,0.615384615,339.11191,2,"O",-0.375,"----","----","----","----","SatFACarb","----",339.19033,339,0.19033
"2770",13,24,0,9,1,0,355.1068,1.846153846,0.692307692,355.10683,2,"O",-0.466666667,"----","----","----","----","SatFACarb","----",355.18894,355,0.18894
"2771",14,19,3,7,0,0,340.115,1.357142857,0.5,340.11502,7,"CRAM",0.266666667,"----","----","HUnSatLig","----","----","----",340.19367,340,0.19367
"2772",14,20,0,7,0,0,299.1136,1.428571429,0.5,299.11363,5,"O",0.142857143,"----","----","HUnSatLig","----","----","----",299.18279,299,0.18279
"2773",14,21,3,6,0,0,326.1358,1.5,0.428571429,326.13576,6,"CRAM",0.1875,"----","----","----","----","----","Alipat+N",326.21117,326,0.21117
"2774",14,22,0,7,0,0,301.1293,1.571428571,0.5,301.12928,4,"O",0.047619048,"----","----","----","AlipatNoN","----","----",301.19891,301,0.19891
"2775",14,22,0,9,1,0,365.0912,1.571428571,0.642857143,365.09118,4,"O",-0.176470588,"----","----","----","----","SatFACarb","----",365.1756,365,0.1756
"2776",14,22,4,6,0,0,341.1467,1.571428571,0.428571429,341.14666,6,"CRAM",0.142857143,"----","----","----","----","----","Alipat+N",341.22554,341,0.22554
"2777",14,23,1,9,0,0,348.13,1.642857143,0.642857143,348.13,4,"O",-0.117647059,"----","----","----","----","SatFACarb","----",348.2105,348,0.2105
"2778",14,24,0,8,0,0,319.1398,1.714285714,0.571428571,319.13984,3,"O",-0.1,"----","----","----","AlipatNoN","----","----",319.21364,319,0.21364
"2779",14,24,0,8,1,0,351.1119,1.714285714,0.571428571,351.11191,3,"O",-0.222222222,"----","----","----","AlipatNoN","----","----",351.1931,351,0.1931
"2780",14,24,0,9,1,0,367.1068,1.714285714,0.642857143,367.10683,3,"O",-0.294117647,"----","----","----","----","SatFACarb","----",367.19171,367,0.19171
"2781",14,24,0,10,1,0,383.1017,1.714285714,0.714285714,383.10174,3,"O",-0.375,"----","----","----","----","SatFACarb","----",383.19033,383,0.19033
"2782",14,24,0,11,1,0,399.0967,1.714285714,0.785714286,399.09665,3,"O",-0.466666667,"----","----","----","----","SatFACarb","----",399.18894,399,0.18894
"2783",14,24,0,12,1,0,415.0916,1.714285714,0.857142857,415.09157,3,"O",-0.571428571,"----","----","----","----","SatFACarb","----",415.18755,415,0.18755
"2784",14,24,2,9,0,0,363.1409,1.714285714,0.642857143,363.1409,4,"O",-0.2,"----","----","----","----","SatFACarb","----",363.22487,363,0.22487
"2785",14,24,4,6,0,0,343.1623,1.714285714,0.428571429,343.16231,5,"CRAM",0,"----","----","----","----","----","Alipat+N",343.24166,343,0.24166
"2786",14,26,0,11,1,0,401.1123,1.857142857,0.785714286,401.1123,2,"O",-0.6,"----","----","----","----","SatFACarb","----",401.20506,401,0.20506
"2787",14,27,3,6,0,0,332.1827,1.928571429,0.428571429,332.18271,3,"O",-0.1875,"----","----","----","----","----","Alipat+N",332.25952,332,0.25952
"2788",14,28,0,8,1,0,355.1432,2,0.571428571,355.14321,1,"O",-0.444444444,"----","----","----","AlipatNoN","----","----",355.22533,355,0.22533
"2789",14,30,0,4,1,0,293.1792,2.142857143,0.285714286,293.1792,0,"O",-0.272727273,"----","----","----","AlipatNoN","----","----",293.247,293,0.247
"2790",15,20,0,6,0,0,295.1187,1.333333333,0.4,295.11871,6,"CRAM",0.25,"----","----","HUnSatLig","----","----","----",295.18695,295,0.18695
"2791",15,23,5,8,0,0,400.1474,1.533333333,0.533333333,400.14739,7,"CRAM",0.083333333,"----","----","----","----","----","Alipat+N",400.23991,400,0.23991
"2792",15,23,5,8,1,0,432.1195,1.533333333,0.533333333,432.11946,7,"CRAM",-0.1,"----","----","----","----","----","Alipat+N",432.21938,432,0.21938
"2793",15,24,0,9,1,0,379.1068,1.6,0.6,379.10683,4,"O",-0.157894737,"----","----","----","----","SatFACarb","----",379.19449,379,0.19449
"2794",15,24,0,10,1,0,395.1017,1.6,0.666666667,395.10174,4,"O",-0.222222222,"----","----","----","----","SatFACarb","----",395.1931,395,0.1931
"2795",15,25,1,9,0,0,362.1457,1.666666667,0.6,362.14565,4,"O",-0.105263158,"----","----","----","----","SatFACarb","----",362.22939,362,0.22939
"2796",15,25,1,10,0,0,378.1406,1.666666667,0.666666667,378.14057,4,"O",-0.166666667,"----","----","----","----","SatFACarb","----",378.22801,378,0.22801
"2797",15,25,5,7,0,0,386.1681,1.666666667,0.466666667,386.16812,6,"CRAM",0,"----","----","----","----","----","Alipat+N",386.25742,386,0.25742
"2798",15,25,5,8,0,0,402.163,1.666666667,0.533333333,402.16304,6,"O",-0.083333333,"----","----","----","----","----","Alipat+N",402.25603,402,0.25603
"2799",15,26,0,6,0,0,301.1657,1.733333333,0.4,301.16566,3,"O",0,"----","----","----","AlipatNoN","----","----",301.2353,301,0.2353
"2800",15,26,0,8,1,0,365.1276,1.733333333,0.533333333,365.12756,3,"O",-0.2,"----","----","----","AlipatNoN","----","----",365.21199,365,0.21199
"2801",15,26,0,9,1,0,381.1225,1.733333333,0.6,381.12248,3,"O",-0.263157895,"----","----","----","----","SatFACarb","----",381.2106,381,0.2106
"2802",15,26,0,10,1,0,397.1174,1.733333333,0.666666667,397.11739,3,"O",-0.333333333,"----","----","----","----","SatFACarb","----",397.20922,397,0.20922
"2803",15,26,0,11,1,0,413.1123,1.733333333,0.733333333,413.1123,3,"O",-0.411764706,"----","----","----","----","SatFACarb","----",413.20783,413,0.20783
"2804",15,26,0,13,1,0,445.1021,1.733333333,0.866666667,445.10213,3,"O",-0.6,"----","----","----","----","SatFACarb","----",445.20506,445,0.20506
"2805",15,28,0,11,1,0,415.128,1.866666667,0.733333333,415.12795,2,"O",-0.529411765,"----","----","----","----","SatFACarb","----",415.22395,415,0.22395
"2806",15,29,3,6,0,0,346.1984,1.933333333,0.4,346.19836,3,"O",-0.166666667,"----","----","----","----","----","Alipat+N",346.27841,346,0.27841
"2807",15,30,0,7,1,0,353.1639,2,0.466666667,353.16395,1,"O",-0.333333333,"----","----","----","AlipatNoN","----","----",353.24561,353,0.24561
"2808",15,30,0,8,1,0,369.1589,2,0.533333333,369.15886,1,"O",-0.4,"----","----","----","AlipatNoN","----","----",369.24422,369,0.24422
"2809",16,20,0,6,0,0,307.1187,1.25,0.375,307.11871,7,"CRAM",0.307692308,"----","----","HUnSatLig","----","----","----",307.18973,307,0.18973
"2810",16,24,2,8,0,0,371.146,1.5,0.5,371.14599,6,"O",0.1,"----","----","----","----","----","Alipat+N",371.23181,371,0.23181
"2811",16,25,1,10,0,0,390.1406,1.5625,0.625,390.14057,5,"O",-0.05,"----","----","----","----","SatFACarb","----",390.23078,390,0.23078
"2812",16,25,5,7,0,0,398.1681,1.5625,0.4375,398.16812,7,"CRAM",0.133333333,"----","----","----","----","----","Alipat+N",398.26019,398,0.26019
"2813",16,25,5,8,0,0,414.163,1.5625,0.5,414.16304,7,"CRAM",0.071428571,"----","----","----","----","----","Alipat+N",414.2588,414,0.2588
"2814",16,26,2,8,0,0,373.1616,1.625,0.5,373.16164,5,"O",0,"----","----","----","----","----","Alipat+N",373.24793,373,0.24793
"2815",16,27,1,10,0,0,392.1562,1.6875,0.625,392.15622,4,"O",-0.15,"----","----","----","----","SatFACarb","----",392.2469,392,0.2469
"2816",16,27,5,7,0,0,400.1838,1.6875,0.4375,400.18377,6,"CRAM",0,"----","----","----","----","----","Alipat+N",400.27631,400,0.27631
"2817",16,27,5,8,0,0,416.1787,1.6875,0.5,416.17869,6,"O",-0.071428571,"----","----","----","----","----","Alipat+N",416.27492,416,0.27492
"2818",16,28,0,9,1,0,395.1381,1.75,0.5625,395.13813,3,"O",-0.238095238,"----","----","----","AlipatNoN","----","----",395.2295,395,0.2295
"2819",16,28,0,11,1,0,427.128,1.75,0.6875,427.12795,3,"O",-0.368421053,"----","----","----","----","SatFACarb","----",427.22672,427,0.22672
"2820",16,29,1,13,1,0,474.1287,1.8125,0.8125,474.12868,3,"O",-0.666666667,"----","----","----","----","SatFACarb","----",474.23832,474,0.23832
"2821",16,29,3,5,0,0,342.2034,1.8125,0.3125,342.20344,4,"O",0,"----","----","----","----","----","Alipat+N",342.28257,342,0.28257
"2822",16,31,3,6,0,0,360.214,1.9375,0.375,360.21401,3,"O",-0.15,"----","----","----","----","----","Alipat+N",360.2973,360,0.2973
"2823",17,24,4,8,0,0,411.1521,1.411764706,0.470588235,411.15214,8,"CRAM",0.222222222,"----","----","HUnSatLig","----","----","----",411.24721,411,0.24721
"2824",17,26,0,8,1,0,389.1276,1.529411765,0.470588235,389.12756,5,"O",0,"----","----","----","AlipatNoN","----","----",389.21754,389,0.21754
"2825",17,26,4,6,0,0,381.178,1.529411765,0.352941176,381.17796,7,"CRAM",0.2,"----","----","----","----","----","Alipat+N",381.2661,381,0.2661
"2826",17,27,1,12,0,0,436.146,1.588235294,0.705882353,436.14605,5,"O",-0.15,"----","----","----","----","SatFACarb","----",436.2469,436,0.2469
"2827",17,28,0,8,1,0,391.1432,1.647058824,0.470588235,391.14321,4,"O",-0.083333333,"----","----","----","AlipatNoN","----","----",391.23366,391,0.23366
"2828",17,29,1,11,0,0,422.1668,1.705882353,0.647058824,422.16678,4,"O",-0.19047619,"----","----","----","----","SatFACarb","----",422.2644,422,0.2644
"2829",17,31,3,7,0,0,388.2089,1.823529412,0.411764706,388.20892,4,"O",-0.095238095,"----","----","----","----","----","Alipat+N",388.29869,388,0.29869
"2830",17,32,0,9,0,0,379.1974,1.882352941,0.529411765,379.19735,2,"O",-0.2,"----","----","----","AlipatNoN","----","----",379.28504,379,0.28504
"2831",17,33,3,5,0,0,358.2347,1.941176471,0.294117647,358.23474,3,"O",-0.086956522,"----","----","----","----","----","Alipat+N",358.31758,358,0.31758
"2832",17,36,0,6,1,0,367.216,2.117647059,0.352941176,367.21598,0,"O",-0.307692308,"----","----","----","AlipatNoN","----","----",367.3009,367,0.3009
"2833",18,26,4,8,0,0,425.1678,1.444444444,0.444444444,425.16779,8,"CRAM",0.2,"----","----","HUnSatLig","----","----","----",425.2661,425,0.2661
"2834",18,27,5,8,0,0,440.1787,1.5,0.444444444,440.17869,8,"CRAM",0.166666667,"----","----","----","----","----","Alipat+N",440.28047,440,0.28047
"2835",18,28,0,5,1,0,355.1585,1.555555556,0.277777778,355.15847,5,"O",0.103448276,"----","----","----","AlipatNoN","----","----",355.24059,355,0.24059
"2836",18,28,0,6,1,0,371.1534,1.555555556,0.333333333,371.15338,5,"O",0.071428571,"----","----","----","AlipatNoN","----","----",371.23921,371,0.23921
"2837",18,30,0,4,1,0,341.1792,1.666666667,0.222222222,341.1792,4,"O",0.066666667,"----","----","----","AlipatNoN","----","----",341.2581,341,0.2581
"2838",18,33,3,5,0,0,370.2347,1.833333333,0.277777778,370.23474,4,"O",0,"----","----","----","----","----","Alipat+N",370.32035,370,0.32035
"2839",18,33,3,6,0,0,386.2297,1.833333333,0.333333333,386.22966,4,"O",-0.041666667,"----","----","----","----","----","Alipat+N",386.31897,386,0.31897
"2840",18,34,0,2,0,0,281.2486,1.888888889,0.111111111,281.2486,2,"O",0.058823529,"----","----","----","AlipatNoN","----","----",281.31364,281,0.31364
"2841",19,29,3,9,0,0,442.1831,1.526315789,0.473684211,442.1831,7,"CRAM",0.086956522,"----","----","----","----","----","Alipat+N",442.28535,442,0.28535
"2842",19,29,5,8,0,0,454.1943,1.526315789,0.421052632,454.19434,8,"CRAM",0.15,"----","----","----","----","----","Alipat+N",454.29936,454,0.29936
"2843",19,30,0,5,1,0,369.1741,1.578947368,0.263157895,369.17412,5,"O",0.096774194,"----","----","----","AlipatNoN","----","----",369.25948,369,0.25948
"2844",19,30,2,13,0,0,493.1675,1.578947368,0.684210526,493.16751,6,"O",-0.142857143,"----","----","----","----","SatFACarb","----",493.28155,493,0.28155
"2845",19,31,0,6,0,1,385.1785,1.631578947,0.315789474,385.17855,5,"O",0.1,"----","----","----","AlipatNoN","----","----",385.26761,385,0.26761
