C,H,N,O,S,P,,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
15,10,0,11,0,0,,365.0150342,,4629791,4674143,5160560,,,NA,NA,NA,,0.666666667,0.733333333,,365.01503,11,0.733333333,1.1,1,O,,,0.578947368,,----,Aromatic,----,----,----,----,,365.09944,365.00000,0.09944
15,10,0,12,0,0,,381.0099488,,2958365,2538262,2810974,,,NA,NA,NA,,0.666666667,0.8,,381.00995,11,0.733333333,1.1,0.916666667,O,,,0.555555556,,----,Aromatic,----,----,----,----,,381.09805,381.00000,0.09805
15,12,0,8,0,0,,319.0459404,,2910544,2488790,3025017,,,NA,NA,NA,,0.8,0.533333333,,319.04594,10,0.666666667,0.833333333,1.25,CRAM,,,0.545454545,,----,Aromatic,----,----,----,----,,319.11972,319.00000,0.11972
15,12,0,9,0,0,,335.040855,,4726608,5133327,5528979,,,NA,NA,NA,,0.8,0.6,,335.04085,10,0.666666667,0.833333333,1.111111111,CRAM,,,0.523809524,,----,Aromatic,----,----,----,----,,335.11833,335.00000,0.11833
15,12,0,10,0,0,,351.0357696,,7064877,7675710,7721480,,,NA,NA,NA,,0.8,0.666666667,,351.03577,10,0.666666667,0.833333333,1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,351.11694,351.00000,0.11694
15,12,0,11,0,0,,367.0306842,,7189534,7620755,7654609,,,NA,NA,NA,,0.8,0.733333333,,367.03068,10,0.666666667,0.833333333,0.909090909,CRAM,,,0.473684211,,----,----,HUnSatLig,----,----,----,,367.11555,367.00000,0.11555
15,12,0,12,0,0,,383.0255988,,4362943,4103422,4195938,,,NA,NA,NA,,0.8,0.8,,383.02560,10,0.666666667,0.833333333,0.833333333,CRAM,,,0.444444444,,----,----,HUnSatLig,----,----,----,,383.11417,383.00000,0.11417
15,12,0,13,0,0,,399.0205134,,1982777,1711412,2307823,,,NA,NA,NA,,0.8,0.866666667,,399.02051,10,0.666666667,0.833333333,0.769230769,O,,,0.411764706,,----,----,HUnSatLig,----,----,----,,399.11278,399.00000,0.11278
15,14,0,8,0,0,,321.0615904,,4031120,3297083,3918324,,,NA,NA,NA,,0.933333333,0.533333333,,321.06159,9,0.6,0.642857143,1.125,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,321.13583,321.00000,0.13583
15,14,0,9,0,0,,337.056505,,7051572,6731213,7309172,,,2119772,1611504,1504872,,0.933333333,0.6,,337.05650,9,0.6,0.642857143,1,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,337.13444,337.00000,0.13444
15,14,0,10,0,0,,353.0514196,,8333282,9378141,9395285,,,NA,NA,NA,,0.933333333,0.666666667,,353.05142,9,0.6,0.642857143,0.9,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,353.13306,353.00000,0.13306
15,14,0,11,0,0,,369.0463342,,8738587,8833731,8867629,,,NA,NA,NA,,0.933333333,0.733333333,,369.04633,9,0.6,0.642857143,0.818181818,CRAM,,,0.368421053,,----,----,HUnSatLig,----,----,----,,369.13167,369.00000,0.13167
15,14,0,12,0,0,,385.0412488,,5026121,4783828,4569170,,,NA,NA,NA,,0.933333333,0.8,,385.04125,9,0.6,0.642857143,0.75,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,385.13028,385.00000,0.13028
15,14,0,13,0,0,,401.0361634,,1731730,2082375,2219255,,,NA,NA,NA,,0.933333333,0.866666667,,401.03616,9,0.6,0.642857143,0.692307692,O,,,0.294117647,,----,----,HUnSatLig,----,----,----,,401.12890,401.00000,0.12890
15,16,0,7,0,0,,307.0823258,,1769742,1727061,1563294,,,NA,NA,NA,,1.066666667,0.466666667,,307.08233,8,0.533333333,0.5,1.142857143,CRAM,,,0.391304348,,----,----,HUnSatLig,----,----,----,,307.15333,307.00000,0.15333
15,16,0,8,0,0,,323.0772404,,5002210,4549802,4768635,,,2300028,2576991,2355956,,1.066666667,0.533333333,,323.07724,8,0.533333333,0.5,1,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,323.15195,323.00000,0.15195
15,16,0,9,0,0,,339.072155,,6949681,7035799,6533476,,,2612842,2538446,2718307,,1.066666667,0.6,,339.07215,8,0.533333333,0.5,0.888888889,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,339.15056,339.00000,0.15056
15,16,0,10,0,0,,355.0670696,,8714922,8835972,8898220,,,2200666,2009232,1976241,,1.066666667,0.666666667,,355.06707,8,0.533333333,0.5,0.8,CRAM,,,0.3,,----,----,HUnSatLig,----,----,----,,355.14917,355.00000,0.14917
15,16,0,11,0,0,,371.0619842,,8684052,8680685,8083842,,,NA,NA,NA,,1.066666667,0.733333333,,371.06198,8,0.533333333,0.5,0.727272727,O,,,0.263157895,,----,----,HUnSatLig,----,----,----,,371.14779,371.00000,0.14779
15,16,0,12,0,0,,387.0568988,,4741046,4689048,4787755,,,NA,NA,NA,,1.066666667,0.8,,387.05690,8,0.533333333,0.5,0.666666667,O,,,0.222222222,,----,----,HUnSatLig,----,----,----,,387.14640,387.00000,0.14640
15,16,0,13,0,0,,403.0518134,,1771191,1673018,1913562,,,NA,NA,NA,,1.066666667,0.866666667,,403.05181,8,0.533333333,0.5,0.615384615,O,,,0.176470588,,----,----,HUnSatLig,----,----,----,,403.14501,403.00000,0.14501
15,18,0,7,0,0,,309.0979758,,2317052,1897858,2524117,,,2479866,2621941,2042290,,1.2,0.466666667,,309.09798,7,0.466666667,0.388888889,1,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,309.16945,309.00000,0.16945
15,18,0,8,0,0,,325.0928904,,4798278,4311588,4524815,,,3805490,3870694,3909532,,1.2,0.533333333,,325.09289,7,0.466666667,0.388888889,0.875,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,325.16806,325.00000,0.16806
15,18,0,9,0,0,,341.087805,,6113608,6539629,6841185,,,3530372,2226619,2728042,,1.2,0.6,,341.08780,7,0.466666667,0.388888889,0.777777778,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,341.16668,341.00000,0.16668
15,18,0,10,0,0,,357.0827196,,6994307,7270833,7388424,,,2842307,2516189,2605059,,1.2,0.666666667,,357.08272,7,0.466666667,0.388888889,0.7,O,,,0.2,,----,----,HUnSatLig,----,----,----,,357.16529,357.00000,0.16529
15,18,0,11,0,0,,373.0776342,,6666502,6706961,6470606,,,NA,NA,NA,,1.2,0.733333333,,373.07763,7,0.466666667,0.388888889,0.636363636,O,,,0.157894737,,----,----,HUnSatLig,----,----,----,,373.16390,373.00000,0.16390
15,18,0,12,0,0,,389.0725488,,2820612,3170888,2578412,,,NA,NA,NA,,1.2,0.8,,389.07255,7,0.466666667,0.388888889,0.583333333,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,389.16252,389.00000,0.16252
15,20,0,6,0,0,,295.1187112,,1897789,1643775,1523511,,,1947604,1687878,1727889,,1.333333333,0.4,,295.11871,6,0.4,0.3,1,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,295.18695,295.00000,0.18695
15,20,0,7,0,0,,311.1136258,,3217654,3056312,3628312,,,4520024,4176434,4182794,,1.333333333,0.466666667,,311.11363,6,0.4,0.3,0.857142857,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,311.18557,311.00000,0.18557
15,20,0,8,0,0,,327.1085404,,4751550,5478824,4730543,,,5386996,4604280,4790097,,1.333333333,0.533333333,,327.10854,6,0.4,0.3,0.75,O,,,0.181818182,,----,----,HUnSatLig,----,----,----,,327.18418,327.00000,0.18418
15,20,0,9,0,0,,343.103455,,5554042,5602129,5214573,,,4113066,3108278,3975805,,1.333333333,0.6,,343.10345,6,0.4,0.3,0.666666667,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,343.18279,343.00000,0.18279
15,20,0,9,1,0,,375.0755257,,NA,NA,NA,,,3215859,3036548,2321468,,1.333333333,0.6,,375.07553,6,0.4,0.3,0.666666667,O,,,0.052631579,,----,----,HUnSatLig,----,----,----,,375.16226,375.00000,0.16226
15,20,0,10,0,0,,359.0983696,,4492394,4266979,4610922,,,2712367,2595632,2522200,,1.333333333,0.666666667,,359.09837,6,0.4,0.3,0.6,O,,,0.1,,----,----,HUnSatLig,----,----,----,,359.18141,359.00000,0.18141
15,20,0,11,0,0,,375.0932842,,3318766,3354923,3438096,,,NA,NA,NA,,1.333333333,0.733333333,,375.09328,6,0.4,0.3,0.545454545,O,,,0.052631579,,----,----,HUnSatLig,----,----,----,,375.18002,375.00000,0.18002
15,20,0,12,0,0,,391.0881988,,2052656,1605089,1857683,,,NA,NA,NA,,1.333333333,0.8,,391.08820,6,0.4,0.3,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,391.17863,391.00000,0.17863
15,21,3,7,0,0,,354.1306728,,1651037,2256515,1508757,,,NA,NA,NA,,1.4,0.466666667,,354.13067,7,0.466666667,0.333333333,1,CRAM,,,0.235294118,,----,----,HUnSatLig,----,----,----,,354.21256,354.00000,0.21256
15,21,3,9,0,0,,386.120502,,2556569,2422217,2410322,,,NA,NA,NA,,1.4,0.6,,386.12050,7,0.466666667,0.333333333,0.777777778,CRAM,,,0.133333333,,----,----,HUnSatLig,----,----,----,,386.20979,386.00000,0.20979
15,22,0,6,0,0,,297.1343612,,1369468,1348606,1885235,,,2641372,2650187,2360476,,1.466666667,0.4,,297.13436,5,0.333333333,0.227272727,0.833333333,CRAM,,,0.166666667,,----,----,HUnSatLig,----,----,----,,297.20307,297.00000,0.20307
15,22,0,7,0,0,,313.1292758,,3006460,3646455,3319397,,,4128195,4241786,4210798,,1.466666667,0.466666667,,313.12928,5,0.333333333,0.227272727,0.714285714,O,,,0.130434783,,----,----,HUnSatLig,----,----,----,,313.20168,313.00000,0.20168
15,22,0,8,0,0,,329.1241904,,4022345,4264248,4342875,,,4967619,4781334,4725521,,1.466666667,0.533333333,,329.12419,5,0.333333333,0.227272727,0.625,O,,,0.090909091,,----,----,HUnSatLig,----,----,----,,329.20030,329.00000,0.20030
15,22,0,9,0,0,,345.119105,,4294088,4457793,4045704,,,4477150,4736959,4282525,,1.466666667,0.6,,345.11910,5,0.333333333,0.227272727,0.555555556,O,,,0.047619048,,----,----,HUnSatLig,----,----,----,,345.19891,345.00000,0.19891
15,22,0,10,0,0,,361.1140196,,3865435,4583960,4362702,,,4168604,4778375,4462252,,1.466666667,0.666666667,,361.11402,5,0.333333333,0.227272727,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,361.19752,361.00000,0.19752
15,22,0,10,1,0,,393.0860903,,3369523,3148639,2740506,,,NA,NA,NA,,1.466666667,0.666666667,,393.08609,5,0.333333333,0.227272727,0.5,O,,,-0.111111111,,----,----,HUnSatLig,----,----,----,,393.17699,393.00000,0.17699
15,22,0,11,0,0,,377.1089342,,2442952,2772796,2344516,,,NA,NA,NA,,1.466666667,0.733333333,,377.10893,5,0.333333333,0.227272727,0.454545455,O,,,-0.052631579,,----,----,HUnSatLig,----,----,----,,377.19614,377.00000,0.19614
15,22,0,12,0,0,,393.1038488,,2530359,2821986,2551582,,,2175232,1804490,1827290,,1.466666667,0.8,,393.10385,5,0.333333333,0.227272727,0.416666667,O,,,-0.111111111,,----,----,HUnSatLig,----,----,----,,393.19475,393.00000,0.19475
15,22,0,13,0,0,,409.0987634,,2546665,2263375,2266781,,,2079892,2306865,2173339,,1.466666667,0.866666667,,409.09876,5,0.333333333,0.227272727,0.384615385,O,,,-0.176470588,,----,----,HUnSatLig,----,----,----,,409.19336,409.00000,0.19336
15,22,4,6,0,0,,353.1466572,,NA,NA,NA,,,2771987,1996389,1950335,,1.466666667,0.4,,353.14666,7,0.466666667,0.318181818,1.166666667,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,353.22832,353.00000,0.22832
15,22,4,8,0,0,,385.1364864,,4156775,3657450,3212905,,,5065295,5531624,4390877,,1.466666667,0.533333333,,385.13649,7,0.466666667,0.318181818,0.875,CRAM,,,0.142857143,,----,----,HUnSatLig,----,----,----,,385.22554,385.00000,0.22554
15,23,3,5,0,0,,324.1564936,,NA,NA,NA,,,1792869,2475311,1783766,,1.533333333,0.333333333,,324.15649,6,0.4,0.260869565,1.2,CRAM,,,0.210526316,,----,----,----,----,----,Alipat+N,,324.23145,324.00000,0.23145
15,23,3,6,0,0,,340.1514082,,NA,NA,NA,,,1691016,1918676,1918327,,1.533333333,0.4,,340.15141,6,0.4,0.260869565,1,CRAM,,,0.166666667,,----,----,----,----,----,Alipat+N,,340.23006,340.00000,0.23006
15,23,3,7,0,0,,356.1463228,,6413359,6847661,5891055,,,8576420,9319371,8115439,,1.533333333,0.466666667,,356.14632,6,0.4,0.260869565,0.857142857,CRAM,,,0.117647059,,----,----,----,----,----,Alipat+N,,356.22868,356.00000,0.22868
15,23,3,8,0,0,,372.1412374,,3522473,3447315,3276990,,,2928805,2811967,2594588,,1.533333333,0.533333333,,372.14124,6,0.4,0.260869565,0.75,O,,,0.0625,,----,----,----,----,----,Alipat+N,,372.22729,372.00000,0.22729
15,23,3,9,0,0,,388.136152,,1599734,1648002,1942303,,,NA,NA,NA,,1.533333333,0.6,,388.13615,6,0.4,0.260869565,0.666666667,O,,,0,,----,----,----,----,SatFACarb,----,,388.22590,388.00000,0.22590
15,23,5,7,0,0,,384.1524708,,2710574,3144199,2926458,,,4643169,5288694,4601603,,1.533333333,0.466666667,,384.15247,7,0.466666667,0.304347826,1,CRAM,,,0.153846154,,----,----,----,----,----,Alipat+N,,384.24130,384.00000,0.24130
15,24,0,6,0,0,,299.1500112,,NA,NA,NA,,,1963760,2075734,2180274,,1.6,0.4,,299.15001,4,0.266666667,0.166666667,0.666666667,O,,,0.083333333,,----,----,----,AlipatNoN,----,----,,299.21919,299.00000,0.21919
15,24,0,7,0,0,,315.1449258,,3390224,3347263,2685117,,,4419899,4302027,3882462,,1.6,0.466666667,,315.14493,4,0.266666667,0.166666667,0.571428571,O,,,0.043478261,,----,----,----,AlipatNoN,----,----,,315.21780,315.00000,0.21780
15,24,0,7,1,0,,347.1169965,,NA,NA,NA,,,3067672,7011794,1529540,,1.6,0.466666667,,347.11700,4,0.266666667,0.166666667,0.571428571,O,,,-0.047619048,,----,----,----,AlipatNoN,----,----,,347.19726,347.00000,0.19726
15,24,0,8,0,0,,331.1398404,,3323882,3348179,3232277,,,4141727,3905217,3667677,,1.6,0.533333333,,331.13984,4,0.266666667,0.166666667,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,331.21641,331.00000,0.21641
15,24,0,8,1,0,,363.1119111,,NA,NA,NA,,,1626115,1775066,1641722,,1.6,0.533333333,,363.11191,4,0.266666667,0.166666667,0.5,O,,,-0.1,,----,----,----,AlipatNoN,----,----,,363.19588,363.00000,0.19588
15,24,0,9,0,0,,347.134755,,2335026,2645823,2639794,,,2442014,2565079,2304713,,1.6,0.6,,347.13475,4,0.266666667,0.166666667,0.444444444,O,,,-0.047619048,,----,----,----,----,SatFACarb,----,,347.21502,347.00000,0.21502
15,24,0,9,1,0,,379.1068257,,NA,NA,NA,,,1741903,3363291,1936977,,1.6,0.6,,379.10683,4,0.266666667,0.166666667,0.444444444,O,,,-0.157894737,,----,----,----,----,SatFACarb,----,,379.19449,379.00000,0.19449
15,24,0,10,0,0,,363.1296696,,2074195,2281550,2092339,,,1814025,1933535,2122495,,1.6,0.666666667,,363.12967,4,0.266666667,0.166666667,0.4,O,,,-0.1,,----,----,----,----,SatFACarb,----,,363.21364,363.00000,0.21364
15,24,0,11,0,0,,379.1245842,,2167186,2361152,2083947,,,2290771,2836960,1947734,,1.6,0.733333333,,379.12458,4,0.266666667,0.166666667,0.363636364,O,,,-0.157894737,,----,----,----,----,SatFACarb,----,,379.21225,379.00000,0.21225
15,24,0,12,0,0,,395.1194988,,15878167,17398474,16699530,,,23273069,23518281,22145812,,1.6,0.8,,395.11950,4,0.266666667,0.166666667,0.333333333,O,,,-0.222222222,,----,----,----,----,SatFACarb,----,,395.21086,395.00000,0.21086
15,24,0,13,0,0,,411.1144134,,4948035,4608452,4520685,,,3821802,4151212,3034541,,1.6,0.866666667,,411.11441,4,0.266666667,0.166666667,0.307692308,O,,,-0.294117647,,----,----,----,----,SatFACarb,----,,411.20948,411.00000,0.20948
15,24,0,14,0,0,,427.109328,,3301345,4135454,3305862,,,2018811,1563143,1607816,,1.6,0.933333333,,427.10933,4,0.266666667,0.166666667,0.285714286,O,,,-0.375,,----,----,----,----,SatFACarb,----,,427.20809,427.00000,0.20809
15,24,2,7,0,0,,343.1510738,,1926535,1884508,2402170,,,2945208,2881986,2238602,,1.6,0.466666667,,343.15107,5,0.333333333,0.208333333,0.714285714,O,,,0.052631579,,----,----,----,----,----,Alipat+N,,343.23042,343.00000,0.23042
15,24,4,6,0,0,,355.1623072,,3001548,3232670,2625224,,,4875383,5825196,4425677,,1.6,0.4,,355.16231,6,0.4,0.25,1,CRAM,,,0.125,,----,----,----,----,----,Alipat+N,,355.24443,355.00000,0.24443
15,24,4,7,0,0,,371.1572218,,3283000,3431175,3468702,,,3923844,4594978,3854858,,1.6,0.466666667,,371.15722,6,0.4,0.25,0.857142857,CRAM,,,0.066666667,,----,----,----,----,----,Alipat+N,,371.24305,371.00000,0.24305
15,24,4,8,0,0,,387.1521364,,NA,NA,NA,,,2437670,2430920,2471818,,1.6,0.533333333,,387.15214,6,0.4,0.25,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,387.24166,387.00000,0.24166
15,25,3,5,0,0,,326.1721436,,1864205,1993714,1521900,,,2628642,2843323,3081860,,1.666666667,0.333333333,,326.17214,5,0.333333333,0.2,1,CRAM,,,0.105263158,,----,----,----,----,----,Alipat+N,,326.24757,326.00000,0.24757
15,25,3,6,0,0,,342.1670582,,5780081,6191727,5759096,,,7927209,9041096,7571845,,1.666666667,0.4,,342.16706,5,0.333333333,0.2,0.833333333,CRAM,,,0.055555556,,----,----,----,----,----,Alipat+N,,342.24618,342.00000,0.24618
15,25,3,7,0,0,,358.1619728,,2900751,3225821,2756686,,,4398095,4750875,4464451,,1.666666667,0.466666667,,358.16197,5,0.333333333,0.2,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,358.24479,358.00000,0.24479
15,25,3,8,0,0,,374.1568874,,3392150,3292210,3556613,,,2939629,2474624,2975044,,1.666666667,0.533333333,,374.15689,5,0.333333333,0.2,0.625,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,374.24341,374.00000,0.24341
15,26,0,6,0,0,,301.1656612,,NA,NA,NA,,,2097168,2364777,1877971,,1.733333333,0.4,,301.16566,3,0.2,0.115384615,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,301.23530,301.00000,0.23530
15,26,0,7,0,0,,317.1605758,,2215474,2292369,1878049,,,3729087,4230182,3188057,,1.733333333,0.466666667,,317.16058,3,0.2,0.115384615,0.428571429,O,,,-0.043478261,,----,----,----,AlipatNoN,----,----,,317.23391,317.00000,0.23391
15,26,0,8,0,0,,333.1554904,,5409184,6328953,5896157,,,8873095,9364600,9213109,,1.733333333,0.533333333,,333.15549,3,0.2,0.115384615,0.375,O,,,-0.090909091,,----,----,----,AlipatNoN,----,----,,333.23253,333.00000,0.23253
15,26,0,8,1,0,,365.1275611,,NA,NA,NA,,,2156141,1895218,1657161,,1.733333333,0.533333333,,365.12756,3,0.2,0.115384615,0.375,O,,,-0.2,,----,----,----,AlipatNoN,----,----,,365.21199,365.00000,0.21199
15,26,0,9,0,0,,349.150405,,2353337,2919242,2512873,,,3307881,4007422,3164416,,1.733333333,0.6,,349.15040,3,0.2,0.115384615,0.333333333,O,,,-0.142857143,,----,----,----,----,SatFACarb,----,,349.23114,349.00000,0.23114
15,26,0,9,1,0,,381.1224757,,NA,NA,NA,,,1767012,1896946,1775681,,1.733333333,0.6,,381.12248,3,0.2,0.115384615,0.333333333,O,,,-0.263157895,,----,----,----,----,SatFACarb,----,,381.21060,381.00000,0.21060
15,26,0,10,0,0,,365.1453196,,2351697,1986948,2175127,,,3540595,3451959,2876751,,1.733333333,0.666666667,,365.14532,3,0.2,0.115384615,0.3,O,,,-0.2,,----,----,----,----,SatFACarb,----,,365.22975,365.00000,0.22975
15,26,0,11,0,0,,381.1402342,,1836361,2064694,2056832,,,2550888,3100151,2830917,,1.733333333,0.733333333,,381.14023,3,0.2,0.115384615,0.272727273,O,,,-0.263157895,,----,----,----,----,SatFACarb,----,,381.22837,381.00000,0.22837
15,26,0,12,0,0,,397.1351488,,2734539,2321943,2172886,,,3392953,3601322,2938412,,1.733333333,0.8,,397.13515,3,0.2,0.115384615,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,397.22698,397.00000,0.22698
15,26,0,13,0,0,,413.1300634,,5245041,5802526,5805851,,,4876578,4630537,4823967,,1.733333333,0.866666667,,413.13006,3,0.2,0.115384615,0.230769231,O,,,-0.411764706,,----,----,----,----,SatFACarb,----,,413.22559,413.00000,0.22559
15,26,0,14,0,0,,429.124978,,4419863,4404696,4114682,,,NA,NA,NA,,1.733333333,0.933333333,,429.12498,3,0.2,0.115384615,0.214285714,O,,,-0.5,,----,----,----,----,SatFACarb,----,,429.22421,429.00000,0.22421
15,26,2,5,0,0,,313.1768946,,NA,NA,NA,,,1727948,2322817,1394295,,1.733333333,0.333333333,,313.17689,4,0.266666667,0.153846154,0.8,O,,,0.047619048,,----,----,----,----,----,Alipat+N,,313.24931,313.00000,0.24931
15,26,2,6,0,0,,329.1718092,,NA,NA,NA,,,1808591,1994784,2017052,,1.733333333,0.4,,329.17181,4,0.266666667,0.153846154,0.666666667,O,,,0,,----,----,----,----,----,Alipat+N,,329.24793,329.00000,0.24793
15,26,4,5,0,0,,341.1830426,,1559138,1929092,1497210,,,3103901,3223506,2550915,,1.733333333,0.333333333,,341.18304,5,0.333333333,0.192307692,1,O,,,0.058823529,,----,----,----,----,----,Alipat+N,,341.26194,341.00000,0.26194
15,26,4,6,0,0,,357.1779572,,NA,NA,NA,,,2828001,2965753,2462240,,1.733333333,0.4,,357.17796,5,0.333333333,0.192307692,0.833333333,O,,,0,,----,----,----,----,----,Alipat+N,,357.26055,357.00000,0.26055
15,26,4,7,0,0,,373.1728718,,3798313,4005674,3579882,,,3683282,3837800,3655737,,1.733333333,0.466666667,,373.17287,5,0.333333333,0.192307692,0.714285714,O,,,-0.066666667,,----,----,----,----,----,Alipat+N,,373.25916,373.00000,0.25916
15,26,4,8,0,0,,389.1677864,,1864223,1600092,1979905,,,NA,NA,NA,,1.733333333,0.533333333,,389.16779,5,0.333333333,0.192307692,0.625,O,,,-0.142857143,,----,----,----,----,----,Alipat+N,,389.25778,389.00000,0.25778
15,27,0,9,0,1,,381.1319915,,NA,NA,NA,,,73405030,117985269,113659971,,1.8,0.6,,381.13199,3,0.2,0.111111111,0.333333333,O,,,-0.210526316,,----,----,----,----,SatFACarb,----,,381.22012,381.00000,0.22012
15,27,1,10,0,0,,380.1562186,,2532089,2315331,2456446,,,3844454,3623668,3652438,,1.8,0.666666667,,380.15622,3,0.2,0.111111111,0.3,O,,,-0.277777778,,----,----,----,----,SatFACarb,----,,380.24412,380.00000,0.24412
15,27,1,12,1,0,,444.1181185,,6229425,7069358,5580684,,,11820834,13623442,10104224,,1.8,0.8,,444.11812,3,0.2,0.111111111,0.25,O,,,-0.642857143,,----,----,----,----,SatFACarb,----,,444.22081,444.00000,0.22081
15,27,2,11,0,1,,441.1279687,,NA,NA,NA,,,4559889,5905736,7677663,,1.8,0.733333333,,441.12797,4,0.266666667,0.148148148,0.363636364,O,,,-0.461538462,,----,----,----,----,SatFACarb,----,,441.22997,441.00000,0.22997
15,27,3,5,0,0,,328.1877936,,2242959,2255997,1954707,,,4057579,4178004,4075583,,1.8,0.333333333,,328.18779,4,0.266666667,0.148148148,0.8,O,,,0,,----,----,----,----,----,Alipat+N,,328.26368,328.00000,0.26368
15,27,3,6,0,0,,344.1827082,,9499826,10162265,9867916,,,10842070,12394187,10893215,,1.8,0.4,,344.18271,4,0.266666667,0.148148148,0.666666667,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,344.26230,344.00000,0.26230
15,27,3,7,0,0,,360.1776228,,4346364,4261137,4397234,,,3952252,4463728,3698583,,1.8,0.466666667,,360.17762,4,0.266666667,0.148148148,0.571428571,O,,,-0.117647059,,----,----,----,----,----,Alipat+N,,360.26091,360.00000,0.26091
15,27,3,7,1,0,,392.1496935,,NA,NA,NA,,,2338377,2134027,2025787,,1.8,0.466666667,,392.14969,4,0.266666667,0.148148148,0.571428571,O,,,-0.266666667,,----,----,----,----,----,Alipat+N,,392.24037,392.00000,0.24037
15,28,0,7,0,0,,319.1762258,,NA,NA,NA,,,2094416,1769868,1495519,,1.866666667,0.466666667,,319.17623,2,0.133333333,0.071428571,0.285714286,O,,,-0.130434783,,----,----,----,AlipatNoN,----,----,,319.25003,319.00000,0.25003
15,28,0,7,1,0,,351.1482965,,NA,NA,NA,,,1620922,1520172,1677627,,1.866666667,0.466666667,,351.14830,2,0.133333333,0.071428571,0.285714286,O,,,-0.238095238,,----,----,----,AlipatNoN,----,----,,351.22949,351.00000,0.22949
15,28,0,8,0,0,,335.1711404,,4649838,5514283,4773297,,,7563900,10483261,6975128,,1.866666667,0.533333333,,335.17114,2,0.133333333,0.071428571,0.25,O,,,-0.181818182,,----,----,----,AlipatNoN,----,----,,335.24864,335.00000,0.24864
15,28,0,8,1,0,,367.1432111,,NA,NA,NA,,,2832595,2342024,3511187,,1.866666667,0.533333333,,367.14321,2,0.133333333,0.071428571,0.25,O,,,-0.3,,----,----,----,AlipatNoN,----,----,,367.22811,367.00000,0.22811
15,28,0,9,0,0,,351.166055,,2814297,3198304,3074605,,,4153279,4668977,4429633,,1.866666667,0.6,,351.16605,2,0.133333333,0.071428571,0.222222222,O,,,-0.238095238,,----,----,----,----,SatFACarb,----,,351.24726,351.00000,0.24726
15,28,0,10,0,0,,367.1609696,,2116175,2076343,2247416,,,3711704,2856589,3085208,,1.866666667,0.666666667,,367.16097,2,0.133333333,0.071428571,0.2,O,,,-0.3,,----,----,----,----,SatFACarb,----,,367.24587,367.00000,0.24587
15,28,0,10,1,0,,399.1330403,,2658638,2934084,2240254,,,10316002,4899562,10773790,,1.866666667,0.666666667,,399.13304,2,0.133333333,0.071428571,0.2,O,,,-0.444444444,,----,----,----,----,SatFACarb,----,,399.22533,399.00000,0.22533
15,28,0,12,1,0,,431.1228695,,NA,NA,NA,,,2235654,2408810,2238730,,1.866666667,0.8,,431.12287,2,0.133333333,0.071428571,0.166666667,O,,,-0.625,,----,----,----,----,SatFACarb,----,,431.22256,431.00000,0.22256
15,28,4,5,0,0,,343.1986926,,2818453,3353448,2968966,,,6041285,7181774,5596823,,1.866666667,0.333333333,,343.19869,4,0.266666667,0.142857143,0.8,O,,,-0.058823529,,----,----,----,----,----,Alipat+N,,343.27805,343.00000,0.27805
15,28,4,6,0,0,,359.1936072,,2858125,2650622,2720135,,,4751693,5714765,4378740,,1.866666667,0.4,,359.19361,4,0.266666667,0.142857143,0.666666667,O,,,-0.125,,----,----,----,----,----,Alipat+N,,359.27667,359.00000,0.27667
15,28,4,7,0,0,,375.1885218,,2508305,2093893,2525739,,,2415636,2513316,2237530,,1.866666667,0.466666667,,375.18852,4,0.266666667,0.142857143,0.571428571,O,,,-0.2,,----,----,----,----,----,Alipat+N,,375.27528,375.00000,0.27528
